homo_sapiens,pan_troglodytes
ENSG00000143412,ENSPTRG00000003140,47.9189
ENSG00000144395,ENSPTRG00000005685,48.521
ENSG00000144395,ENSPTRG00000016925,48.7294
ENSG00000144395,ENSPTRG00000042501,47.9463
ENSG00000144395,ENSPTRG00000013916,48.4083
ENSG00000144395,ENSPTRG00000000125,48.4222
ENSG00000008282,ENSPTRG00000018952,48.6285
ENSG00000008282,ENSPTRG00000005696,48.6601
ENSG00000008282,ENSPTRG00000013817,48.9676
ENSG00000008282,ENSPTRG00000021833,48.8684
ENSG00000173156,ENSPTRG00000033843,45.9699
ENSG00000173156,ENSPTRG00000028769,47.6744
ENSG00000173156,ENSPTRG00000033746,47.2119
ENSG00000260696,ENSPTRG00000003229,48.4689
ENSG00000143409,ENSPTRG00000000150,45.6667
ENSG00000143409,ENSPTRG00000000161,48.3848
ENSG00000143409,ENSPTRG00000007687,47.9857
ENSG00000143409,ENSPTRG00000003184,47.6714
ENSG00000143409,ENSPTRG00000031328,48.0315
ENSG00000261791,ENSPTRG00000020025,49.0258
ENSG00000261791,ENSPTRG00000018938,49.1662
ENSG00000262894,ENSPTRG00000021742,49.2834
ENSG00000139263,ENSPTRG00000020084,48.841
ENSG00000139263,ENSPTRG00000016744,49.0663
ENSG00000139263,ENSPTRG00000034337,49.6208
ENSG00000139263,ENSPTRG00000028817,49.2754
ENSG00000260736,ENSPTRG00000034337,48.8499
ENSG00000260736,ENSPTRG00000023556,48.4417
ENSG00000262024,ENSPTRG00000021802,50.1484
ENSG00000262024,ENSPTRG00000020009,49.6232
ENSG00000262024,ENSPTRG00000014175,49.6219
ENSG00000119787,ENSPTRG00000019004,47.9777
ENSG00000119787,ENSPTRG00000005774,47.9749
ENSG00000119787,ENSPTRG00000022504,48.4865
ENSG00000119787,ENSPTRG00000016968,48.6081
ENSG00000119787,ENSPTRG00000009890,48.5221
ENSG00000119787,ENSPTRG00000017069,49.7154
ENSG00000119787,ENSPTRG00000041256,47.7419
ENSG00000119787,ENSPTRG00000017069,48.9583
ENSG00000119787,ENSPTRG00000020996,48.4118
ENSG00000119787,ENSPTRG00000016968,48.6864
ENSG00000119787,ENSPTRG00000022504,48.356
ENSG00000261297,ENSPTRG00000007610,46.6696
ENSG00000261297,ENSPTRG00000003118,45.8602
ENSG00000261297,ENSPTRG00000031314,46.8268
ENSG00000261631,ENSPTRG00000028792,48.9247
ENSG00000261631,ENSPTRG00000003257,49.1006
ENSG00000261631,ENSPTRG00000040646,48.9399
ENSG00000173898,ENSPTRG00000000238,46.1614
ENSG00000173898,ENSPTRG00000000238,46.0606
ENSG00000173898,ENSPTRG00000040752,48.1956
ENSG00000173898,ENSPTRG00000000238,46.1353
ENSG00000143363,ENSPTRG00000020014,48.2424
ENSG00000143363,ENSPTRG00000019047,49.5495
ENSG00000143363,ENSPTRG00000016914,48.8649
ENSG00000143363,ENSPTRG00000000125,48.7574
ENSG00000143363,ENSPTRG00000005774,49.462
ENSG00000143363,ENSPTRG00000016883,49.2851
ENSG00000143363,ENSPTRG00000016883,49.0967
ENSG00000143363,ENSPTRG00000039119,49.2164
ENSG00000259896,ENSPTRG00000005696,48.0906
ENSG00000261846,ENSPTRG00000023396,48.9576
ENSG00000173120,ENSPTRG00000004521,49.9616
ENSG00000173120,ENSPTRG00000014149,49.1148
ENSG00000173120,ENSPTRG00000020061,48.8085
ENSG00000173120,ENSPTRG00000024081,48.5809
ENSG00000262515,ENSPTRG00000013824,49.4163
ENSG00000262515,ENSPTRG00000016893,49.2457
ENSG00000262515,ENSPTRG00000014586,49.1813
ENSG00000262515,ENSPTRG00000014586,49.1868
ENSG00000262515,ENSPTRG00000014586,49.1939
ENSG00000262515,ENSPTRG00000014586,48.7555
ENSG00000262515,ENSPTRG00000014586,48.7522
ENSG00000262515,ENSPTRG00000014586,49.1637
ENSG00000262515,ENSPTRG00000014586,48.9246
ENSG00000262515,ENSPTRG00000023210,48.9203
ENSG00000262515,ENSPTRG00000014586,49.0963
ENSG00000262515,ENSPTRG00000014586,48.8513
ENSG00000262515,ENSPTRG00000014586,48.8551
ENSG00000262515,ENSPTRG00000014586,49.1017
ENSG00000262515,ENSPTRG00000021684,49.2297
ENSG00000105835,ENSPTRG00000020015,48.1449
ENSG00000105835,ENSPTRG00000017066,48.1451
ENSG00000105835,ENSPTRG00000019125,50.218
ENSG00000105835,ENSPTRG00000042298,48.3333
ENSG00000163141,ENSPTRG00000024207,45.9169
ENSG00000163141,ENSPTRG00000042168,49.3277
ENSG00000163141,ENSPTRG00000014072,45.3339
ENSG00000163141,ENSPTRG00000000100,49.4094
ENSG00000260245,ENSPTRG00000034246,49.0205
ENSG00000260245,ENSPTRG00000007545,48.7694
ENSG00000091137,ENSPTRG00000014093,48.1136
ENSG00000091137,ENSPTRG00000031327,47
ENSG00000091137,ENSPTRG00000014585,48.4704
ENSG00000091137,ENSPTRG00000014585,48.6111
ENSG00000091137,ENSPTRG00000039663,49.2468
ENSG00000143443,ENSPTRG00000016748,49.4752
ENSG00000197622,ENSPTRG00000003377,49.7507
ENSG00000197622,ENSPTRG00000023831,49.7014
ENSG00000260313,ENSPTRG00000007558,47.1331
ENSG00000260313,ENSPTRG00000007547,47.0206
ENSG00000260313,ENSPTRG00000021637,46.9231
ENSG00000260313,ENSPTRG00000003389,48.1283
ENSG00000196578,ENSPTRG00000003320,46.0215
ENSG00000138068,ENSPTRG00000018954,49.3348
ENSG00000138068,ENSPTRG00000040132,50.6173
ENSG00000138068,ENSPTRG00000041011,49.7758
ENSG00000138068,ENSPTRG00000019953,50
ENSG00000138068,ENSPTRG00000018954,49.4645
ENSG00000138068,ENSPTRG00000028817,49.2308
ENSG00000138068,ENSPTRG00000018954,48.2869
ENSG00000231192,ENSPTRG00000003320,44.4798
ENSG00000236032,ENSPTRG00000003320,44.0741
ENSG00000233412,ENSPTRG00000003320,44.9045
ENSG00000213190,ENSPTRG00000019102,50.6385
ENSG00000230301,ENSPTRG00000003320,44.6541
ENSG00000262840,ENSPTRG00000033798,49.2188
ENSG00000262840,ENSPTRG00000018925,49.0205
ENSG00000262840,ENSPTRG00000017063,48.8287
ENSG00000262840,ENSPTRG00000009829,48.1439
ENSG00000262840,ENSPTRG00000041444,48.291
ENSG00000197938,ENSPTRG00000003320,46.3492
ENSG00000143458,ENSPTRG00000000127,49.3641
ENSG00000143458,ENSPTRG00000016925,48.6905
ENSG00000143458,ENSPTRG00000005694,47.4287
ENSG00000144810,ENSPTRG00000009824,48.3786
ENSG00000144810,ENSPTRG00000019139,49.0137
ENSG00000144810,ENSPTRG00000007671,48.8444
ENSG00000196098,ENSPTRG00000003320,43.7888
ENSG00000206536,ENSPTRG00000003320,42.8571
ENSG00000232382,ENSPTRG00000003318,43.4822
ENSG00000143434,ENSPTRG00000016722,47.76
ENSG00000143434,ENSPTRG00000018865,47.8496
ENSG00000143434,ENSPTRG00000000024,48.4327
ENSG00000143434,ENSPTRG00000007594,48.2136
ENSG00000218739,ENSPTRG00000018989,49.3984
ENSG00000218739,ENSPTRG00000041722,49.6479
ENSG00000218739,ENSPTRG00000028817,48.9083
ENSG00000218739,ENSPTRG00000003217,50.0719
ENSG00000218739,ENSPTRG00000013869,47.1648
ENSG00000260703,ENSPTRG00000039119,48.6918
ENSG00000231861,ENSPTRG00000003318,43.0887
ENSG00000260283,ENSPTRG00000007671,48.797
ENSG00000260283,ENSPTRG00000014072,48.4708
ENSG00000260283,ENSPTRG00000042298,48.3333
ENSG00000105879,ENSPTRG00000005863,49.2976
ENSG00000105879,ENSPTRG00000003194,49.6755
ENSG00000105879,ENSPTRG00000014585,49.6016
ENSG00000105879,ENSPTRG00000000124,48.8579
ENSG00000105879,ENSPTRG00000017086,49.2462
ENSG00000260716,ENSPTRG00000007645,46.8458
ENSG00000080822,ENSPTRG00000019951,48.75
ENSG00000080822,ENSPTRG00000013807,49.2754
ENSG00000080822,ENSPTRG00000013786,48.9125
ENSG00000080822,ENSPTRG00000018952,49.0575
ENSG00000080822,ENSPTRG00000013897,49.4667
ENSG00000080822,ENSPTRG00000005774,49.1128
ENSG00000080822,ENSPTRG00000005696,48.6336
ENSG00000080822,ENSPTRG00000005696,48.7097
ENSG00000080822,ENSPTRG00000019956,50
ENSG00000080822,ENSPTRG00000005696,48.9642
ENSG00000080822,ENSPTRG00000000269,49.6885
ENSG00000080822,ENSPTRG00000013876,49.2492
ENSG00000080822,ENSPTRG00000042377,49.4834
ENSG00000080822,ENSPTRG00000003238,49.536
ENSG00000080822,ENSPTRG00000042377,49.3642
ENSG00000080822,ENSPTRG00000031446,49.3127
ENSG00000080822,ENSPTRG00000040367,49.345
ENSG00000080822,ENSPTRG00000028731,48.8656
ENSG00000080822,ENSPTRG00000014175,48.6673
ENSG00000080822,ENSPTRG00000041690,49.3213
ENSG00000080822,ENSPTRG00000020014,48.6157
ENSG00000080822,ENSPTRG00000031023,49.0455
ENSG00000080822,ENSPTRG00000041209,49.5362
ENSG00000080822,ENSPTRG00000031024,48.741
ENSG00000080822,ENSPTRG00000024355,49.6516
ENSG00000080822,ENSPTRG00000039826,48.5507
ENSG00000080822,ENSPTRG00000018952,49.0346
ENSG00000184220,ENSPTRG00000013847,48.1266
ENSG00000184220,ENSPTRG00000039826,48.1108
ENSG00000184220,ENSPTRG00000019106,48.5795
ENSG00000184220,ENSPTRG00000021857,48.8712
ENSG00000184220,ENSPTRG00000021690,48.3271
ENSG00000257413,ENSPTRG00000022471,48.1037
ENSG00000257413,ENSPTRG00000022471,48.1195
ENSG00000262684,ENSPTRG00000024207,48.9583
ENSG00000262684,ENSPTRG00000016925,47.8883
ENSG00000260770,ENSPTRG00000019941,47.9457
ENSG00000260770,ENSPTRG00000000131,46.2895
ENSG00000260770,ENSPTRG00000000131,46.9962
ENSG00000260770,ENSPTRG00000018859,48.8459
ENSG00000260770,ENSPTRG00000028760,48.4182
ENSG00000260770,ENSPTRG00000004015,46.3385
ENSG00000260770,ENSPTRG00000034369,48.9104
ENSG00000221949,ENSPTRG00000021790,49.5843
ENSG00000257370,ENSPTRG00000040289,48.4277
ENSG00000257370,ENSPTRG00000039826,38.0577
ENSG00000257448,ENSPTRG00000039826,35.2151
ENSG00000111110,ENSPTRG00000018929,49.3911
ENSG00000163154,ENSPTRG00000020053,48.7267
ENSG00000257652,ENSPTRG00000018925,48.2678
ENSG00000163155,ENSPTRG00000006815,50.0202
ENSG00000163155,ENSPTRG00000040561,49.9501
ENSG00000261913,ENSPTRG00000016929,49.1039
ENSG00000115816,ENSPTRG00000005873,48.9171
ENSG00000115816,ENSPTRG00000021699,49.0494
ENSG00000260320,ENSPTRG00000033888,47.3267
ENSG00000260320,ENSPTRG00000014077,47.8944
ENSG00000258085,ENSPTRG00000021813,49.0416
ENSG00000091138,ENSPTRG00000018945,48.8998
ENSG00000091138,ENSPTRG00000017052,48.913
ENSG00000091138,ENSPTRG00000033798,48.9427
ENSG00000253276,ENSPTRG00000020006,48.2278
ENSG00000163156,ENSPTRG00000016956,46.0317
ENSG00000163156,ENSPTRG00000003166,49.0219
ENSG00000257230,ENSPTRG00000000100,49.7427
ENSG00000257745,ENSPTRG00000016720,48.5486
ENSG00000261473,ENSPTRG00000004540,48.3188
ENSG00000261473,ENSPTRG00000040047,48.875
ENSG00000261473,ENSPTRG00000003389,47.4441
ENSG00000105851,ENSPTRG00000018955,48.5632
ENSG00000105851,ENSPTRG00000017067,49.3169
ENSG00000105851,ENSPTRG00000028817,49.5737
ENSG00000105851,ENSPTRG00000017067,49.3212
ENSG00000260178,ENSPTRG00000007565,47.841
ENSG00000260178,ENSPTRG00000031322,47.7612
ENSG00000260178,ENSPTRG00000028760,47.8082
ENSG00000179038,ENSPTRG00000003318,49.7596
ENSG00000173020,ENSPTRG00000003113,48.0092
ENSG00000173020,ENSPTRG00000014178,46.2963
ENSG00000257679,ENSPTRG00000019004,48.0296
ENSG00000257679,ENSPTRG00000019057,49.5116
ENSG00000259958,ENSPTRG00000007546,48.3114
ENSG00000163157,ENSPTRG00000028844,48.3031
ENSG00000163157,ENSPTRG00000042298,46.856
ENSG00000163157,ENSPTRG00000013862,48.2422
ENSG00000118596,ENSPTRG00000021813,49.4222
ENSG00000118596,ENSPTRG00000026567,49.5175
ENSG00000118596,ENSPTRG00000028731,49.3482
ENSG00000118596,ENSPTRG00000003388,49.8623
ENSG00000118596,ENSPTRG00000019120,49.7193
ENSG00000118596,ENSPTRG00000009858,48.9638
ENSG00000118596,ENSPTRG00000018927,50.4391
ENSG00000118596,ENSPTRG00000021781,49.574
ENSG00000262739,ENSPTRG00000000239,48.6159
ENSG00000262739,ENSPTRG00000000023,47.9064
ENSG00000262739,ENSPTRG00000000023,47.8368
ENSG00000262134,ENSPTRG00000000023,48.6842
ENSG00000260325,ENSPTRG00000000017,48.8554
ENSG00000166148,ENSPTRG00000034369,49.3488
ENSG00000166148,ENSPTRG00000003184,48.1967
ENSG00000261378,ENSPTRG00000000017,48.9527
ENSG00000261378,ENSPTRG00000014136,48.2434
ENSG00000261378,ENSPTRG00000039924,48.6388
ENSG00000261378,ENSPTRG00000039924,47.8559
ENSG00000261378,ENSPTRG00000029128,47.8
ENSG00000173715,ENSPTRG00000034154,49.0566
ENSG00000173715,ENSPTRG00000028774,49.635
ENSG00000173715,ENSPTRG00000042084,49.285
ENSG00000173715,ENSPTRG00000030822,49.2197
ENSG00000173715,ENSPTRG00000000017,49.2454
ENSG00000173715,ENSPTRG00000000017,49.3969
ENSG00000173715,ENSPTRG00000030816,49.7778
ENSG00000173715,ENSPTRG00000005738,48.1481
ENSG00000173715,ENSPTRG00000014615,49.0745
ENSG00000173715,ENSPTRG00000000194,49.2847
ENSG00000173715,ENSPTRG00000003178,49.2721
ENSG00000163159,ENSPTRG00000003184,49.1814
ENSG00000163159,ENSPTRG00000003184,48.7751
ENSG00000177990,ENSPTRG00000018982,48.8424
ENSG00000177990,ENSPTRG00000016929,48.3196
ENSG00000177990,ENSPTRG00000031254,49.2537
ENSG00000177990,ENSPTRG00000017069,48.8798
ENSG00000177990,ENSPTRG00000003172,48.7129
ENSG00000259919,ENSPTRG00000000017,47.4419
ENSG00000259919,ENSPTRG00000016729,47.018
ENSG00000259919,ENSPTRG00000020062,47.4274
ENSG00000259919,ENSPTRG00000028783,47.952
ENSG00000259919,ENSPTRG00000007644,47.9376
ENSG00000259919,ENSPTRG00000000081,48.3974
ENSG00000143398,ENSPTRG00000013904,48.5255
ENSG00000143398,ENSPTRG00000018982,49.7744
ENSG00000143398,ENSPTRG00000020040,49.7458
ENSG00000143398,ENSPTRG00000019072,49.5864
ENSG00000143398,ENSPTRG00000003391,49.488
ENSG00000143398,ENSPTRG00000014080,49.7354
ENSG00000143398,ENSPTRG00000021703,49.2971
ENSG00000143398,ENSPTRG00000034369,49.0085
ENSG00000143398,ENSPTRG00000016713,49.6805
ENSG00000168386,ENSPTRG00000021855,49.2135
ENSG00000168386,ENSPTRG00000018991,49.0932
ENSG00000168386,ENSPTRG00000018919,48.212
ENSG00000168386,ENSPTRG00000013916,48.5634
ENSG00000168386,ENSPTRG00000019025,48.6608
ENSG00000168386,ENSPTRG00000013916,48.2747
ENSG00000168386,ENSPTRG00000003333,46.4953
ENSG00000168386,ENSPTRG00000003310,48.6561
ENSG00000260195,ENSPTRG00000000152,47.9582
ENSG00000260195,ENSPTRG00000028742,48.1651
ENSG00000260195,ENSPTRG00000000239,47.9167
ENSG00000260119,ENSPTRG00000007596,47.4535
ENSG00000260119,ENSPTRG00000038816,47.9323
ENSG00000260119,ENSPTRG00000029512,48.1781
ENSG00000143889,ENSPTRG00000020015,48.5981
ENSG00000143889,ENSPTRG00000017068,48.191
ENSG00000143889,ENSPTRG00000009822,48.218
ENSG00000143889,ENSPTRG00000039826,47.5225
ENSG00000143889,ENSPTRG00000019963,49.2188
ENSG00000143889,ENSPTRG00000034402,48.5477
ENSG00000143889,ENSPTRG00000000269,49.2982
ENSG00000143889,ENSPTRG00000005861,47.6021
ENSG00000143889,ENSPTRG00000028844,48.5306
ENSG00000003509,ENSPTRG00000003194,49.3107
ENSG00000003509,ENSPTRG00000009893,49.1707
ENSG00000003509,ENSPTRG00000041008,48.7867
ENSG00000003509,ENSPTRG00000021851,49.0486
ENSG00000003509,ENSPTRG00000014119,49.6788
ENSG00000003509,ENSPTRG00000028731,49.7738
ENSG00000261264,ENSPTRG00000016692,48.645
ENSG00000261264,ENSPTRG00000003118,48.2469
ENSG00000261264,ENSPTRG00000003118,49.0094
ENSG00000260557,ENSPTRG00000028760,48.3961
ENSG00000260557,ENSPTRG00000042377,48.6945
ENSG00000260040,ENSPTRG00000023886,49.0043
ENSG00000260040,ENSPTRG00000016923,48.6903
ENSG00000260040,ENSPTRG00000018858,49.3639
ENSG00000260040,ENSPTRG00000013918,47.6619
ENSG00000261686,ENSPTRG00000003320,46.1464
ENSG00000261323,ENSPTRG00000003320,45.6226
ENSG00000005249,ENSPTRG00000016744,48.0908
ENSG00000005249,ENSPTRG00000021742,48.231
ENSG00000262037,ENSPTRG00000040645,49.0179
ENSG00000262037,ENSPTRG00000009893,34.4408
ENSG00000262562,ENSPTRG00000003194,37.3693
ENSG00000159352,ENSPTRG00000014579,48.7407
ENSG00000159352,ENSPTRG00000014579,48.162
ENSG00000159352,ENSPTRG00000018858,48.4117
ENSG00000159352,ENSPTRG00000028322,48.0797
ENSG00000159352,ENSPTRG00000028794,49.0566
ENSG00000091140,ENSPTRG00000019024,48.4799
ENSG00000091140,ENSPTRG00000009890,48.0647
ENSG00000091140,ENSPTRG00000017054,48.6703
ENSG00000091140,ENSPTRG00000020996,48.1442
ENSG00000091140,ENSPTRG00000020996,48.1687
ENSG00000263249,ENSPTRG00000030841,48.7078
ENSG00000261456,ENSPTRG00000017674,39.3782
ENSG00000261456,ENSPTRG00000017674,20.3365
ENSG00000261456,ENSPTRG00000017674,27.5978
ENSG00000261456,ENSPTRG00000017674,8.63411
ENSG00000261456,ENSPTRG00000007547,46.9512
ENSG00000198673,ENSPTRG00000003258,49.0795
ENSG00000198673,ENSPTRG00000019004,48.1236
ENSG00000198673,ENSPTRG00000021813,48.4594
ENSG00000198673,ENSPTRG00000013809,48.7931
ENSG00000198673,ENSPTRG00000028774,50.3509
ENSG00000198673,ENSPTRG00000029512,47.6496
ENSG00000198673,ENSPTRG00000000282,49.009
ENSG00000260150,ENSPTRG00000021804,49.7375
ENSG00000260150,ENSPTRG00000003351,48.6199
ENSG00000260150,ENSPTRG00000005723,48.4039
ENSG00000260150,ENSPTRG00000013870,48.9784
ENSG00000260150,ENSPTRG00000005782,48.8101
ENSG00000260150,ENSPTRG00000007663,49.3171
ENSG00000260150,ENSPTRG00000000143,49.2063
ENSG00000235156,ENSPTRG00000005743,49.7797
ENSG00000235156,ENSPTRG00000017069,49.5495
ENSG00000262446,ENSPTRG00000000160,48.0668
ENSG00000262446,ENSPTRG00000038980,48.4709
ENSG00000232671,ENSPTRG00000013941,48.8746
ENSG00000036054,ENSPTRG00000017069,49.7445
ENSG00000036054,ENSPTRG00000013821,48.4409
ENSG00000036054,ENSPTRG00000005782,48.7082
ENSG00000036054,ENSPTRG00000032588,49.5528
ENSG00000036054,ENSPTRG00000009893,48.7464
ENSG00000105856,ENSPTRG00000004554,48.8166
ENSG00000105856,ENSPTRG00000021699,49.0231
ENSG00000105856,ENSPTRG00000028845,48.7448
ENSG00000105856,ENSPTRG00000018989,48.4624
ENSG00000105856,ENSPTRG00000031327,50.0873
ENSG00000105856,ENSPTRG00000019121,49.1453
ENSG00000105856,ENSPTRG00000018993,48.595
ENSG00000105856,ENSPTRG00000019141,49.584
ENSG00000105856,ENSPTRG00000000101,48.0703
ENSG00000143373,ENSPTRG00000003166,48.3763
ENSG00000143373,ENSPTRG00000007645,48.3099
ENSG00000143373,ENSPTRG00000007588,48.717
ENSG00000143373,ENSPTRG00000000025,48.3064
ENSG00000143373,ENSPTRG00000005738,48.1723
ENSG00000143373,ENSPTRG00000007645,48.38
ENSG00000257961,ENSPTRG00000018875,46.6976
ENSG00000257961,ENSPTRG00000007703,48.3146
ENSG00000257961,ENSPTRG00000003121,47.4631
ENSG00000257961,ENSPTRG00000000017,47.9228
ENSG00000257961,ENSPTRG00000028773,45.9302
ENSG00000262666,ENSPTRG00000014153,47.8352
ENSG00000262666,ENSPTRG00000022861,47.7194
ENSG00000262666,ENSPTRG00000007545,48.0208
ENSG00000262666,ENSPTRG00000000041,47.5149
ENSG00000257339,ENSPTRG00000003285,48.0436
ENSG00000257339,ENSPTRG00000007549,48.2635
ENSG00000257339,ENSPTRG00000014642,48.048
ENSG00000257339,ENSPTRG00000018876,47.7297
ENSG00000257339,ENSPTRG00000003141,46.7317
ENSG00000172932,ENSPTRG00000003107,47.31
ENSG00000172932,ENSPTRG00000000047,47.2735
ENSG00000172932,ENSPTRG00000000047,47.4275
ENSG00000172932,ENSPTRG00000000207,47.7048
ENSG00000172932,ENSPTRG00000000047,47.2651
ENSG00000263162,ENSPTRG00000023686,50.0945
ENSG00000143393,ENSPTRG00000018865,49.0849
ENSG00000143393,ENSPTRG00000000255,48.9832
ENSG00000143393,ENSPTRG00000018856,48.7126
ENSG00000143393,ENSPTRG00000014072,48.8667
ENSG00000143393,ENSPTRG00000007545,48.8142
ENSG00000143393,ENSPTRG00000040561,48.5011
ENSG00000143393,ENSPTRG00000031327,49.47
ENSG00000143393,ENSPTRG00000007700,48.75
ENSG00000143393,ENSPTRG00000007643,47.3575
ENSG00000143393,ENSPTRG00000014080,48.2079
ENSG00000143393,ENSPTRG00000041720,48.5217
ENSG00000143393,ENSPTRG00000016680,48.9484
ENSG00000261371,ENSPTRG00000014635,49.4523
ENSG00000261371,ENSPTRG00000020014,48.1221
ENSG00000261371,ENSPTRG00000021699,48.8774
ENSG00000261371,ENSPTRG00000014080,48.7931
ENSG00000173653,ENSPTRG00000003184,47.4074
ENSG00000173653,ENSPTRG00000014155,47.7157
ENSG00000173653,ENSPTRG00000014155,48.0315
ENSG00000261967,ENSPTRG00000003257,48.7805
ENSG00000257436,ENSPTRG00000014157,49.1071
ENSG00000257814,ENSPTRG00000013904,48.3483
ENSG00000263290,ENSPTRG00000003184,48.0636
ENSG00000263290,ENSPTRG00000003184,47.1047
ENSG00000118600,ENSPTRG00000016914,48.3316
ENSG00000118600,ENSPTRG00000019094,48.3723
ENSG00000115825,ENSPTRG00000016893,48.4045
ENSG00000115825,ENSPTRG00000041209,49.009
ENSG00000115825,ENSPTRG00000017069,47.1042
ENSG00000115825,ENSPTRG00000019139,48.4892
ENSG00000115825,ENSPTRG00000016893,48.7288
ENSG00000263304,ENSPTRG00000016943,45.9371
ENSG00000263304,ENSPTRG00000021657,50
ENSG00000263304,ENSPTRG00000013869,47.6295
ENSG00000263304,ENSPTRG00000003217,49.4751
ENSG00000257374,ENSPTRG00000018919,48.907
ENSG00000257374,ENSPTRG00000014586,49.1018
ENSG00000257374,ENSPTRG00000014586,49.1971
ENSG00000262872,ENSPTRG00000014595,48.5876
ENSG00000135655,ENSPTRG00000009858,48.3547
ENSG00000135655,ENSPTRG00000031254,48.9726
ENSG00000135655,ENSPTRG00000013790,48.273
ENSG00000135655,ENSPTRG00000021813,48.9218
ENSG00000135655,ENSPTRG00000041256,48.2933
ENSG00000135655,ENSPTRG00000013809,48.1865
ENSG00000135655,ENSPTRG00000022501,49.0613
ENSG00000135655,ENSPTRG00000028317,50.0711
ENSG00000135655,ENSPTRG00000013790,48.3236
ENSG00000263141,ENSPTRG00000013861,0.375469
ENSG00000263141,ENSPTRG00000005696,48.752
ENSG00000143390,ENSPTRG00000013906,49.1611
ENSG00000143390,ENSPTRG00000028298,49.207
ENSG00000143390,ENSPTRG00000003161,48.1046
ENSG00000143390,ENSPTRG00000000147,49.0021
ENSG00000143390,ENSPTRG00000000171,49.2218
ENSG00000143390,ENSPTRG00000041008,49.2239
ENSG00000143390,ENSPTRG00000004015,49.2802
ENSG00000143390,ENSPTRG00000007623,48.9758
ENSG00000143390,ENSPTRG00000028850,49.4017
ENSG00000143390,ENSPTRG00000028850,48.9324
ENSG00000143390,ENSPTRG00000028321,49.9162
ENSG00000143390,ENSPTRG00000028845,49.3578
ENSG00000143390,ENSPTRG00000014595,49.4286
ENSG00000262917,ENSPTRG00000038881,48.9335
ENSG00000196935,ENSPTRG00000013792,49.8379
ENSG00000196935,ENSPTRG00000016961,49.2746
ENSG00000196935,ENSPTRG00000018976,49.8929
ENSG00000257561,ENSPTRG00000032585,38.5113
ENSG00000261893,ENSPTRG00000014593,48.9659
ENSG00000261893,ENSPTRG00000020052,48.615
ENSG00000261893,ENSPTRG00000000220,48.6321
ENSG00000257318,ENSPTRG00000032585,39.8305
ENSG00000258372,ENSPTRG00000022501,49.47
ENSG00000258372,ENSPTRG00000019139,48.2419
ENSG00000258372,ENSPTRG00000019946,49.5803
ENSG00000258372,ENSPTRG00000004514,49.4742
ENSG00000263140,ENSPTRG00000019035,45.8214
ENSG00000263140,ENSPTRG00000042362,50.3024
ENSG00000263140,ENSPTRG00000013809,50.6645
ENSG00000263140,ENSPTRG00000021728,50.5
ENSG00000143891,ENSPTRG00000003171,49.5974
ENSG00000143891,ENSPTRG00000040367,49.3646
ENSG00000143891,ENSPTRG00000040212,48.7569
ENSG00000256219,ENSPTRG00000040289,47.8395
ENSG00000257211,ENSPTRG00000018919,48.9498
ENSG00000257211,ENSPTRG00000014586,49.2172
ENSG00000257211,ENSPTRG00000028288,49.2366
ENSG00000091136,ENSPTRG00000020009,48.8727
ENSG00000091136,ENSPTRG00000020009,48.7686
ENSG00000091136,ENSPTRG00000016682,49.1091
ENSG00000091136,ENSPTRG00000041651,48.0797
ENSG00000091136,ENSPTRG00000013941,48.1818
ENSG00000164597,ENSPTRG00000009858,48.9293
ENSG00000164597,ENSPTRG00000018955,48.867
ENSG00000164597,ENSPTRG00000005719,49.2063
ENSG00000143416,ENSPTRG00000016741,47.9452
ENSG00000143416,ENSPTRG00000004015,48.3624
ENSG00000143416,ENSPTRG00000000264,47.6857
ENSG00000143416,ENSPTRG00000005722,48.2412
ENSG00000143416,ENSPTRG00000042077,48.9418
ENSG00000143416,ENSPTRG00000003184,47.8431
ENSG00000143416,ENSPTRG00000000031,48.1328
ENSG00000080819,ENSPTRG00000028643,48.354
ENSG00000173599,ENSPTRG00000000062,48.0398
ENSG00000173599,ENSPTRG00000000152,47.3027
ENSG00000173599,ENSPTRG00000000152,47.3658
ENSG00000173599,ENSPTRG00000003178,47.0245
ENSG00000173599,ENSPTRG00000000152,47.5429
ENSG00000173599,ENSPTRG00000003178,47.0245
ENSG00000115875,ENSPTRG00000018937,48.413
ENSG00000115875,ENSPTRG00000017013,48.8621
ENSG00000115875,ENSPTRG00000013817,47.5238
ENSG00000115875,ENSPTRG00000021741,47.6476
ENSG00000172830,ENSPTRG00000007684,47.1264
ENSG00000172830,ENSPTRG00000003118,46.8719
ENSG00000172830,ENSPTRG00000019134,47.5068
ENSG00000172830,ENSPTRG00000003174,47.1037
ENSG00000154165,ENSPTRG00000003318,49.2611
ENSG00000115828,ENSPTRG00000018990,48.3611
ENSG00000115828,ENSPTRG00000020014,49.1935
ENSG00000115828,ENSPTRG00000016726,49.5798
ENSG00000115828,ENSPTRG00000028788,49.2445
ENSG00000114021,ENSPTRG00000016713,49.166
ENSG00000114021,ENSPTRG00000007618,48.1761
ENSG00000064225,ENSPTRG00000013915,49.1516
ENSG00000064225,ENSPTRG00000000239,50.5155
ENSG00000064225,ENSPTRG00000017069,49.8227
ENSG00000064225,ENSPTRG00000004575,49.7333
ENSG00000064225,ENSPTRG00000004540,49.5105
ENSG00000064225,ENSPTRG00000028817,49.2829
ENSG00000064225,ENSPTRG00000004575,49.3201
