homo_sapiens,pongo_abelii
ENSG00000143412,ENSPPYG00000018985,48.138
ENSG00000144395,ENSPPYG00000018711,47.8426
ENSG00000144395,ENSPPYG00000019159,48.3281
ENSG00000144395,ENSPPYG00000019247,46.5245
ENSG00000144395,ENSPPYG00000017692,48.2442
ENSG00000144395,ENSPPYG00000020531,47.5517
ENSG00000008282,ENSPPYG00000018292,2.74291
ENSG00000008282,ENSPPYG00000018292,5.68876
ENSG00000008282,ENSPPYG00000019932,49.2625
ENSG00000008282,ENSPPYG00000018292,42.917
ENSG00000173156,ENSPPYG00000018585,46.2356
ENSG00000173156,ENSPPYG00000019682,47.6744
ENSG00000173156,ENSPPYG00000019682,47.7695
ENSG00000260696,ENSPPYG00000018073,22.3097
ENSG00000143409,ENSPPYG00000019672,48.5833
ENSG00000143409,ENSPPYG00000019812,48.4558
ENSG00000143409,ENSPPYG00000019770,47.8837
ENSG00000143409,ENSPPYG00000019988,48.1889
ENSG00000143409,ENSPPYG00000020052,48.2283
ENSG00000261791,ENSPPYG00000018075,16.9705
ENSG00000261791,ENSPPYG00000020456,49.1223
ENSG00000262894,ENSPPYG00000019247,47.4522
ENSG00000139263,ENSPPYG00000020649,49.0864
ENSG00000139263,ENSPPYG00000020210,49.2383
ENSG00000139263,ENSPPYG00000018707,49.1874
ENSG00000139263,ENSPPYG00000018691,50.0659
ENSG00000260736,ENSPPYG00000018737,48.3023
ENSG00000260736,ENSPPYG00000019443,48.3526
ENSG00000262024,ENSPPYG00000020250,49.7166
ENSG00000262024,ENSPPYG00000017486,49.6553
ENSG00000262024,ENSPPYG00000018153,48.7713
ENSG00000119787,ENSPPYG00000017639,48.1869
ENSG00000119787,ENSPPYG00000017639,47.905
ENSG00000119787,ENSPPYG00000020900,48.5927
ENSG00000119787,ENSPPYG00000018809,48.394
ENSG00000119787,ENSPPYG00000018483,48.7494
ENSG00000119787,ENSPPYG00000018783,49.7154
ENSG00000119787,ENSPPYG00000017893,48.5161
ENSG00000119787,ENSPPYG00000020314,48.6111
ENSG00000119787,ENSPPYG00000017917,48.5294
ENSG00000119787,ENSPPYG00000017891,48.8136
ENSG00000119787,ENSPPYG00000017955,48.4694
ENSG00000261297,ENSPPYG00000019880,46.1036
ENSG00000261297,ENSPPYG00000019880,46.5961
ENSG00000261297,ENSPPYG00000019169,45.7976
ENSG00000261631,ENSPPYG00000018321,49.4624
ENSG00000261631,ENSPPYG00000017736,48.7603
ENSG00000261631,ENSPPYG00000019387,48.2332
ENSG00000173898,ENSPPYG00000019840,48.4252
ENSG00000173898,ENSPPYG00000019537,48.3364
ENSG00000173898,ENSPPYG00000019798,48.7776
ENSG00000173898,ENSPPYG00000019840,48.2838
ENSG00000143363,ENSPPYG00000018553,48.2424
ENSG00000143363,ENSPPYG00000020545,49.2492
ENSG00000143363,ENSPPYG00000020264,48.6486
ENSG00000143363,ENSPPYG00000019535,48.9941
ENSG00000143363,ENSPPYG00000020545,49.3902
ENSG00000143363,ENSPPYG00000020870,49.8213
ENSG00000143363,ENSPPYG00000018645,49.6838
ENSG00000143363,ENSPPYG00000018197,49.5553
ENSG00000259896,ENSPPYG00000017716,48.888
ENSG00000261846,ENSPPYG00000019505,48.3524
ENSG00000173120,ENSPPYG00000017486,50.1152
ENSG00000173120,ENSPPYG00000017362,49.3432
ENSG00000173120,ENSPPYG00000019788,48.699
ENSG00000173120,ENSPPYG00000019788,48.4707
ENSG00000262515,ENSPPYG00000018857,49.2094
ENSG00000262515,ENSPPYG00000019243,49.1504
ENSG00000262515,ENSPPYG00000020631,49.1813
ENSG00000262515,ENSPPYG00000020527,49.167
ENSG00000262515,ENSPPYG00000020527,49.2146
ENSG00000262515,ENSPPYG00000020631,48.8559
ENSG00000262515,ENSPPYG00000020631,48.8521
ENSG00000262515,ENSPPYG00000020527,49.0192
ENSG00000262515,ENSPPYG00000020697,48.8829
ENSG00000262515,ENSPPYG00000020697,48.941
ENSG00000262515,ENSPPYG00000020527,48.5918
ENSG00000262515,ENSPPYG00000020527,49.0125
ENSG00000262515,ENSPPYG00000020527,49.0578
ENSG00000262515,ENSPPYG00000020527,48.6367
ENSG00000262515,ENSPPYG00000019161,49.1597
ENSG00000105835,ENSPPYG00000017921,47.8612
ENSG00000105835,ENSPPYG00000018270,28.7716
ENSG00000105835,ENSPPYG00000019237,49.6949
ENSG00000105835,ENSPPYG00000019151,49.6667
ENSG00000163141,ENSPPYG00000017545,46.1036
ENSG00000163141,ENSPPYG00000019247,47.983
ENSG00000163141,ENSPPYG00000017545,47.2175
ENSG00000163141,ENSPPYG00000019003,48.622
ENSG00000260245,ENSPPYG00000020569,48.8592
ENSG00000260245,ENSPPYG00000018371,48.7412
ENSG00000091137,ENSPPYG00000017528,48.3367
ENSG00000091137,ENSPPYG00000020224,47.5
ENSG00000091137,ENSPPYG00000019247,47.3827
ENSG00000091137,ENSPPYG00000019247,47.3611
ENSG00000091137,ENSPPYG00000018723,48.2619
ENSG00000143443,ENSPPYG00000020559,49.5229
ENSG00000197622,ENSPPYG00000019606,50.1163
ENSG00000197622,ENSPPYG00000020162,49.7328
ENSG00000260313,ENSPPYG00000018975,41.691
ENSG00000260313,ENSPPYG00000018975,35.2113
ENSG00000260313,ENSPPYG00000018975,25.2308
ENSG00000260313,ENSPPYG00000020430,47.9501
ENSG00000196578,ENSPPYG00000019882,43.3333
ENSG00000138068,ENSPPYG00000018327,49.1131
ENSG00000138068,ENSPPYG00000020420,50
ENSG00000138068,ENSPPYG00000019720,49.7758
ENSG00000138068,ENSPPYG00000018569,47.7612
ENSG00000138068,ENSPPYG00000019299,48.4907
ENSG00000138068,ENSPPYG00000020733,48.951
ENSG00000138068,ENSPPYG00000018495,48.8223
ENSG00000231192,ENSPPYG00000019882,42.3567
ENSG00000236032,ENSPPYG00000019461,45.2778
ENSG00000233412,ENSPPYG00000019882,42.2505
ENSG00000213190,ENSPPYG00000020412,50.4912
ENSG00000230301,ENSPPYG00000019580,46.3612
ENSG00000262840,ENSPPYG00000020597,49.0132
ENSG00000262840,ENSPPYG00000018319,49.1541
ENSG00000262840,ENSPPYG00000017859,48.7866
ENSG00000262840,ENSPPYG00000018695,48.871
ENSG00000262840,ENSPPYG00000020509,48.4863
ENSG00000197938,ENSPPYG00000019882,41.9048
ENSG00000143458,ENSPPYG00000017949,49.9665
ENSG00000143458,ENSPPYG00000017955,48.75
ENSG00000143458,ENSPPYG00000020276,48.6369
ENSG00000144810,ENSPPYG00000018457,49.5004
ENSG00000144810,ENSPPYG00000020846,48.5584
ENSG00000144810,ENSPPYG00000019656,49.4222
ENSG00000196098,ENSPPYG00000019882,42.236
ENSG00000206536,ENSPPYG00000019882,42.8571
ENSG00000232382,ENSPPYG00000019580,44.485
ENSG00000143434,ENSPPYG00000018955,48.7556
ENSG00000143434,ENSPPYG00000019788,48.4988
ENSG00000143434,ENSPPYG00000018955,47.8674
ENSG00000143434,ENSPPYG00000018513,48.6887
ENSG00000218739,ENSPPYG00000019377,49.2717
ENSG00000218739,ENSPPYG00000020430,38.7324
ENSG00000218739,ENSPPYG00000020505,48.7627
ENSG00000218739,ENSPPYG00000020430,44.4604
ENSG00000218739,ENSPPYG00000017821,48.032
ENSG00000260703,ENSPPYG00000020330,48.7361
ENSG00000231861,ENSPPYG00000019882,43.47
ENSG00000260283,ENSPPYG00000019680,48.797
ENSG00000260283,ENSPPYG00000019630,49.2451
ENSG00000260283,ENSPPYG00000018278,48.3333
ENSG00000105879,ENSPPYG00000019195,49.6807
ENSG00000105879,ENSPPYG00000020184,46.5801
ENSG00000105879,ENSPPYG00000019247,48.2736
ENSG00000105879,ENSPPYG00000020292,48.731
ENSG00000105879,ENSPPYG00000020184,41.6368
ENSG00000260716,ENSPPYG00000018157,47.3123
ENSG00000080822,ENSPPYG00000020304,49.4643
ENSG00000080822,ENSPPYG00000019247,48.3333
ENSG00000080822,ENSPPYG00000018483,48.6349
ENSG00000080822,ENSPPYG00000018483,48.5637
ENSG00000080822,ENSPPYG00000019960,49.7333
ENSG00000080822,ENSPPYG00000017933,49.0419
ENSG00000080822,ENSPPYG00000018483,48.4484
ENSG00000080822,ENSPPYG00000018483,48.4793
ENSG00000080822,ENSPPYG00000020230,49.0706
ENSG00000080822,ENSPPYG00000018483,48.6347
ENSG00000080822,ENSPPYG00000020304,49.8442
ENSG00000080822,ENSPPYG00000019131,49.2492
ENSG00000080822,ENSPPYG00000019634,49.1389
ENSG00000080822,ENSPPYG00000018553,49.1879
ENSG00000080822,ENSPPYG00000018997,48.9017
ENSG00000080822,ENSPPYG00000020012,48.9691
ENSG00000080822,ENSPPYG00000017927,49.345
ENSG00000080822,ENSPPYG00000019525,48.6911
ENSG00000080822,ENSPPYG00000017768,48.075
ENSG00000080822,ENSPPYG00000020737,48.7179
ENSG00000080822,ENSPPYG00000017510,48.3942
ENSG00000080822,ENSPPYG00000019960,48.8987
ENSG00000080822,ENSPPYG00000020737,47.4954
ENSG00000080822,ENSPPYG00000020793,48.3813
ENSG00000080822,ENSPPYG00000017543,48.7805
ENSG00000080822,ENSPPYG00000017575,46.3768
ENSG00000080822,ENSPPYG00000018483,48.4957
ENSG00000184220,ENSPPYG00000019247,48.1266
ENSG00000184220,ENSPPYG00000019850,48.3627
ENSG00000184220,ENSPPYG00000019515,49.1477
ENSG00000184220,ENSPPYG00000017539,48.4728
ENSG00000184220,ENSPPYG00000020176,48.1413
ENSG00000257413,ENSPPYG00000018857,49.2559
ENSG00000257413,ENSPPYG00000018857,49.314
ENSG00000262684,ENSPPYG00000018489,49.0079
ENSG00000262684,ENSPPYG00000019247,47.2071
ENSG00000260770,ENSPPYG00000019634,47.9117
ENSG00000260770,ENSPPYG00000017821,46.7762
ENSG00000260770,ENSPPYG00000017821,46.8085
ENSG00000260770,ENSPPYG00000018915,49.0607
ENSG00000260770,ENSPPYG00000017496,48.4182
ENSG00000260770,ENSPPYG00000017494,47.539
ENSG00000260770,ENSPPYG00000017575,47.6998
ENSG00000221949,ENSPPYG00000019167,49.3468
ENSG00000257370,ENSPPYG00000018225,30.8176
ENSG00000257370,ENSPPYG00000017575,47.2441
ENSG00000257448,ENSPPYG00000017575,45.9677
ENSG00000111110,ENSPPYG00000018421,49.5825
ENSG00000163154,ENSPPYG00000019640,48.472
ENSG00000257652,ENSPPYG00000019265,48.5019
ENSG00000163155,ENSPPYG00000019570,50.2622
ENSG00000163155,ENSPPYG00000018893,49.7507
ENSG00000261913,ENSPPYG00000019247,48.6022
ENSG00000115816,ENSPPYG00000017814,48.3107
ENSG00000115816,ENSPPYG00000020128,48.289
ENSG00000260320,ENSPPYG00000019988,46.8647
ENSG00000260320,ENSPPYG00000019988,47.3233
ENSG00000258085,ENSPPYG00000019265,48.8079
ENSG00000091138,ENSPPYG00000017905,3.49284
ENSG00000091138,ENSPPYG00000020104,49.4565
ENSG00000091138,ENSPPYG00000017905,13.8024
ENSG00000253276,ENSPPYG00000018735,47.9679
ENSG00000163156,ENSPPYG00000017732,49.752
ENSG00000163156,ENSPPYG00000020044,49.4822
ENSG00000257230,ENSPPYG00000020737,49.7427
ENSG00000257745,ENSPPYG00000018815,48.9115
ENSG00000261473,ENSPPYG00000019131,31.1333
ENSG00000261473,ENSPPYG00000019131,34.875
ENSG00000261473,ENSPPYG00000019373,48.0831
ENSG00000105851,ENSPPYG00000018609,49.0857
ENSG00000105851,ENSPPYG00000017394,48.7781
ENSG00000105851,ENSPPYG00000017911,48.9647
ENSG00000105851,ENSPPYG00000017394,48.7633
ENSG00000260178,ENSPPYG00000020852,48.0703
ENSG00000260178,ENSPPYG00000019131,47.2015
ENSG00000260178,ENSPPYG00000018959,47.3973
ENSG00000179038,ENSPPYG00000019247,48.8782
ENSG00000173020,ENSPPYG00000019788,48.1823
ENSG00000173020,ENSPPYG00000019519,46.5706
ENSG00000257679,ENSPPYG00000018815,48.3665
ENSG00000257679,ENSPPYG00000017955,49.2063
ENSG00000259958,ENSPPYG00000020860,48.2792
ENSG00000163157,ENSPPYG00000019247,47.8295
ENSG00000163157,ENSPPYG00000018023,47.8702
ENSG00000163157,ENSPPYG00000020434,48.6328
ENSG00000118596,ENSPPYG00000020302,49.7333
ENSG00000118596,ENSPPYG00000017653,49.0604
ENSG00000118596,ENSPPYG00000018677,49.3482
ENSG00000118596,ENSPPYG00000018819,49.0909
ENSG00000118596,ENSPPYG00000020779,49.345
ENSG00000118596,ENSPPYG00000018827,48.7654
ENSG00000118596,ENSPPYG00000018647,49.9373
ENSG00000118596,ENSPPYG00000018819,49.0415
ENSG00000262739,ENSPPYG00000018256,37.5433
ENSG00000262739,ENSPPYG00000019131,31.6502
ENSG00000262739,ENSPPYG00000019131,32.0148
ENSG00000262134,ENSPPYG00000018639,48.1579
ENSG00000260325,ENSPPYG00000019632,48.9074
ENSG00000166148,ENSPPYG00000019760,48.9146
ENSG00000166148,ENSPPYG00000018965,47.4754
ENSG00000261378,ENSPPYG00000019620,49.1921
ENSG00000261378,ENSPPYG00000019650,47.9863
ENSG00000261378,ENSPPYG00000020012,48.6388
ENSG00000261378,ENSPPYG00000020793,49.2281
ENSG00000261378,ENSPPYG00000020102,47.8
ENSG00000173715,ENSPPYG00000019147,43.7393
ENSG00000173715,ENSPPYG00000020304,48.7226
ENSG00000173715,ENSPPYG00000020376,49.571
ENSG00000173715,ENSPPYG00000019988,48.6194
ENSG00000173715,ENSPPYG00000018969,49.2454
ENSG00000173715,ENSPPYG00000018981,49.2325
ENSG00000173715,ENSPPYG00000017575,46.6667
ENSG00000173715,ENSPPYG00000019798,47.284
ENSG00000173715,ENSPPYG00000018467,49.1606
ENSG00000173715,ENSPPYG00000018465,49.4327
ENSG00000173715,ENSPPYG00000018969,49.3281
ENSG00000163159,ENSPPYG00000019247,48.854
ENSG00000163159,ENSPPYG00000019247,47.7357
ENSG00000177990,ENSPPYG00000018735,48.9655
ENSG00000177990,ENSPPYG00000019247,48.0209
ENSG00000177990,ENSPPYG00000018883,48.9221
ENSG00000177990,ENSPPYG00000017575,49.0835
ENSG00000177990,ENSPPYG00000019976,48.3168
ENSG00000259919,ENSPPYG00000018981,47.2093
ENSG00000259919,ENSPPYG00000020647,47.1338
ENSG00000259919,ENSPPYG00000017827,46.5145
ENSG00000259919,ENSPPYG00000020074,47.7522
ENSG00000259919,ENSPPYG00000020842,47.6031
ENSG00000259919,ENSPPYG00000020890,48.7179
ENSG00000143398,ENSPPYG00000017575,45.5764
ENSG00000143398,ENSPPYG00000020747,49.9071
ENSG00000143398,ENSPPYG00000020649,50.1472
ENSG00000143398,ENSPPYG00000019529,49.3687
ENSG00000143398,ENSPPYG00000018303,50.0969
ENSG00000143398,ENSPPYG00000019039,50.0882
ENSG00000143398,ENSPPYG00000019115,49.344
ENSG00000143398,ENSPPYG00000017575,45.3258
ENSG00000143398,ENSPPYG00000019247,48.0032
ENSG00000168386,ENSPPYG00000017575,48.0899
ENSG00000168386,ENSPPYG00000019283,48.539
ENSG00000168386,ENSPPYG00000019159,47.7811
ENSG00000168386,ENSPPYG00000017871,48.6335
ENSG00000168386,ENSPPYG00000019325,48.7319
ENSG00000168386,ENSPPYG00000017975,48.7233
ENSG00000168386,ENSPPYG00000019265,49.007
ENSG00000168386,ENSPPYG00000017692,48.3201
ENSG00000260195,ENSPPYG00000018157,48.2742
ENSG00000260195,ENSPPYG00000019836,48.1651
ENSG00000260195,ENSPPYG00000020012,48.2955
ENSG00000260119,ENSPPYG00000018105,26.669
ENSG00000260119,ENSPPYG00000019976,48.4962
ENSG00000260119,ENSPPYG00000018248,46.9636
ENSG00000143889,ENSPPYG00000018735,48.4064
ENSG00000143889,ENSPPYG00000018617,48.1407
ENSG00000143889,ENSPPYG00000018383,48.3753
ENSG00000143889,ENSPPYG00000020655,46.1712
ENSG00000143889,ENSPPYG00000020104,48.6328
ENSG00000143889,ENSPPYG00000017881,48.9034
ENSG00000143889,ENSPPYG00000020304,48.9474
ENSG00000143889,ENSPPYG00000020777,48.2759
ENSG00000143889,ENSPPYG00000017875,48.7689
ENSG00000003509,ENSPPYG00000019061,47.4265
ENSG00000003509,ENSPPYG00000017881,49.2777
ENSG00000003509,ENSPPYG00000018767,48.5313
ENSG00000003509,ENSPPYG00000017575,47.5687
ENSG00000003509,ENSPPYG00000018707,48.9293
ENSG00000003509,ENSPPYG00000018195,49.3213
ENSG00000261264,ENSPPYG00000018105,35.332
ENSG00000261264,ENSPPYG00000018105,26.0247
ENSG00000261264,ENSPPYG00000018105,45
ENSG00000260557,ENSPPYG00000019389,48.1172
ENSG00000260557,ENSPPYG00000018135,49.0862
ENSG00000260040,ENSPPYG00000018107,18.6344
ENSG00000260040,ENSPPYG00000020300,49.3066
ENSG00000260040,ENSPPYG00000020799,49.6183
ENSG00000260040,ENSPPYG00000019039,49.1007
ENSG00000261686,ENSPPYG00000018127,44.316
ENSG00000261323,ENSPPYG00000019576,43.2879
ENSG00000005249,ENSPPYG00000018735,48.6248
ENSG00000005249,ENSPPYG00000017897,15.8845
ENSG00000262037,ENSPPYG00000018274,49.1964
ENSG00000262037,ENSPPYG00000019970,25.8583
ENSG00000262562,ENSPPYG00000017535,36.8467
ENSG00000159352,ENSPPYG00000019247,47.8519
ENSG00000159352,ENSPPYG00000019247,47.4119
ENSG00000159352,ENSPPYG00000019978,48.2846
ENSG00000159352,ENSPPYG00000020924,48.2219
ENSG00000159352,ENSPPYG00000017575,47.1698
ENSG00000091140,ENSPPYG00000018809,48.3178
ENSG00000091140,ENSPPYG00000020900,48.4566
ENSG00000091140,ENSPPYG00000019970,48.2689
ENSG00000091140,ENSPPYG00000019265,48.3593
ENSG00000091140,ENSPPYG00000017939,48.0022
ENSG00000263249,ENSPPYG00000018783,48.3101
ENSG00000261456,ENSPPYG00000020910,39.5667
ENSG00000261456,ENSPPYG00000020910,20.4828
ENSG00000261456,ENSPPYG00000020910,27.8212
ENSG00000261456,ENSPPYG00000020910,9.4126
ENSG00000261456,ENSPPYG00000017494,48.0488
ENSG00000198673,ENSPPYG00000020775,48.8372
ENSG00000198673,ENSPPYG00000018815,48.1972
ENSG00000198673,ENSPPYG00000018815,48.4194
ENSG00000198673,ENSPPYG00000017760,47.7586
ENSG00000198673,ENSPPYG00000020621,48.7719
ENSG00000198673,ENSPPYG00000017575,48.0769
ENSG00000198673,ENSPPYG00000019872,49.1892
ENSG00000260150,ENSPPYG00000020884,49.4751
ENSG00000260150,ENSPPYG00000020561,48.3777
ENSG00000260150,ENSPPYG00000018469,48.664
ENSG00000260150,ENSPPYG00000018669,48.6178
ENSG00000260150,ENSPPYG00000017530,49.0633
ENSG00000260150,ENSPPYG00000017448,49.4689
ENSG00000260150,ENSPPYG00000017945,49.2433
ENSG00000235156,ENSPPYG00000017575,44.7137
ENSG00000235156,ENSPPYG00000017575,45.4955
ENSG00000262446,ENSPPYG00000019672,48.1547
ENSG00000262446,ENSPPYG00000019672,48.0519
ENSG00000232671,ENSPPYG00000017496,49.8392
ENSG00000036054,ENSPPYG00000017913,48.552
ENSG00000036054,ENSPPYG00000017871,48.6871
ENSG00000036054,ENSPPYG00000017692,48.5994
ENSG00000036054,ENSPPYG00000020176,48.4794
ENSG00000036054,ENSPPYG00000018645,48.216
ENSG00000105856,ENSPPYG00000018535,48.7056
ENSG00000105856,ENSPPYG00000020304,48.8455
ENSG00000105856,ENSPPYG00000017575,46.0251
ENSG00000105856,ENSPPYG00000018867,48.4624
ENSG00000105856,ENSPPYG00000019039,49.2147
ENSG00000105856,ENSPPYG00000019177,49.0028
ENSG00000105856,ENSPPYG00000017716,48.8017
ENSG00000105856,ENSPPYG00000017915,48.9185
ENSG00000105856,ENSPPYG00000018809,49.0566
ENSG00000143373,ENSPPYG00000020044,48.4882
ENSG00000143373,ENSPPYG00000018411,48.705
ENSG00000143373,ENSPPYG00000017362,49.1447
ENSG00000143373,ENSPPYG00000019598,48.3369
ENSG00000143373,ENSPPYG00000018665,48.4334
ENSG00000143373,ENSPPYG00000018411,48.7084
ENSG00000257961,ENSPPYG00000020852,47.1611
ENSG00000257961,ENSPPYG00000019788,48.5612
ENSG00000257961,ENSPPYG00000017440,47.3247
ENSG00000257961,ENSPPYG00000019988,47.6302
ENSG00000257961,ENSPPYG00000018593,45.5669
ENSG00000262666,ENSPPYG00000019880,48.0874
ENSG00000262666,ENSPPYG00000017430,47.8344
ENSG00000262666,ENSPPYG00000019738,48.3452
ENSG00000262666,ENSPPYG00000018009,47.2167
ENSG00000257339,ENSPPYG00000020340,48.1398
ENSG00000257339,ENSPPYG00000018513,48.3579
ENSG00000257339,ENSPPYG00000019736,48.2683
ENSG00000257339,ENSPPYG00000019812,47.8001
ENSG00000257339,ENSPPYG00000019704,47.5122
ENSG00000172932,ENSPPYG00000020342,47.8653
ENSG00000172932,ENSPPYG00000019529,47.9045
ENSG00000172932,ENSPPYG00000020076,47.7081
ENSG00000172932,ENSPPYG00000018939,47.3447
ENSG00000172932,ENSPPYG00000020076,47.7326
ENSG00000263162,ENSPPYG00000017366,49.4295
ENSG00000143393,ENSPPYG00000020328,49.3391
ENSG00000143393,ENSPPYG00000019832,49.2091
ENSG00000143393,ENSPPYG00000017444,48.6826
ENSG00000143393,ENSPPYG00000020088,49.1356
ENSG00000143393,ENSPPYG00000019812,49.0243
ENSG00000143393,ENSPPYG00000018165,48.1799
ENSG00000143393,ENSPPYG00000019946,48.4099
ENSG00000143393,ENSPPYG00000017442,48.6364
ENSG00000143393,ENSPPYG00000020322,48.0829
ENSG00000143393,ENSPPYG00000020358,48.0287
ENSG00000143393,ENSPPYG00000018961,48.5217
ENSG00000143393,ENSPPYG00000018177,48.862
ENSG00000261371,ENSPPYG00000020276,48.8378
ENSG00000261371,ENSPPYG00000017577,48.1221
ENSG00000261371,ENSPPYG00000020128,48.7047
ENSG00000261371,ENSPPYG00000019363,48.1034
ENSG00000173653,ENSPPYG00000018983,47.7441
ENSG00000173653,ENSPPYG00000019826,47.7883
ENSG00000173653,ENSPPYG00000018211,48.7402
ENSG00000261967,ENSPPYG00000020330,47.5361
ENSG00000257436,ENSPPYG00000019113,48.2143
ENSG00000257814,ENSPPYG00000017575,45.045
ENSG00000263290,ENSPPYG00000018159,47.9945
ENSG00000263290,ENSPPYG00000017696,48.1457
ENSG00000118600,ENSPPYG00000017680,48.5401
ENSG00000118600,ENSPPYG00000019265,48.4232
ENSG00000115825,ENSPPYG00000020629,48.7645
ENSG00000115825,ENSPPYG00000019872,48.1081
ENSG00000115825,ENSPPYG00000020104,48.8417
ENSG00000115825,ENSPPYG00000019175,48.9209
ENSG00000115825,ENSPPYG00000020627,48.6102
ENSG00000263304,ENSPPYG00000019247,48.7549
ENSG00000263304,ENSPPYG00000020850,49.2391
ENSG00000263304,ENSPPYG00000019247,48.0671
ENSG00000263304,ENSPPYG00000017740,48.4252
ENSG00000257374,ENSPPYG00000020561,48.5641
ENSG00000257374,ENSPPYG00000020631,49.0245
ENSG00000257374,ENSPPYG00000020631,48.876
ENSG00000262872,ENSPPYG00000020330,48.074
ENSG00000135655,ENSPPYG00000018755,48.0342
ENSG00000135655,ENSPPYG00000020128,48.8014
ENSG00000135655,ENSPPYG00000018755,48.1466
ENSG00000135655,ENSPPYG00000020777,48.832
ENSG00000135655,ENSPPYG00000018266,48.6726
ENSG00000135655,ENSPPYG00000019872,47.6684
ENSG00000135655,ENSPPYG00000018647,48.1852
ENSG00000135655,ENSPPYG00000019491,48.7909
ENSG00000135655,ENSPPYG00000018755,48.2587
ENSG00000263141,ENSPPYG00000017530,48.9111
ENSG00000263141,ENSPPYG00000017945,49.298
ENSG00000143390,ENSPPYG00000018773,49.7763
ENSG00000143390,ENSPPYG00000020541,49.085
ENSG00000143390,ENSPPYG00000020884,48.8889
ENSG00000143390,ENSPPYG00000020541,49.0446
ENSG00000143390,ENSPPYG00000018973,49.3191
ENSG00000143390,ENSPPYG00000020044,48.8914
ENSG00000143390,ENSPPYG00000019634,49.2802
ENSG00000143390,ENSPPYG00000019229,48.4171
ENSG00000143390,ENSPPYG00000020882,48.8889
ENSG00000143390,ENSPPYG00000020304,48.9324
ENSG00000143390,ENSPPYG00000020932,49.5812
ENSG00000143390,ENSPPYG00000019842,49.5413
ENSG00000143390,ENSPPYG00000019770,48.8571
ENSG00000262917,ENSPPYG00000019247,49.1217
ENSG00000196935,ENSPPYG00000018515,50.2851
ENSG00000196935,ENSPPYG00000019333,49.5046
ENSG00000196935,ENSPPYG00000017925,49.9762
ENSG00000257561,ENSPPYG00000017734,39.1586
ENSG00000261893,ENSPPYG00000020264,49.0176
ENSG00000261893,ENSPPYG00000020076,48.4303
ENSG00000261893,ENSPPYG00000020076,48.5849
ENSG00000257318,ENSPPYG00000017734,37.8531
ENSG00000258372,ENSPPYG00000020497,49.47
ENSG00000258372,ENSPPYG00000018623,49.6484
ENSG00000258372,ENSPPYG00000020194,49.5548
ENSG00000258372,ENSPPYG00000020519,49.0918
ENSG00000263140,ENSPPYG00000019281,49.5312
ENSG00000263140,ENSPPYG00000020222,50
ENSG00000263140,ENSPPYG00000020366,49.8339
ENSG00000263140,ENSPPYG00000017575,47.75
ENSG00000143891,ENSPPYG00000017716,49.5572
ENSG00000143891,ENSPPYG00000020669,49.2669
ENSG00000143891,ENSPPYG00000020846,48.6188
ENSG00000256219,ENSPPYG00000018225,36.1111
ENSG00000257211,ENSPPYG00000020561,48.5641
ENSG00000257211,ENSPPYG00000020631,48.876
ENSG00000257211,ENSPPYG00000019159,49.0935
ENSG00000091136,ENSPPYG00000017907,5.7232
ENSG00000091136,ENSPPYG00000017907,5.53712
ENSG00000091136,ENSPPYG00000017903,48.8952
ENSG00000091136,ENSPPYG00000018921,46.9417
ENSG00000091136,ENSPPYG00000019778,48.9091
ENSG00000164597,ENSPPYG00000017899,33.8476
ENSG00000164597,ENSPPYG00000017899,26.4286
ENSG00000164597,ENSPPYG00000017899,44.5552
ENSG00000143416,ENSPPYG00000018981,48.0023
ENSG00000143416,ENSPPYG00000018165,48.0349
ENSG00000143416,ENSPPYG00000020464,48.0086
ENSG00000143416,ENSPPYG00000019922,48.2412
ENSG00000143416,ENSPPYG00000017575,46.8254
ENSG00000143416,ENSPPYG00000019988,48.0392
ENSG00000143416,ENSPPYG00000019770,47.8216
ENSG00000080819,ENSPPYG00000018373,48.531
ENSG00000173599,ENSPPYG00000019988,48.1643
ENSG00000173599,ENSPPYG00000019832,47.9271
ENSG00000173599,ENSPPYG00000018157,48.015
ENSG00000173599,ENSPPYG00000019988,47.2579
ENSG00000173599,ENSPPYG00000018157,48.0916
ENSG00000173599,ENSPPYG00000019988,47.2579
ENSG00000115875,ENSPPYG00000017945,48.7344
ENSG00000115875,ENSPPYG00000019491,47.7912
ENSG00000115875,ENSPPYG00000019427,49.1429
ENSG00000115875,ENSPPYG00000020190,47.6476
ENSG00000172830,ENSPPYG00000020860,47.8231
ENSG00000172830,ENSPPYG00000019770,47.8006
ENSG00000172830,ENSPPYG00000019630,47.6227
ENSG00000172830,ENSPPYG00000019373,46.7988
ENSG00000154165,ENSPPYG00000019576,48.6043
ENSG00000115828,ENSPPYG00000018561,48.8212
ENSG00000115828,ENSPPYG00000019055,48.6895
ENSG00000115828,ENSPPYG00000019574,48.7395
ENSG00000115828,ENSPPYG00000019247,48.9011
ENSG00000114021,ENSPPYG00000019247,46.942
ENSG00000114021,ENSPPYG00000018865,47.4214
ENSG00000064225,ENSPPYG00000017680,48.9926
ENSG00000064225,ENSPPYG00000020813,50
ENSG00000064225,ENSPPYG00000018579,49.8227
ENSG00000064225,ENSPPYG00000019960,49.3333
ENSG00000064225,ENSPPYG00000019177,48.3916
ENSG00000064225,ENSPPYG00000020733,49.0222
ENSG00000064225,ENSPPYG00000019960,49.5674
