homo_sapiens,macaca_mulatta
ENSG00000143412,ENSMMUG00000023099,47.9189
ENSG00000144395,ENSMMUG00000004328,47.7612
ENSG00000144395,ENSMMUG00000022081,47.8377
ENSG00000144395,ENSMMUG00000023018,47.8673
ENSG00000144395,ENSMMUG00000020222,48.1129
ENSG00000144395,ENSMMUG00000000379,46.79
ENSG00000008282,ENSMMUG00000004382,48.4426
ENSG00000008282,ENSMMUG00000014055,48.284
ENSG00000008282,ENSMMUG00000032506,49.1642
ENSG00000008282,ENSMMUG00000022583,48.6169
ENSG00000173156,ENSMMUG00000009476,46.9442
ENSG00000173156,ENSMMUG00000005498,48.505
ENSG00000173156,ENSMMUG00000004187,47.5836
ENSG00000260696,ENSMMUG00000017258,48.294
ENSG00000143409,ENSMMUG00000012710,48.0833
ENSG00000143409,ENSMMUG00000017409,48.8108
ENSG00000143409,ENSMMUG00000007345,47.9347
ENSG00000143409,ENSMMUG00000019338,48.2536
ENSG00000143409,ENSMMUG00000032498,48.4252
ENSG00000261791,ENSMMUG00000014993,49.0886
ENSG00000261791,ENSMMUG00000005433,49.2686
ENSG00000262894,ENSMMUG00000021366,48.965
ENSG00000139263,ENSMMUG00000006377,48.9774
ENSG00000139263,ENSMMUG00000000576,49.0418
ENSG00000139263,ENSMMUG00000021739,48.3207
ENSG00000139263,ENSMMUG00000013356,49.4071
ENSG00000260736,ENSMMUG00000001620,48.9595
ENSG00000260736,ENSMMUG00000000305,49.1541
ENSG00000262024,ENSMMUG00000007205,49.7976
ENSG00000262024,ENSMMUG00000001307,49.1743
ENSG00000262024,ENSMMUG00000032357,48.7713
ENSG00000119787,ENSMMUG00000010911,48.0823
ENSG00000119787,ENSMMUG00000016657,48.7779
ENSG00000119787,ENSMMUG00000002447,48.4865
ENSG00000119787,ENSMMUG00000004045,48.2655
ENSG00000119787,ENSMMUG00000003485,48.4311
ENSG00000119787,ENSMMUG00000032342,48.9564
ENSG00000119787,ENSMMUG00000018027,47.4839
ENSG00000119787,ENSMMUG00000032342,48.7847
ENSG00000119787,ENSMMUG00000019577,48.5294
ENSG00000119787,ENSMMUG00000009037,48.2627
ENSG00000119787,ENSMMUG00000002207,48.2993
ENSG00000261297,ENSMMUG00000007162,46.4084
ENSG00000261297,ENSMMUG00000007501,47.0561
ENSG00000261297,ENSMMUG00000001612,46.9983
ENSG00000261631,ENSMMUG00000014829,48.3871
ENSG00000261631,ENSMMUG00000008425,48.8576
ENSG00000261631,ENSMMUG00000032487,49.47
ENSG00000173898,ENSMMUG00000017797,48.8804
ENSG00000173898,ENSMMUG00000017797,48.8188
ENSG00000173898,ENSMMUG00000032315,48.1956
ENSG00000173898,ENSMMUG00000003368,48.4109
ENSG00000143363,ENSMMUG00000032469,47.8788
ENSG00000143363,ENSMMUG00000017276,49.5829
ENSG00000143363,ENSMMUG00000004045,49.027
ENSG00000143363,ENSMMUG00000005498,48.6391
ENSG00000143363,ENSMMUG00000006916,49.4261
ENSG00000143363,ENSMMUG00000004045,49.1957
ENSG00000143363,ENSMMUG00000020724,49.5483
ENSG00000143363,ENSMMUG00000004045,48.5811
ENSG00000259896,ENSMMUG00000018844,48.6362
ENSG00000261846,ENSMMUG00000014935,48.8904
ENSG00000173120,ENSMMUG00000000319,49.9309
ENSG00000173120,ENSMMUG00000020553,49.229
ENSG00000173120,ENSMMUG00000000323,49.0277
ENSG00000173120,ENSMMUG00000000323,49.132
ENSG00000262515,ENSMMUG00000010763,49.6084
ENSG00000262515,ENSMMUG00000011076,49.6268
ENSG00000262515,ENSMMUG00000013999,49.201
ENSG00000262515,ENSMMUG00000013999,49.3257
ENSG00000262515,ENSMMUG00000012777,49.2972
ENSG00000262515,ENSMMUG00000005461,49.458
ENSG00000262515,ENSMMUG00000005461,49.431
ENSG00000262515,ENSMMUG00000023324,49.2463
ENSG00000262515,ENSMMUG00000012777,48.9664
ENSG00000262515,ENSMMUG00000012777,49.0241
ENSG00000262515,ENSMMUG00000012777,48.76
ENSG00000262515,ENSMMUG00000012777,49.1133
ENSG00000262515,ENSMMUG00000012777,49.0578
ENSG00000262515,ENSMMUG00000012777,48.7001
ENSG00000262515,ENSMMUG00000015737,49.0196
ENSG00000105835,ENSMMUG00000011497,48.5596
ENSG00000105835,ENSMMUG00000032484,48.8046
ENSG00000105835,ENSMMUG00000019573,49.8692
ENSG00000105835,ENSMMUG00000012073,49
ENSG00000163141,ENSMMUG00000017277,48.7634
ENSG00000163141,ENSMMUG00000010620,49.1154
ENSG00000163141,ENSMMUG00000008428,49.0582
ENSG00000163141,ENSMMUG00000005263,47.8346
ENSG00000260245,ENSMMUG00000007593,49.4354
ENSG00000260245,ENSMMUG00000003041,48.6846
ENSG00000091137,ENSMMUG00000004530,48.9249
ENSG00000091137,ENSMMUG00000032454,47.3333
ENSG00000091137,ENSMMUG00000003475,48.2665
ENSG00000091137,ENSMMUG00000022902,48.8194
ENSG00000091137,ENSMMUG00000022873,49.1309
ENSG00000143443,ENSMMUG00000032572,49.4752
ENSG00000197622,ENSMMUG00000007922,49.9834
ENSG00000197622,ENSMMUG00000012899,49.7642
ENSG00000260313,ENSMMUG00000017757,47.036
ENSG00000260313,ENSMMUG00000016469,46.9122
ENSG00000260313,ENSMMUG00000006866,47.2308
ENSG00000260313,ENSMMUG00000032378,48.3066
ENSG00000196578,ENSMMUG00000013213,47.957
ENSG00000138068,ENSMMUG00000004046,49.4457
ENSG00000138068,ENSMMUG00000032528,51.2346
ENSG00000138068,ENSMMUG00000032334,47.9821
ENSG00000138068,ENSMMUG00000018480,50.7463
ENSG00000138068,ENSMMUG00000019893,49.1723
ENSG00000138068,ENSMMUG00000009164,49.5105
ENSG00000138068,ENSMMUG00000000890,48.8223
ENSG00000231192,ENSMMUG00000013213,46.8153
ENSG00000236032,ENSMMUG00000013213,48.0556
ENSG00000233412,ENSMMUG00000013213,47.1338
ENSG00000213190,ENSMMUG00000007235,50.2947
ENSG00000230301,ENSMMUG00000018807,48.4277
ENSG00000262840,ENSMMUG00000020536,49.1365
ENSG00000262840,ENSMMUG00000013773,49.1986
ENSG00000262840,ENSMMUG00000011498,48.9269
ENSG00000262840,ENSMMUG00000022097,48.1439
ENSG00000262840,ENSMMUG00000012711,48.5352
ENSG00000197938,ENSMMUG00000013213,46.5608
ENSG00000143458,ENSMMUG00000000466,50.3793
ENSG00000143458,ENSMMUG00000022902,48.75
ENSG00000143458,ENSMMUG00000018717,49.5043
ENSG00000144810,ENSMMUG00000006616,50.2191
ENSG00000144810,ENSMMUG00000016673,48.2549
ENSG00000144810,ENSMMUG00000017277,49.3451
ENSG00000196098,ENSMMUG00000013213,46.2733
ENSG00000206536,ENSMMUG00000013213,46.6874
ENSG00000232382,ENSMMUG00000013213,48.5871
ENSG00000143434,ENSMMUG00000000323,49.0438
ENSG00000143434,ENSMMUG00000000323,48.8775
ENSG00000143434,ENSMMUG00000000286,48.7924
ENSG00000143434,ENSMMUG00000020555,49.1068
ENSG00000218739,ENSMMUG00000012899,49.4934
ENSG00000218739,ENSMMUG00000032342,48.4155
ENSG00000218739,ENSMMUG00000019495,48.7627
ENSG00000218739,ENSMMUG00000012287,49.6403
ENSG00000218739,ENSMMUG00000020064,49.8999
ENSG00000260703,ENSMMUG00000006864,48.6475
ENSG00000231861,ENSMMUG00000013213,47.5691
ENSG00000260283,ENSMMUG00000017277,49.2481
ENSG00000260283,ENSMMUG00000017277,49.2838
ENSG00000260283,ENSMMUG00000032338,47.3333
ENSG00000105879,ENSMMUG00000006863,49.0847
ENSG00000105879,ENSMMUG00000003250,47.7284
ENSG00000105879,ENSMMUG00000020064,49.336
ENSG00000105879,ENSMMUG00000018027,47.7157
ENSG00000105879,ENSMMUG00000003250,40.7035
ENSG00000260716,ENSMMUG00000000286,47.2901
ENSG00000080822,ENSMMUG00000032365,48.3929
ENSG00000080822,ENSMMUG00000014934,49.4203
ENSG00000080822,ENSMMUG00000004382,49.2365
ENSG00000080822,ENSMMUG00000012622,48.7433
ENSG00000080822,ENSMMUG00000021413,49.0667
ENSG00000080822,ENSMMUG00000013204,49.1483
ENSG00000080822,ENSMMUG00000015095,49.2358
ENSG00000080822,ENSMMUG00000012622,49.1244
ENSG00000080822,ENSMMUG00000017883,48.8848
ENSG00000080822,ENSMMUG00000014055,49.1996
ENSG00000080822,ENSMMUG00000002333,49.6885
ENSG00000080822,ENSMMUG00000000322,49.049
ENSG00000080822,ENSMMUG00000006112,48.3352
ENSG00000080822,ENSMMUG00000003323,49.0719
ENSG00000080822,ENSMMUG00000023726,49.1329
ENSG00000080822,ENSMMUG00000032447,48.4536
ENSG00000080822,ENSMMUG00000023726,49.6725
ENSG00000080822,ENSMMUG00000032487,48.6911
ENSG00000080822,ENSMMUG00000001613,48.9635
ENSG00000080822,ENSMMUG00000004745,49.0196
ENSG00000080822,ENSMMUG00000006577,48.7265
ENSG00000080822,ENSMMUG00000007630,49.3392
ENSG00000080822,ENSMMUG00000013607,48.0519
ENSG00000080822,ENSMMUG00000012384,48.9209
ENSG00000080822,ENSMMUG00000023281,48.7805
ENSG00000080822,ENSMMUG00000008108,48.5507
ENSG00000080822,ENSMMUG00000012622,48.855
ENSG00000184220,ENSMMUG00000021984,48.2931
ENSG00000184220,ENSMMUG00000032417,48.6146
ENSG00000184220,ENSMMUG00000007924,48.4848
ENSG00000184220,ENSMMUG00000008046,48.7384
ENSG00000184220,ENSMMUG00000000193,47.9554
ENSG00000257413,ENSMMUG00000011076,49.2719
ENSG00000257413,ENSMMUG00000011076,49.2494
ENSG00000262684,ENSMMUG00000018717,49.2063
ENSG00000262684,ENSMMUG00000022873,48.5014
ENSG00000260770,ENSMMUG00000000126,49.1002
ENSG00000260770,ENSMMUG00000032465,48.9659
ENSG00000260770,ENSMMUG00000000678,48.9987
ENSG00000260770,ENSMMUG00000004439,48.0945
ENSG00000260770,ENSMMUG00000006866,48.6933
ENSG00000260770,ENSMMUG00000019141,48.4994
ENSG00000260770,ENSMMUG00000000810,47.9419
ENSG00000221949,ENSMMUG00000023218,49.4656
ENSG00000257370,ENSMMUG00000032557,18.5535
ENSG00000257370,ENSMMUG00000006241,48.5564
ENSG00000257448,ENSMMUG00000006241,44.3548
ENSG00000111110,ENSMMUG00000012894,49.6173
ENSG00000163154,ENSMMUG00000021348,48.8115
ENSG00000257652,ENSMMUG00000012711,48.7828
ENSG00000163155,ENSMMUG00000017277,49.6571
ENSG00000163155,ENSMMUG00000003566,49.5513
ENSG00000261913,ENSMMUG00000032432,48.3871
ENSG00000115816,ENSMMUG00000004328,48.4262
ENSG00000115816,ENSMMUG00000003082,48.4791
ENSG00000260320,ENSMMUG00000023021,48.0528
ENSG00000260320,ENSMMUG00000017753,47.8944
ENSG00000258085,ENSMMUG00000022583,48.6676
ENSG00000091138,ENSMMUG00000013603,49.3189
ENSG00000091138,ENSMMUG00000019573,49.0942
ENSG00000091138,ENSMMUG00000009102,49.0581
ENSG00000253276,ENSMMUG00000006967,48.8658
ENSG00000163156,ENSMMUG00000015951,50.0496
ENSG00000163156,ENSMMUG00000004046,48.7917
ENSG00000257230,ENSMMUG00000013938,50.2573
ENSG00000257745,ENSMMUG00000007601,49.2743
ENSG00000261473,ENSMMUG00000016673,48.8169
ENSG00000261473,ENSMMUG00000004046,48.5
ENSG00000261473,ENSMMUG00000006866,48.5623
ENSG00000105851,ENSMMUG00000003041,48.6677
ENSG00000105851,ENSMMUG00000009970,49.3939
ENSG00000105851,ENSMMUG00000023726,48.8429
ENSG00000105851,ENSMMUG00000009970,49.3956
ENSG00000260178,ENSMMUG00000017277,47.7264
ENSG00000260178,ENSMMUG00000032492,48.041
ENSG00000260178,ENSMMUG00000015702,47.6712
ENSG00000179038,ENSMMUG00000021265,48.6378
ENSG00000173020,ENSMMUG00000009151,48.0958
ENSG00000173020,ENSMMUG00000023021,46.7764
ENSG00000257679,ENSMMUG00000010911,48.4675
ENSG00000257679,ENSMMUG00000022224,48.9011
ENSG00000259958,ENSMMUG00000000323,48.2149
ENSG00000163157,ENSMMUG00000005212,47.9084
ENSG00000163157,ENSMMUG00000012368,47.6673
ENSG00000163157,ENSMMUG00000001019,48.7305
ENSG00000118596,ENSMMUG00000021412,49.2
ENSG00000118596,ENSMMUG00000018001,49.3144
ENSG00000118596,ENSMMUG00000006724,49.162
ENSG00000118596,ENSMMUG00000005959,48.9256
ENSG00000118596,ENSMMUG00000007816,49.6569
ENSG00000118596,ENSMMUG00000014606,49.03
ENSG00000118596,ENSMMUG00000022505,49.4354
ENSG00000118596,ENSMMUG00000023420,49.2013
ENSG00000262739,ENSMMUG00000017406,47.9239
ENSG00000262739,ENSMMUG00000009012,48.399
ENSG00000262739,ENSMMUG00000009012,48.3313
ENSG00000262134,ENSMMUG00000032427,47.6316
ENSG00000260325,ENSMMUG00000017290,48.8033
ENSG00000166148,ENSMMUG00000021850,48.3357
ENSG00000166148,ENSMMUG00000023218,48.3279
ENSG00000261378,ENSMMUG00000032429,48.9527
ENSG00000261378,ENSMMUG00000020557,48.8432
ENSG00000261378,ENSMMUG00000032498,48.4574
ENSG00000261378,ENSMMUG00000001612,48.7136
ENSG00000261378,ENSMMUG00000032501,48.8
ENSG00000173715,ENSMMUG00000032498,49.2281
ENSG00000173715,ENSMMUG00000002333,49.0876
ENSG00000173715,ENSMMUG00000008306,48.5224
ENSG00000173715,ENSMMUG00000007816,49.5798
ENSG00000173715,ENSMMUG00000022873,49.3013
ENSG00000173715,ENSMMUG00000010580,49.3969
ENSG00000173715,ENSMMUG00000032353,47.3333
ENSG00000173715,ENSMMUG00000003759,47.5309
ENSG00000173715,ENSMMUG00000007345,48.9023
ENSG00000173715,ENSMMUG00000007345,49.1367
ENSG00000173715,ENSMMUG00000022873,49.2721
ENSG00000163159,ENSMMUG00000004051,49.0504
ENSG00000163159,ENSMMUG00000023302,48.9978
ENSG00000177990,ENSMMUG00000010726,48.8424
ENSG00000177990,ENSMMUG00000010914,49.1412
ENSG00000177990,ENSMMUG00000020152,49.4196
ENSG00000177990,ENSMMUG00000015861,49.0835
ENSG00000177990,ENSMMUG00000004187,48.9109
ENSG00000259919,ENSMMUG00000005304,47.4419
ENSG00000259919,ENSMMUG00000006193,47.9444
ENSG00000259919,ENSMMUG00000007162,47.6349
ENSG00000259919,ENSMMUG00000012739,48.3516
ENSG00000259919,ENSMMUG00000032486,47.3802
ENSG00000259919,ENSMMUG00000001612,47.7564
ENSG00000143398,ENSMMUG00000032445,49.5979
ENSG00000143398,ENSMMUG00000023652,50.0133
ENSG00000143398,ENSMMUG00000022281,49.719
ENSG00000143398,ENSMMUG00000011474,49.3687
ENSG00000143398,ENSMMUG00000022281,49.8754
ENSG00000143398,ENSMMUG00000010471,50.2646
ENSG00000143398,ENSMMUG00000007345,49.5314
ENSG00000143398,ENSMMUG00000019420,48.7252
ENSG00000143398,ENSMMUG00000021265,49.1214
ENSG00000168386,ENSMMUG00000032399,48.3146
ENSG00000168386,ENSMMUG00000020066,48.9924
ENSG00000168386,ENSMMUG00000022081,47.9104
ENSG00000168386,ENSMMUG00000004328,47.8626
ENSG00000168386,ENSMMUG00000019410,48.8978
ENSG00000168386,ENSMMUG00000004328,48.1712
ENSG00000168386,ENSMMUG00000023099,49.3575
ENSG00000168386,ENSMMUG00000000297,48.0147
ENSG00000260195,ENSMMUG00000000286,48.0554
ENSG00000260195,ENSMMUG00000007592,48.318
ENSG00000260195,ENSMMUG00000002210,49.4318
ENSG00000260119,ENSMMUG00000017409,48.6579
ENSG00000260119,ENSMMUG00000032498,48.6842
ENSG00000260119,ENSMMUG00000004548,49.3927
ENSG00000143889,ENSMMUG00000006969,48.694
ENSG00000143889,ENSMMUG00000023652,48.5427
ENSG00000143889,ENSMMUG00000022667,49.0042
ENSG00000143889,ENSMMUG00000032556,48.8739
ENSG00000143889,ENSMMUG00000017883,48.6328
ENSG00000143889,ENSMMUG00000020530,48.8441
ENSG00000143889,ENSMMUG00000022619,48.2456
ENSG00000143889,ENSMMUG00000012762,48.1173
ENSG00000143889,ENSMMUG00000003136,48.6894
ENSG00000003509,ENSMMUG00000004439,47.932
ENSG00000003509,ENSMMUG00000004439,46.9235
ENSG00000003509,ENSMMUG00000002134,48.9144
ENSG00000003509,ENSMMUG00000004797,49.26
ENSG00000003509,ENSMMUG00000023726,48.1799
ENSG00000003509,ENSMMUG00000010248,49.4721
ENSG00000261264,ENSMMUG00000008623,49.0854
ENSG00000261264,ENSMMUG00000002592,48.3951
ENSG00000261264,ENSMMUG00000015951,49.1981
ENSG00000260557,ENSMMUG00000018099,47.9777
ENSG00000260557,ENSMMUG00000007630,48.6945
ENSG00000260040,ENSMMUG00000012739,48.862
ENSG00000260040,ENSMMUG00000020513,49.3066
ENSG00000260040,ENSMMUG00000015702,49.6183
ENSG00000260040,ENSMMUG00000032447,49.1007
ENSG00000261686,ENSMMUG00000013213,46.9171
ENSG00000261323,ENSMMUG00000001620,48.0545
ENSG00000005249,ENSMMUG00000022281,48.3578
ENSG00000005249,ENSMMUG00000019569,48.5199
ENSG00000262037,ENSMMUG00000014250,49.5536
ENSG00000262037,ENSMMUG00000013327,27.6301
ENSG00000262562,ENSMMUG00000013327,38.6324
ENSG00000159352,ENSMMUG00000023689,49.037
ENSG00000159352,ENSMMUG00000023689,48.8372
ENSG00000159352,ENSMMUG00000023726,48.2846
ENSG00000159352,ENSMMUG00000002333,48.0797
ENSG00000159352,ENSMMUG00000032445,47.4394
ENSG00000091140,ENSMMUG00000012849,48.1962
ENSG00000091140,ENSMMUG00000003485,48.0647
ENSG00000091140,ENSMMUG00000010763,48.0682
ENSG00000091140,ENSMMUG00000004664,48.4131
ENSG00000091140,ENSMMUG00000023574,48.4462
ENSG00000263249,ENSMMUG00000006616,48.9066
ENSG00000261456,ENSMMUG00000022263,49.0344
ENSG00000261456,ENSMMUG00000032572,46.9642
ENSG00000261456,ENSMMUG00000008190,48.7151
ENSG00000261456,ENSMMUG00000015653,48.3369
ENSG00000261456,ENSMMUG00000021207,48.6585
ENSG00000198673,ENSMMUG00000006969,49.3702
ENSG00000198673,ENSMMUG00000007592,48.5283
ENSG00000198673,ENSMMUG00000007592,48.2593
ENSG00000198673,ENSMMUG00000023281,47.4138
ENSG00000198673,ENSMMUG00000007218,48.7719
ENSG00000198673,ENSMMUG00000008108,47.8632
ENSG00000198673,ENSMMUG00000004548,48.2883
ENSG00000260150,ENSMMUG00000022618,49.2126
ENSG00000260150,ENSMMUG00000004350,48.8136
ENSG00000260150,ENSMMUG00000010726,48.9477
ENSG00000260150,ENSMMUG00000002253,48.4976
ENSG00000260150,ENSMMUG00000017842,48.7342
ENSG00000260150,ENSMMUG00000021906,49.3171
ENSG00000260150,ENSMMUG00000013603,48.5419
ENSG00000235156,ENSMMUG00000032353,48.6784
ENSG00000235156,ENSMMUG00000032434,48.1982
ENSG00000262446,ENSMMUG00000016975,48.8137
ENSG00000262446,ENSMMUG00000018703,48.4709
ENSG00000232671,ENSMMUG00000017423,49.5177
ENSG00000036054,ENSMMUG00000014829,48.8927
ENSG00000036054,ENSMMUG00000021298,48.4409
ENSG00000036054,ENSMMUG00000021298,48.3002
ENSG00000036054,ENSMMUG00000001001,48.1216
ENSG00000036054,ENSMMUG00000000457,48.5535
ENSG00000105856,ENSMMUG00000013603,48.5577
ENSG00000105856,ENSMMUG00000032522,48.135
ENSG00000105856,ENSMMUG00000032515,47.6987
ENSG00000105856,ENSMMUG00000013603,48.6037
ENSG00000105856,ENSMMUG00000010248,49.7382
ENSG00000105856,ENSMMUG00000019688,48.7179
ENSG00000105856,ENSMMUG00000004045,48.595
ENSG00000105856,ENSMMUG00000032365,48.5857
ENSG00000105856,ENSMMUG00000004498,49.0995
ENSG00000143373,ENSMMUG00000009012,48.6002
ENSG00000143373,ENSMMUG00000000286,48.5514
ENSG00000143373,ENSMMUG00000001245,48.7728
ENSG00000143373,ENSMMUG00000000323,49.0693
ENSG00000143373,ENSMMUG00000013668,48.564
ENSG00000143373,ENSMMUG00000000286,48.5333
ENSG00000257961,ENSMMUG00000008623,47.3928
ENSG00000257961,ENSMMUG00000000323,48.1228
ENSG00000257961,ENSMMUG00000015704,47.3247
ENSG00000257961,ENSMMUG00000005304,48.2153
ENSG00000257961,ENSMMUG00000013590,46.657
ENSG00000262666,ENSMMUG00000023024,48.2135
ENSG00000262666,ENSMMUG00000023024,48.5243
ENSG00000262666,ENSMMUG00000000126,48.9293
ENSG00000262666,ENSMMUG00000016469,47.3161
ENSG00000257339,ENSMMUG00000000126,48.7813
ENSG00000257339,ENSMMUG00000006193,48.6032
ENSG00000257339,ENSMMUG00000020553,48.7688
ENSG00000257339,ENSMMUG00000008623,47.8353
ENSG00000257339,ENSMMUG00000001612,47.3171
ENSG00000172932,ENSMMUG00000008623,48.5942
ENSG00000172932,ENSMMUG00000007501,47.4087
ENSG00000172932,ENSMMUG00000017277,47.7549
ENSG00000172932,ENSMMUG00000009476,46.7147
ENSG00000172932,ENSMMUG00000003372,48.0131
ENSG00000263162,ENSMMUG00000006362,49.8272
ENSG00000143393,ENSMMUG00000003377,49.2374
ENSG00000143393,ENSMMUG00000016608,49.3347
ENSG00000143393,ENSMMUG00000017423,49.0719
ENSG00000143393,ENSMMUG00000012739,48.9819
ENSG00000143393,ENSMMUG00000017423,48.9042
ENSG00000143393,ENSMMUG00000032315,49.1435
ENSG00000143393,ENSMMUG00000002333,48.9399
ENSG00000143393,ENSMMUG00000017273,48.5227
ENSG00000143393,ENSMMUG00000032486,48.0829
ENSG00000143393,ENSMMUG00000032454,48.0287
ENSG00000143393,ENSMMUG00000023021,48.6087
ENSG00000143393,ENSMMUG00000000323,49.0349
ENSG00000261371,ENSMMUG00000003041,49.2119
ENSG00000261371,ENSMMUG00000023726,48.7089
ENSG00000261371,ENSMMUG00000003082,49.2228
ENSG00000261371,ENSMMUG00000032498,48.6207
ENSG00000173653,ENSMMUG00000023021,48.9562
ENSG00000173653,ENSMMUG00000005026,48.876
ENSG00000173653,ENSMMUG00000005026,48.7402
ENSG00000261967,ENSMMUG00000020059,48.4321
ENSG00000257436,ENSMMUG00000032520,49.4048
ENSG00000257814,ENSMMUG00000007584,49.2492
ENSG00000263290,ENSMMUG00000023021,48.4094
ENSG00000263290,ENSMMUG00000011480,48.3409
ENSG00000118600,ENSMMUG00000006578,48.3837
ENSG00000118600,ENSMMUG00000004382,48.3723
ENSG00000115825,ENSMMUG00000011076,48.7809
ENSG00000115825,ENSMMUG00000032365,49.009
ENSG00000115825,ENSMMUG00000022619,47.8764
ENSG00000115825,ENSMMUG00000000856,49.2086
ENSG00000115825,ENSMMUG00000004188,48.661
ENSG00000263304,ENSMMUG00000008212,49.2792
ENSG00000263304,ENSMMUG00000022874,49.1304
ENSG00000263304,ENSMMUG00000010914,48.8694
ENSG00000263304,ENSMMUG00000007186,48.4252
ENSG00000257374,ENSMMUG00000015738,49.2928
ENSG00000257374,ENSMMUG00000008781,49.0438
ENSG00000257374,ENSMMUG00000016465,49.2573
ENSG00000262872,ENSMMUG00000020059,48.3308
ENSG00000135655,ENSMMUG00000023324,48.312
ENSG00000135655,ENSMMUG00000014829,48.2877
ENSG00000135655,ENSMMUG00000023324,48.273
ENSG00000135655,ENSMMUG00000022583,48.5624
ENSG00000135655,ENSMMUG00000032398,48.0405
ENSG00000135655,ENSMMUG00000003251,47.6684
ENSG00000135655,ENSMMUG00000032398,48.6859
ENSG00000135655,ENSMMUG00000021413,49.6444
ENSG00000135655,ENSMMUG00000023324,48.1073
ENSG00000263141,ENSMMUG00000021413,49.0613
ENSG00000263141,ENSMMUG00000018777,49.142
ENSG00000143390,ENSMMUG00000003041,49.4128
ENSG00000143390,ENSMMUG00000013008,48.963
ENSG00000143390,ENSMMUG00000017277,48.6275
ENSG00000143390,ENSMMUG00000013008,48.9172
ENSG00000143390,ENSMMUG00000009050,49.2218
ENSG00000143390,ENSMMUG00000032315,49.2239
ENSG00000143390,ENSMMUG00000001019,48.948
ENSG00000143390,ENSMMUG00000032498,48.9758
ENSG00000143390,ENSMMUG00000002333,49.2308
ENSG00000143390,ENSMMUG00000012204,49.1103
ENSG00000143390,ENSMMUG00000004914,49.7487
ENSG00000143390,ENSMMUG00000032345,49.3578
ENSG00000143390,ENSMMUG00000012001,49.3333
ENSG00000262917,ENSMMUG00000012762,49.4981
ENSG00000196935,ENSMMUG00000000466,49.5695
ENSG00000196935,ENSMMUG00000022703,49.3808
ENSG00000196935,ENSMMUG00000010169,49.8097
ENSG00000257561,ENSMMUG00000032550,45.9547
ENSG00000261893,ENSMMUG00000007345,49.0693
ENSG00000261893,ENSMMUG00000010598,48.5688
ENSG00000261893,ENSMMUG00000010598,48.3491
ENSG00000257318,ENSMMUG00000032550,48.0226
ENSG00000258372,ENSMMUG00000012871,49.3522
ENSG00000258372,ENSMMUG00000019688,49.5077
ENSG00000258372,ENSMMUG00000010936,50.3943
ENSG00000258372,ENSMMUG00000004498,49.3308
ENSG00000263140,ENSMMUG00000022584,47.8598
ENSG00000263140,ENSMMUG00000032330,50.2016
ENSG00000263140,ENSMMUG00000002333,49.6678
ENSG00000263140,ENSMMUG00000002333,49.5
ENSG00000143891,ENSMMUG00000016431,49.3961
ENSG00000143891,ENSMMUG00000003566,48.7781
ENSG00000143891,ENSMMUG00000010418,47.7901
ENSG00000256219,ENSMMUG00000021463,20.9877
ENSG00000257211,ENSMMUG00000015738,49.3356
ENSG00000257211,ENSMMUG00000016465,49.2573
ENSG00000257211,ENSMMUG00000014935,49.1412
ENSG00000091136,ENSMMUG00000011601,49.2542
ENSG00000091136,ENSMMUG00000008600,49.4323
ENSG00000091136,ENSMMUG00000013603,49.0734
ENSG00000091136,ENSMMUG00000001612,47.9374
ENSG00000091136,ENSMMUG00000017753,49.2727
ENSG00000164597,ENSMMUG00000021413,48.7912
ENSG00000164597,ENSMMUG00000000576,49.2857
ENSG00000164597,ENSMMUG00000003562,49.7047
ENSG00000143416,ENSMMUG00000014033,48.516
ENSG00000143416,ENSMMUG00000005498,47.4891
ENSG00000143416,ENSMMUG00000012739,48.3315
ENSG00000143416,ENSMMUG00000005026,47.7387
ENSG00000143416,ENSMMUG00000005494,49.2063
ENSG00000143416,ENSMMUG00000006167,48.7582
ENSG00000143416,ENSMMUG00000017783,48.444
ENSG00000080819,ENSMMUG00000007922,49.0619
ENSG00000173599,ENSMMUG00000007345,48.2887
ENSG00000173599,ENSMMUG00000000286,47.9021
ENSG00000173599,ENSMMUG00000000323,47.99
ENSG00000173599,ENSMMUG00000005304,47.783
ENSG00000173599,ENSMMUG00000000286,48.1155
ENSG00000173599,ENSMMUG00000005304,47.783
ENSG00000115875,ENSMMUG00000021412,48.4532
ENSG00000115875,ENSMMUG00000018027,48.7282
ENSG00000115875,ENSMMUG00000000473,48.8571
ENSG00000115875,ENSMMUG00000008335,47.6476
ENSG00000172830,ENSMMUG00000009151,48.3455
ENSG00000172830,ENSMMUG00000017277,47.7517
ENSG00000172830,ENSMMUG00000017277,47.5068
ENSG00000172830,ENSMMUG00000006866,46.9512
ENSG00000154165,ENSMMUG00000032431,48.7685
ENSG00000115828,ENSMMUG00000021599,48.7637
ENSG00000115828,ENSMMUG00000001612,49.3952
ENSG00000115828,ENSMMUG00000020850,50.2801
ENSG00000115828,ENSMMUG00000008303,48.283
ENSG00000114021,ENSMMUG00000004046,48.1334
ENSG00000114021,ENSMMUG00000003323,48.4277
ENSG00000064225,ENSMMUG00000012391,49.0986
ENSG00000064225,ENSMMUG00000032498,50.1718
ENSG00000064225,ENSMMUG00000022619,50.5319
ENSG00000064225,ENSMMUG00000021206,48.8
ENSG00000064225,ENSMMUG00000021850,48.951
ENSG00000064225,ENSMMUG00000021850,49.1525
ENSG00000064225,ENSMMUG00000021413,48.3313
