homo_sapiens,gorilla_gorilla
ENSG00000260753,ENSGGOG00000006566,48.9041
ENSG00000143412,ENSGGOG00000016631,48.138
ENSG00000144395,ENSGGOG00000001712,48.0597
ENSG00000144395,ENSGGOG00000009671,48.8185
ENSG00000144395,ENSGGOG00000005564,47.2354
ENSG00000144395,ENSGGOG00000015979,48.4083
ENSG00000144395,ENSGGOG00000015683,48.2046
ENSG00000008282,ENSGGOG00000034932,47.9777
ENSG00000008282,ENSGGOG00000034932,48.1899
ENSG00000008282,ENSGGOG00000011802,48.6726
ENSG00000008282,ENSGGOG00000027161,48.7846
ENSG00000173156,ENSGGOG00000015243,46.5013
ENSG00000173156,ENSGGOG00000003615,47.1761
ENSG00000173156,ENSGGOG00000027653,46.2825
ENSG00000260696,ENSGGOG00000000269,13.0359
ENSG00000143409,ENSGGOG00000001534,16.6667
ENSG00000143409,ENSGGOG00000001534,35.8537
ENSG00000143409,ENSGGOG00000001534,34.4212
ENSG00000143409,ENSGGOG00000001534,43.6611
ENSG00000143409,ENSGGOG00000009514,48.0315
ENSG00000261791,ENSGGOG00000002965,49.0258
ENSG00000261791,ENSGGOG00000014261,49.4295
ENSG00000262894,ENSGGOG00000000128,49.3631
ENSG00000139263,ENSGGOG00000014989,49.0319
ENSG00000139263,ENSGGOG00000006754,49.7297
ENSG00000139263,ENSGGOG00000009018,49.6208
ENSG00000139263,ENSGGOG00000015760,49.4071
ENSG00000260736,ENSGGOG00000025927,49.069
ENSG00000260736,ENSGGOG00000026059,48.0855
ENSG00000262024,ENSGGOG00000011755,50.081
ENSG00000262024,ENSGGOG00000014837,49.7354
ENSG00000262024,ENSGGOG00000022948,49.2439
ENSG00000119787,ENSGGOG00000025558,48.8145
ENSG00000119787,ENSGGOG00000025378,48.9874
ENSG00000119787,ENSGGOG00000016654,48.3802
ENSG00000119787,ENSGGOG00000016192,48.5653
ENSG00000119787,ENSGGOG00000016192,48.8404
ENSG00000119787,ENSGGOG00000022427,49.3359
ENSG00000119787,ENSGGOG00000010632,48.3871
ENSG00000119787,ENSGGOG00000025346,48.2639
ENSG00000119787,ENSGGOG00000003797,48.7059
ENSG00000119787,ENSGGOG00000009223,48.8559
ENSG00000119787,ENSGGOG00000003797,48.0159
ENSG00000261297,ENSGGOG00000014343,47.192
ENSG00000261297,ENSGGOG00000014343,45.9982
ENSG00000261297,ENSGGOG00000027653,46.3122
ENSG00000261631,ENSGGOG00000025946,48.3871
ENSG00000261631,ENSGGOG00000026860,49.1492
ENSG00000261631,ENSGGOG00000022766,48.5866
ENSG00000173898,ENSGGOG00000011755,45.6447
ENSG00000173898,ENSGGOG00000011755,46.7285
ENSG00000173898,ENSGGOG00000024899,48.6612
ENSG00000173898,ENSGGOG00000011755,46.3132
ENSG00000143363,ENSGGOG00000024050,49.2121
ENSG00000143363,ENSGGOG00000012775,49.5162
ENSG00000143363,ENSGGOG00000002309,48.8108
ENSG00000143363,ENSGGOG00000000889,48.8757
ENSG00000143363,ENSGGOG00000003331,49.5696
ENSG00000143363,ENSGGOG00000034939,49.5979
ENSG00000143363,ENSGGOG00000012288,49.7742
ENSG00000143363,ENSGGOG00000016192,49.2164
ENSG00000259896,ENSGGOG00000001081,48.804
ENSG00000261846,ENSGGOG00000005185,48.8904
ENSG00000173120,ENSGGOG00000015536,50.0845
ENSG00000173120,ENSGGOG00000012526,49.3052
ENSG00000173120,ENSGGOG00000005626,48.9455
ENSG00000173120,ENSGGOG00000005626,48.9115
ENSG00000262515,ENSGGOG00000014261,49.3867
ENSG00000262515,ENSGGOG00000001069,49.5633
ENSG00000262515,ENSGGOG00000027377,49.3194
ENSG00000262515,ENSGGOG00000003736,49.4248
ENSG00000262515,ENSGGOG00000013533,49.4626
ENSG00000262515,ENSGGOG00000012676,49.177
ENSG00000262515,ENSGGOG00000012676,49.1515
ENSG00000262515,ENSGGOG00000012676,49.4528
ENSG00000262515,ENSGGOG00000012686,49.4884
ENSG00000262515,ENSGGOG00000012686,49.3771
ENSG00000262515,ENSGGOG00000012686,49.4325
ENSG00000262515,ENSGGOG00000027377,48.7505
ENSG00000262515,ENSGGOG00000027377,48.9159
ENSG00000262515,ENSGGOG00000012686,49.5456
ENSG00000262515,ENSGGOG00000010545,49.3231
ENSG00000105835,ENSGGOG00000026926,48.7124
ENSG00000105835,ENSGGOG00000015683,48.9695
ENSG00000105835,ENSGGOG00000012953,49.8692
ENSG00000105835,ENSGGOG00000004355,49.6667
ENSG00000163141,ENSGGOG00000003136,49.4167
ENSG00000163141,ENSGGOG00000001305,48.8323
ENSG00000163141,ENSGGOG00000015520,48.4161
ENSG00000163141,ENSGGOG00000006703,48.622
ENSG00000260245,ENSGGOG00000012500,49.3432
ENSG00000260245,ENSGGOG00000011811,48.7977
ENSG00000091137,ENSGGOG00000026926,49.0669
ENSG00000091137,ENSGGOG00000013741,47.3333
ENSG00000091137,ENSGGOG00000022789,48.5384
ENSG00000091137,ENSGGOG00000025393,48.9583
ENSG00000091137,ENSGGOG00000007800,49.0151
ENSG00000143443,ENSGGOG00000022262,49.4275
ENSG00000197622,ENSGGOG00000012775,50.1496
ENSG00000197622,ENSGGOG00000023977,49.89
ENSG00000260313,ENSGGOG00000027785,47.3275
ENSG00000260313,ENSGGOG00000008275,47.454
ENSG00000260313,ENSGGOG00000024378,47.5385
ENSG00000260313,ENSGGOG00000024057,43.4938
ENSG00000196578,ENSGGOG00000025209,21.2903
ENSG00000138068,ENSGGOG00000022666,49.7783
ENSG00000138068,ENSGGOG00000001817,48.1481
ENSG00000138068,ENSGGOG00000022502,48.8789
ENSG00000138068,ENSGGOG00000012349,48.5075
ENSG00000138068,ENSGGOG00000024389,48.0039
ENSG00000138068,ENSGGOG00000010632,48.951
ENSG00000138068,ENSGGOG00000024389,49.6788
ENSG00000231192,ENSGGOG00000012895,3.82166
ENSG00000236032,ENSGGOG00000023869,12.8704
ENSG00000233412,ENSGGOG00000012895,1.59236
ENSG00000213190,ENSGGOG00000005746,50.7367
ENSG00000230301,ENSGGOG00000023869,2.42588
ENSG00000262840,ENSGGOG00000010070,49.1776
ENSG00000262840,ENSGGOG00000027844,48.8869
ENSG00000262840,ENSGGOG00000027092,48.983
ENSG00000262840,ENSGGOG00000006837,49.0624
ENSG00000262840,ENSGGOG00000023227,48.4863
ENSG00000197938,ENSGGOG00000009200,1.0582
ENSG00000143458,ENSGGOG00000012718,50.1116
ENSG00000143458,ENSGGOG00000011253,48.4524
ENSG00000143458,ENSGGOG00000022698,49.4424
ENSG00000144810,ENSGGOG00000014267,49.6757
ENSG00000144810,ENSGGOG00000008319,47.9514
ENSG00000144810,ENSGGOG00000015441,49.3066
ENSG00000196098,ENSGGOG00000015366,30.4348
ENSG00000206536,ENSGGOG00000015366,31.5735
ENSG00000232382,ENSGGOG00000015366,1.27621
ENSG00000143434,ENSGGOG00000023813,48.4674
ENSG00000143434,ENSGGOG00000016587,48.8234
ENSG00000143434,ENSGGOG00000023813,48.4584
ENSG00000143434,ENSGGOG00000015536,48.4227
ENSG00000218739,ENSGGOG00000008196,49.7467
ENSG00000218739,ENSGGOG00000026162,48.5915
ENSG00000218739,ENSGGOG00000016645,49.6361
ENSG00000218739,ENSGGOG00000012076,50.0719
ENSG00000218739,ENSGGOG00000023785,50.0334
ENSG00000260703,ENSGGOG00000027936,48.8248
ENSG00000231861,ENSGGOG00000015366,9.2469
ENSG00000260283,ENSGGOG00000014406,48.9474
ENSG00000260283,ENSGGOG00000008323,49.0128
ENSG00000260283,ENSGGOG00000028365,48.6667
ENSG00000105879,ENSGGOG00000016192,49.5956
ENSG00000105879,ENSGGOG00000016296,49.2262
ENSG00000105879,ENSGGOG00000022279,48.8712
ENSG00000105879,ENSGGOG00000027903,49.2386
ENSG00000105879,ENSGGOG00000026223,49.0309
ENSG00000260716,ENSGGOG00000016587,48.0453
ENSG00000080822,ENSGGOG00000014581,49.6429
ENSG00000080822,ENSGGOG00000026435,49.3478
ENSG00000080822,ENSGGOG00000015371,49.0514
ENSG00000080822,ENSGGOG00000016192,49.1023
ENSG00000080822,ENSGGOG00000026773,48.2667
ENSG00000080822,ENSGGOG00000025558,48.8999
ENSG00000080822,ENSGGOG00000015371,48.9579
ENSG00000080822,ENSGGOG00000016192,49.0323
ENSG00000080822,ENSGGOG00000016102,50.3717
ENSG00000080822,ENSGGOG00000015371,48.7288
ENSG00000080822,ENSGGOG00000028067,48.7539
ENSG00000080822,ENSGGOG00000026696,49.2492
ENSG00000080822,ENSGGOG00000025064,49.0241
ENSG00000080822,ENSGGOG00000022441,49.0719
ENSG00000080822,ENSGGOG00000024500,48.7861
ENSG00000080822,ENSGGOG00000024581,48.9691
ENSG00000080822,ENSGGOG00000003262,50.3275
ENSG00000080822,ENSGGOG00000024581,47.1204
ENSG00000080822,ENSGGOG00000017143,49.0622
ENSG00000080822,ENSGGOG00000023066,49.0196
ENSG00000080822,ENSGGOG00000027984,49.5017
ENSG00000080822,ENSGGOG00000027361,49.3392
ENSG00000080822,ENSGGOG00000022427,48.7941
ENSG00000080822,ENSGGOG00000025955,48.741
ENSG00000080822,ENSGGOG00000024574,48.6063
ENSG00000080822,ENSGGOG00000024847,47.8261
ENSG00000080822,ENSGGOG00000016192,49.2142
ENSG00000184220,ENSGGOG00000024270,48.7927
ENSG00000184220,ENSGGOG00000022350,48.6146
ENSG00000184220,ENSGGOG00000028133,48.1061
ENSG00000184220,ENSGGOG00000007804,48.4728
ENSG00000184220,ENSGGOG00000028322,48.513
ENSG00000257413,ENSGGOG00000001822,49.0158
ENSG00000257413,ENSGGOG00000001822,48.9104
ENSG00000262684,ENSGGOG00000009382,49.256
ENSG00000262684,ENSGGOG00000001828,48.9782
ENSG00000260770,ENSGGOG00000007745,48.8625
ENSG00000260770,ENSGGOG00000013717,46.837
ENSG00000260770,ENSGGOG00000013717,47.184
ENSG00000260770,ENSGGOG00000011467,47.3967
ENSG00000260770,ENSGGOG00000016620,48.5557
ENSG00000260770,ENSGGOG00000000700,47.419
ENSG00000260770,ENSGGOG00000014501,48.184
ENSG00000221949,ENSGGOG00000012736,49.7625
ENSG00000257370,ENSGGOG00000025666,33.6478
ENSG00000257370,ENSGGOG00000024057,37.5328
ENSG00000257448,ENSGGOG00000024057,37.3656
ENSG00000111110,ENSGGOG00000003712,49.8086
ENSG00000163154,ENSGGOG00000023870,48.472
ENSG00000257652,ENSGGOG00000015371,48.3614
ENSG00000163155,ENSGGOG00000028568,50.1008
ENSG00000163155,ENSGGOG00000000615,49.5513
ENSG00000261913,ENSGGOG00000022789,48.8889
ENSG00000115816,ENSGGOG00000022699,48.4551
ENSG00000115816,ENSGGOG00000025219,49.2395
ENSG00000260320,ENSGGOG00000024748,47.7228
ENSG00000260320,ENSGGOG00000014569,47.823
ENSG00000258085,ENSGGOG00000026860,48.9949
ENSG00000091138,ENSGGOG00000034830,44.3241
ENSG00000091138,ENSGGOG00000014581,48.1884
ENSG00000091138,ENSGGOG00000034830,45.098
ENSG00000253276,ENSGGOG00000002467,49.5038
ENSG00000163156,ENSGGOG00000009504,50
ENSG00000163156,ENSGGOG00000027285,49.3671
ENSG00000257230,ENSGGOG00000014682,50.2573
ENSG00000257745,ENSGGOG00000034921,49.1655
ENSG00000261473,ENSGGOG00000000700,48.4433
ENSG00000261473,ENSGGOG00000000700,48.5
ENSG00000261473,ENSGGOG00000013687,48.4026
ENSG00000105851,ENSGGOG00000009880,49.2424
ENSG00000105851,ENSGGOG00000023474,49.1245
ENSG00000105851,ENSGGOG00000007560,49.5737
ENSG00000105851,ENSGGOG00000014267,49.377
ENSG00000260178,ENSGGOG00000001501,48.0321
ENSG00000260178,ENSGGOG00000024535,48.1343
ENSG00000260178,ENSGGOG00000027411,47.3973
ENSG00000179038,ENSGGOG00000025303,49.1987
ENSG00000173020,ENSGGOG00000005626,47.865
ENSG00000173020,ENSGGOG00000009024,47.2565
ENSG00000257679,ENSGGOG00000014852,48.5685
ENSG00000257679,ENSGGOG00000022673,49.3284
ENSG00000259958,ENSGGOG00000007745,48.1827
ENSG00000163157,ENSGGOG00000026038,48.3031
ENSG00000163157,ENSGGOG00000027476,47.6673
ENSG00000163157,ENSGGOG00000025884,48.1445
ENSG00000118596,ENSGGOG00000026860,49.5111
ENSG00000118596,ENSGGOG00000022136,49.5683
ENSG00000118596,ENSGGOG00000022572,48.6034
ENSG00000118596,ENSGGOG00000022136,49.697
ENSG00000118596,ENSGGOG00000016192,49.5945
ENSG00000118596,ENSGGOG00000012686,49.1843
ENSG00000118596,ENSGGOG00000002996,50.0627
ENSG00000118596,ENSGGOG00000024118,49.4675
ENSG00000262739,ENSGGOG00000002929,47.7509
ENSG00000262739,ENSGGOG00000002638,47.7833
ENSG00000262739,ENSGGOG00000002638,47.7132
ENSG00000262134,ENSGGOG00000024674,47.8947
ENSG00000260325,ENSGGOG00000024938,48.9074
ENSG00000166148,ENSGGOG00000024427,49.2041
ENSG00000166148,ENSGGOG00000014026,47.6721
ENSG00000261378,ENSGGOG00000003603,48.833
ENSG00000261378,ENSGGOG00000011132,46.958
ENSG00000261378,ENSGGOG00000025946,47.5499
ENSG00000261378,ENSGGOG00000008884,47.8559
ENSG00000261378,ENSGGOG00000024346,47.6
ENSG00000173715,ENSGGOG00000014682,48.0274
ENSG00000173715,ENSGGOG00000007934,48.5401
ENSG00000173715,ENSGGOG00000005409,49.3804
ENSG00000173715,ENSGGOG00000028469,49.2197
ENSG00000173715,ENSGGOG00000027980,49.0777
ENSG00000173715,ENSGGOG00000028442,49.1228
ENSG00000173715,ENSGGOG00000025850,48.2222
ENSG00000173715,ENSGGOG00000013031,48.0247
ENSG00000173715,ENSGGOG00000009528,49.0745
ENSG00000173715,ENSGGOG00000025583,49.4327
ENSG00000173715,ENSGGOG00000027980,48.9922
ENSG00000163159,ENSGGOG00000011493,49.5088
ENSG00000163159,ENSGGOG00000000700,48.9978
ENSG00000177990,ENSGGOG00000024850,49.3842
ENSG00000177990,ENSGGOG00000003519,49.1412
ENSG00000177990,ENSGGOG00000025754,49.4196
ENSG00000177990,ENSGGOG00000021950,49.2872
ENSG00000177990,ENSGGOG00000027653,47.5248
ENSG00000259919,ENSGGOG00000001083,47.907
ENSG00000259919,ENSGGOG00000014343,47.7128
ENSG00000259919,ENSGGOG00000012496,47.2614
ENSG00000259919,ENSGGOG00000026899,47.952
ENSG00000259919,ENSGGOG00000027867,47.2687
ENSG00000259919,ENSGGOG00000024167,47.2756
ENSG00000143398,ENSGGOG00000024922,49.0617
ENSG00000143398,ENSGGOG00000006838,49.7478
ENSG00000143398,ENSGGOG00000006838,49.7993
ENSG00000143398,ENSGGOG00000034939,49.5429
ENSG00000143398,ENSGGOG00000002578,49.6817
ENSG00000143398,ENSGGOG00000025434,49.3827
ENSG00000143398,ENSGGOG00000024199,49.4845
ENSG00000143398,ENSGGOG00000016327,48.7252
ENSG00000143398,ENSGGOG00000024052,49.361
ENSG00000168386,ENSGGOG00000002492,48.764
ENSG00000168386,ENSGGOG00000006754,48.3375
ENSG00000168386,ENSGGOG00000027844,48.9444
ENSG00000168386,ENSGGOG00000028211,49.1941
ENSG00000168386,ENSGGOG00000006754,48.5897
ENSG00000168386,ENSGGOG00000028211,49.3099
ENSG00000168386,ENSGGOG00000007800,48.9486
ENSG00000168386,ENSGGOG00000006202,49.2975
ENSG00000260195,ENSGGOG00000016587,48.6874
ENSG00000260195,ENSGGOG00000011424,48.318
ENSG00000260195,ENSGGOG00000024722,48.2955
ENSG00000260119,ENSGGOG00000008020,48.7956
ENSG00000260119,ENSGGOG00000022407,47.3684
ENSG00000260119,ENSGGOG00000027262,46.1538
ENSG00000143889,ENSGGOG00000002467,48.5023
ENSG00000143889,ENSGGOG00000025049,48.7688
ENSG00000143889,ENSGGOG00000021937,48.7421
ENSG00000143889,ENSGGOG00000025666,49.3243
ENSG00000143889,ENSGGOG00000028529,48.8281
ENSG00000143889,ENSGGOG00000025393,49.1998
ENSG00000143889,ENSGGOG00000023066,48.9474
ENSG00000143889,ENSGGOG00000014802,48.157
ENSG00000143889,ENSGGOG00000026664,48.4512
ENSG00000003509,ENSGGOG00000001882,48.1158
ENSG00000003509,ENSGGOG00000024341,45.4254
ENSG00000003509,ENSGGOG00000024272,49.2976
ENSG00000003509,ENSGGOG00000028050,49.4715
ENSG00000003509,ENSGGOG00000002720,49.3576
ENSG00000003509,ENSGGOG00000023739,49.3213
ENSG00000261264,ENSGGOG00000025400,48.5772
ENSG00000261264,ENSGGOG00000004805,48.4444
ENSG00000261264,ENSGGOG00000010913,49.1509
ENSG00000260557,ENSGGOG00000027633,47.9777
ENSG00000260557,ENSGGOG00000027633,48.3029
ENSG00000260040,ENSGGOG00000034992,49.0754
ENSG00000260040,ENSGGOG00000016846,49.1525
ENSG00000260040,ENSGGOG00000000700,49.4911
ENSG00000260040,ENSGGOG00000007966,48.5612
ENSG00000261686,ENSGGOG00000006400,21.6763
ENSG00000261323,ENSGGOG00000025450,1.55642
ENSG00000005249,ENSGGOG00000001257,49.6128
ENSG00000005249,ENSGGOG00000001828,48.7365
ENSG00000262037,ENSGGOG00000026274,49.2857
ENSG00000262037,ENSGGOG00000023227,34.7176
ENSG00000262562,ENSGGOG00000026860,41.9425
ENSG00000159352,ENSGGOG00000001828,48.2222
ENSG00000159352,ENSGGOG00000001828,48.5371
ENSG00000159352,ENSGGOG00000024272,48.7929
ENSG00000159352,ENSGGOG00000008829,48.7909
ENSG00000159352,ENSGGOG00000028434,46.9003
ENSG00000091140,ENSGGOG00000010070,48.3989
ENSG00000091140,ENSGGOG00000023218,47.9667
ENSG00000091140,ENSGGOG00000005564,48.0682
ENSG00000091140,ENSGGOG00000002309,48.198
ENSG00000091140,ENSGGOG00000005564,48.5572
ENSG00000263249,ENSGGOG00000014627,48.9066
ENSG00000261456,ENSGGOG00000007690,49.1757
ENSG00000261456,ENSGGOG00000013834,48.8661
ENSG00000261456,ENSGGOG00000022833,48.4916
ENSG00000261456,ENSGGOG00000001305,48.0538
ENSG00000261456,ENSGGOG00000016620,47.8049
ENSG00000198673,ENSGGOG00000012303,49.8547
ENSG00000198673,ENSGGOG00000014852,48.6019
ENSG00000198673,ENSGGOG00000025558,48.8996
ENSG00000198673,ENSGGOG00000023046,48.9655
ENSG00000198673,ENSGGOG00000026984,49.2982
ENSG00000198673,ENSGGOG00000028585,48.0769
ENSG00000198673,ENSGGOG00000024958,47.3874
ENSG00000260150,ENSGGOG00000023129,49.3438
ENSG00000260150,ENSGGOG00000007417,49.1525
ENSG00000260150,ENSGGOG00000002467,49.2079
ENSG00000260150,ENSGGOG00000007030,49.0986
ENSG00000260150,ENSGGOG00000022961,49.3418
ENSG00000260150,ENSGGOG00000026261,49.1654
ENSG00000260150,ENSGGOG00000010070,49.5386
ENSG00000235156,ENSGGOG00000026326,48.0176
ENSG00000235156,ENSGGOG00000024113,48.1982
ENSG00000262446,ENSGGOG00000012496,48.2865
ENSG00000262446,ENSGGOG00000025865,48.5128
ENSG00000232671,ENSGGOG00000022087,49.6785
ENSG00000036054,ENSGGOG00000023046,49.063
ENSG00000036054,ENSGGOG00000022961,48.2495
ENSG00000036054,ENSGGOG00000022961,48.1643
ENSG00000036054,ENSGGOG00000024958,49.195
ENSG00000036054,ENSGGOG00000022136,47.9749
ENSG00000105856,ENSGGOG00000025558,48.9645
ENSG00000105856,ENSGGOG00000025240,48.6679
ENSG00000105856,ENSGGOG00000002492,46.6527
ENSG00000105856,ENSGGOG00000008953,48.7098
ENSG00000105856,ENSGGOG00000013741,49.9127
ENSG00000105856,ENSGGOG00000028067,48.7179
ENSG00000105856,ENSGGOG00000010070,49.0496
ENSG00000105856,ENSGGOG00000028267,49.2512
ENSG00000105856,ENSGGOG00000016192,49.3139
ENSG00000143373,ENSGGOG00000015406,48.9362
ENSG00000143373,ENSGGOG00000023813,49.144
ENSG00000143373,ENSGGOG00000005224,48.4381
ENSG00000143373,ENSGGOG00000025400,48.8557
ENSG00000143373,ENSGGOG00000000720,48.3029
ENSG00000143373,ENSGGOG00000023813,49.19
ENSG00000257961,ENSGGOG00000014406,46.5044
ENSG00000257961,ENSGGOG00000010169,48.6435
ENSG00000257961,ENSGGOG00000014343,47.2786
ENSG00000257961,ENSGGOG00000003281,48.1568
ENSG00000257961,ENSGGOG00000010879,46.0756
ENSG00000262666,ENSGGOG00000011619,47.9613
ENSG00000262666,ENSGGOG00000007551,48.1411
ENSG00000262666,ENSGGOG00000011619,47.9883
ENSG00000262666,ENSGGOG00000012466,47.6143
ENSG00000257339,ENSGGOG00000025400,48.4285
ENSG00000257339,ENSGGOG00000009450,47.9804
ENSG00000257339,ENSGGOG00000009450,48.3083
ENSG00000257339,ENSGGOG00000008323,47.3073
ENSG00000257339,ENSGGOG00000027867,47.7073
ENSG00000172932,ENSGGOG00000026577,48.0042
ENSG00000172932,ENSGGOG00000014343,47.5439
ENSG00000172932,ENSGGOG00000014343,47.3807
ENSG00000172932,ENSGGOG00000015243,47.7048
ENSG00000172932,ENSGGOG00000014343,46.7976
ENSG00000263162,ENSGGOG00000011755,49.5729
ENSG00000143393,ENSGGOG00000009976,49.2374
ENSG00000143393,ENSGGOG00000000082,49.2594
ENSG00000143393,ENSGGOG00000003079,49.1317
ENSG00000143393,ENSGGOG00000028007,49.0588
ENSG00000143393,ENSGGOG00000008892,48.9643
ENSG00000143393,ENSGGOG00000012313,48.5011
ENSG00000143393,ENSGGOG00000024453,48.2332
ENSG00000143393,ENSGGOG00000026696,48.6364
ENSG00000143393,ENSGGOG00000027494,48.601
ENSG00000143393,ENSGGOG00000008066,48.0287
ENSG00000143393,ENSGGOG00000007886,48.6087
ENSG00000143393,ENSGGOG00000005626,49.2653
ENSG00000261371,ENSGGOG00000002460,49.1851
ENSG00000261371,ENSGGOG00000028522,49.4131
ENSG00000261371,ENSGGOG00000006703,48.8774
ENSG00000261371,ENSGGOG00000022801,48.9655
ENSG00000173653,ENSGGOG00000005680,48.3502
ENSG00000173653,ENSGGOG00000005680,48.731
ENSG00000173653,ENSGGOG00000009494,48.8976
ENSG00000261967,ENSGGOG00000023453,36.9338
ENSG00000257436,ENSGGOG00000026995,38.3929
ENSG00000257814,ENSGGOG00000028365,48.048
ENSG00000263290,ENSGGOG00000027938,47.787
ENSG00000263290,ENSGGOG00000027938,48.6012
ENSG00000118600,ENSGGOG00000002309,48.2795
ENSG00000118600,ENSGGOG00000016296,48.6267
ENSG00000115825,ENSGGOG00000001490,48.7809
ENSG00000115825,ENSGGOG00000025529,49.1892
ENSG00000115825,ENSGGOG00000006383,48.6486
ENSG00000115825,ENSGGOG00000028067,48.6331
ENSG00000115825,ENSGGOG00000026836,48.9661
ENSG00000263304,ENSGGOG00000024200,48.886
ENSG00000263304,ENSGGOG00000026696,49.5652
ENSG00000263304,ENSGGOG00000025805,48.7965
ENSG00000263304,ENSGGOG00000008829,49.4751
ENSG00000257374,ENSGGOG00000013541,48.907
ENSG00000257374,ENSGGOG00000005644,49.2177
ENSG00000257374,ENSGGOG00000013008,49.4179
ENSG00000262872,ENSGGOG00000023453,34.9769
ENSG00000135655,ENSGGOG00000034879,48.5256
ENSG00000135655,ENSGGOG00000024574,48.1164
ENSG00000135655,ENSGGOG00000034879,48.6099
ENSG00000135655,ENSGGOG00000016192,48.832
ENSG00000135655,ENSGGOG00000007560,48.4197
ENSG00000135655,ENSGGOG00000005419,47.4957
ENSG00000135655,ENSGGOG00000007804,49.562
ENSG00000135655,ENSGGOG00000026453,50.0711
ENSG00000135655,ENSGGOG00000005563,48.6048
ENSG00000263141,ENSGGOG00000006754,49.4618
ENSG00000263141,ENSGGOG00000010070,48.947
ENSG00000143390,ENSGGOG00000012276,49.4407
ENSG00000143390,ENSGGOG00000008021,49.451
ENSG00000143390,ENSGGOG00000013841,48.6275
ENSG00000143390,ENSGGOG00000009528,49.4692
ENSG00000143390,ENSGGOG00000002811,49.5136
ENSG00000143390,ENSGGOG00000022441,49.4457
ENSG00000143390,ENSGGOG00000028522,49.2802
ENSG00000143390,ENSGGOG00000026263,48.9758
ENSG00000143390,ENSGGOG00000028326,49.0598
ENSG00000143390,ENSGGOG00000028326,49.1103
ENSG00000143390,ENSGGOG00000023342,49.2462
ENSG00000143390,ENSGGOG00000026428,49.5413
ENSG00000143390,ENSGGOG00000025700,49.4286
ENSG00000262917,ENSGGOG00000025261,49.4981
ENSG00000196935,ENSGGOG00000012718,49.8043
ENSG00000196935,ENSGGOG00000001312,49.1861
ENSG00000196935,ENSGGOG00000006447,49.7621
ENSG00000257561,ENSGGOG00000025868,34.6278
ENSG00000261893,ENSGGOG00000016192,43.1748
ENSG00000261893,ENSGGOG00000016192,43.3056
ENSG00000261893,ENSGGOG00000016192,42.783
ENSG00000257318,ENSGGOG00000025868,39.2655
ENSG00000258372,ENSGGOG00000006954,50.1767
ENSG00000258372,ENSGGOG00000015760,49.2264
ENSG00000258372,ENSGGOG00000024850,50.5469
ENSG00000258372,ENSGGOG00000015333,47.1319
ENSG00000263140,ENSGGOG00000015333,46.4329
ENSG00000263140,ENSGGOG00000028133,50.3024
ENSG00000263140,ENSGGOG00000026883,49.6678
ENSG00000263140,ENSGGOG00000023325,49.25
ENSG00000143891,ENSGGOG00000011467,49.3559
ENSG00000143891,ENSGGOG00000002991,49.1691
ENSG00000143891,ENSGGOG00000025718,49.0331
ENSG00000256219,ENSGGOG00000025666,34.8765
ENSG00000257211,ENSGGOG00000013541,48.9498
ENSG00000257211,ENSGGOG00000013008,49.4179
ENSG00000257211,ENSGGOG00000016685,49.1889
ENSG00000091136,ENSGGOG00000014572,49.3583
ENSG00000091136,ENSGGOG00000014572,49.4498
ENSG00000091136,ENSGGOG00000013205,49.1803
ENSG00000091136,ENSGGOG00000004137,47.3684
ENSG00000091136,ENSGGOG00000026911,48.9091
ENSG00000164597,ENSGGOG00000012686,49.528
ENSG00000164597,ENSGGOG00000025049,49.5813
ENSG00000164597,ENSGGOG00000003736,49.5386
ENSG00000143416,ENSGGOG00000004995,48.4589
ENSG00000143416,ENSGGOG00000028522,47.8166
ENSG00000143416,ENSGGOG00000003704,48.5468
ENSG00000143416,ENSGGOG00000028587,47.9062
ENSG00000143416,ENSGGOG00000025447,46.8254
ENSG00000143416,ENSGGOG00000006710,48.4314
ENSG00000143416,ENSGGOG00000004995,48.1328
ENSG00000080819,ENSGGOG00000003070,48
ENSG00000173599,ENSGGOG00000022833,48.2265
ENSG00000173599,ENSGGOG00000016587,47.5524
ENSG00000173599,ENSGGOG00000016587,47.6404
ENSG00000173599,ENSGGOG00000022833,47.8413
ENSG00000173599,ENSGGOG00000023813,47.9008
ENSG00000173599,ENSGGOG00000022833,47.8413
ENSG00000115875,ENSGGOG00000016192,48.413
ENSG00000115875,ENSGGOG00000006919,48.996
ENSG00000115875,ENSGGOG00000006205,48.6667
ENSG00000115875,ENSGGOG00000008052,48.8452
ENSG00000172830,ENSGGOG00000011619,47.3354
ENSG00000172830,ENSGGOG00000027737,47.7028
ENSG00000172830,ENSGGOG00000001501,47.3521
ENSG00000172830,ENSGGOG00000011951,46.189
ENSG00000154165,ENSGGOG00000013661,12.3153
ENSG00000115828,ENSGGOG00000006828,47.7286
ENSG00000115828,ENSGGOG00000004537,49.3952
ENSG00000115828,ENSGGOG00000009907,50
ENSG00000115828,ENSGGOG00000026036,48.489
ENSG00000114021,ENSGGOG00000002699,48.3717
ENSG00000114021,ENSGGOG00000003617,48.1761
ENSG00000064225,ENSGGOG00000016542,49.5228
ENSG00000064225,ENSGGOG00000013741,50.8591
ENSG00000064225,ENSGGOG00000025346,48.4043
ENSG00000064225,ENSGGOG00000026773,49.8667
ENSG00000064225,ENSGGOG00000027633,48.2517
ENSG00000064225,ENSGGOG00000026154,48.8918
