pan_troglodytes,gorilla_gorilla
ENSPTRG00000021680,ENSGGOG00000028211,49.1356
ENSPTRG00000022474,ENSGGOG00000012076,49.2519
ENSPTRG00000003288,ENSGGOG00000003587,48.2593
ENSPTRG00000019025,ENSGGOG00000022961,48.9221
ENSPTRG00000022471,ENSGGOG00000023474,48.11
ENSPTRG00000004503,ENSGGOG00000005626,47.6991
ENSPTRG00000021681,ENSGGOG00000006202,49.3466
ENSPTRG00000014065,ENSGGOG00000010879,45.6624
ENSPTRG00000022470,ENSGGOG00000022666,49.7207
ENSPTRG00000013861,ENSGGOG00000006754,49.3982
ENSPTRG00000014066,ENSGGOG00000014343,47.4421
ENSPTRG00000004504,ENSGGOG00000008892,48.7398
ENSPTRG00000021682,ENSGGOG00000002309,48.7934
ENSPTRG00000028324,ENSGGOG00000013472,50.2427
ENSPTRG00000003289,ENSGGOG00000004198,48.3672
ENSPTRG00000041916,ENSGGOG00000003752,47.6744
ENSPTRG00000041916,ENSGGOG00000023666,44.4444
ENSPTRG00000016987,ENSGGOG00000014267,49.6736
ENSPTRG00000014571,ENSGGOG00000012775,49.3399
ENSPTRG00000034340,ENSGGOG00000016656,50
ENSPTRG00000014572,ENSGGOG00000008196,48.3242
ENSPTRG00000040663,ENSGGOG00000005680,48.1698
ENSPTRG00000005745,ENSGGOG00000027362,48.6968
ENSPTRG00000021683,ENSGGOG00000025576,49.3671
ENSPTRG00000007589,ENSGGOG00000004137,46.6667
ENSPTRG00000007590,ENSGGOG00000027642,48.1899
ENSPTRG00000021684,ENSGGOG00000008196,49.38
ENSPTRG00000003290,ENSGGOG00000007745,48.0195
ENSPTRG00000005746,ENSGGOG00000015749,49.3748
ENSPTRG00000019027,ENSGGOG00000027541,49.1855
ENSPTRG00000014573,ENSGGOG00000025261,49.3781
ENSPTRG00000021685,ENSGGOG00000026860,48.9413
ENSPTRG00000033843,ENSGGOG00000027893,45.5115
ENSPTRG00000014067,ENSGGOG00000012296,47.343
ENSPTRG00000014067,ENSGGOG00000012296,47.619
ENSPTRG00000014067,ENSGGOG00000027642,46.2251
ENSPTRG00000004506,ENSGGOG00000009528,48.1781
ENSPTRG00000019028,ENSGGOG00000010082,49.7932
ENSPTRG00000031441,ENSGGOG00000006205,49.3318
ENSPTRG00000007591,ENSGGOG00000014343,47.7469
ENSPTRG00000005747,ENSGGOG00000012110,50.4323
ENSPTRG00000014576,ENSGGOG00000015441,49.1874
ENSPTRG00000000155,ENSGGOG00000024050,48.8263
ENSPTRG00000021686,ENSGGOG00000011472,48.7755
ENSPTRG00000013862,ENSGGOG00000025049,49.7352
ENSPTRG00000013862,ENSGGOG00000023643,48.655
ENSPTRG00000014068,ENSGGOG00000015536,48.3444
ENSPTRG00000000156,ENSGGOG00000007667,49.4253
ENSPTRG00000013863,ENSGGOG00000022262,48.5519
ENSPTRG00000000157,ENSGGOG00000026577,47.5549
ENSPTRG00000003291,ENSGGOG00000004655,48.1225
ENSPTRG00000040646,ENSGGOG00000024496,47.7974
ENSPTRG00000021687,ENSGGOG00000022969,48.4848
ENSPTRG00000000158,ENSGGOG00000012775,48.0026
ENSPTRG00000013865,ENSGGOG00000008587,49.8135
ENSPTRG00000007592,ENSGGOG00000008435,47.557
ENSPTRG00000004507,ENSGGOG00000027092,49.718
ENSPTRG00000023886,ENSGGOG00000014406,46.5853
ENSPTRG00000005750,ENSGGOG00000015734,50.385
ENSPTRG00000019029,ENSGGOG00000026860,48.7382
ENSPTRG00000016982,ENSGGOG00000022699,48.7299
ENSPTRG00000039378,ENSGGOG00000008892,48.855
ENSPTRG00000021688,ENSGGOG00000025378,49.1751
ENSPTRG00000014069,ENSGGOG00000001194,47.9306
ENSPTRG00000007594,ENSGGOG00000016587,47.9413
ENSPTRG00000014579,ENSGGOG00000023870,48.168
ENSPTRG00000014580,ENSGGOG00000006624,48.8189
ENSPTRG00000016981,ENSGGOG00000016735,49.3406
ENSPTRG00000003292,ENSGGOG00000025519,48.6005
ENSPTRG00000005751,ENSGGOG00000006202,48.43
ENSPTRG00000021690,ENSGGOG00000025529,47.9319
ENSPTRG00000000159,ENSGGOG00000017107,49.3456
ENSPTRG00000021692,ENSGGOG00000022284,48.7725
ENSPTRG00000005752,ENSGGOG00000025976,48.7245
ENSPTRG00000003295,ENSGGOG00000011755,48.1377
ENSPTRG00000021693,ENSGGOG00000000713,49.9684
ENSPTRG00000040289,ENSGGOG00000025386,41.8605
ENSPTRG00000016979,ENSGGOG00000017143,49.2661
ENSPTRG00000014581,ENSGGOG00000007207,48.7413
ENSPTRG00000005753,ENSGGOG00000027530,49.6072
ENSPTRG00000014582,ENSGGOG00000012303,48.4681
ENSPTRG00000013866,ENSGGOG00000015446,48.6891
ENSPTRG00000014583,ENSGGOG00000008196,49.2758
ENSPTRG00000016978,ENSGGOG00000028132,49.9431
ENSPTRG00000016977,ENSGGOG00000005082,49.0521
ENSPTRG00000004509,ENSGGOG00000028133,48.7738
ENSPTRG00000016973,ENSGGOG00000026926,48.343
ENSPTRG00000013867,ENSGGOG00000028211,49.1655
ENSPTRG00000021696,ENSGGOG00000006837,49.0672
ENSPTRG00000005756,ENSGGOG00000022699,48.6694
ENSPTRG00000021698,ENSGGOG00000000360,49.1674
ENSPTRG00000005757,ENSGGOG00000003214,49.1013
ENSPTRG00000019030,ENSGGOG00000034818,49.549
ENSPTRG00000023245,ENSGGOG00000034992,48.7279
ENSPTRG00000004510,ENSGGOG00000005626,48.3852
ENSPTRG00000014070,ENSGGOG00000025865,47.9618
ENSPTRG00000005758,ENSGGOG00000013016,49.4137
ENSPTRG00000005759,ENSGGOG00000015683,48.8956
ENSPTRG00000000160,ENSGGOG00000014343,46.7778
ENSPTRG00000021699,ENSGGOG00000024501,49.4505
ENSPTRG00000013868,ENSGGOG00000024199,48.9996
ENSPTRG00000021700,ENSGGOG00000022699,49.8294
ENSPTRG00000004511,ENSGGOG00000022513,48.3506
ENSPTRG00000014585,ENSGGOG00000024853,48.7864
ENSPTRG00000005760,ENSGGOG00000001712,49.1535
ENSPTRG00000014586,ENSGGOG00000006436,48.9244
ENSPTRG00000004513,ENSGGOG00000010362,49.9058
ENSPTRG00000019031,ENSGGOG00000023628,49.1843
ENSPTRG00000019033,ENSGGOG00000023628,48.0716
ENSPTRG00000014071,ENSGGOG00000016587,47.3525
ENSPTRG00000014587,ENSGGOG00000009450,49.5179
ENSPTRG00000019034,ENSGGOG00000005644,49.5927
ENSPTRG00000016972,ENSGGOG00000010082,48.5093
ENSPTRG00000023231,ENSGGOG00000002811,48.6472
ENSPTRG00000021701,ENSGGOG00000024850,49.4121
ENSPTRG00000021701,ENSGGOG00000024850,49.4238
ENSPTRG00000013869,ENSGGOG00000025805,47.2128
ENSPTRG00000003297,ENSGGOG00000016198,48.8455
ENSPTRG00000021702,ENSGGOG00000015683,48.7728
ENSPTRG00000013870,ENSGGOG00000005564,48.6286
ENSPTRG00000019035,ENSGGOG00000015333,47.6868
ENSPTRG00000007595,ENSGGOG00000010879,46.9729
ENSPTRG00000007595,ENSGGOG00000001194,46.6245
ENSPTRG00000013871,ENSGGOG00000006852,49.3746
ENSPTRG00000000161,ENSGGOG00000014406,47.5342
ENSPTRG00000021703,ENSGGOG00000023227,49.4235
ENSPTRG00000003298,ENSGGOG00000014663,48.5353
ENSPTRG00000019036,ENSGGOG00000015734,49.6105
ENSPTRG00000007596,ENSGGOG00000014406,46.6835
ENSPTRG00000007600,ENSGGOG00000004730,48.0292
ENSPTRG00000014072,ENSGGOG00000013834,47.5341
ENSPTRG00000000164,ENSGGOG00000005626,48.873
ENSPTRG00000004514,ENSGGOG00000014663,48.9867
ENSPTRG00000014591,ENSGGOG00000027737,47.7751
ENSPTRG00000021705,ENSGGOG00000006754,49.6271
ENSPTRG00000041737,ENSGGOG00000000700,49.344
ENSPTRG00000000165,ENSGGOG00000026177,49.7393
ENSPTRG00000019038,ENSGGOG00000027814,49.2995
ENSPTRG00000019038,ENSGGOG00000034932,48.7794
ENSPTRG00000014073,ENSGGOG00000001478,50.1226
ENSPTRG00000021706,ENSGGOG00000025378,49.0481
ENSPTRG00000019040,ENSGGOG00000012500,49.333
ENSPTRG00000014592,ENSGGOG00000023813,49.0152
ENSPTRG00000005761,ENSGGOG00000010070,48.8303
ENSPTRG00000004515,ENSGGOG00000000713,49.3139
ENSPTRG00000028315,ENSGGOG00000009720,48.8568
ENSPTRG00000014593,ENSGGOG00000022833,47.9592
ENSPTRG00000016969,ENSGGOG00000022262,48.917
ENSPTRG00000016969,ENSGGOG00000026789,50
ENSPTRG00000031314,ENSGGOG00000023355,45.977
ENSPTRG00000021708,ENSGGOG00000015371,48.7494
ENSPTRG00000019041,ENSGGOG00000005564,49.0163
ENSPTRG00000007602,ENSGGOG00000008323,48.088
ENSPTRG00000013872,ENSGGOG00000003533,49.1028
ENSPTRG00000005762,ENSGGOG00000025079,49.359
ENSPTRG00000016968,ENSGGOG00000016296,48.9688
ENSPTRG00000034459,ENSGGOG00000004655,49.4208
ENSPTRG00000019042,ENSGGOG00000028402,49.4722
ENSPTRG00000021710,ENSGGOG00000006202,49.2493
ENSPTRG00000014077,ENSGGOG00000009275,46.8354
ENSPTRG00000014077,ENSGGOG00000013708,47.3822
ENSPTRG00000021711,ENSGGOG00000022082,49.2527
ENSPTRG00000007603,ENSGGOG00000015536,47.1054
ENSPTRG00000040525,ENSGGOG00000004137,47.6253
ENSPTRG00000014594,ENSGGOG00000008634,47.9893
ENSPTRG00000014074,ENSGGOG00000014406,47.9915
ENSPTRG00000016967,ENSGGOG00000003519,48.6812
ENSPTRG00000021713,ENSGGOG00000008611,47.4609
ENSPTRG00000003299,ENSGGOG00000011619,48.2107
ENSPTRG00000021714,ENSGGOG00000024241,48.552
ENSPTRG00000034273,ENSGGOG00000027478,49.1479
ENSPTRG00000016966,ENSGGOG00000027092,49.7123
ENSPTRG00000005764,ENSGGOG00000010362,49.7713
ENSPTRG00000014595,ENSGGOG00000024748,48.0653
ENSPTRG00000016965,ENSGGOG00000004885,14.125
ENSPTRG00000019043,ENSGGOG00000028007,28.3747
ENSPTRG00000013874,ENSGGOG00000003797,48.5647
ENSPTRG00000016963,ENSGGOG00000022699,49.5619
ENSPTRG00000039733,ENSGGOG00000013834,49.4715
ENSPTRG00000021715,ENSGGOG00000016427,48.9399
ENSPTRG00000042466,ENSGGOG00000011132,47.6712
ENSPTRG00000003300,ENSGGOG00000010255,47.9441
ENSPTRG00000021716,ENSGGOG00000012775,49.7
ENSPTRG00000014080,ENSGGOG00000027411,46.2867
ENSPTRG00000014080,ENSGGOG00000023035,46.0215
ENSPTRG00000003301,ENSGGOG00000001081,49.4492
ENSPTRG00000014083,ENSGGOG00000016587,49.3299
ENSPTRG00000014084,ENSGGOG00000014406,46.0911
ENSPTRG00000031436,ENSGGOG00000001069,50.0854
ENSPTRG00000003309,ENSGGOG00000025393,48.7691
ENSPTRG00000003309,ENSGGOG00000022961,47.472
ENSPTRG00000034246,ENSGGOG00000016587,48.3223
ENSPTRG00000003310,ENSGGOG00000009671,48.1468
ENSPTRG00000016961,ENSGGOG00000001312,48.6815
ENSPTRG00000014085,ENSGGOG00000022833,47.8235
ENSPTRG00000014087,ENSGGOG00000005626,47.9643
ENSPTRG00000003311,ENSGGOG00000025049,48.6529
ENSPTRG00000000167,ENSGGOG00000026871,49.6379
ENSPTRG00000014600,ENSGGOG00000001853,48.3293
ENSPTRG00000005766,ENSGGOG00000010362,48.7299
ENSPTRG00000016956,ENSGGOG00000011467,49.6079
ENSPTRG00000007605,ENSGGOG00000011289,45.9948
ENSPTRG00000003313,ENSGGOG00000006754,49.3933
ENSPTRG00000007606,ENSGGOG00000008275,46.7807
ENSPTRG00000016955,ENSGGOG00000015683,49.3036
ENSPTRG00000004518,ENSGGOG00000006271,46.4373
ENSPTRG00000004519,ENSGGOG00000028460,48.7191
ENSPTRG00000030826,ENSGGOG00000005412,49.3438
ENSPTRG00000007607,ENSGGOG00000015536,46.7446
ENSPTRG00000007607,ENSGGOG00000027642,46.2532
ENSPTRG00000019045,ENSGGOG00000026038,48.1802
ENSPTRG00000003314,ENSGGOG00000034921,50.0344
ENSPTRG00000000168,ENSGGOG00000012276,49.2682
ENSPTRG00000000168,ENSGGOG00000012276,49.4883
ENSPTRG00000014601,ENSGGOG00000006828,48.3735
ENSPTRG00000003315,ENSGGOG00000006838,49.1564
ENSPTRG00000019046,ENSGGOG00000028054,1.71408
ENSPTRG00000004520,ENSGGOG00000028534,50.1244
ENSPTRG00000014602,ENSGGOG00000014406,48.5566
ENSPTRG00000000170,ENSGGOG00000022011,48.6726
ENSPTRG00000031492,ENSGGOG00000011619,47.54
ENSPTRG00000014090,ENSGGOG00000001091,49.0757
ENSPTRG00000005768,ENSGGOG00000008903,49.3932
ENSPTRG00000000171,ENSGGOG00000002811,48.4882
ENSPTRG00000030824,ENSGGOG00000007207,48.8421
ENSPTRG00000030824,ENSGGOG00000026094,48.4058
ENSPTRG00000004521,ENSGGOG00000009450,48.8802
ENSPTRG00000007608,ENSGGOG00000010879,46.6667
ENSPTRG00000040425,ENSGGOG00000003521,26.2111
ENSPTRG00000005770,ENSGGOG00000017084,48.9879
ENSPTRG00000016954,ENSGGOG00000026836,49.3873
ENSPTRG00000030823,ENSGGOG00000003603,48.5941
ENSPTRG00000030822,ENSGGOG00000022619,48.1404
ENSPTRG00000030821,ENSGGOG00000002811,48.1562
ENSPTRG00000030819,ENSGGOG00000001407,49.6
ENSPTRG00000030820,ENSGGOG00000010577,49.0747
ENSPTRG00000016953,ENSGGOG00000015333,47.5059
ENSPTRG00000019047,ENSGGOG00000005626,48.8066
ENSPTRG00000019047,ENSGGOG00000003008,47.3198
ENSPTRG00000019047,ENSGGOG00000005768,48.7557
ENSPTRG00000019047,ENSGGOG00000008323,48.7028
ENSPTRG00000005771,ENSGGOG00000027092,48.8819
ENSPTRG00000030818,ENSGGOG00000022619,48.5169
ENSPTRG00000000182,ENSGGOG00000003259,47.9014
ENSPTRG00000007609,ENSGGOG00000010879,46.8162
ENSPTRG00000021717,ENSGGOG00000025261,48.8783
ENSPTRG00000000184,ENSGGOG00000015520,49.6628
ENSPTRG00000014603,ENSGGOG00000014343,47.2814
ENSPTRG00000000185,ENSGGOG00000000713,50.7978
ENSPTRG00000003316,ENSGGOG00000006271,49.6659
ENSPTRG00000019048,ENSGGOG00000004198,48.351
ENSPTRG00000030817,ENSGGOG00000024882,48.0287
ENSPTRG00000000186,ENSGGOG00000014406,47.0538
ENSPTRG00000007610,ENSGGOG00000014343,44.5763
ENSPTRG00000007612,ENSGGOG00000023554,48.8051
ENSPTRG00000000193,ENSGGOG00000003259,49.0127
ENSPTRG00000003317,ENSGGOG00000028132,49.2344
ENSPTRG00000030816,ENSGGOG00000026025,48.1481
ENSPTRG00000030816,ENSGGOG00000022277,48.0315
ENSPTRG00000000194,ENSGGOG00000016198,48.805
ENSPTRG00000000197,ENSGGOG00000028522,47.3274
ENSPTRG00000003318,ENSGGOG00000008159,40
ENSPTRG00000004523,ENSGGOG00000023813,48.1763
ENSPTRG00000003320,ENSGGOG00000027266,31.2693
ENSPTRG00000003325,ENSGGOG00000004206,49.2798
ENSPTRG00000003326,ENSGGOG00000009153,48.7989
ENSPTRG00000004525,ENSGGOG00000007690,49.4767
ENSPTRG00000019049,ENSGGOG00000015536,49.8765
ENSPTRG00000034262,ENSGGOG00000028217,48.8575
ENSPTRG00000007616,ENSGGOG00000016493,45.4762
ENSPTRG00000022605,ENSGGOG00000003079,49.1208
ENSPTRG00000017674,ENSGGOG00000022619,48.048
ENSPTRG00000040132,ENSGGOG00000022293,50
ENSPTRG00000006815,ENSGGOG00000027478,49.3815
ENSPTRG00000016952,ENSGGOG00000001490,49.2674
ENSPTRG00000024355,ENSGGOG00000027653,46.8487
ENSPTRG00000003327,ENSGGOG00000005626,48.85
ENSPTRG00000000200,ENSGGOG00000025865,48.2585
ENSPTRG00000004526,ENSGGOG00000015536,49.2151
ENSPTRG00000005772,ENSGGOG00000003290,49.0293
ENSPTRG00000005773,ENSGGOG00000014223,49.55
ENSPTRG00000007617,ENSGGOG00000026319,38.2853
ENSPTRG00000009893,ENSGGOG00000023227,1.04744
ENSPTRG00000021725,ENSGGOG00000034921,49.0654
ENSPTRG00000009892,ENSGGOG00000012276,49.5476
ENSPTRG00000009890,ENSGGOG00000016654,48.1644
ENSPTRG00000007618,ENSGGOG00000011276,48.2808
ENSPTRG00000021727,ENSGGOG00000013768,50.0373
ENSPTRG00000014604,ENSGGOG00000011290,48.0583
ENSPTRG00000019050,ENSGGOG00000016192,49.1407
ENSPTRG00000019051,ENSGGOG00000023870,48.5196
ENSPTRG00000014605,ENSGGOG00000016587,48.0969
ENSPTRG00000007620,ENSGGOG00000003704,47.7099
ENSPTRG00000003328,ENSGGOG00000012775,48.9796
ENSPTRG00000016951,ENSGGOG00000015172,48.1721
ENSPTRG00000007621,ENSGGOG00000014406,47.279
ENSPTRG00000014606,ENSGGOG00000022284,47.9186
ENSPTRG00000000201,ENSGGOG00000001822,48.9884
ENSPTRG00000014092,ENSGGOG00000009671,49.032
ENSPTRG00000003330,ENSGGOG00000023876,49.1366
ENSPTRG00000009889,ENSGGOG00000011379,49.3763
ENSPTRG00000019052,ENSGGOG00000025899,49.5931
ENSPTRG00000016950,ENSGGOG00000027844,48.7642
ENSPTRG00000023007,ENSGGOG00000012718,49.6143
ENSPTRG00000014093,ENSGGOG00000002460,48.4813
ENSPTRG00000003331,ENSGGOG00000028407,49.7778
ENSPTRG00000014609,ENSGGOG00000006754,49.2318
ENSPTRG00000019053,ENSGGOG00000025069,49.0827
ENSPTRG00000014094,ENSGGOG00000002811,48.617
ENSPTRG00000014095,ENSGGOG00000014406,47.4576
ENSPTRG00000005774,ENSGGOG00000015683,48.6381
ENSPTRG00000005774,ENSGGOG00000016192,48.4887
ENSPTRG00000009886,ENSGGOG00000027530,49.3506
ENSPTRG00000021728,ENSGGOG00000022911,45.6897
ENSPTRG00000021728,ENSGGOG00000025646,48.1061
ENSPTRG00000003333,ENSGGOG00000022789,49.8305
ENSPTRG00000023021,ENSGGOG00000014026,46.8828
ENSPTRG00000021731,ENSGGOG00000013768,14.6593
ENSPTRG00000003335,ENSGGOG00000014406,48.7956
ENSPTRG00000000202,ENSGGOG00000015172,11.7195
ENSPTRG00000013876,ENSGGOG00000005222,48.0745
ENSPTRG00000003337,ENSGGOG00000026794,49.1228
ENSPTRG00000024059,ENSGGOG00000012736,36.0153
ENSPTRG00000005775,ENSGGOG00000003533,48.6424
ENSPTRG00000000205,ENSGGOG00000023813,47.9726
ENSPTRG00000003338,ENSGGOG00000002721,48.8565
ENSPTRG00000013877,ENSGGOG00000015683,48.9899
ENSPTRG00000007623,ENSGGOG00000026592,48.0249
ENSPTRG00000019057,ENSGGOG00000022789,48.8661
ENSPTRG00000031433,ENSGGOG00000022666,49.25
ENSPTRG00000007624,ENSGGOG00000010019,47.0339
ENSPTRG00000031432,ENSGGOG00000028469,49.3639
ENSPTRG00000031432,ENSGGOG00000015683,49.6047
ENSPTRG00000021733,ENSGGOG00000001083,46.8002
ENSPTRG00000003339,ENSGGOG00000027633,49.0769
ENSPTRG00000007625,ENSGGOG00000005626,47.9127
ENSPTRG00000021734,ENSGGOG00000024658,49.4357
ENSPTRG00000003340,ENSGGOG00000008039,49.5707
ENSPTRG00000021735,ENSGGOG00000026926,49.3036
ENSPTRG00000019058,ENSGGOG00000034939,49.3197
ENSPTRG00000041603,ENSGGOG00000011197,48.9016
ENSPTRG00000013880,ENSGGOG00000024115,48.7947
ENSPTRG00000007626,ENSGGOG00000008611,45.4545
ENSPTRG00000007626,ENSGGOG00000027730,47.3684
ENSPTRG00000013881,ENSGGOG00000013267,48.9499
ENSPTRG00000014611,ENSGGOG00000004849,48.9635
ENSPTRG00000014097,ENSGGOG00000016587,48.2511
ENSPTRG00000003341,ENSGGOG00000025049,49.9474
ENSPTRG00000007627,ENSGGOG00000025998,46.4455
ENSPTRG00000000206,ENSGGOG00000015520,47.6514
ENSPTRG00000014612,ENSGGOG00000015834,49.2729
ENSPTRG00000007628,ENSGGOG00000024378,47.4359
ENSPTRG00000000207,ENSGGOG00000027893,45.4746
ENSPTRG00000003342,ENSGGOG00000012500,49.5443
ENSPTRG00000031311,ENSGGOG00000015536,47.6493
ENSPTRG00000021737,ENSGGOG00000008903,49.6594
ENSPTRG00000000208,ENSGGOG00000026899,47.5721
ENSPTRG00000030309,ENSGGOG00000026038,49.0179
ENSPTRG00000013882,ENSGGOG00000005626,50.1198
ENSPTRG00000014615,ENSGGOG00000014343,47.8718
ENSPTRG00000016949,ENSGGOG00000012725,48.5172
ENSPTRG00000013883,ENSGGOG00000014267,49.8239
ENSPTRG00000000210,ENSGGOG00000009324,49.8815
ENSPTRG00000014616,ENSGGOG00000027936,49.055
ENSPTRG00000016947,ENSGGOG00000016996,49.187
ENSPTRG00000000211,ENSGGOG00000034992,47.8229
ENSPTRG00000031093,ENSGGOG00000014406,47.1191
ENSPTRG00000019063,ENSGGOG00000025049,48.8949
ENSPTRG00000009885,ENSGGOG00000006202,49.2413
ENSPTRG00000007634,ENSGGOG00000002865,48.2785
ENSPTRG00000016946,ENSGGOG00000022136,49.5383
ENSPTRG00000019066,ENSGGOG00000021937,49.0627
ENSPTRG00000003345,ENSGGOG00000017107,49.5766
ENSPTRG00000014618,ENSGGOG00000027546,48.2549
ENSPTRG00000014098,ENSGGOG00000002865,46.9305
ENSPTRG00000007635,ENSGGOG00000005626,48.1845
ENSPTRG00000013884,ENSGGOG00000012775,49.5976
ENSPTRG00000014101,ENSGGOG00000005626,48.7331
ENSPTRG00000019068,ENSGGOG00000023976,49.0975
ENSPTRG00000009884,ENSGGOG00000013589,48.8904
ENSPTRG00000014619,ENSGGOG00000005680,48.8079
ENSPTRG00000019069,ENSGGOG00000025049,48.8303
ENSPTRG00000013886,ENSGGOG00000027642,49.1979
ENSPTRG00000016944,ENSGGOG00000005564,48.8006
ENSPTRG00000040888,ENSGGOG00000022517,49.0751
ENSPTRG00000000214,ENSGGOG00000005626,49.0702
ENSPTRG00000007645,ENSGGOG00000004730,47.2443
ENSPTRG00000016943,ENSGGOG00000027171,49.676
ENSPTRG00000032586,ENSGGOG00000017143,47.8825
ENSPTRG00000013889,ENSGGOG00000011755,49.6418
ENSPTRG00000034081,ENSGGOG00000010848,47.7046
ENSPTRG00000014620,ENSGGOG00000016587,48.0978
ENSPTRG00000014102,ENSGGOG00000012496,46.9291
ENSPTRG00000007637,ENSGGOG00000000224,47.2309
ENSPTRG00000021738,ENSGGOG00000013318,49.3523
ENSPTRG00000021740,ENSGGOG00000026119,49.0446
ENSPTRG00000014103,ENSGGOG00000024792,47.7102
ENSPTRG00000009883,ENSGGOG00000006954,49.8195
ENSPTRG00000009883,ENSGGOG00000028215,46.6667
ENSPTRG00000016942,ENSGGOG00000015371,48.7793
ENSPTRG00000003346,ENSGGOG00000001257,50.2331
ENSPTRG00000009882,ENSGGOG00000016654,48.3568
ENSPTRG00000009882,ENSGGOG00000024241,48.5816
ENSPTRG00000034234,ENSGGOG00000012194,46.5409
ENSPTRG00000005778,ENSGGOG00000006447,20.224
ENSPTRG00000014112,ENSGGOG00000015536,49.8528
ENSPTRG00000009881,ENSGGOG00000023474,49.2005
ENSPTRG00000019072,ENSGGOG00000002811,49.1733
ENSPTRG00000014114,ENSGGOG00000009223,50.2927
ENSPTRG00000028713,ENSGGOG00000001490,48.6997
ENSPTRG00000016941,ENSGGOG00000025049,49.1111
ENSPTRG00000013890,ENSGGOG00000024850,48.9527
ENSPTRG00000009880,ENSGGOG00000002363,49.2958
ENSPTRG00000014115,ENSGGOG00000012466,47.0794
ENSPTRG00000014116,ENSGGOG00000023005,47.7864
ENSPTRG00000033772,ENSGGOG00000016003,52.381
ENSPTRG00000009879,ENSGGOG00000034830,49.5636
ENSPTRG00000009879,ENSGGOG00000012775,49.3952
ENSPTRG00000019073,ENSGGOG00000028376,49.0702
ENSPTRG00000014117,ENSGGOG00000016493,45.9954
ENSPTRG00000021741,ENSGGOG00000024270,48.0226
ENSPTRG00000000217,ENSGGOG00000010848,48.4244
ENSPTRG00000014118,ENSGGOG00000005768,48.7233
ENSPTRG00000007638,ENSGGOG00000004545,47.1498
ENSPTRG00000014621,ENSGGOG00000013424,48.8396
ENSPTRG00000005779,ENSGGOG00000028407,49.4144
ENSPTRG00000038980,ENSGGOG00000014343,47.5678
ENSPTRG00000013891,ENSGGOG00000005445,49.6927
ENSPTRG00000003349,ENSGGOG00000034921,48.8459
ENSPTRG00000007641,ENSGGOG00000014406,46.5795
ENSPTRG00000021742,ENSGGOG00000012299,49.3345
ENSPTRG00000009878,ENSGGOG00000012412,47.7049
ENSPTRG00000009878,ENSGGOG00000010879,46.5517
ENSPTRG00000007643,ENSGGOG00000016493,45.6522
ENSPTRG00000016940,ENSGGOG00000022699,49.3167
ENSPTRG00000014622,ENSGGOG00000010019,47.1014
ENSPTRG00000009877,ENSGGOG00000004181,47.8203
ENSPTRG00000007644,ENSGGOG00000023369,46.9816
ENSPTRG00000030304,ENSGGOG00000014451,2.61927
ENSPTRG00000031310,ENSGGOG00000003136,48.8496
ENSPTRG00000013892,ENSGGOG00000000052,48.2707
ENSPTRG00000014625,ENSGGOG00000014572,49.8374
ENSPTRG00000019074,ENSGGOG00000026926,49.5068
ENSPTRG00000009876,ENSGGOG00000034879,49.2032
ENSPTRG00000009876,ENSGGOG00000022698,47.8682
ENSPTRG00000013894,ENSGGOG00000012303,48.8617
ENSPTRG00000021744,ENSGGOG00000001822,48.9625
ENSPTRG00000003350,ENSGGOG00000015979,49.3243
ENSPTRG00000014626,ENSGGOG00000006703,47.4153
ENSPTRG00000021747,ENSGGOG00000001490,48.9787
ENSPTRG00000014628,ENSGGOG00000011290,49.361
ENSPTRG00000009873,ENSGGOG00000011369,24.9837
ENSPTRG00000009873,ENSGGOG00000008066,47
ENSPTRG00000041011,ENSGGOG00000015001,46.9136
ENSPTRG00000021750,ENSGGOG00000022789,49.3889
ENSPTRG00000038838,ENSGGOG00000028568,49.154
ENSPTRG00000000220,ENSGGOG00000024748,47.0588
ENSPTRG00000013895,ENSGGOG00000003712,50.1415
ENSPTRG00000014630,ENSGGOG00000015763,49.0426
ENSPTRG00000003351,ENSGGOG00000022136,48.49
ENSPTRG00000019076,ENSGGOG00000022833,48.7939
ENSPTRG00000000221,ENSGGOG00000000082,45.8311
ENSPTRG00000003354,ENSGGOG00000006624,49.4299
ENSPTRG00000016939,ENSGGOG00000010070,49.3896
ENSPTRG00000016938,ENSGGOG00000011755,49.3492
ENSPTRG00000021752,ENSGGOG00000007836,48.7615
ENSPTRG00000014632,ENSGGOG00000003981,49.1614
ENSPTRG00000000223,ENSGGOG00000005626,47.7759
ENSPTRG00000009872,ENSGGOG00000003136,48.902
ENSPTRG00000019078,ENSGGOG00000027201,48.8697
ENSPTRG00000005782,ENSGGOG00000022961,48.774
ENSPTRG00000013896,ENSGGOG00000011467,48.4234
ENSPTRG00000019080,ENSGGOG00000028407,48.8501
ENSPTRG00000019080,ENSGGOG00000028407,48.8289
ENSPTRG00000019080,ENSGGOG00000028407,48.8474
ENSPTRG00000016936,ENSGGOG00000026846,49.2655
ENSPTRG00000013897,ENSGGOG00000023794,49.3525
ENSPTRG00000021753,ENSGGOG00000025049,48.9781
ENSPTRG00000016935,ENSGGOG00000027092,48.6596
ENSPTRG00000003355,ENSGGOG00000012303,48.708
ENSPTRG00000007646,ENSGGOG00000028121,48.0447
ENSPTRG00000007647,ENSGGOG00000001091,47.7063
ENSPTRG00000013898,ENSGGOG00000027530,49.2411
ENSPTRG00000030797,ENSGGOG00000028018,50.5618
