pan_troglodytes,pongo_abelii
ENSPTRG00000022474,ENSPPYG00000020122,34.6633
ENSPTRG00000003288,ENSPPYG00000018423,48.5794
ENSPTRG00000019025,ENSPPYG00000017692,18.1087
ENSPTRG00000022471,ENSPPYG00000018755,48.1291
ENSPTRG00000004503,ENSPPYG00000018177,47.5516
ENSPTRG00000021681,ENSPPYG00000019231,48.8488
ENSPTRG00000014065,ENSPPYG00000018049,45.9987
ENSPTRG00000022470,ENSPPYG00000020462,24.4693
ENSPTRG00000013861,ENSPPYG00000017530,48.9218
ENSPTRG00000014066,ENSPPYG00000020076,47.8764
ENSPTRG00000004504,ENSPPYG00000019738,48.8973
ENSPTRG00000021682,ENSPPYG00000020140,9.7116
ENSPTRG00000028324,ENSPPYG00000020090,42.3139
ENSPTRG00000003289,ENSPPYG00000019988,48.3056
ENSPTRG00000041916,ENSPPYG00000017794,47.6744
ENSPTRG00000041916,ENSPPYG00000020593,45.1389
ENSPTRG00000016987,ENSPPYG00000019521,49.601
ENSPTRG00000014571,ENSPPYG00000017382,49.769
ENSPTRG00000034340,ENSPPYG00000019145,49.5903
ENSPTRG00000014572,ENSPPYG00000018631,48.3584
ENSPTRG00000040663,ENSPPYG00000019247,47.7306
ENSPTRG00000005745,ENSPPYG00000017607,48.2167
ENSPTRG00000021683,ENSPPYG00000020505,49.3671
ENSPTRG00000007589,ENSPPYG00000018949,46.9091
ENSPTRG00000007590,ENSPPYG00000019602,47.3854
ENSPTRG00000021684,ENSPPYG00000020142,5.18049
ENSPTRG00000003290,ENSPPYG00000020860,47.7067
ENSPTRG00000005746,ENSPPYG00000018867,48.9461
ENSPTRG00000019027,ENSPPYG00000019582,49.3108
ENSPTRG00000014573,ENSPPYG00000019988,48.694
ENSPTRG00000021685,ENSPPYG00000018645,48.845
ENSPTRG00000033843,ENSPPYG00000020322,44.3633
ENSPTRG00000014067,ENSPPYG00000020202,47.2464
ENSPTRG00000014067,ENSPPYG00000020046,47.5292
ENSPTRG00000014067,ENSPPYG00000019988,45.7265
ENSPTRG00000004506,ENSPPYG00000020819,48.2231
ENSPTRG00000019028,ENSPPYG00000017925,49.5742
ENSPTRG00000031441,ENSPPYG00000018759,48.9978
ENSPTRG00000007591,ENSPPYG00000019768,47.2462
ENSPTRG00000005747,ENSPPYG00000019301,50.1153
ENSPTRG00000014576,ENSPPYG00000018053,49.2958
ENSPTRG00000000155,ENSPPYG00000017492,48.9437
ENSPTRG00000021686,ENSPPYG00000020144,30.3061
ENSPTRG00000013862,ENSPPYG00000018575,48.3228
ENSPTRG00000013862,ENSPPYG00000019535,48.3041
ENSPTRG00000014068,ENSPPYG00000020880,48.6153
ENSPTRG00000000156,ENSPPYG00000019792,48.1322
ENSPTRG00000013863,ENSPPYG00000020852,48.8737
ENSPTRG00000000157,ENSPPYG00000020342,47.9447
ENSPTRG00000003291,ENSPPYG00000018985,48.1802
ENSPTRG00000040646,ENSPPYG00000019986,48.6784
ENSPTRG00000021687,ENSPPYG00000018075,48.6704
ENSPTRG00000000158,ENSPPYG00000017444,40.8716
ENSPTRG00000013865,ENSPPYG00000020635,49.334
ENSPTRG00000007592,ENSPPYG00000017462,47.0141
ENSPTRG00000004507,ENSPPYG00000018857,49.4432
ENSPTRG00000023886,ENSPPYG00000017440,46.0877
ENSPTRG00000005750,ENSPPYG00000020250,50.343
ENSPTRG00000019029,ENSPPYG00000019265,48.194
ENSPTRG00000016982,ENSPPYG00000020649,48.9484
ENSPTRG00000039378,ENSPPYG00000018119,48.8244
ENSPTRG00000021688,ENSPPYG00000020146,18.052
ENSPTRG00000014069,ENSPPYG00000019988,47.53
ENSPTRG00000007594,ENSPPYG00000018955,47.9886
ENSPTRG00000014579,ENSPPYG00000018517,49.0617
ENSPTRG00000014580,ENSPPYG00000019247,48.4252
ENSPTRG00000016981,ENSPPYG00000019265,49.1132
ENSPTRG00000003292,ENSPPYG00000019247,48.6005
ENSPTRG00000005751,ENSPPYG00000019377,48.43
ENSPTRG00000021690,ENSPPYG00000017575,46.9586
ENSPTRG00000000159,ENSPPYG00000018411,49.3671
ENSPTRG00000021692,ENSPPYG00000019247,48.2815
ENSPTRG00000005752,ENSPPYG00000017575,44.3878
ENSPTRG00000003295,ENSPPYG00000017366,49.1731
ENSPTRG00000021693,ENSPPYG00000020150,9.93042
ENSPTRG00000040289,ENSPPYG00000020767,48.8372
ENSPTRG00000016979,ENSPPYG00000018043,49.2661
ENSPTRG00000014581,ENSPPYG00000019247,48.5315
ENSPTRG00000005753,ENSPPYG00000017859,48.875
ENSPTRG00000014582,ENSPPYG00000018449,48.2838
ENSPTRG00000013866,ENSPPYG00000020669,49.1573
ENSPTRG00000014583,ENSPPYG00000017639,48.9796
ENSPTRG00000016978,ENSPPYG00000017881,49.7725
ENSPTRG00000016977,ENSPPYG00000019602,49.0521
ENSPTRG00000004509,ENSPPYG00000020112,47.9564
ENSPTRG00000016973,ENSPPYG00000018755,48.323
ENSPTRG00000013867,ENSPPYG00000018867,49.1292
ENSPTRG00000021696,ENSPPYG00000020152,33.209
ENSPTRG00000005756,ENSPPYG00000017530,48.6182
ENSPTRG00000021698,ENSPPYG00000020154,23.4882
ENSPTRG00000005757,ENSPPYG00000019247,49.1013
ENSPTRG00000019030,ENSPPYG00000017929,49.4035
ENSPTRG00000023245,ENSPPYG00000019666,48.438
ENSPTRG00000004510,ENSPPYG00000019788,48.2688
ENSPTRG00000014070,ENSPPYG00000017827,48.3521
ENSPTRG00000005758,ENSPPYG00000017716,48.7437
ENSPTRG00000005759,ENSPPYG00000019157,48.5944
ENSPTRG00000000160,ENSPPYG00000020258,46.7778
ENSPTRG00000021699,ENSPPYG00000017575,46.5934
ENSPTRG00000013868,ENSPPYG00000018681,49.4887
ENSPTRG00000021700,ENSPPYG00000020156,8.41387
ENSPTRG00000004511,ENSPPYG00000019131,48.3506
ENSPTRG00000014585,ENSPPYG00000019247,46.8447
ENSPTRG00000005760,ENSPPYG00000017530,48.6073
ENSPTRG00000014586,ENSPPYG00000020438,48.4848
ENSPTRG00000004513,ENSPPYG00000019469,49.9795
ENSPTRG00000019031,ENSPPYG00000019988,49.3656
ENSPTRG00000019033,ENSPPYG00000018260,31.6116
ENSPTRG00000014071,ENSPPYG00000019788,47.4903
ENSPTRG00000014587,ENSPPYG00000019736,49.2308
ENSPTRG00000019034,ENSPPYG00000018755,49.5927
ENSPTRG00000016972,ENSPPYG00000017925,48.9302
ENSPTRG00000023231,ENSPPYG00000019914,48.4307
ENSPTRG00000021701,ENSPPYG00000019423,49.2406
ENSPTRG00000021701,ENSPPYG00000020747,49.2234
ENSPTRG00000013869,ENSPPYG00000017756,49.4932
ENSPTRG00000003297,ENSPPYG00000019988,48.6086
ENSPTRG00000021702,ENSPPYG00000020158,2.05859
ENSPTRG00000013870,ENSPPYG00000019247,47.4426
ENSPTRG00000019035,ENSPPYG00000017730,49.8221
ENSPTRG00000007595,ENSPPYG00000019988,46.1378
ENSPTRG00000007595,ENSPPYG00000019988,45.8509
ENSPTRG00000013871,ENSPPYG00000020276,49.2257
ENSPTRG00000000161,ENSPPYG00000019768,47.7414
ENSPTRG00000021703,ENSPPYG00000019770,49.4235
ENSPTRG00000003298,ENSPPYG00000018915,48.5928
ENSPTRG00000019036,ENSPPYG00000017859,49.1125
ENSPTRG00000007596,ENSPPYG00000019880,46.9773
ENSPTRG00000007600,ENSPPYG00000019832,48.2114
ENSPTRG00000014072,ENSPPYG00000017545,45.8431
ENSPTRG00000000164,ENSPPYG00000020382,48.3595
ENSPTRG00000004514,ENSPPYG00000018981,48.7551
ENSPTRG00000014591,ENSPPYG00000020076,48.0196
ENSPTRG00000021705,ENSPPYG00000020384,49.1977
ENSPTRG00000041737,ENSPPYG00000019247,48.105
ENSPTRG00000000165,ENSPPYG00000018573,49.7271
ENSPTRG00000019038,ENSPPYG00000020489,49.8832
ENSPTRG00000019038,ENSPPYG00000017680,27.8029
ENSPTRG00000014073,ENSPPYG00000019756,49.61
ENSPTRG00000021706,ENSPPYG00000020162,3.91139
ENSPTRG00000019040,ENSPPYG00000017678,37.6834
ENSPTRG00000014592,ENSPPYG00000018411,48.8585
ENSPTRG00000005761,ENSPPYG00000019511,49.5108
ENSPTRG00000004515,ENSPPYG00000018861,49.5942
ENSPTRG00000028315,ENSPPYG00000018923,48.2551
ENSPTRG00000014593,ENSPPYG00000019988,47.0026
ENSPTRG00000016969,ENSPPYG00000018149,48.4838
ENSPTRG00000016969,ENSPPYG00000018317,48.4848
ENSPTRG00000031314,ENSPPYG00000019361,45.977
ENSPTRG00000021708,ENSPPYG00000020164,12.7331
ENSPTRG00000019041,ENSPPYG00000018759,48.503
ENSPTRG00000007602,ENSPPYG00000019630,47.8355
ENSPTRG00000013872,ENSPPYG00000019211,49.2097
ENSPTRG00000005762,ENSPPYG00000018535,49.3946
ENSPTRG00000016968,ENSPPYG00000018629,48.5986
ENSPTRG00000034459,ENSPPYG00000019247,49.4208
ENSPTRG00000019042,ENSPPYG00000017903,48.9261
ENSPTRG00000021710,ENSPPYG00000020162,38.5634
ENSPTRG00000014077,ENSPPYG00000019810,45.9916
ENSPTRG00000014077,ENSPPYG00000019529,47.3822
ENSPTRG00000021711,ENSPPYG00000020166,11.1227
ENSPTRG00000007603,ENSPPYG00000018967,47.5009
ENSPTRG00000040525,ENSPPYG00000017754,47.2296
ENSPTRG00000014594,ENSPPYG00000019988,47.0509
ENSPTRG00000014074,ENSPPYG00000020860,47.4982
ENSPTRG00000016967,ENSPPYG00000019247,46.3451
ENSPTRG00000021713,ENSPPYG00000019001,48.2422
ENSPTRG00000003299,ENSPPYG00000019880,48.4117
ENSPTRG00000021714,ENSPPYG00000018240,48.4384
ENSPTRG00000034273,ENSPPYG00000019299,49.1018
ENSPTRG00000016966,ENSPPYG00000019559,49.3593
ENSPTRG00000005764,ENSPPYG00000020763,49.5379
ENSPTRG00000014595,ENSPPYG00000020886,47.8235
ENSPTRG00000016965,ENSPPYG00000017619,48.625
ENSPTRG00000019043,ENSPPYG00000018911,48.8636
ENSPTRG00000013874,ENSPPYG00000019265,48.1547
ENSPTRG00000016963,ENSPPYG00000018725,48.494
ENSPTRG00000039733,ENSPPYG00000019247,49.1191
ENSPTRG00000021715,ENSPPYG00000020290,48.7947
ENSPTRG00000042466,ENSPPYG00000017987,47.032
ENSPTRG00000003300,ENSPPYG00000017985,48.5807
ENSPTRG00000021716,ENSPPYG00000020164,49.4333
ENSPTRG00000014080,ENSPPYG00000018833,45.7686
ENSPTRG00000014080,ENSPPYG00000018919,45.8065
ENSPTRG00000003301,ENSPPYG00000017891,49.5339
ENSPTRG00000014083,ENSPPYG00000019832,49.0464
ENSPTRG00000014084,ENSPPYG00000019880,46.0052
ENSPTRG00000031436,ENSPPYG00000019201,49.6661
ENSPTRG00000003309,ENSPPYG00000019247,48.1038
ENSPTRG00000003309,ENSPPYG00000017530,47.1987
ENSPTRG00000034246,ENSPPYG00000018305,48.4598
ENSPTRG00000003310,ENSPPYG00000018989,45.8255
ENSPTRG00000016961,ENSPPYG00000019205,47.9398
ENSPTRG00000014085,ENSPPYG00000018937,47.3465
ENSPTRG00000014087,ENSPPYG00000018119,47.9941
ENSPTRG00000003311,ENSPPYG00000019257,48.9145
ENSPTRG00000000167,ENSPPYG00000019790,49.8607
ENSPTRG00000014600,ENSPPYG00000019594,48.2478
ENSPTRG00000005766,ENSPPYG00000019309,48.311
ENSPTRG00000016956,ENSPPYG00000020348,49.8693
ENSPTRG00000007605,ENSPPYG00000018923,46.124
ENSPTRG00000003313,ENSPPYG00000018035,49.1153
ENSPTRG00000007606,ENSPPYG00000019121,47.3843
ENSPTRG00000016955,ENSPPYG00000020180,49.9536
ENSPTRG00000004518,ENSPPYG00000019810,45.3726
ENSPTRG00000004519,ENSPPYG00000019529,48.9021
ENSPTRG00000030826,ENSPPYG00000019247,48.8189
ENSPTRG00000007607,ENSPPYG00000020116,47.8094
ENSPTRG00000007607,ENSPPYG00000019810,45.3058
ENSPTRG00000019045,ENSPPYG00000017987,48.1802
ENSPTRG00000003314,ENSPPYG00000020545,49.2424
ENSPTRG00000000168,ENSPPYG00000018925,49.5034
ENSPTRG00000000168,ENSPPYG00000019257,49.5146
ENSPTRG00000014601,ENSPPYG00000019399,49.3976
ENSPTRG00000003315,ENSPPYG00000018773,49.1564
ENSPTRG00000019046,ENSPPYG00000017670,3.20934
ENSPTRG00000004520,ENSPPYG00000017514,49.9004
ENSPTRG00000014602,ENSPPYG00000019830,48.0385
ENSPTRG00000000170,ENSPPYG00000020068,49.4592
ENSPTRG00000031492,ENSPPYG00000020010,28.8085
ENSPTRG00000014090,ENSPPYG00000020880,49.0161
ENSPTRG00000005768,ENSPPYG00000019141,48.9669
ENSPTRG00000000171,ENSPPYG00000019780,47.9843
ENSPTRG00000030824,ENSPPYG00000019247,46.2456
ENSPTRG00000030824,ENSPPYG00000018475,48.5507
ENSPTRG00000004521,ENSPPYG00000019686,49.0177
ENSPTRG00000007608,ENSPPYG00000019988,46.4725
ENSPTRG00000040425,ENSPPYG00000020112,48.5294
ENSPTRG00000005770,ENSPPYG00000019159,48.9879
ENSPTRG00000016954,ENSPPYG00000018857,49.2698
ENSPTRG00000030823,ENSPPYG00000019988,48.2274
ENSPTRG00000030822,ENSPPYG00000019988,47.4386
ENSPTRG00000030821,ENSPPYG00000018969,47.9935
ENSPTRG00000030819,ENSPPYG00000020521,49.5059
ENSPTRG00000030820,ENSPPYG00000019247,48.947
ENSPTRG00000016953,ENSPPYG00000020900,49.1211
ENSPTRG00000019047,ENSPPYG00000019738,48.8778
ENSPTRG00000019047,ENSPPYG00000018290,46.8577
ENSPTRG00000019047,ENSPPYG00000017993,48.7179
ENSPTRG00000019047,ENSPPYG00000019630,49.0959
ENSPTRG00000005771,ENSPPYG00000017859,48.4047
ENSPTRG00000030818,ENSPPYG00000019247,47.3164
ENSPTRG00000000182,ENSPPYG00000020076,48.0588
ENSPTRG00000007609,ENSPPYG00000019810,46.8886
ENSPTRG00000021717,ENSPPYG00000019247,46.9748
ENSPTRG00000000184,ENSPPYG00000017903,49.5918
ENSPTRG00000014603,ENSPPYG00000019768,47.4989
ENSPTRG00000000185,ENSPPYG00000019187,49.9468
ENSPTRG00000003316,ENSPPYG00000019247,48.4781
ENSPTRG00000019048,ENSPPYG00000020258,47.7287
ENSPTRG00000030817,ENSPPYG00000019638,49.1039
ENSPTRG00000000186,ENSPPYG00000019774,47.5699
ENSPTRG00000007610,ENSPPYG00000020258,44.2938
ENSPTRG00000007612,ENSPPYG00000019265,48.0616
ENSPTRG00000000193,ENSPPYG00000019259,49.1646
ENSPTRG00000003317,ENSPPYG00000020749,48.7633
ENSPTRG00000030816,ENSPPYG00000020120,48.6111
ENSPTRG00000030816,ENSPPYG00000017575,45.1444
ENSPTRG00000000194,ENSPPYG00000020886,48.4906
ENSPTRG00000000197,ENSPPYG00000019798,47.5501
ENSPTRG00000003318,ENSPPYG00000019882,43.6275
ENSPTRG00000004523,ENSPPYG00000019079,48.2776
ENSPTRG00000003320,ENSPPYG00000019882,42.4149
ENSPTRG00000003325,ENSPPYG00000019668,49.177
ENSPTRG00000003326,ENSPPYG00000019608,48.3871
ENSPTRG00000004525,ENSPPYG00000017732,48.9534
ENSPTRG00000019049,ENSPPYG00000020880,49.5986
ENSPTRG00000034262,ENSPPYG00000017599,48.0958
ENSPTRG00000007616,ENSPPYG00000019808,46.5476
ENSPTRG00000022605,ENSPPYG00000020172,37.1239
ENSPTRG00000017674,ENSPPYG00000020910,6.00601
ENSPTRG00000040132,ENSPPYG00000020743,47.9167
ENSPTRG00000006815,ENSPPYG00000018567,44.1009
ENSPTRG00000016952,ENSPPYG00000017879,49.0259
ENSPTRG00000024355,ENSPPYG00000020705,48.5294
ENSPTRG00000003327,ENSPPYG00000020860,49.0647
ENSPTRG00000000200,ENSPPYG00000017404,48.6251
ENSPTRG00000004526,ENSPPYG00000019840,46.5783
ENSPTRG00000005772,ENSPPYG00000018373,48.9306
ENSPTRG00000005773,ENSPPYG00000017861,49.2385
ENSPTRG00000007617,ENSPPYG00000020886,47.7094
ENSPTRG00000009893,ENSPPYG00000019970,34.6272
ENSPTRG00000021725,ENSPPYG00000020174,24.6945
ENSPTRG00000009892,ENSPPYG00000019257,49.5202
ENSPTRG00000009890,ENSPPYG00000019265,48.6027
ENSPTRG00000007618,ENSPPYG00000019760,47.5645
ENSPTRG00000021727,ENSPPYG00000018449,49.0914
ENSPTRG00000014604,ENSPPYG00000018931,48.1392
ENSPTRG00000019050,ENSPPYG00000019265,49.2336
ENSPTRG00000019051,ENSPPYG00000017664,21.2085
ENSPTRG00000014605,ENSPPYG00000018955,48.1501
ENSPTRG00000007620,ENSPPYG00000017754,47.9644
ENSPTRG00000003328,ENSPPYG00000019141,48.7375
ENSPTRG00000016951,ENSPPYG00000019265,49.2365
ENSPTRG00000007621,ENSPPYG00000019880,47.1633
ENSPTRG00000014606,ENSPPYG00000018385,48.3811
ENSPTRG00000000201,ENSPPYG00000017861,49.403
ENSPTRG00000014092,ENSPPYG00000020330,49.167
ENSPTRG00000003330,ENSPPYG00000019247,48.5871
ENSPTRG00000009889,ENSPPYG00000019974,48.7173
ENSPTRG00000019052,ENSPPYG00000017957,49.6948
ENSPTRG00000016950,ENSPPYG00000017714,48.8819
ENSPTRG00000023007,ENSPPYG00000017720,50.3051
ENSPTRG00000014093,ENSPPYG00000017528,49.1641
ENSPTRG00000003331,ENSPPYG00000017849,49.3704
ENSPTRG00000014609,ENSPPYG00000020697,49.0314
ENSPTRG00000019053,ENSPPYG00000017662,21.4607
ENSPTRG00000014094,ENSPPYG00000020258,48.883
ENSPTRG00000014095,ENSPPYG00000020084,47.7119
ENSPTRG00000005774,ENSPPYG00000019055,48.6381
ENSPTRG00000005774,ENSPPYG00000017933,48.0269
ENSPTRG00000009886,ENSPPYG00000017925,48.9177
ENSPTRG00000021728,ENSPPYG00000020176,26.1494
ENSPTRG00000021728,ENSPPYG00000020914,48.8636
ENSPTRG00000003333,ENSPPYG00000019247,48.8136
ENSPTRG00000023021,ENSPPYG00000019826,46.8204
ENSPTRG00000021731,ENSPPYG00000020178,30.9977
ENSPTRG00000003335,ENSPPYG00000020088,48.9122
ENSPTRG00000000202,ENSPPYG00000017545,46.9231
ENSPTRG00000013876,ENSPPYG00000017740,49.0683
ENSPTRG00000003337,ENSPPYG00000019247,47.9786
ENSPTRG00000024059,ENSPPYG00000019247,48.5057
ENSPTRG00000005775,ENSPPYG00000020491,48.7421
ENSPTRG00000000205,ENSPPYG00000018955,47.9971
ENSPTRG00000003338,ENSPPYG00000020388,48.2848
ENSPTRG00000013877,ENSPPYG00000017768,48.5859
ENSPTRG00000007623,ENSPPYG00000020052,47.1933
ENSPTRG00000019057,ENSPPYG00000019247,48.2078
ENSPTRG00000031433,ENSPPYG00000018647,48.625
ENSPTRG00000007624,ENSPPYG00000018937,47.0339
ENSPTRG00000031432,ENSPPYG00000019247,48.7701
ENSPTRG00000031432,ENSPPYG00000018707,49.0119
ENSPTRG00000021733,ENSPPYG00000018311,45.9655
ENSPTRG00000003339,ENSPPYG00000020248,47.3846
ENSPTRG00000007625,ENSPPYG00000018947,47.5915
ENSPTRG00000021734,ENSPPYG00000020180,6.77201
ENSPTRG00000003340,ENSPPYG00000019137,49.5707
ENSPTRG00000021735,ENSPPYG00000017921,48.5076
ENSPTRG00000019058,ENSPPYG00000017660,18.0272
ENSPTRG00000041603,ENSPPYG00000018173,49.1882
ENSPTRG00000013880,ENSPPYG00000018280,48.8778
ENSPTRG00000007626,ENSPPYG00000020358,46.5455
ENSPTRG00000007626,ENSPPYG00000019720,46.9298
ENSPTRG00000013881,ENSPPYG00000017569,48.6672
ENSPTRG00000014611,ENSPPYG00000018043,48.5686
ENSPTRG00000014097,ENSPPYG00000019533,48.4364
ENSPTRG00000003341,ENSPPYG00000020545,48.3947
ENSPTRG00000007627,ENSPPYG00000020004,45.8136
ENSPTRG00000000206,ENSPPYG00000019738,48.2345
ENSPTRG00000014612,ENSPPYG00000019247,49.1873
ENSPTRG00000007628,ENSPPYG00000020890,46.7236
ENSPTRG00000000207,ENSPPYG00000017492,45.4746
ENSPTRG00000003342,ENSPPYG00000020222,49.4358
ENSPTRG00000031311,ENSPPYG00000018967,47.5404
ENSPTRG00000021737,ENSPPYG00000018813,49.4972
ENSPTRG00000000208,ENSPPYG00000018917,47.1499
ENSPTRG00000030309,ENSPPYG00000019247,48.8393
ENSPTRG00000013882,ENSPPYG00000018471,49.5076
ENSPTRG00000014615,ENSPPYG00000018937,48.4798
ENSPTRG00000016949,ENSPPYG00000017911,47.8055
ENSPTRG00000013883,ENSPPYG00000019213,50.5117
ENSPTRG00000000210,ENSPPYG00000018687,49.8815
ENSPTRG00000014616,ENSPPYG00000017458,49.055
ENSPTRG00000016947,ENSPPYG00000017863,48.6992
ENSPTRG00000000211,ENSPPYG00000019812,47.3472
ENSPTRG00000031093,ENSPPYG00000019774,47.2898
ENSPTRG00000019063,ENSPPYG00000018303,48.8679
ENSPTRG00000009885,ENSPPYG00000018791,48.6974
ENSPTRG00000007634,ENSPPYG00000019804,47.7429
ENSPTRG00000016946,ENSPPYG00000018775,48.9446
ENSPTRG00000019066,ENSPPYG00000018915,49.1698
ENSPTRG00000003345,ENSPPYG00000020631,49.6371
ENSPTRG00000014618,ENSPPYG00000019752,47.8756
ENSPTRG00000014098,ENSPPYG00000019800,47.0921
ENSPTRG00000007635,ENSPPYG00000019788,48.4575
ENSPTRG00000013884,ENSPPYG00000020882,49.8659
ENSPTRG00000014101,ENSPPYG00000019788,48.1419
ENSPTRG00000019068,ENSPPYG00000017655,43.5921
ENSPTRG00000009884,ENSPPYG00000017607,47.7809
ENSPTRG00000014619,ENSPPYG00000019247,48.1767
ENSPTRG00000019069,ENSPPYG00000020210,48.7556
ENSPTRG00000013886,ENSPPYG00000019247,48.4339
ENSPTRG00000016944,ENSPPYG00000019247,47.5262
ENSPTRG00000040888,ENSPPYG00000017492,47.9869
ENSPTRG00000000214,ENSPPYG00000020860,48.6915
ENSPTRG00000007645,ENSPPYG00000018955,47.1118
ENSPTRG00000016943,ENSPPYG00000019247,48.4521
ENSPTRG00000032586,ENSPPYG00000018043,48.1417
ENSPTRG00000013889,ENSPPYG00000019537,49.264
ENSPTRG00000034081,ENSPPYG00000020088,47.7844
ENSPTRG00000014620,ENSPPYG00000018305,48.5976
ENSPTRG00000014102,ENSPPYG00000017827,47.4481
ENSPTRG00000007637,ENSPPYG00000020258,47.6489
ENSPTRG00000021738,ENSPPYG00000020565,49.266
ENSPTRG00000021740,ENSPPYG00000019137,48.9288
ENSPTRG00000014103,ENSPPYG00000019602,47.0441
ENSPTRG00000009883,ENSPPYG00000020497,49.5788
ENSPTRG00000009883,ENSPPYG00000020062,48.7719
ENSPTRG00000016942,ENSPPYG00000019265,48.6357
ENSPTRG00000003346,ENSPPYG00000019974,24.5629
ENSPTRG00000009882,ENSPPYG00000018731,48.7741
ENSPTRG00000009882,ENSPPYG00000017764,48.9953
ENSPTRG00000034234,ENSPPYG00000020653,47.1698
ENSPTRG00000005778,ENSPPYG00000017720,49.1717
ENSPTRG00000014112,ENSPPYG00000020880,49.7792
ENSPTRG00000009881,ENSPPYG00000018747,49.2391
ENSPTRG00000019072,ENSPPYG00000019938,49.0667
ENSPTRG00000014114,ENSPPYG00000017656,50.0225
ENSPTRG00000028713,ENSPPYG00000017861,48.4897
ENSPTRG00000016941,ENSPPYG00000018735,48.2716
ENSPTRG00000013890,ENSPPYG00000020218,48.3643
ENSPTRG00000009880,ENSPPYG00000018593,49.2287
ENSPTRG00000014115,ENSPPYG00000019678,46.9626
ENSPTRG00000014116,ENSPPYG00000017404,47.6495
ENSPTRG00000033772,ENSPPYG00000019239,52.381
ENSPTRG00000009879,ENSPPYG00000018849,49.5324
ENSPTRG00000009879,ENSPPYG00000020178,49.3952
ENSPTRG00000019073,ENSPPYG00000017645,15.6569
ENSPTRG00000014117,ENSPPYG00000018959,46.1098
ENSPTRG00000021741,ENSPPYG00000020190,3.38983
ENSPTRG00000000217,ENSPPYG00000020088,47.6266
ENSPTRG00000014118,ENSPPYG00000017993,48.8632
ENSPTRG00000007638,ENSPPYG00000017987,47.343
ENSPTRG00000014621,ENSPPYG00000019658,48.6882
ENSPTRG00000005779,ENSPPYG00000020723,49.1878
ENSPTRG00000038980,ENSPPYG00000019658,47.3118
ENSPTRG00000013891,ENSPPYG00000020330,49.6049
ENSPTRG00000003349,ENSPPYG00000020276,48.7101
ENSPTRG00000007641,ENSPPYG00000019768,46.4052
ENSPTRG00000021742,ENSPPYG00000018759,49.3345
ENSPTRG00000009878,ENSPPYG00000020910,39.6175
ENSPTRG00000009878,ENSPPYG00000019822,26.6117
ENSPTRG00000007643,ENSPPYG00000018921,45.8937
ENSPTRG00000016940,ENSPPYG00000017814,49.1682
ENSPTRG00000014622,ENSPPYG00000020258,47.8818
ENSPTRG00000009877,ENSPPYG00000019988,46.4333
ENSPTRG00000007644,ENSPPYG00000018921,46.7192
ENSPTRG00000030304,ENSPPYG00000020685,48.7371
ENSPTRG00000031310,ENSPPYG00000019774,49.5575
ENSPTRG00000013892,ENSPPYG00000019824,48.2707
ENSPTRG00000014625,ENSPPYG00000020858,49.7507
ENSPTRG00000019074,ENSPPYG00000018755,48.4176
ENSPTRG00000009876,ENSPPYG00000017621,47.4325
ENSPTRG00000009876,ENSPPYG00000017724,48.8883
ENSPTRG00000013894,ENSPPYG00000018471,49.7963
ENSPTRG00000021744,ENSPPYG00000020627,48.3768
ENSPTRG00000003350,ENSPPYG00000019485,49.2278
ENSPTRG00000014626,ENSPPYG00000017706,46.8806
ENSPTRG00000021747,ENSPPYG00000020605,49.1478
ENSPTRG00000014628,ENSPPYG00000019247,47.9233
ENSPTRG00000009873,ENSPPYG00000019988,47.8855
ENSPTRG00000009873,ENSPPYG00000018833,47.4
ENSPTRG00000041011,ENSPPYG00000018685,45.0617
ENSPTRG00000021750,ENSPPYG00000020198,12.7247
ENSPTRG00000038838,ENSPPYG00000020386,48.7733
ENSPTRG00000000220,ENSPPYG00000020258,46.7647
ENSPTRG00000013895,ENSPPYG00000017941,49.8086
ENSPTRG00000014630,ENSPPYG00000018985,48.4867
ENSPTRG00000003351,ENSPPYG00000017955,48.8319
ENSPTRG00000019076,ENSPPYG00000017641,27.1382
ENSPTRG00000000221,ENSPPYG00000019788,48.0926
ENSPTRG00000003354,ENSPPYG00000019988,48.558
ENSPTRG00000016939,ENSPPYG00000020821,49.2786
ENSPTRG00000016938,ENSPPYG00000017428,49.4725
ENSPTRG00000021752,ENSPPYG00000019247,47.5584
ENSPTRG00000014632,ENSPPYG00000017722,48.4673
ENSPTRG00000000223,ENSPPYG00000020860,47.5124
ENSPTRG00000009872,ENSPPYG00000019547,49.4088
ENSPTRG00000019078,ENSPPYG00000019247,47.8723
ENSPTRG00000005782,ENSPPYG00000020162,48.5968
ENSPTRG00000013896,ENSPPYG00000017680,49.6847
ENSPTRG00000019080,ENSPPYG00000017639,8.28707
ENSPTRG00000019080,ENSPPYG00000017639,8.33664
ENSPTRG00000019080,ENSPPYG00000017639,8.22734
ENSPTRG00000016936,ENSPPYG00000017738,49.2655
ENSPTRG00000013897,ENSPPYG00000019491,48.6331
ENSPTRG00000021753,ENSPPYG00000020200,33.5766
ENSPTRG00000016935,ENSPPYG00000020605,48.8335
ENSPTRG00000003355,ENSPPYG00000018449,49.4626
ENSPTRG00000007646,ENSPPYG00000020739,48.7896
ENSPTRG00000007647,ENSPPYG00000020880,48.1908
ENSPTRG00000013898,ENSPPYG00000017859,49.2801
ENSPTRG00000030797,ENSPPYG00000020196,50.5618
