pan_troglodytes,homo_sapiens
ENSPTRG00000023231,ENSG00000173020,48.539
ENSPTRG00000021701,ENSG00000115808,49.1671
ENSPTRG00000021701,ENSG00000168386,49.1232
ENSPTRG00000013869,ENSG00000163900,46.875
ENSPTRG00000003297,ENSG00000173020,49.0823
ENSPTRG00000021702,ENSG00000196504,49.0103
ENSPTRG00000013870,ENSG00000003436,48.7769
ENSPTRG00000019035,ENSG00000091140,48.71
ENSPTRG00000007595,ENSG00000260376,46.9033
ENSPTRG00000007595,ENSG00000260376,46.4838
ENSPTRG00000013871,ENSG00000138378,48.9875
ENSPTRG00000000161,ENSG00000261297,47.5756
ENSPTRG00000021703,ENSG00000115252,49.1614
ENSPTRG00000003298,ENSG00000172531,48.1907
ENSPTRG00000019036,ENSG00000184575,48.9976
ENSPTRG00000007596,ENSG00000261042,47.0613
ENSPTRG00000007600,ENSG00000260164,48.4165
ENSPTRG00000014072,ENSG00000163141,46.8295
ENSPTRG00000000164,ENSG00000260770,48.331
ENSPTRG00000004514,ENSG00000262327,49.1025
ENSPTRG00000014591,ENSG00000261539,48.2152
ENSPTRG00000021705,ENSG00000154175,49.4011
ENSPTRG00000041737,ENSG00000115875,48.9796
ENSPTRG00000000165,ENSG00000143631,49.8743
ENSPTRG00000019038,ENSG00000177917,48.92
ENSPTRG00000019038,ENSG00000143452,48.3725
ENSPTRG00000014073,ENSG00000172508,49.2534
ENSPTRG00000021706,ENSG00000143889,48.0789
ENSPTRG00000019040,ENSG00000172508,49.044
ENSPTRG00000014592,ENSG00000090539,48.9257
ENSPTRG00000005761,ENSG00000196151,49.2131
ENSPTRG00000004515,ENSG00000261125,49.122
ENSPTRG00000028315,ENSG00000261230,48.1348
ENSPTRG00000014593,ENSG00000261698,48.4056
ENSPTRG00000016969,ENSG00000143365,49.0253
ENSPTRG00000016969,ENSG00000138068,53.0303
ENSPTRG00000031314,ENSG00000239306,47.5862
ENSPTRG00000021708,ENSG00000173715,48.2037
ENSPTRG00000019041,ENSG00000114354,49.1873
ENSPTRG00000007602,ENSG00000261297,47.6551
ENSPTRG00000013872,ENSG00000138411,48.9364
ENSPTRG00000005762,ENSG00000198673,49.5014
ENSPTRG00000016968,ENSG00000115252,49.0217
ENSPTRG00000034459,ENSG00000198471,50
ENSPTRG00000019042,ENSG00000151689,49.1445
ENSPTRG00000021710,ENSG00000055332,48.6017
ENSPTRG00000014077,ENSG00000262666,47.5105
ENSPTRG00000014077,ENSG00000173621,47.644
ENSPTRG00000021711,ENSG00000168386,48.9746
ENSPTRG00000007603,ENSG00000260716,47.411
ENSPTRG00000040525,ENSG00000262972,47.7573
ENSPTRG00000014594,ENSG00000173237,48.1903
ENSPTRG00000014074,ENSG00000173621,47.7801
ENSPTRG00000016967,ENSG00000143379,49.8116
ENSPTRG00000021713,ENSG00000263079,49.6094
ENSPTRG00000003299,ENSG00000261297,48.4117
ENSPTRG00000021714,ENSG00000153237,48.552
ENSPTRG00000034273,ENSG00000118600,48.6872
ENSPTRG00000016966,ENSG00000262024,49.7385
ENSPTRG00000005764,ENSG00000143520,49.2206
ENSPTRG00000014595,ENSG00000173020,48.3071
ENSPTRG00000016965,ENSG00000115271,48.125
ENSPTRG00000019043,ENSG00000238035,48.5882
ENSPTRG00000013874,ENSG00000173933,48.8576
ENSPTRG00000016963,ENSG00000259816,48.9047
ENSPTRG00000039733,ENSG00000260789,49.5419
ENSPTRG00000021715,ENSG00000114859,49.1141
ENSPTRG00000042466,ENSG00000261587,46.8493
ENSPTRG00000003300,ENSG00000173898,47.6205
ENSPTRG00000021716,ENSG00000091128,49.7667
ENSPTRG00000014080,ENSG00000260334,47.323
ENSPTRG00000014080,ENSG00000257921,47.7419
ENSPTRG00000003301,ENSG00000080224,49.5339
ENSPTRG00000014083,ENSG00000260789,49.0722
ENSPTRG00000014084,ENSG00000261694,46.4347
ENSPTRG00000031436,ENSG00000143375,49.7282
ENSPTRG00000003309,ENSG00000144395,48.5695
ENSPTRG00000003309,ENSG00000259816,47.7999
ENSPTRG00000034246,ENSG00000261577,48.6799
ENSPTRG00000003310,ENSG00000262562,43.5792
ENSPTRG00000016961,ENSG00000151687,48.5167
ENSPTRG00000014085,ENSG00000173020,48.5391
ENSPTRG00000014087,ENSG00000238035,47.8158
ENSPTRG00000003311,ENSG00000115808,48.2082
ENSPTRG00000000167,ENSG00000263290,50.1393
ENSPTRG00000014600,ENSG00000261587,48.1663
ENSPTRG00000005766,ENSG00000115904,49.2579
ENSPTRG00000016956,ENSG00000163156,48.5102
ENSPTRG00000007605,ENSG00000262972,47.1576
ENSPTRG00000003313,ENSG00000123612,49.1405
ENSPTRG00000007606,ENSG00000175505,47.0825
ENSPTRG00000016955,ENSG00000241399,49.675
ENSPTRG00000004518,ENSG00000257339,47.0925
ENSPTRG00000004519,ENSG00000261539,48.7191
ENSPTRG00000030826,ENSG00000265969,49.2126
ENSPTRG00000007607,ENSG00000260716,47.3905
ENSPTRG00000007607,ENSG00000260789,46.4255
ENSPTRG00000019045,ENSG00000175482,48.4402
ENSPTRG00000003314,ENSG00000105856,49.4146
ENSPTRG00000000168,ENSG00000262742,49.3204
ENSPTRG00000000168,ENSG00000262742,49.4096
ENSPTRG00000014601,ENSG00000115828,49.5181
ENSPTRG00000003315,ENSG00000172830,48.9314
ENSPTRG00000019046,ENSG00000172932,48.9788
ENSPTRG00000004520,ENSG00000197622,49.9004
ENSPTRG00000014602,ENSG00000261236,47.9275
ENSPTRG00000000170,ENSG00000261473,47.9843
ENSPTRG00000031492,ENSG00000260155,48.0142
ENSPTRG00000014090,ENSG00000257339,48.6285
ENSPTRG00000005768,ENSG00000143889,49.0325
ENSPTRG00000000171,ENSG00000261456,48.4882
ENSPTRG00000030824,ENSG00000159527,48.7719
ENSPTRG00000030824,ENSG00000196754,48.5507
ENSPTRG00000004521,ENSG00000260716,48.9391
ENSPTRG00000007608,ENSG00000261678,47.3786
ENSPTRG00000040425,ENSG00000128536,49.654
ENSPTRG00000005770,ENSG00000262942,48.9429
ENSPTRG00000016954,ENSG00000091137,49.0851
ENSPTRG00000030823,ENSG00000172531,48.533
ENSPTRG00000030822,ENSG00000143375,48
ENSPTRG00000030821,ENSG00000248643,48.7527
ENSPTRG00000030819,ENSG00000185306,49.5059
ENSPTRG00000030820,ENSG00000265969,48.8832
ENSPTRG00000016953,ENSG00000144366,46.7458
ENSPTRG00000019047,ENSG00000174669,48.7353
ENSPTRG00000019047,ENSG00000261155,47.597
ENSPTRG00000019047,ENSG00000261297,48.6425
ENSPTRG00000019047,ENSG00000261297,48.8994
ENSPTRG00000005771,ENSG00000115825,49.1274
ENSPTRG00000030818,ENSG00000266093,48.5876
ENSPTRG00000000182,ENSG00000173621,48.1112
ENSPTRG00000007609,ENSG00000260665,47.6122
ENSPTRG00000021717,ENSG00000163882,49.1502
ENSPTRG00000000184,ENSG00000261300,48.4203
ENSPTRG00000014603,ENSG00000261042,47.4119
ENSPTRG00000000185,ENSG00000061987,50.114
ENSPTRG00000003316,ENSG00000175182,49.072
ENSPTRG00000019048,ENSG00000238035,48.1021
ENSPTRG00000030817,ENSG00000260119,48.7455
ENSPTRG00000000186,ENSG00000163207,47.3548
ENSPTRG00000007610,ENSG00000260155,45.5367
ENSPTRG00000007612,ENSG00000115271,48.6989
ENSPTRG00000000193,ENSG00000248643,49.6203
ENSPTRG00000003317,ENSG00000261846,49.1755
ENSPTRG00000030816,ENSG00000169469,50.9259
ENSPTRG00000030816,ENSG00000187238,50.1312
ENSPTRG00000000194,ENSG00000260789,48.805
ENSPTRG00000000197,ENSG00000262739,46.3252
ENSPTRG00000003318,ENSG00000206536,42.8431
ENSPTRG00000004523,ENSG00000090539,48.075
ENSPTRG00000003320,ENSG00000206536,42.7245
ENSPTRG00000003325,ENSG00000114354,49.177
ENSPTRG00000003326,ENSG00000262145,48.4557
ENSPTRG00000004525,ENSG00000143367,49.001
ENSPTRG00000019049,ENSG00000260383,49.6604
ENSPTRG00000034262,ENSG00000262739,45.3754
ENSPTRG00000007616,ENSG00000262972,46.7857
ENSPTRG00000022605,ENSG00000257211,49.3552
ENSPTRG00000017674,ENSG00000261456,9.15916
ENSPTRG00000040132,ENSG00000138068,52.7778
ENSPTRG00000006815,ENSG00000153250,49.6194
ENSPTRG00000016952,ENSG00000081320,47.7057
ENSPTRG00000024355,ENSG00000257921,48.5294
ENSPTRG00000003327,ENSG00000257961,48.8807
ENSPTRG00000000200,ENSG00000261042,48.5335
ENSPTRG00000004526,ENSG00000260383,48.956
ENSPTRG00000005772,ENSG00000174669,49.5229
ENSPTRG00000005773,ENSG00000168542,49.4808
ENSPTRG00000007617,ENSG00000260789,48.3639
ENSPTRG00000009893,ENSG00000262578,31.6081
ENSPTRG00000021725,ENSG00000262562,48.5622
ENSPTRG00000009892,ENSG00000263042,49.6298
ENSPTRG00000009890,ENSG00000055332,48.5479
ENSPTRG00000007618,ENSG00000143546,47.851
ENSPTRG00000021727,ENSG00000168386,49.3403
ENSPTRG00000014604,ENSG00000263250,48.5437
ENSPTRG00000019050,ENSG00000138386,49.0014
ENSPTRG00000019051,ENSG00000182134,48.7009
ENSPTRG00000014605,ENSG00000260220,47.8573
ENSPTRG00000007620,ENSG00000172830,48.2188
ENSPTRG00000003328,ENSG00000136536,48.5645
ENSPTRG00000016951,ENSG00000263304,49.4678
ENSPTRG00000007621,ENSG00000261297,46.5071
ENSPTRG00000014606,ENSG00000003436,48.5661
ENSPTRG00000000201,ENSG00000162999,49.3367
ENSPTRG00000014092,ENSG00000144290,48.8969
ENSPTRG00000003330,ENSG00000198854,49.529
ENSPTRG00000009889,ENSG00000135241,49.2116
ENSPTRG00000019052,ENSG00000115267,49.3896
ENSPTRG00000016950,ENSG00000136536,48.6073
ENSPTRG00000023007,ENSG00000138448,49.5682
ENSPTRG00000014093,ENSG00000143458,49.3289
ENSPTRG00000003331,ENSG00000119787,48.4815
ENSPTRG00000014609,ENSG00000036054,49.2986
ENSPTRG00000019053,ENSG00000115252,42.8522
ENSPTRG00000014094,ENSG00000260873,48.5106
ENSPTRG00000014095,ENSG00000261698,47.7966
ENSPTRG00000005774,ENSG00000064933,48.93
ENSPTRG00000005774,ENSG00000075790,48.1108
ENSPTRG00000009886,ENSG00000091129,49.1276
ENSPTRG00000021728,ENSG00000018699,50.2874
ENSPTRG00000021728,ENSG00000154175,50
ENSPTRG00000003333,ENSG00000008282,49.2881
ENSPTRG00000023021,ENSG00000260665,47.3192
ENSPTRG00000021731,ENSG00000168386,49.2735
ENSPTRG00000003335,ENSG00000163207,48.4848
ENSPTRG00000000202,ENSG00000163141,48.2805
ENSPTRG00000013876,ENSG00000115419,49.1925
ENSPTRG00000003337,ENSG00000152147,47.9786
ENSPTRG00000024059,ENSG00000187939,48.5824
ENSPTRG00000005775,ENSG00000262840,48.9416
ENSPTRG00000000205,ENSG00000260789,47.8017
ENSPTRG00000003338,ENSG00000261539,49.0125
ENSPTRG00000013877,ENSG00000143363,48.7879
ENSPTRG00000007623,ENSG00000143375,47.817
ENSPTRG00000019057,ENSG00000262249,48.6467
ENSPTRG00000031433,ENSG00000156931,48.125
ENSPTRG00000007624,ENSG00000260376,48.0024
ENSPTRG00000031432,ENSG00000233412,49.4487
ENSPTRG00000031432,ENSG00000174547,49.3083
ENSPTRG00000021733,ENSG00000260155,46.6889
ENSPTRG00000003339,ENSG00000154175,49.2308
ENSPTRG00000007625,ENSG00000257961,47.7521
ENSPTRG00000021734,ENSG00000188010,48.5327
ENSPTRG00000003340,ENSG00000153237,49.1128
ENSPTRG00000021735,ENSG00000144366,48.8835
ENSPTRG00000019058,ENSG00000091140,48.852
ENSPTRG00000041603,ENSG00000151689,48.8061
ENSPTRG00000013880,ENSG00000198854,48.8778
ENSPTRG00000007626,ENSG00000263079,45.0909
ENSPTRG00000007626,ENSG00000169469,51.3158
ENSPTRG00000013881,ENSG00000064225,49.0307
ENSPTRG00000014611,ENSG00000263310,48.4699
ENSPTRG00000014097,ENSG00000260789,48.2743
ENSPTRG00000003341,ENSG00000113838,47.1316
ENSPTRG00000007627,ENSG00000260195,46.7615
ENSPTRG00000000206,ENSG00000143367,48.1374
ENSPTRG00000014612,ENSG00000064933,49.1873
ENSPTRG00000007628,ENSG00000175634,46.5812
ENSPTRG00000000207,ENSG00000261539,46.6887
ENSPTRG00000003342,ENSG00000182898,49.1319
ENSPTRG00000031311,ENSG00000260716,47.3407
ENSPTRG00000021737,ENSG00000163510,49.2053
ENSPTRG00000000208,ENSG00000260665,47.8536
ENSPTRG00000030309,ENSG00000115271,49.4643
ENSPTRG00000013882,ENSG00000143367,49.6673
ENSPTRG00000014615,ENSG00000173020,48.4245
ENSPTRG00000016949,ENSG00000218739,47.9241
ENSPTRG00000013883,ENSG00000105851,49.8406
ENSPTRG00000000210,ENSG00000143520,49.6718
ENSPTRG00000014616,ENSG00000143416,49.055
ENSPTRG00000016947,ENSG00000115419,48.6992
ENSPTRG00000000211,ENSG00000261236,47.457
ENSPTRG00000031093,ENSG00000260384,48.0154
ENSPTRG00000019063,ENSG00000153237,48.3288
ENSPTRG00000009885,ENSG00000162980,48.5543
ENSPTRG00000007634,ENSG00000260178,48.202
ENSPTRG00000016946,ENSG00000262145,48.8127
ENSPTRG00000019066,ENSG00000173020,48.9555
ENSPTRG00000003345,ENSG00000073849,49.2742
ENSPTRG00000014618,ENSG00000143375,48.1791
ENSPTRG00000014098,ENSG00000260789,47.8191
ENSPTRG00000007635,ENSG00000172830,48.5394
ENSPTRG00000013884,ENSG00000182134,49.6647
ENSPTRG00000014101,ENSG00000172508,48.536
ENSPTRG00000019068,ENSG00000143436,48.7365
ENSPTRG00000009884,ENSG00000262145,48.8211
ENSPTRG00000014619,ENSG00000104825,48.317
ENSPTRG00000019069,ENSG00000064933,48.9298
ENSPTRG00000013886,ENSG00000173237,48.8159
ENSPTRG00000016944,ENSG00000262327,48.5007
ENSPTRG00000040888,ENSG00000260596,48.3134
ENSPTRG00000000214,ENSG00000173621,49.0358
ENSPTRG00000007645,ENSG00000260789,47.2708
ENSPTRG00000016943,ENSG00000152147,46.4363
ENSPTRG00000032586,ENSG00000187939,48.401
ENSPTRG00000013889,ENSG00000263138,49.3813
ENSPTRG00000034081,ENSG00000261042,47.4651
ENSPTRG00000014620,ENSG00000172508,48.3755
ENSPTRG00000014102,ENSG00000261042,46.9723
ENSPTRG00000007637,ENSG00000173621,46.7085
ENSPTRG00000021738,ENSG00000118997,49.3092
ENSPTRG00000021740,ENSG00000105865,49.392
ENSPTRG00000014103,ENSG00000261577,47.8768
ENSPTRG00000009883,ENSG00000144278,48.8568
ENSPTRG00000009883,ENSG00000260119,50.5263
ENSPTRG00000016942,ENSG00000163002,48.3006
ENSPTRG00000003346,ENSG00000262634,48.1352
ENSPTRG00000009882,ENSG00000115252,49.1393
ENSPTRG00000009882,ENSG00000128641,48.9953
ENSPTRG00000034234,ENSG00000138068,54.717
ENSPTRG00000005778,ENSG00000138448,48.8738
ENSPTRG00000014112,ENSG00000257339,49.7792
ENSPTRG00000009881,ENSG00000138386,48.8345
ENSPTRG00000019072,ENSG00000261587,49.3867
ENSPTRG00000014114,ENSG00000182134,50.1576
ENSPTRG00000028713,ENSG00000064989,48.1828
ENSPTRG00000016941,ENSG00000188452,48.4444
ENSPTRG00000013890,ENSG00000144366,48.0819
ENSPTRG00000009880,ENSG00000163154,50.1677
ENSPTRG00000014115,ENSG00000261042,47.5467
ENSPTRG00000014116,ENSG00000175463,47.0561
ENSPTRG00000033772,ENSG00000213953,48.8095
ENSPTRG00000009879,ENSG00000260508,49.283
ENSPTRG00000009879,ENSG00000115415,49.5914
ENSPTRG00000019073,ENSG00000238035,49.3701
ENSPTRG00000014117,ENSG00000239306,47.1396
ENSPTRG00000021741,ENSG00000241399,48.9642
ENSPTRG00000000217,ENSG00000261698,47.7463
ENSPTRG00000014118,ENSG00000172932,48.7233
ENSPTRG00000007638,ENSG00000261155,47.0531
ENSPTRG00000014621,ENSG00000260770,48.7891
ENSPTRG00000005779,ENSG00000136560,48.81
ENSPTRG00000038980,ENSG00000261539,47.4142
ENSPTRG00000013891,ENSG00000182389,49.1659
ENSPTRG00000003349,ENSG00000136560,48.3028
ENSPTRG00000007641,ENSG00000261694,46.7974
ENSPTRG00000021742,ENSG00000260952,48.7134
ENSPTRG00000009878,ENSG00000261456,37.8689
ENSPTRG00000009878,ENSG00000261456,29.8351
ENSPTRG00000007643,ENSG00000261236,45.7729
ENSPTRG00000016940,ENSG00000078098,48.9899
ENSPTRG00000014622,ENSG00000261698,47.8818
ENSPTRG00000009877,ENSG00000261678,48.0845
ENSPTRG00000007644,ENSG00000262972,46.8504
ENSPTRG00000030304,ENSG00000064225,49.4621
ENSPTRG00000031310,ENSG00000260383,49.469
ENSPTRG00000013892,ENSG00000172932,48.4211
ENSPTRG00000014625,ENSG00000260164,49.7941
ENSPTRG00000019074,ENSG00000177990,46.1776
ENSPTRG00000009876,ENSG00000135241,49.0261
ENSPTRG00000009876,ENSG00000143458,47.1358
ENSPTRG00000013894,ENSG00000143393,49.9161
ENSPTRG00000021744,ENSG00000064989,48.5609
ENSPTRG00000003350,ENSG00000263042,48.0695
ENSPTRG00000014626,ENSG00000244057,47.9501
ENSPTRG00000021747,ENSG00000262022,47.7109
ENSPTRG00000014628,ENSG00000260952,49.361
ENSPTRG00000009873,ENSG00000203782,48.471
ENSPTRG00000009873,ENSG00000260770,48.8
ENSPTRG00000041011,ENSG00000138068,54.9383
ENSPTRG00000021750,ENSG00000146776,48.7419
ENSPTRG00000038838,ENSG00000182134,49.4501
ENSPTRG00000000220,ENSG00000173621,47.0588
ENSPTRG00000013895,ENSG00000091137,49.7088
ENSPTRG00000014630,ENSG00000175182,49.1044
ENSPTRG00000003351,ENSG00000263255,49.1738
ENSPTRG00000019076,ENSG00000261698,48.7939
ENSPTRG00000000221,ENSG00000260789,47.9292
ENSPTRG00000003354,ENSG00000198471,49.4299
ENSPTRG00000016939,ENSG00000136536,49.0566
ENSPTRG00000016938,ENSG00000091136,50.048
ENSPTRG00000021752,ENSG00000266093,49.1861
ENSPTRG00000014632,ENSG00000261180,48.93
ENSPTRG00000000223,ENSG00000257961,47.6442
ENSPTRG00000009872,ENSG00000143889,49.3666
ENSPTRG00000019078,ENSG00000184220,49.0691
ENSPTRG00000005782,ENSG00000064933,48.8626
ENSPTRG00000013896,ENSG00000260770,48.4234
ENSPTRG00000019080,ENSG00000105865,48.1761
ENSPTRG00000019080,ENSG00000105865,48.1937
ENSPTRG00000019080,ENSG00000105865,48.2114
ENSPTRG00000016936,ENSG00000259741,49.2655
ENSPTRG00000013897,ENSG00000170854,48.777
ENSPTRG00000021753,ENSG00000144395,48.8321
ENSPTRG00000016935,ENSG00000262022,48.7755
ENSPTRG00000003355,ENSG00000260117,49.4855
ENSPTRG00000007646,ENSG00000172155,48.0447
ENSPTRG00000007647,ENSG00000260383,47.676
ENSPTRG00000013898,ENSG00000115825,49.4876
ENSPTRG00000030797,ENSG00000138449,52.809
ENSPTRG00000000224,ENSG00000257961,48.2028
ENSPTRG00000009871,ENSG00000135677,48.8438
ENSPTRG00000014119,ENSG00000163216,48.057
ENSPTRG00000005783,ENSG00000138068,49.6855
ENSPTRG00000000225,ENSG00000136536,49.6132
ENSPTRG00000014633,ENSG00000118600,49.1191
ENSPTRG00000005784,ENSG00000115267,48.3461
ENSPTRG00000014120,ENSG00000138434,49.1545
ENSPTRG00000021756,ENSG00000177383,46.0265
ENSPTRG00000040148,ENSG00000196504,48.6111
ENSPTRG00000021759,ENSG00000115252,49.2826
ENSPTRG00000041198,ENSG00000187699,49.4401
ENSPTRG00000021762,ENSG00000262770,49.0868
ENSPTRG00000000226,ENSG00000090539,49.5188
ENSPTRG00000021763,ENSG00000177383,48.4773
ENSPTRG00000034342,ENSG00000177383,47.2639
ENSPTRG00000021767,ENSG00000166148,48.5884
ENSPTRG00000000227,ENSG00000175182,48.3491
ENSPTRG00000021768,ENSG00000144366,45.5821
ENSPTRG00000021771,ENSG00000182134,49.122
ENSPTRG00000009868,ENSG00000261791,49.5905
ENSPTRG00000014121,ENSG00000172508,49.0503
ENSPTRG00000000228,ENSG00000175182,49.2761
ENSPTRG00000014634,ENSG00000105865,49.1532
ENSPTRG00000005785,ENSG00000064933,49.2636
ENSPTRG00000005787,ENSG00000143889,49.1652
ENSPTRG00000005788,ENSG00000163131,48.9672
ENSPTRG00000021779,ENSG00000197938,49.8158
ENSPTRG00000028619,ENSG00000173237,49.0921
ENSPTRG00000014122,ENSG00000261236,48.5846
ENSPTRG00000019082,ENSG00000257961,48.9307
ENSPTRG00000028304,ENSG00000263290,49.2754
ENSPTRG00000021781,ENSG00000177383,46.6667
ENSPTRG00000021781,ENSG00000177383,48.0392
ENSPTRG00000021782,ENSG00000162980,48.1619
ENSPTRG00000009866,ENSG00000144366,48.5784
ENSPTRG00000019083,ENSG00000144339,48.7682
ENSPTRG00000003357,ENSG00000144339,48.7555
ENSPTRG00000030794,ENSG00000260283,48.9899
ENSPTRG00000005789,ENSG00000136541,48.4698
ENSPTRG00000014635,ENSG00000262773,49.4075
ENSPTRG00000000238,ENSG00000260383,47.2126
ENSPTRG00000003359,ENSG00000115252,48.6984
ENSPTRG00000016934,ENSG00000138448,49.4866
ENSPTRG00000019084,ENSG00000263141,48.9834
ENSPTRG00000009865,ENSG00000163218,48.7546
ENSPTRG00000009864,ENSG00000262022,47.6756
ENSPTRG00000009864,ENSG00000262022,47.7392
ENSPTRG00000007649,ENSG00000260220,48.8776
ENSPTRG00000004529,ENSG00000143367,49.6795
ENSPTRG00000005790,ENSG00000262327,48.9709
ENSPTRG00000003360,ENSG00000143365,48.5788
ENSPTRG00000028302,ENSG00000262562,48.6526
ENSPTRG00000013900,ENSG00000143457,49.0011
ENSPTRG00000022683,ENSG00000115271,48.6341
ENSPTRG00000023779,ENSG00000163510,48.6353
ENSPTRG00000014125,ENSG00000196754,48.3619
ENSPTRG00000039778,ENSG00000260313,47.6865
ENSPTRG00000009861,ENSG00000153237,49.1491
ENSPTRG00000009861,ENSG00000172209,49.3411
ENSPTRG00000003362,ENSG00000064933,48.9133
ENSPTRG00000016932,ENSG00000153237,48.6268
ENSPTRG00000014134,ENSG00000261587,47.7145
ENSPTRG00000021786,ENSG00000169855,49.7674
ENSPTRG00000014636,ENSG00000263304,47.0877
ENSPTRG00000013901,ENSG00000196950,49.4632
ENSPTRG00000028298,ENSG00000090534,48.8017
ENSPTRG00000028298,ENSG00000143412,48.6091
ENSPTRG00000005791,ENSG00000136536,49.1168
ENSPTRG00000004530,ENSG00000143536,48.9649
ENSPTRG00000019085,ENSG00000115232,49.5086
ENSPTRG00000007650,ENSG00000260376,47.3165
ENSPTRG00000014135,ENSG00000260283,49.7614
ENSPTRG00000021790,ENSG00000080819,48.1972
ENSPTRG00000021790,ENSG00000261678,47.4114
ENSPTRG00000014136,ENSG00000261155,47.2125
ENSPTRG00000000239,ENSG00000224420,47.2549
ENSPTRG00000009860,ENSG00000144395,48.8817
ENSPTRG00000009860,ENSG00000182134,48.7613
ENSPTRG00000021791,ENSG00000115419,48.9663
ENSPTRG00000013902,ENSG00000080224,48.8934
ENSPTRG00000016931,ENSG00000091140,48.0083
ENSPTRG00000000241,ENSG00000172830,47.6001
ENSPTRG00000021792,ENSG00000144366,49.42
ENSPTRG00000013903,ENSG00000187238,48.6979
ENSPTRG00000013903,ENSG00000169474,48.7395
ENSPTRG00000013903,ENSG00000169469,49.5833
ENSPTRG00000004531,ENSG00000104825,46.8148
ENSPTRG00000014138,ENSG00000260383,48.3249
ENSPTRG00000013904,ENSG00000185962,48.9796
ENSPTRG00000014637,ENSG00000172508,47.3317
ENSPTRG00000013906,ENSG00000174206,49.6338
ENSPTRG00000029840,ENSG00000135454,47.9233
ENSPTRG00000004535,ENSG00000188452,49.6249
ENSPTRG00000007651,ENSG00000261678,46.1825
ENSPTRG00000013907,ENSG00000138386,49.716
ENSPTRG00000007652,ENSG00000261577,48.2919
ENSPTRG00000004536,ENSG00000184575,48.973
ENSPTRG00000000242,ENSG00000163882,48.5088
ENSPTRG00000004538,ENSG00000260789,48.078
ENSPTRG00000005794,ENSG00000064933,48.3402
ENSPTRG00000016930,ENSG00000143452,48.3626
ENSPTRG00000007653,ENSG00000258865,48.3733
ENSPTRG00000019087,ENSG00000172830,49.2686
ENSPTRG00000014143,ENSG00000185962,51.0204
ENSPTRG00000007654,ENSG00000261042,47.6168
ENSPTRG00000007654,ENSG00000173156,47.0234
ENSPTRG00000021793,ENSG00000151690,48.7179
ENSPTRG00000014145,ENSG00000119787,48.1159
ENSPTRG00000014639,ENSG00000260716,48.7063
ENSPTRG00000000243,ENSG00000260789,49.2318
ENSPTRG00000014147,ENSG00000263250,47.6643
ENSPTRG00000014149,ENSG00000143367,47.9421
ENSPTRG00000014150,ENSG00000263079,48.2587
ENSPTRG00000021795,ENSG00000182898,49.0878
ENSPTRG00000021795,ENSG00000182898,48.8812
ENSPTRG00000014151,ENSG00000261042,48.2679
ENSPTRG00000016929,ENSG00000064933,47.8782
ENSPTRG00000004540,ENSG00000175215,48.5437
ENSPTRG00000014640,ENSG00000257339,48.8459
ENSPTRG00000016927,ENSG00000115825,49.387
ENSPTRG00000042086,ENSG00000261297,47.4359
ENSPTRG00000009859,ENSG00000153179,49.6324
ENSPTRG00000009859,ENSG00000080822,49.5631
ENSPTRG00000014153,ENSG00000261539,47.6034
ENSPTRG00000014154,ENSG00000260789,48.3529
ENSPTRG00000031309,ENSG00000175463,48.75
ENSPTRG00000007655,ENSG00000187068,49.8802
ENSPTRG00000000244,ENSG00000173227,48.6656
ENSPTRG00000004543,ENSG00000128536,49.0864
ENSPTRG00000004543,ENSG00000143412,49.3991
ENSPTRG00000019091,ENSG00000262037,48.8705
ENSPTRG00000040343,ENSG00000135241,48.6279
ENSPTRG00000009858,ENSG00000162980,48.0139
ENSPTRG00000003365,ENSG00000172531,48.1542
ENSPTRG00000013908,ENSG00000143363,49.429
ENSPTRG00000003367,ENSG00000138448,48.7947
ENSPTRG00000009857,ENSG00000123636,48.9538
ENSPTRG00000000245,ENSG00000257961,49.059
ENSPTRG00000021796,ENSG00000163900,48.5352
ENSPTRG00000014641,ENSG00000173237,48.797
ENSPTRG00000016925,ENSG00000262942,48.7019
ENSPTRG00000016925,ENSG00000075790,49.604
ENSPTRG00000016925,ENSG00000260380,49.0842
ENSPTRG00000004545,ENSG00000261967,48.8128
ENSPTRG00000013911,ENSG00000153237,49.2082
ENSPTRG00000014642,ENSG00000172508,47.7336
ENSPTRG00000004546,ENSG00000150722,49.2015
ENSPTRG00000019092,ENSG00000170035,48.7165
ENSPTRG00000021799,ENSG00000115165,48.6014
ENSPTRG00000000246,ENSG00000260789,47.8531
ENSPTRG00000004549,ENSG00000144290,50.2311
ENSPTRG00000021800,ENSG00000091137,49.1601
ENSPTRG00000007659,ENSG00000261042,48.6532
ENSPTRG00000009856,ENSG00000198130,47.901
ENSPTRG00000007661,ENSG00000260178,48.4869
ENSPTRG00000000247,ENSG00000260119,49.8192
ENSPTRG00000004550,ENSG00000262249,48.5294
ENSPTRG00000019093,ENSG00000259896,49.1499
ENSPTRG00000014155,ENSG00000172613,48.2276
ENSPTRG00000013912,ENSG00000054219,48.5837
ENSPTRG00000004551,ENSG00000198471,49.3142
ENSPTRG00000007662,ENSG00000173898,49.2622
ENSPTRG00000019094,ENSG00000170035,49.3389
ENSPTRG00000000248,ENSG00000260789,47.8138
ENSPTRG00000004552,ENSG00000091137,48.6559
ENSPTRG00000021801,ENSG00000261042,48.7939
ENSPTRG00000004553,ENSG00000172209,48.7395
ENSPTRG00000021802,ENSG00000262826,49.4105
