gorilla_gorilla,homo_sapiens
ENSGGOG00000027179,ENSG00000182134,49.6532
ENSGGOG00000026854,ENSG00000187238,48.6239
ENSGGOG00000001534,ENSG00000143409,18.315
ENSGGOG00000011084,ENSG00000228804,49.0196
ENSGGOG00000010311,ENSG00000262578,37.3849
ENSGGOG00000013472,ENSG00000261587,48.5767
ENSGGOG00000023266,ENSG00000196578,47.2492
ENSGGOG00000026806,ENSG00000138068,49.0637
ENSGGOG00000024782,ENSG00000212907,48.6979
ENSGGOG00000026274,ENSG00000241399,48
ENSGGOG00000008389,ENSG00000172613,48.2249
ENSGGOG00000022111,ENSG00000260155,47.3836
ENSGGOG00000002865,ENSG00000258865,47.3929
ENSGGOG00000012283,ENSG00000206536,46.7928
ENSGGOG00000015878,ENSG00000231192,43.557
ENSGGOG00000024036,ENSG00000169474,51.6667
ENSGGOG00000023674,ENSG00000018699,50.3086
ENSGGOG00000005307,ENSG00000196578,47.8168
ENSGGOG00000021984,ENSG00000168542,48.1818
ENSGGOG00000028477,ENSG00000263040,49.0683
ENSGGOG00000010632,ENSG00000163221,47.8528
ENSGGOG00000014094,ENSG00000154175,48.9796
ENSGGOG00000008903,ENSG00000136536,48.8144
ENSGGOG00000013363,ENSG00000231192,48.5507
ENSGGOG00000026337,ENSG00000156931,51.2077
ENSGGOG00000013687,ENSG00000172531,46.798
ENSGGOG00000014663,ENSG00000260789,48.0294
ENSGGOG00000026428,ENSG00000263040,48.5417
ENSGGOG00000022397,ENSG00000264886,49.2754
ENSGGOG00000000631,ENSG00000173237,49.5166
ENSGGOG00000024328,ENSG00000104825,48.7562
ENSGGOG00000021937,ENSG00000170035,48.9603
ENSGGOG00000007978,ENSG00000196578,46.8584
ENSGGOG00000022824,ENSG00000138068,60
ENSGGOG00000024427,ENSG00000144278,48.5618
ENSGGOG00000024427,ENSG00000187238,47.541
ENSGGOG00000022741,ENSG00000156931,51.4768
ENSGGOG00000027533,ENSG00000187238,46.8137
ENSGGOG00000027668,ENSG00000218739,49.2138
ENSGGOG00000008829,ENSG00000143556,47.8049
ENSGGOG00000001644,ENSG00000143390,48.2655
ENSGGOG00000025729,ENSG00000115841,48.5549
ENSGGOG00000025034,ENSG00000226894,50
ENSGGOG00000006391,ENSG00000172155,48.337
ENSGGOG00000000892,ENSG00000196578,47.1778
ENSGGOG00000023932,ENSG00000260119,50
ENSGGOG00000004859,ENSG00000163209,48.5955
ENSGGOG00000024910,ENSG00000177990,49.3961
ENSGGOG00000006847,ENSG00000261577,48.8824
ENSGGOG00000028036,ENSG00000260873,48.2906
ENSGGOG00000007745,ENSG00000261297,47.2699
ENSGGOG00000024748,ENSG00000260376,46.4469
ENSGGOG00000004355,ENSG00000138449,50.211
ENSGGOG00000010314,ENSG00000168542,49.4737
ENSGGOG00000013878,ENSG00000262972,47.1675
ENSGGOG00000028615,ENSG00000169474,49.7396
ENSGGOG00000027642,ENSG00000258865,46.6667
ENSGGOG00000022101,ENSG00000260199,48.3804
ENSGGOG00000009145,ENSG00000230178,45.9357
ENSGGOG00000026002,ENSG00000263304,49.2209
ENSGGOG00000027088,ENSG00000228804,50.2778
ENSGGOG00000009641,ENSG00000257921,48.3092
ENSGGOG00000025909,ENSG00000187238,45.0292
ENSGGOG00000026836,ENSG00000151687,48.5954
ENSGGOG00000022478,ENSG00000169469,49.2063
ENSGGOG00000023036,ENSG00000260313,48.4603
ENSGGOG00000026607,ENSG00000138068,51.2821
ENSGGOG00000023280,ENSG00000169469,48.1481
ENSGGOG00000024389,ENSG00000260178,49.1166
ENSGGOG00000023206,ENSG00000175182,48.6555
ENSGGOG00000007931,ENSG00000260383,48.67
ENSGGOG00000006011,ENSG00000263079,48.4076
ENSGGOG00000027630,ENSG00000235156,49.631
ENSGGOG00000028434,ENSG00000136527,49.8471
ENSGGOG00000023401,ENSG00000163918,48.9346
ENSGGOG00000024476,ENSG00000143442,49.7876
ENSGGOG00000015763,ENSG00000260178,48.3728
ENSGGOG00000023705,ENSG00000197938,41.6935
ENSGGOG00000027203,ENSG00000188010,48.5535
ENSGGOG00000026326,ENSG00000064933,49.6183
ENSGGOG00000024107,ENSG00000257339,46.1887
ENSGGOG00000026301,ENSG00000178796,50.641
ENSGGOG00000011253,ENSG00000136541,49.0634
ENSGGOG00000027673,ENSG00000235156,49.1892
ENSGGOG00000022186,ENSG00000138068,51.3514
ENSGGOG00000005091,ENSG00000259991,43.5873
ENSGGOG00000027439,ENSG00000143412,49.4708
ENSGGOG00000007934,ENSG00000255738,48.5417
ENSGGOG00000008129,ENSG00000261230,48.1481
ENSGGOG00000005923,ENSG00000261042,47.0546
ENSGGOG00000026119,ENSG00000184220,48.916
ENSGGOG00000026119,ENSG00000182389,49.3379
ENSGGOG00000016198,ENSG00000261042,46.8588
ENSGGOG00000001025,ENSG00000135407,48.1481
ENSGGOG00000012860,ENSG00000261755,47.9856
ENSGGOG00000023985,ENSG00000261539,48.5133
ENSGGOG00000002970,ENSG00000168542,49.505
ENSGGOG00000022284,ENSG00000119787,48.6856
ENSGGOG00000016996,ENSG00000064933,48.599
ENSGGOG00000026988,ENSG00000138068,49.2063
ENSGGOG00000025333,ENSG00000172155,46.748
ENSGGOG00000026696,ENSG00000115271,48.7867
ENSGGOG00000023178,ENSG00000187238,49.6063
ENSGGOG00000025315,ENSG00000262666,47.9381
ENSGGOG00000014370,ENSG00000261933,50
ENSGGOG00000000021,ENSG00000260119,50.3704
ENSGGOG00000022191,ENSG00000138068,51.5152
ENSGGOG00000027346,ENSG00000064225,48.7619
ENSGGOG00000006280,ENSG00000257436,47.8697
ENSGGOG00000028328,ENSG00000169469,46.8085
ENSGGOG00000005564,ENSG00000136541,47.91
ENSGGOG00000005564,ENSG00000064933,47.3783
ENSGGOG00000022306,ENSG00000163002,50.2564
ENSGGOG00000015560,ENSG00000156931,50.6494
ENSGGOG00000022979,ENSG00000259991,42.5309
ENSGGOG00000027699,ENSG00000090539,46.9945
ENSGGOG00000013986,ENSG00000163209,48.0702
ENSGGOG00000010879,ENSG00000175182,46.8954
ENSGGOG00000024004,ENSG00000163216,48.7006
ENSGGOG00000025544,ENSG00000261042,49.3808
ENSGGOG00000024012,ENSG00000185962,48.5714
ENSGGOG00000025499,ENSG00000163216,48.7006
ENSGGOG00000007410,ENSG00000257436,48.1752
ENSGGOG00000025078,ENSG00000138449,50.4505
ENSGGOG00000003070,ENSG00000143889,48.971
ENSGGOG00000006778,ENSG00000196578,44.196
ENSGGOG00000024535,ENSG00000206536,46.603
ENSGGOG00000023691,ENSG00000261539,47.201
ENSGGOG00000012730,ENSG00000231192,44.196
ENSGGOG00000023355,ENSG00000187238,49.635
ENSGGOG00000027715,ENSG00000261383,41.9355
ENSGGOG00000022738,ENSG00000240386,48.4848
ENSGGOG00000025565,ENSG00000187238,46.3768
ENSGGOG00000023211,ENSG00000262972,48.655
ENSGGOG00000021980,ENSG00000136527,49.6732
ENSGGOG00000025061,ENSG00000136527,50
ENSGGOG00000027494,ENSG00000261539,47.2542
ENSGGOG00000025519,ENSG00000197938,47.5083
ENSGGOG00000010502,ENSG00000196578,44.3024
ENSGGOG00000006919,ENSG00000163209,47.5214
ENSGGOG00000014837,ENSG00000260716,48.516
ENSGGOG00000024466,ENSG00000115841,49.9691
ENSGGOG00000021950,ENSG00000255738,47.2868
ENSGGOG00000025802,ENSG00000196578,45.5914
ENSGGOG00000022374,ENSG00000163898,50
ENSGGOG00000022092,ENSG00000196154,49.4017
ENSGGOG00000011805,ENSG00000064933,49.4949
ENSGGOG00000025306,ENSG00000156931,53.125
ENSGGOG00000023220,ENSG00000233412,43.9443
ENSGGOG00000021960,ENSG00000226894,50.1235
ENSGGOG00000021941,ENSG00000156931,53.125
ENSGGOG00000022153,ENSG00000173933,49.0175
ENSGGOG00000027204,ENSG00000196578,43.6559
ENSGGOG00000022746,ENSG00000168542,51.1111
ENSGGOG00000024666,ENSG00000144278,48.7755
ENSGGOG00000026776,ENSG00000260383,49.484
ENSGGOG00000022724,ENSG00000169469,42.9224
ENSGGOG00000002520,ENSG00000260119,49.8127
ENSGGOG00000004973,ENSG00000143418,48.9177
ENSGGOG00000028587,ENSG00000231192,46.6454
ENSGGOG00000004548,ENSG00000169474,46.4387
ENSGGOG00000006205,ENSG00000173933,48.3617
ENSGGOG00000010812,ENSG00000203782,47.2505
ENSGGOG00000024658,ENSG00000064989,48.545
ENSGGOG00000010225,ENSG00000104825,48.3701
ENSGGOG00000004545,ENSG00000203782,43.0143
ENSGGOG00000022860,ENSG00000260873,51.5152
ENSGGOG00000000518,ENSG00000196578,43.8765
ENSGGOG00000024643,ENSG00000233412,43.0074
ENSGGOG00000009528,ENSG00000173227,47.2624
ENSGGOG00000024511,ENSG00000154175,48.8636
ENSGGOG00000003704,ENSG00000186226,45.098
ENSGGOG00000027920,ENSG00000143409,48.9261
ENSGGOG00000011768,ENSG00000261577,49.0741
ENSGGOG00000025434,ENSG00000145012,47.6483
ENSGGOG00000007457,ENSG00000260320,48.7267
ENSGGOG00000026665,ENSG00000226894,50.6775
ENSGGOG00000022772,ENSG00000261417,47.8927
ENSGGOG00000002162,ENSG00000185962,45.7576
ENSGGOG00000008076,ENSG00000261417,47.8927
ENSGGOG00000026995,ENSG00000138449,49.3333
ENSGGOG00000027361,ENSG00000261042,48.7719
ENSGGOG00000028250,ENSG00000138068,49.1039
ENSGGOG00000007180,ENSG00000226894,47.343
ENSGGOG00000024305,ENSG00000138068,54.6667
ENSGGOG00000011166,ENSG00000138068,53.8889
ENSGGOG00000007494,ENSG00000159445,49.009
ENSGGOG00000025125,ENSG00000156931,52.5114
ENSGGOG00000023034,ENSG00000263040,49.8851
ENSGGOG00000022745,ENSG00000003509,49.1604
ENSGGOG00000026638,ENSG00000143442,52.451
ENSGGOG00000022322,ENSG00000264886,48.4472
ENSGGOG00000014163,ENSG00000261042,47.7143
ENSGGOG00000023554,ENSG00000262606,49.1363
ENSGGOG00000027877,ENSG00000138068,56.5217
ENSGGOG00000022246,ENSG00000156931,51.2077
ENSGGOG00000027695,ENSG00000185962,47.8395
ENSGGOG00000013644,ENSG00000263079,47.3251
ENSGGOG00000014404,ENSG00000138068,61.3636
ENSGGOG00000025789,ENSG00000173621,48.8733
ENSGGOG00000022008,ENSG00000231145,54.1667
ENSGGOG00000025267,ENSG00000263079,48.3539
ENSGGOG00000026980,ENSG00000154175,47
ENSGGOG00000024285,ENSG00000185962,49.635
ENSGGOG00000027842,ENSG00000143379,48.6188
ENSGGOG00000015668,ENSG00000261042,47.7002
ENSGGOG00000001808,ENSG00000260717,48.6726
ENSGGOG00000025118,ENSG00000263040,49.7835
ENSGGOG00000025513,ENSG00000260873,49.0446
ENSGGOG00000028277,ENSG00000172531,47.1429
ENSGGOG00000028422,ENSG00000143390,48.3761
ENSGGOG00000001406,ENSG00000185962,48.5149
ENSGGOG00000000497,ENSG00000259991,46.6667
ENSGGOG00000022666,ENSG00000182389,47.813
ENSGGOG00000027546,ENSG00000188015,48.3364
ENSGGOG00000025336,ENSG00000143442,51.1905
ENSGGOG00000028558,ENSG00000187238,45.7227
ENSGGOG00000014253,ENSG00000261577,47.4021
ENSGGOG00000000681,ENSG00000163898,50.5263
ENSGGOG00000016153,ENSG00000187238,49.7436
ENSGGOG00000024086,ENSG00000138068,50.3546
ENSGGOG00000023794,ENSG00000163157,47.8632
ENSGGOG00000026635,ENSG00000233412,43.8765
ENSGGOG00000025346,ENSG00000080822,49.1228
ENSGGOG00000009956,ENSG00000185962,47.3856
ENSGGOG00000006514,ENSG00000231192,46.8783
ENSGGOG00000013018,ENSG00000260155,46.7742
ENSGGOG00000005412,ENSG00000163882,49.4804
ENSGGOG00000005412,ENSG00000169474,49.0868
ENSGGOG00000026910,ENSG00000263290,50.1258
ENSGGOG00000003668,ENSG00000259991,42.6386
ENSGGOG00000022485,ENSG00000175505,47.7778
ENSGGOG00000005784,ENSG00000138449,48.4211
ENSGGOG00000023893,ENSG00000077232,48.7003
ENSGGOG00000028350,ENSG00000187238,45.1515
ENSGGOG00000014569,ENSG00000261577,47.4783
ENSGGOG00000026592,ENSG00000196805,48.0315
ENSGGOG00000003154,ENSG00000154175,49
ENSGGOG00000028291,ENSG00000263249,47.619
ENSGGOG00000022031,ENSG00000196578,48.251
ENSGGOG00000023035,ENSG00000255738,48.855
ENSGGOG00000014406,ENSG00000261539,45.9362
ENSGGOG00000014406,ENSG00000261539,46.7153
ENSGGOG00000006911,ENSG00000231192,43.7634
ENSGGOG00000027852,ENSG00000197938,48.1132
ENSGGOG00000023804,ENSG00000175482,48.1481
ENSGGOG00000008579,ENSG00000261323,45.3266
ENSGGOG00000013440,ENSG00000230178,46.1952
ENSGGOG00000008958,ENSG00000261155,48.087
ENSGGOG00000026559,ENSG00000185962,50.9158
ENSGGOG00000014514,ENSG00000230178,46.3908
ENSGGOG00000002469,ENSG00000260873,49.0868
ENSGGOG00000005409,ENSG00000172830,48.11
ENSGGOG00000027148,ENSG00000156931,53.5519
ENSGGOG00000026645,ENSG00000197938,47.3461
ENSGGOG00000027081,ENSG00000206536,43.2804
ENSGGOG00000024582,ENSG00000257814,49.1954
ENSGGOG00000013989,ENSG00000197938,48.251
ENSGGOG00000024500,ENSG00000143379,48.3405
ENSGGOG00000027690,ENSG00000262134,48.3871
ENSGGOG00000028425,ENSG00000261258,47.3251
ENSGGOG00000003079,ENSG00000143365,48.8065
ENSGGOG00000003079,ENSG00000143416,48.5586
ENSGGOG00000024875,ENSG00000197938,43.0688
ENSGGOG00000024975,ENSG00000230178,47.23
ENSGGOG00000028542,ENSG00000168542,48.318
ENSGGOG00000027571,ENSG00000187238,49.6
ENSGGOG00000004206,ENSG00000163157,48.7277
ENSGGOG00000015406,ENSG00000260164,48.8
ENSGGOG00000010518,ENSG00000196578,44.617
ENSGGOG00000010094,ENSG00000231192,47.619
ENSGGOG00000023930,ENSG00000261686,43.5368
ENSGGOG00000026188,ENSG00000196578,47.1014
ENSGGOG00000000006,ENSG00000262770,48.4087
ENSGGOG00000026669,ENSG00000231145,72.2222
ENSGGOG00000025594,ENSG00000138068,49.0637
ENSGGOG00000025535,ENSG00000261125,50
ENSGGOG00000028008,ENSG00000231145,54.1667
ENSGGOG00000023899,ENSG00000115841,49.593
ENSGGOG00000001522,ENSG00000136527,49.3225
ENSGGOG00000009018,ENSG00000138449,48.7705
ENSGGOG00000016685,ENSG00000055332,48.4234
ENSGGOG00000024097,ENSG00000260283,48.0315
ENSGGOG00000011276,ENSG00000214694,48.1481
ENSGGOG00000027343,ENSG00000138449,48.3483
ENSGGOG00000025478,ENSG00000187238,50
ENSGGOG00000015599,ENSG00000173715,48.5779
ENSGGOG00000028346,ENSG00000197938,44.3396
ENSGGOG00000022969,ENSG00000136541,48.2287
ENSGGOG00000026029,ENSG00000136527,49.505
ENSGGOG00000002638,ENSG00000257436,48.4018
ENSGGOG00000002638,ENSG00000261297,47.7204
ENSGGOG00000026525,ENSG00000260873,49.8442
ENSGGOG00000009648,ENSG00000143376,49.2298
ENSGGOG00000024951,ENSG00000105865,49.0184
ENSGGOG00000027115,ENSG00000143418,50.4348
ENSGGOG00000009913,ENSG00000143442,49.5698
ENSGGOG00000026967,ENSG00000113966,48.9717
ENSGGOG00000013430,ENSG00000263079,48.4685
ENSGGOG00000012231,ENSG00000263079,47.7642
ENSGGOG00000023969,ENSG00000177990,48.103
ENSGGOG00000022789,ENSG00000174325,48.0488
ENSGGOG00000025200,ENSG00000196578,44.9511
ENSGGOG00000028225,ENSG00000138068,50
ENSGGOG00000023904,ENSG00000163216,48.1294
ENSGGOG00000012517,ENSG00000261149,48.4351
ENSGGOG00000015821,ENSG00000206536,42.4069
ENSGGOG00000000889,ENSG00000115170,48.3113
ENSGGOG00000000889,ENSG00000175463,49.013
ENSGGOG00000014141,ENSG00000144810,49.0352
ENSGGOG00000025927,ENSG00000091129,48.4463
ENSGGOG00000027411,ENSG00000261539,46.595
ENSGGOG00000026577,ENSG00000173621,47.6528
ENSGGOG00000012346,ENSG00000260789,47.6946
ENSGGOG00000025580,ENSG00000260119,50.9158
ENSGGOG00000021949,ENSG00000115415,50.1425
ENSGGOG00000022804,ENSG00000156931,48.1013
ENSGGOG00000009780,ENSG00000262578,35.7363
ENSGGOG00000024722,ENSG00000143416,48.5057
ENSGGOG00000022900,ENSG00000187238,48.3483
ENSGGOG00000024936,ENSG00000233412,43.5721
ENSGGOG00000027737,ENSG00000173020,47.696
ENSGGOG00000028389,ENSG00000175182,48.7666
ENSGGOG00000022491,ENSG00000187238,50
ENSGGOG00000023369,ENSG00000175182,47.5591
ENSGGOG00000026367,ENSG00000257436,47.2868
ENSGGOG00000025363,ENSG00000115816,49.3789
ENSGGOG00000002110,ENSG00000154175,47.9938
ENSGGOG00000011755,ENSG00000173898,47.426
ENSGGOG00000011755,ENSG00000173898,46.9974
ENSGGOG00000011755,ENSG00000260383,46.8702
ENSGGOG00000028290,ENSG00000213953,59.4595
ENSGGOG00000025516,ENSG00000138449,51.5504
ENSGGOG00000027405,ENSG00000138068,51.1364
ENSGGOG00000022014,ENSG00000261125,50.3546
ENSGGOG00000022783,ENSG00000138068,52.1739
ENSGGOG00000002620,ENSG00000196578,43.4911
ENSGGOG00000027130,ENSG00000168497,49.5965
ENSGGOG00000001194,ENSG00000260789,47.3934
ENSGGOG00000026718,ENSG00000248643,49.2021
ENSGGOG00000026190,ENSG00000187238,49.2625
ENSGGOG00000007391,ENSG00000166148,48.104
ENSGGOG00000013741,ENSG00000263079,47.3251
ENSGGOG00000023689,ENSG00000008869,49.0421
ENSGGOG00000014185,ENSG00000154175,50.1475
ENSGGOG00000028518,ENSG00000138068,50.3268
ENSGGOG00000023316,ENSG00000154175,48.9484
ENSGGOG00000027814,ENSG00000123427,49.794
ENSGGOG00000006852,ENSG00000196950,49.2302
ENSGGOG00000022517,ENSG00000175182,47.82
ENSGGOG00000023208,ENSG00000154175,52.4345
ENSGGOG00000012303,ENSG00000080819,48.5863
ENSGGOG00000009215,ENSG00000163209,47.7778
ENSGGOG00000028154,ENSG00000135655,49.6681
ENSGGOG00000026143,ENSG00000228804,49.6
ENSGGOG00000026263,ENSG00000257814,49.2647
ENSGGOG00000022261,ENSG00000105835,50.1475
ENSGGOG00000023915,ENSG00000224420,48.3696
ENSGGOG00000024310,ENSG00000238035,48.5754
ENSGGOG00000026504,ENSG00000138068,50
ENSGGOG00000026826,ENSG00000138068,57.9365
ENSGGOG00000027109,ENSG00000260119,48.11
ENSGGOG00000028402,ENSG00000153250,48.6038
ENSGGOG00000023053,ENSG00000174547,48.9691
ENSGGOG00000009931,ENSG00000175182,47.9365
ENSGGOG00000026459,ENSG00000257436,49.5074
ENSGGOG00000025412,ENSG00000228253,49.6454
ENSGGOG00000010485,ENSG00000260736,49.1363
ENSGGOG00000026154,ENSG00000260717,48.8411
ENSGGOG00000001435,ENSG00000186844,49.3392
ENSGGOG00000026871,ENSG00000172932,47.3611
ENSGGOG00000003587,ENSG00000175463,46.875
ENSGGOG00000001438,ENSG00000239306,48.4185
ENSGGOG00000027703,ENSG00000213953,60.5263
ENSGGOG00000027936,ENSG00000143367,48.6789
ENSGGOG00000023634,ENSG00000168542,49.6667
ENSGGOG00000022082,ENSG00000115170,49.1422
ENSGGOG00000011940,ENSG00000169474,48.4728
ENSGGOG00000001439,ENSG00000187238,48.6005
ENSGGOG00000013846,ENSG00000259662,46.6667
ENSGGOG00000012736,ENSG00000173237,49.0463
ENSGGOG00000009671,ENSG00000262942,38.4914
ENSGGOG00000001440,ENSG00000239306,49.6536
ENSGGOG00000027446,ENSG00000187238,49.8783
ENSGGOG00000027300,ENSG00000138068,51.5723
ENSGGOG00000024646,ENSG00000138068,50.4386
ENSGGOG00000025666,ENSG00000257370,29.4766
ENSGGOG00000007417,ENSG00000263255,48.6562
ENSGGOG00000000128,ENSG00000197938,48.4685
ENSGGOG00000009129,ENSG00000156931,49.0991
ENSGGOG00000027977,ENSG00000262739,48.1481
ENSGGOG00000007804,ENSG00000123636,48.4992
ENSGGOG00000010601,ENSG00000159409,47.541
ENSGGOG00000027854,ENSG00000143393,49.4777
ENSGGOG00000005953,ENSG00000260380,48.9818
ENSGGOG00000001891,ENSG00000262972,46.8165
ENSGGOG00000025718,ENSG00000163209,48.9945
ENSGGOG00000016625,ENSG00000138068,59.3496
ENSGGOG00000008319,ENSG00000260334,46.9534
ENSGGOG00000027918,ENSG00000138068,52.8986
ENSGGOG00000027349,ENSG00000260873,50.2874
ENSGGOG00000012718,ENSG00000144369,48.8066
ENSGGOG00000023739,ENSG00000263079,49.0637
ENSGGOG00000027881,ENSG00000258664,49.7685
ENSGGOG00000025567,ENSG00000233412,42.6282
ENSGGOG00000022351,ENSG00000150722,48.9569
ENSGGOG00000023364,ENSG00000138068,49.4949
ENSGGOG00000021979,ENSG00000260873,49.2355
ENSGGOG00000023445,ENSG00000156931,51.4706
ENSGGOG00000026100,ENSG00000138068,50.9524
ENSGGOG00000009254,ENSG00000259991,33.3648
ENSGGOG00000025055,ENSG00000163002,48.9073
ENSGGOG00000022460,ENSG00000260119,49.2593
ENSGGOG00000013200,ENSG00000135454,48.6669
ENSGGOG00000028092,ENSG00000260873,49.4253
ENSGGOG00000022630,ENSG00000231145,54.1667
ENSGGOG00000026570,ENSG00000169474,48.5981
ENSGGOG00000022961,ENSG00000259816,38.2748
ENSGGOG00000027887,ENSG00000230178,43.5244
ENSGGOG00000023903,ENSG00000170854,49.3438
ENSGGOG00000027789,ENSG00000196805,51.3889
ENSGGOG00000026059,ENSG00000230178,42.9032
ENSGGOG00000010087,ENSG00000182134,49.8927
ENSGGOG00000010087,ENSG00000143367,49.3634
ENSGGOG00000002064,ENSG00000260119,49.6528
ENSGGOG00000025113,ENSG00000151690,50.2931
ENSGGOG00000028378,ENSG00000228804,49.7175
ENSGGOG00000022779,ENSG00000231145,56.1404
ENSGGOG00000022650,ENSG00000232382,43.2532
ENSGGOG00000022972,ENSG00000258372,48.2389
ENSGGOG00000024113,ENSG00000118997,49.7126
ENSGGOG00000016620,ENSG00000261297,46.3224
ENSGGOG00000024957,ENSG00000163331,49.0476
ENSGGOG00000024899,ENSG00000260155,47.7733
ENSGGOG00000012493,ENSG00000264886,49.0991
ENSGGOG00000006954,ENSG00000156931,48.9362
ENSGGOG00000026846,ENSG00000262684,49.0116
ENSGGOG00000023032,ENSG00000212907,50
ENSGGOG00000005783,ENSG00000196098,43.9759
ENSGGOG00000015156,ENSG00000154165,50.2797
ENSGGOG00000024154,ENSG00000138449,49.5833
ENSGGOG00000024197,ENSG00000003509,48.5043
ENSGGOG00000027582,ENSG00000138449,55.2511
ENSGGOG00000022245,ENSG00000175505,47.6857
ENSGGOG00000024574,ENSG00000260873,49.0323
ENSGGOG00000026608,ENSG00000154175,49.3711
ENSGGOG00000028498,ENSG00000185962,47.4255
ENSGGOG00000001434,ENSG00000263079,48.8656
ENSGGOG00000022257,ENSG00000262249,48.7472
ENSGGOG00000015001,ENSG00000138068,58.9147
ENSGGOG00000027808,ENSG00000261577,47.3635
ENSGGOG00000023442,ENSG00000261155,47.8217
ENSGGOG00000024854,ENSG00000231145,60.8696
ENSGGOG00000023534,ENSG00000136527,50.9091
ENSGGOG00000023922,ENSG00000261323,45.5867
ENSGGOG00000016372,ENSG00000138068,53.4591
ENSGGOG00000015977,ENSG00000260873,50.5051
ENSGGOG00000025511,ENSG00000262969,48.1622
ENSGGOG00000024815,ENSG00000091140,48.2888
ENSGGOG00000025405,ENSG00000185962,49.0909
ENSGGOG00000025409,ENSG00000138068,50.9091
ENSGGOG00000027617,ENSG00000263079,46.8992
ENSGGOG00000025450,ENSG00000261323,1.55642
ENSGGOG00000010019,ENSG00000238035,46.3553
ENSGGOG00000025558,ENSG00000262103,48.7361
ENSGGOG00000023082,ENSG00000163898,51.4851
ENSGGOG00000024938,ENSG00000238035,48.6504
ENSGGOG00000026971,ENSG00000138068,60.9756
ENSGGOG00000013008,ENSG00000090539,49.2788
ENSGGOG00000001624,ENSG00000206536,43.75
ENSGGOG00000013543,ENSG00000197938,44.1208
ENSGGOG00000028521,ENSG00000255738,49.0196
ENSGGOG00000022845,ENSG00000262770,45.5261
ENSGGOG00000027184,ENSG00000187238,49.6
ENSGGOG00000022105,ENSG00000144810,48.7179
ENSGGOG00000014087,ENSG00000196578,42.9448
ENSGGOG00000014647,ENSG00000196578,43.501
ENSGGOG00000001383,ENSG00000260150,50.2154
ENSGGOG00000004063,ENSG00000138068,49.697
ENSGGOG00000006928,ENSG00000163207,49.469
ENSGGOG00000022613,ENSG00000231861,46.4865
ENSGGOG00000024895,ENSG00000197938,44.3425
ENSGGOG00000027474,ENSG00000143442,52.9412
ENSGGOG00000016558,ENSG00000262770,47.1442
ENSGGOG00000003716,ENSG00000049323,48.2906
ENSGGOG00000011432,ENSG00000196578,44.6921
ENSGGOG00000023972,ENSG00000261755,46.5527
ENSGGOG00000025650,ENSG00000138068,51.5152
ENSGGOG00000024415,ENSG00000206536,45.3988
ENSGGOG00000026448,ENSG00000187238,49.8688
ENSGGOG00000025085,ENSG00000231192,41.2698
ENSGGOG00000016656,ENSG00000253276,48.3559
ENSGGOG00000007577,ENSG00000231861,45.9044
ENSGGOG00000005768,ENSG00000261539,48.0122
ENSGGOG00000025573,ENSG00000263140,49.5088
ENSGGOG00000014232,ENSG00000135655,49.1453
ENSGGOG00000014232,ENSG00000135655,49.1398
ENSGGOG00000013447,ENSG00000257921,48.9209
ENSGGOG00000008834,ENSG00000231192,42.492
ENSGGOG00000022107,ENSG00000262972,48.6395
ENSGGOG00000024141,ENSG00000177990,49.4624
ENSGGOG00000007986,ENSG00000261383,44.2396
ENSGGOG00000008923,ENSG00000239306,49.5671
ENSGGOG00000026440,ENSG00000143536,48.1624
ENSGGOG00000026536,ENSG00000261297,47.8758
ENSGGOG00000016296,ENSG00000143452,48.861
ENSGGOG00000016296,ENSG00000196151,48.3761
ENSGGOG00000008892,ENSG00000261042,47.1505
ENSGGOG00000003441,ENSG00000262889,48.5893
ENSGGOG00000000067,ENSG00000163209,48.2955
ENSGGOG00000003081,ENSG00000138068,55.5556
ENSGGOG00000025880,ENSG00000138068,50
ENSGGOG00000008732,ENSG00000123427,47.955
ENSGGOG00000001100,ENSG00000182389,48.062
ENSGGOG00000007249,ENSG00000233412,42.7403
ENSGGOG00000015446,ENSG00000262889,46.1039
ENSGGOG00000012321,ENSG00000156931,51.4056
ENSGGOG00000024834,ENSG00000114354,49.4022
ENSGGOG00000015626,ENSG00000263310,48.9512
ENSGGOG00000024562,ENSG00000154175,49.5098
ENSGGOG00000027971,ENSG00000213953,61.9048
ENSGGOG00000022997,ENSG00000231145,62.037
ENSGGOG00000022668,ENSG00000138449,51.7094
ENSGGOG00000001870,ENSG00000261383,41.5771
ENSGGOG00000023254,ENSG00000213953,61.9048
ENSGGOG00000003008,ENSG00000175505,46.4774
ENSGGOG00000024054,ENSG00000261323,45.4167
ENSGGOG00000000360,ENSG00000262249,48.8796
ENSGGOG00000026674,ENSG00000143375,48.4169
ENSGGOG00000027128,ENSG00000138068,54.7619
ENSGGOG00000026094,ENSG00000197364,48.532
ENSGGOG00000005329,ENSG00000172531,48.4992
ENSGGOG00000003270,ENSG00000196578,46.9499
ENSGGOG00000023066,ENSG00000073803,49.5556
ENSGGOG00000023988,ENSG00000080822,49.7807
ENSGGOG00000007622,ENSG00000144366,49.3741
ENSGGOG00000005175,ENSG00000231861,44.5087
ENSGGOG00000027923,ENSG00000138381,47.8519
ENSGGOG00000011424,ENSG00000104825,47.8548
ENSGGOG00000002075,ENSG00000049323,47.1264
ENSGGOG00000023879,ENSG00000138381,47.8519
ENSGGOG00000004406,ENSG00000257679,49.244
