macaca_mulatta,gorilla_gorilla
ENSMMUG00000010620,ENSGGOG00000025860,47.8532
ENSMMUG00000010620,ENSGGOG00000002353,48.1823
ENSMMUG00000010620,ENSGGOG00000011619,48.0916
ENSMMUG00000010620,ENSGGOG00000023870,47.9554
ENSMMUG00000020557,ENSGGOG00000027785,48.1026
ENSMMUG00000023021,ENSGGOG00000027494,46.8718
ENSMMUG00000023021,ENSGGOG00000004545,46.6541
ENSMMUG00000023021,ENSGGOG00000006624,46.6178
ENSMMUG00000023021,ENSGGOG00000011619,48.5087
ENSMMUG00000023022,ENSGGOG00000011472,49.7462
ENSMMUG00000023024,ENSGGOG00000002206,46.8613
ENSMMUG00000023025,ENSGGOG00000008606,49.6917
ENSMMUG00000008618,ENSGGOG00000001091,48.7273
ENSMMUG00000008618,ENSGGOG00000001091,49.0866
ENSMMUG00000008618,ENSGGOG00000009450,49.3835
ENSMMUG00000008618,ENSGGOG00000005224,49.2602
ENSMMUG00000008622,ENSGGOG00000025998,46.8421
ENSMMUG00000008623,ENSGGOG00000014406,46.6003
ENSMMUG00000008624,ENSGGOG00000005680,47.6852
ENSMMUG00000008624,ENSGGOG00000006271,47.6411
ENSMMUG00000008624,ENSGGOG00000012296,47.5231
ENSMMUG00000008625,ENSGGOG00000025865,47.7184
ENSMMUG00000002333,ENSGGOG00000014627,48.4277
ENSMMUG00000002333,ENSGGOG00000015105,48.6137
ENSMMUG00000002333,ENSGGOG00000022427,48.249
ENSMMUG00000002333,ENSGGOG00000025346,48.8848
ENSMMUG00000002333,ENSGGOG00000021980,47.0085
ENSMMUG00000002333,ENSGGOG00000028434,47.4178
ENSMMUG00000002333,ENSGGOG00000023422,47.6404
ENSMMUG00000002333,ENSGGOG00000028434,47.1178
ENSMMUG00000002333,ENSGGOG00000021980,47.0085
ENSMMUG00000002333,ENSGGOG00000022771,47.8788
ENSMMUG00000017015,ENSGGOG00000026608,47.1264
ENSMMUG00000017015,ENSGGOG00000022860,47.4474
ENSMMUG00000007939,ENSGGOG00000024978,6.67373
ENSMMUG00000003082,ENSGGOG00000008048,48.6258
ENSMMUG00000001138,ENSGGOG00000028288,49.1968
ENSMMUG00000023056,ENSGGOG00000012775,49.4489
ENSMMUG00000023059,ENSGGOG00000000086,45.5399
ENSMMUG00000023060,ENSGGOG00000015749,48.9803
ENSMMUG00000023060,ENSGGOG00000015749,48.9738
ENSMMUG00000023060,ENSGGOG00000023316,48.6698
ENSMMUG00000014161,ENSGGOG00000002075,48.7089
ENSMMUG00000014161,ENSGGOG00000025412,48.048
ENSMMUG00000032460,ENSGGOG00000027924,48.1848
ENSMMUG00000032459,ENSGGOG00000025722,48.4517
ENSMMUG00000016492,ENSGGOG00000006754,49.0256
ENSMMUG00000000378,ENSGGOG00000004730,49.6558
ENSMMUG00000032458,ENSGGOG00000025386,38.1944
ENSMMUG00000032457,ENSGGOG00000023166,27.6543
ENSMMUG00000017358,ENSGGOG00000025174,48.308
ENSMMUG00000017359,ENSGGOG00000007804,25.7496
ENSMMUG00000014382,ENSGGOG00000025754,48.4685
ENSMMUG00000032456,ENSGGOG00000016464,46.8687
ENSMMUG00000014033,ENSGGOG00000008248,7.77552
ENSMMUG00000032455,ENSGGOG00000026153,46.6667
ENSMMUG00000032454,ENSGGOG00000027653,43.3134
ENSMMUG00000021120,ENSGGOG00000012003,47.6744
ENSMMUG00000021120,ENSGGOG00000015441,49.0004
ENSMMUG00000020202,ENSGGOG00000003636,48.4532
ENSMMUG00000020201,ENSGGOG00000028263,49.3639
ENSMMUG00000021850,ENSGGOG00000022382,48.1361
ENSMMUG00000012073,ENSGGOG00000027344,47.1545
ENSMMUG00000032452,ENSGGOG00000023110,49.0196
ENSMMUG00000009402,ENSGGOG00000028084,47.807
ENSMMUG00000032451,ENSGGOG00000023110,49.0196
ENSMMUG00000003251,ENSGGOG00000025346,46.7836
ENSMMUG00000003251,ENSGGOG00000023034,48.1328
ENSMMUG00000021851,ENSGGOG00000005470,48.2866
ENSMMUG00000002592,ENSGGOG00000010601,11.2293
ENSMMUG00000002593,ENSGGOG00000034992,49.4436
ENSMMUG00000020553,ENSGGOG00000004730,48.1745
ENSMMUG00000020553,ENSGGOG00000004730,48.207
ENSMMUG00000020553,ENSGGOG00000001478,48.4581
ENSMMUG00000020553,ENSGGOG00000004730,48.3183
ENSMMUG00000020555,ENSGGOG00000004730,48.6988
ENSMMUG00000020555,ENSGGOG00000005626,48.6733
ENSMMUG00000020555,ENSGGOG00000028522,49.1979
ENSMMUG00000020555,ENSGGOG00000027893,49.2806
ENSMMUG00000009293,ENSGGOG00000023870,48.3254
ENSMMUG00000009293,ENSGGOG00000006919,48.855
ENSMMUG00000009295,ENSGGOG00000026038,47.7193
ENSMMUG00000009296,ENSGGOG00000011472,47.4453
ENSMMUG00000009296,ENSGGOG00000016620,48.5577
ENSMMUG00000000473,ENSGGOG00000007560,49.0128
ENSMMUG00000006362,ENSGGOG00000011755,49.1477
ENSMMUG00000006362,ENSGGOG00000016587,49.5874
ENSMMUG00000000026,ENSGGOG00000027476,49.4444
ENSMMUG00000008751,ENSGGOG00000004414,47.2448
ENSMMUG00000008751,ENSGGOG00000004414,48.6658
ENSMMUG00000008751,ENSGGOG00000010587,49.0391
ENSMMUG00000008751,ENSGGOG00000003079,49.2031
ENSMMUG00000008760,ENSGGOG00000012303,49.56
ENSMMUG00000008760,ENSGGOG00000027699,45.9384
ENSMMUG00000005433,ENSGGOG00000012676,48.9618
ENSMMUG00000005433,ENSGGOG00000012676,48.8814
ENSMMUG00000012612,ENSGGOG00000014157,4.0721
ENSMMUG00000012613,ENSGGOG00000016587,48.4487
ENSMMUG00000008231,ENSGGOG00000014663,48.9474
ENSMMUG00000007339,ENSGGOG00000005746,46.7885
ENSMMUG00000007345,ENSGGOG00000014663,48.3701
ENSMMUG00000007345,ENSGGOG00000014663,48.2104
ENSMMUG00000007345,ENSGGOG00000016381,48.5256
ENSMMUG00000007345,ENSGGOG00000028613,48.093
ENSMMUG00000007345,ENSGGOG00000001828,47.9628
ENSMMUG00000007345,ENSGGOG00000028613,48.024
ENSMMUG00000007345,ENSGGOG00000015666,48.8012
ENSMMUG00000007345,ENSGGOG00000028613,47.7136
ENSMMUG00000008422,ENSGGOG00000024364,48.2714
ENSMMUG00000008422,ENSGGOG00000024364,48.3341
ENSMMUG00000008422,ENSGGOG00000022331,48.9788
ENSMMUG00000008422,ENSGGOG00000027003,49.0689
ENSMMUG00000008422,ENSGGOG00000024364,46.9208
ENSMMUG00000008422,ENSGGOG00000005746,48.4531
ENSMMUG00000008425,ENSGGOG00000006624,48.7985
ENSMMUG00000008425,ENSGGOG00000009018,48.8759
ENSMMUG00000008428,ENSGGOG00000016873,48.7792
ENSMMUG00000008429,ENSGGOG00000013205,39.7679
ENSMMUG00000008429,ENSGGOG00000013205,39.9788
ENSMMUG00000008429,ENSGGOG00000013205,39.0104
ENSMMUG00000032450,ENSGGOG00000028322,48.0249
ENSMMUG00000032450,ENSGGOG00000002970,49.0909
ENSMMUG00000002442,ENSGGOG00000022804,47.8856
ENSMMUG00000032449,ENSGGOG00000028322,48.8565
ENSMMUG00000032449,ENSGGOG00000002970,49.0909
ENSMMUG00000018052,ENSGGOG00000004355,47.8723
ENSMMUG00000010327,ENSGGOG00000004355,48.227
ENSMMUG00000019495,ENSGGOG00000014627,48.7896
ENSMMUG00000012204,ENSGGOG00000026326,49.0644
ENSMMUG00000012204,ENSGGOG00000022412,48.4211
ENSMMUG00000010324,ENSGGOG00000026147,47.4926
ENSMMUG00000005616,ENSGGOG00000025061,25.3012
ENSMMUG00000009505,ENSGGOG00000015732,47.9115
ENSMMUG00000032447,ENSGGOG00000022938,47.7707
ENSMMUG00000011534,ENSGGOG00000025273,9.2437
ENSMMUG00000032446,ENSGGOG00000016192,48.8818
ENSMMUG00000007989,ENSGGOG00000005564,49.8446
ENSMMUG00000017635,ENSGGOG00000008052,49.0667
ENSMMUG00000017635,ENSGGOG00000024389,48.511
ENSMMUG00000014678,ENSGGOG00000010518,48.4259
ENSMMUG00000032445,ENSGGOG00000022771,46.729
ENSMMUG00000012836,ENSGGOG00000014436,49.1416
ENSMMUG00000012391,ENSGGOG00000026036,48.9769
ENSMMUG00000018590,ENSGGOG00000002720,29.3436
ENSMMUG00000032444,ENSGGOG00000003936,48.3378
ENSMMUG00000016045,ENSGGOG00000005564,49.5079
ENSMMUG00000016045,ENSGGOG00000024550,46.8354
ENSMMUG00000016045,ENSGGOG00000022578,49.2851
ENSMMUG00000016045,ENSGGOG00000024550,47.0464
ENSMMUG00000016725,ENSGGOG00000009209,49.4259
ENSMMUG00000019432,ENSGGOG00000007620,48.5834
ENSMMUG00000004920,ENSGGOG00000014406,48.2906
ENSMMUG00000021489,ENSGGOG00000014663,15.7676
ENSMMUG00000007057,ENSGGOG00000002720,1.46667
ENSMMUG00000016233,ENSGGOG00000028419,48.1912
ENSMMUG00000018807,ENSGGOG00000027065,43.4959
ENSMMUG00000004309,ENSGGOG00000011998,49.1294
ENSMMUG00000032442,ENSGGOG00000000849,48.0222
ENSMMUG00000004274,ENSGGOG00000013205,49.3218
ENSMMUG00000004274,ENSGGOG00000013205,48.7522
ENSMMUG00000032441,ENSGGOG00000023904,16.7793
ENSMMUG00000032441,ENSGGOG00000023904,17.4061
ENSMMUG00000032440,ENSGGOG00000022539,48.0392
ENSMMUG00000007630,ENSGGOG00000023472,48
ENSMMUG00000006916,ENSGGOG00000008606,48.9416
ENSMMUG00000006916,ENSGGOG00000026860,49.7245
ENSMMUG00000012261,ENSGGOG00000006311,49.2698
ENSMMUG00000003922,ENSGGOG00000003136,48.914
ENSMMUG00000003922,ENSGGOG00000022441,48.9726
ENSMMUG00000015653,ENSGGOG00000028587,48.6392
ENSMMUG00000015653,ENSGGOG00000027744,47.0964
ENSMMUG00000032439,ENSGGOG00000027411,47.971
ENSMMUG00000032438,ENSGGOG00000012725,48.6542
ENSMMUG00000002750,ENSGGOG00000003136,48.5176
ENSMMUG00000002750,ENSGGOG00000004181,48.3575
ENSMMUG00000032437,ENSGGOG00000025346,48.4171
ENSMMUG00000002805,ENSGGOG00000003079,49.1516
ENSMMUG00000022638,ENSGGOG00000025174,48.2759
ENSMMUG00000015031,ENSGGOG00000022328,48.1714
ENSMMUG00000015031,ENSGGOG00000007261,48.125
ENSMMUG00000032435,ENSGGOG00000004617,49.1409
ENSMMUG00000013327,ENSGGOG00000006443,34.8343
ENSMMUG00000013327,ENSGGOG00000006443,36.2637
ENSMMUG00000013327,ENSGGOG00000006443,36.2573
ENSMMUG00000011437,ENSGGOG00000006276,49.0349
ENSMMUG00000010537,ENSGGOG00000028422,46.8468
ENSMMUG00000018366,ENSGGOG00000000614,49.1905
ENSMMUG00000016986,ENSGGOG00000024052,49.1486
ENSMMUG00000032434,ENSGGOG00000025954,8.20106
ENSMMUG00000015291,ENSGGOG00000009450,48.8829
ENSMMUG00000015291,ENSGGOG00000014572,49.0644
ENSMMUG00000032432,ENSGGOG00000005564,47.9675
ENSMMUG00000032431,ENSGGOG00000022804,48.5043
ENSMMUG00000020965,ENSGGOG00000008892,49.037
ENSMMUG00000005212,ENSGGOG00000024900,48.4674
ENSMMUG00000006416,ENSGGOG00000003008,48.5767
ENSMMUG00000017753,ENSGGOG00000015599,48.5544
ENSMMUG00000017753,ENSGGOG00000025613,46.3869
ENSMMUG00000017755,ENSGGOG00000007690,49.4659
ENSMMUG00000017757,ENSGGOG00000027867,46.0208
ENSMMUG00000013929,ENSGGOG00000024315,49.2242
ENSMMUG00000013929,ENSGGOG00000010076,48.738
ENSMMUG00000013930,ENSGGOG00000009949,50
ENSMMUG00000013931,ENSGGOG00000005680,49.1124
ENSMMUG00000013934,ENSGGOG00000015243,45.9927
ENSMMUG00000013935,ENSGGOG00000007378,48.0241
ENSMMUG00000013937,ENSGGOG00000027361,48.1146
ENSMMUG00000013938,ENSGGOG00000022923,48.8372
ENSMMUG00000013940,ENSGGOG00000013768,49.1554
ENSMMUG00000013943,ENSGGOG00000015717,48.8479
ENSMMUG00000013943,ENSGGOG00000016173,48.3937
ENSMMUG00000013948,ENSGGOG00000008892,48.7454
ENSMMUG00000013948,ENSGGOG00000003712,49.6825
ENSMMUG00000013948,ENSGGOG00000028419,48.7678
ENSMMUG00000003049,ENSGGOG00000034921,48.6886
ENSMMUG00000003049,ENSGGOG00000026860,48.3318
ENSMMUG00000003274,ENSGGOG00000012496,48.9038
ENSMMUG00000021906,ENSGGOG00000006703,48.1343
ENSMMUG00000021906,ENSGGOG00000008884,48.6388
ENSMMUG00000032429,ENSGGOG00000006271,48.947
ENSMMUG00000032429,ENSGGOG00000026151,47.4295
ENSMMUG00000032428,ENSGGOG00000025841,48.5507
ENSMMUG00000017795,ENSGGOG00000005680,49.2843
ENSMMUG00000017795,ENSGGOG00000027411,49.2868
ENSMMUG00000017795,ENSGGOG00000022771,49.1582
ENSMMUG00000017797,ENSGGOG00000015536,48.7293
ENSMMUG00000032427,ENSGGOG00000027133,47.2492
ENSMMUG00000032427,ENSGGOG00000025447,47.5452
ENSMMUG00000000667,ENSGGOG00000009450,49.3447
ENSMMUG00000000667,ENSGGOG00000009450,49.3452
ENSMMUG00000000667,ENSGGOG00000001478,48.9214
ENSMMUG00000020481,ENSGGOG00000027744,49.1105
ENSMMUG00000020481,ENSGGOG00000023453,49.1546
ENSMMUG00000020481,ENSGGOG00000010407,48.9275
ENSMMUG00000020479,ENSGGOG00000026038,48.502
ENSMMUG00000005663,ENSGGOG00000012676,49.4723
ENSMMUG00000005663,ENSGGOG00000007800,48.9232
ENSMMUG00000005663,ENSGGOG00000027203,48.6647
ENSMMUG00000010580,ENSGGOG00000014663,14.5455
ENSMMUG00000032425,ENSGGOG00000023227,49.6855
ENSMMUG00000015238,ENSGGOG00000015749,48.5131
ENSMMUG00000011469,ENSGGOG00000022136,48.931
ENSMMUG00000032424,ENSGGOG00000001083,47.5067
ENSMMUG00000017783,ENSGGOG00000009024,47.72
ENSMMUG00000014885,ENSGGOG00000001194,48.1991
ENSMMUG00000032423,ENSGGOG00000027171,48.4615
ENSMMUG00000021924,ENSGGOG00000016587,48.5498
ENSMMUG00000012956,ENSGGOG00000026274,49.4737
ENSMMUG00000012957,ENSGGOG00000022699,48.63
ENSMMUG00000003295,ENSGGOG00000022623,49.572
ENSMMUG00000003295,ENSGGOG00000006205,49.093
ENSMMUG00000003296,ENSGGOG00000004545,47.0935
ENSMMUG00000007592,ENSGGOG00000026119,49.2119
ENSMMUG00000007592,ENSGGOG00000001975,48.4277
ENSMMUG00000007592,ENSGGOG00000034932,48.7575
ENSMMUG00000007592,ENSGGOG00000007417,48.7817
ENSMMUG00000007592,ENSGGOG00000024931,48.1061
ENSMMUG00000007593,ENSGGOG00000001418,49.2647
ENSMMUG00000007593,ENSGGOG00000001418,49.1605
ENSMMUG00000032421,ENSGGOG00000024662,42.5287
ENSMMUG00000013415,ENSGGOG00000025009,47.6636
ENSMMUG00000013415,ENSGGOG00000028350,47.3958
ENSMMUG00000032420,ENSGGOG00000026812,2.66667
ENSMMUG00000009740,ENSGGOG00000025267,47.927
ENSMMUG00000004793,ENSGGOG00000005564,48.6681
ENSMMUG00000032419,ENSGGOG00000025412,47.1471
ENSMMUG00000013449,ENSGGOG00000022517,48.538
ENSMMUG00000023236,ENSGGOG00000026409,49.2798
ENSMMUG00000023236,ENSGGOG00000006837,49.5345
ENSMMUG00000013164,ENSGGOG00000026860,49.1643
ENSMMUG00000010418,ENSGGOG00000026428,48.0342
ENSMMUG00000013165,ENSGGOG00000016587,49.318
ENSMMUG00000009250,ENSGGOG00000026836,48.8047
ENSMMUG00000009249,ENSGGOG00000009780,48.2133
ENSMMUG00000032417,ENSGGOG00000026029,2.64026
ENSMMUG00000017660,ENSGGOG00000007942,48.0556
ENSMMUG00000011440,ENSGGOG00000012676,49.3556
ENSMMUG00000015619,ENSGGOG00000000360,48.5282
ENSMMUG00000015619,ENSGGOG00000000360,48.5714
ENSMMUG00000021204,ENSGGOG00000034932,48.5361
ENSMMUG00000021204,ENSGGOG00000034932,48.3797
ENSMMUG00000021206,ENSGGOG00000025576,48.1308
ENSMMUG00000021207,ENSGGOG00000022158,49.4666
ENSMMUG00000021207,ENSGGOG00000022790,48.7102
ENSMMUG00000009671,ENSGGOG00000026836,49.2338
ENSMMUG00000009671,ENSGGOG00000022789,48.831
ENSMMUG00000023635,ENSGGOG00000004206,31.7736
ENSMMUG00000019569,ENSGGOG00000005564,48.406
ENSMMUG00000007487,ENSGGOG00000007620,48.3439
ENSMMUG00000011744,ENSGGOG00000025532,48.5577
ENSMMUG00000022574,ENSGGOG00000015271,48.8803
ENSMMUG00000022574,ENSGGOG00000015271,48.7697
ENSMMUG00000022574,ENSGGOG00000026836,48.614
ENSMMUG00000022574,ENSGGOG00000026836,48.8482
ENSMMUG00000014407,ENSGGOG00000015683,48.8095
ENSMMUG00000015861,ENSGGOG00000025954,48.2838
ENSMMUG00000012871,ENSGGOG00000023785,48.7434
ENSMMUG00000012871,ENSGGOG00000012913,48.433
ENSMMUG00000012874,ENSGGOG00000026860,48.5714
ENSMMUG00000012874,ENSGGOG00000007800,48.672
ENSMMUG00000012875,ENSGGOG00000028407,49.635
ENSMMUG00000013387,ENSGGOG00000022257,49.0074
ENSMMUG00000016961,ENSGGOG00000014514,49.1547
ENSMMUG00000018633,ENSGGOG00000022673,49.0888
ENSMMUG00000032415,ENSGGOG00000024500,14.0496
ENSMMUG00000001788,ENSGGOG00000001326,48.3691
ENSMMUG00000003564,ENSGGOG00000008282,49.1185
ENSMMUG00000009102,ENSGGOG00000021937,49.1012
ENSMMUG00000009102,ENSGGOG00000013016,48.9495
ENSMMUG00000021298,ENSGGOG00000006202,48.59
ENSMMUG00000021298,ENSGGOG00000008196,48.6558
ENSMMUG00000010763,ENSGGOG00000005644,48.9281
ENSMMUG00000010763,ENSGGOG00000010545,49.0747
ENSMMUG00000010763,ENSGGOG00000022136,48.2295
ENSMMUG00000032410,ENSGGOG00000026310,48.3461
ENSMMUG00000032409,ENSGGOG00000023166,21.8978
ENSMMUG00000013970,ENSGGOG00000025580,47.5728
ENSMMUG00000001687,ENSGGOG00000007804,48.9655
ENSMMUG00000001689,ENSGGOG00000025646,48.3333
ENSMMUG00000032408,ENSGGOG00000008053,46.7991
ENSMMUG00000032407,ENSGGOG00000026093,49.0196
ENSMMUG00000000834,ENSGGOG00000026041,50.8772
ENSMMUG00000003112,ENSGGOG00000028066,37.6611
ENSMMUG00000032405,ENSGGOG00000005124,46.6667
ENSMMUG00000022081,ENSGGOG00000005564,48.2465
ENSMMUG00000022081,ENSGGOG00000005564,48.1232
ENSMMUG00000022081,ENSGGOG00000005564,47.2868
ENSMMUG00000020532,ENSGGOG00000010070,49.0381
ENSMMUG00000020536,ENSGGOG00000026860,48.1159
ENSMMUG00000016254,ENSGGOG00000025576,48.0974
ENSMMUG00000032403,ENSGGOG00000016735,48.5535
ENSMMUG00000004335,ENSGGOG00000026982,49.0649
ENSMMUG00000004335,ENSGGOG00000025341,48.2143
ENSMMUG00000004335,ENSGGOG00000015760,49.4424
ENSMMUG00000004336,ENSGGOG00000002250,48.4344
ENSMMUG00000004336,ENSGGOG00000001828,48.1825
ENSMMUG00000007887,ENSGGOG00000023303,48.3831
ENSMMUG00000013603,ENSGGOG00000026860,46.8566
ENSMMUG00000013604,ENSGGOG00000016654,48.0144
ENSMMUG00000013604,ENSGGOG00000015683,48.8095
ENSMMUG00000021188,ENSGGOG00000012725,48.773
ENSMMUG00000016776,ENSGGOG00000026860,47.9659
ENSMMUG00000008534,ENSGGOG00000002075,49.1639
ENSMMUG00000016777,ENSGGOG00000004058,46.5998
ENSMMUG00000016777,ENSGGOG00000004058,46.2678
ENSMMUG00000019383,ENSGGOG00000016685,48.675
ENSMMUG00000019383,ENSGGOG00000022961,48.5068
ENSMMUG00000032401,ENSGGOG00000028288,49.1718
ENSMMUG00000007312,ENSGGOG00000026990,10.0414
ENSMMUG00000009258,ENSGGOG00000022738,49.6036
ENSMMUG00000032400,ENSGGOG00000027924,47.6684
ENSMMUG00000011562,ENSGGOG00000007622,25.9356
ENSMMUG00000012777,ENSGGOG00000012686,49.3038
ENSMMUG00000012777,ENSGGOG00000008718,48.9816
ENSMMUG00000012777,ENSGGOG00000014989,48.4819
ENSMMUG00000019594,ENSGGOG00000022745,48.7585
ENSMMUG00000014259,ENSGGOG00000027005,48.5138
ENSMMUG00000014062,ENSGGOG00000027262,48.2906
ENSMMUG00000012702,ENSGGOG00000022789,48.9542
ENSMMUG00000000379,ENSGGOG00000007804,47.234
ENSMMUG00000000126,ENSGGOG00000014406,47.2614
ENSMMUG00000014127,ENSGGOG00000008319,49.7717
ENSMMUG00000022399,ENSGGOG00000008196,48.5589
ENSMMUG00000032399,ENSGGOG00000015977,46.5054
ENSMMUG00000032398,ENSGGOG00000028067,47.8395
ENSMMUG00000020862,ENSGGOG00000022699,49.2236
ENSMMUG00000020862,ENSGGOG00000022699,48.874
ENSMMUG00000020862,ENSGGOG00000022699,49.064
ENSMMUG00000004096,ENSGGOG00000026143,48.6022
ENSMMUG00000000448,ENSGGOG00000007207,49.2135
ENSMMUG00000011078,ENSGGOG00000005746,48.7901
ENSMMUG00000011078,ENSGGOG00000005626,48.5178
ENSMMUG00000008212,ENSGGOG00000025217,49.464
ENSMMUG00000008209,ENSGGOG00000013841,43.4959
ENSMMUG00000008210,ENSGGOG00000001305,48.172
ENSMMUG00000008211,ENSGGOG00000024666,49.1441
ENSMMUG00000008211,ENSGGOG00000024666,49.2673
ENSMMUG00000008211,ENSGGOG00000005954,48.7952
ENSMMUG00000003362,ENSGGOG00000024994,5.10708
ENSMMUG00000013008,ENSGGOG00000027137,48.8477
ENSMMUG00000004178,ENSGGOG00000022673,49.4412
ENSMMUG00000004178,ENSGGOG00000022673,49.4226
ENSMMUG00000004178,ENSGGOG00000000497,49.2872
ENSMMUG00000018570,ENSGGOG00000015749,48.9919
ENSMMUG00000019971,ENSGGOG00000007560,48.9933
ENSMMUG00000010394,ENSGGOG00000010577,48.8679
ENSMMUG00000010394,ENSGGOG00000016654,48.6652
ENSMMUG00000010394,ENSGGOG00000022279,48.5207
ENSMMUG00000010394,ENSGGOG00000028469,48.4848
ENSMMUG00000007601,ENSGGOG00000027844,48.2957
ENSMMUG00000032397,ENSGGOG00000011166,45.7778
ENSMMUG00000014829,ENSGGOG00000005433,47.957
ENSMMUG00000021579,ENSGGOG00000001418,48.8409
ENSMMUG00000021579,ENSGGOG00000012110,50.0817
ENSMMUG00000021581,ENSGGOG00000005673,49.1833
ENSMMUG00000021581,ENSGGOG00000016685,49.1885
ENSMMUG00000021581,ENSGGOG00000005769,49.0718
ENSMMUG00000021581,ENSGGOG00000007030,48.1458
ENSMMUG00000006919,ENSGGOG00000000641,25.3333
ENSMMUG00000019572,ENSGGOG00000012299,48.6667
ENSMMUG00000019573,ENSGGOG00000026860,48.8361
ENSMMUG00000019573,ENSGGOG00000022789,48.6962
ENSMMUG00000019573,ENSGGOG00000006566,48.519
ENSMMUG00000019573,ENSGGOG00000006919,48.8263
ENSMMUG00000019573,ENSGGOG00000022189,49.0099
ENSMMUG00000019573,ENSGGOG00000025511,48.47
ENSMMUG00000019573,ENSGGOG00000023298,49.1143
ENSMMUG00000019573,ENSGGOG00000028529,47.8088
ENSMMUG00000019573,ENSGGOG00000028067,47.2419
ENSMMUG00000019573,ENSGGOG00000024465,45.7983
ENSMMUG00000019576,ENSGGOG00000022539,16.3934
ENSMMUG00000019577,ENSGGOG00000026794,48.7102
ENSMMUG00000019580,ENSGGOG00000016192,48.5689
ENSMMUG00000032395,ENSGGOG00000006017,47.541
ENSMMUG00000023606,ENSGGOG00000023870,48.3841
ENSMMUG00000023604,ENSGGOG00000005954,49.038
ENSMMUG00000010595,ENSGGOG00000025841,49.3761
ENSMMUG00000032394,ENSGGOG00000007560,49.2802
ENSMMUG00000015655,ENSGGOG00000013016,49.2908
ENSMMUG00000015656,ENSGGOG00000013279,49.0896
ENSMMUG00000015656,ENSGGOG00000025400,49.4936
ENSMMUG00000002151,ENSGGOG00000005564,48.2566
ENSMMUG00000018770,ENSGGOG00000014232,49.635
ENSMMUG00000032393,ENSGGOG00000007101,49.1557
ENSMMUG00000018769,ENSGGOG00000007101,45.5112
ENSMMUG00000032392,ENSGGOG00000023965,48.366
ENSMMUG00000032391,ENSGGOG00000007690,48.9245
ENSMMUG00000032391,ENSGGOG00000016654,49.1906
ENSMMUG00000032391,ENSGGOG00000027923,49.2325
ENSMMUG00000032390,ENSGGOG00000001808,48.3568
ENSMMUG00000032389,ENSGGOG00000023965,48.2026
ENSMMUG00000000497,ENSGGOG00000024994,46.9484
ENSMMUG00000005289,ENSGGOG00000028419,49.6235
ENSMMUG00000005290,ENSGGOG00000024666,49.7375
ENSMMUG00000005291,ENSGGOG00000013279,48.826
ENSMMUG00000005291,ENSGGOG00000025378,49.1502
ENSMMUG00000009970,ENSGGOG00000012303,49.2537
ENSMMUG00000003419,ENSGGOG00000013768,49.2601
ENSMMUG00000003419,ENSGGOG00000022961,49.3496
ENSMMUG00000032388,ENSGGOG00000004029,49.0798
ENSMMUG00000032387,ENSGGOG00000001100,11.7829
ENSMMUG00000011623,ENSGGOG00000026664,3.02144
ENSMMUG00000002173,ENSGGOG00000007560,49.2366
ENSMMUG00000020724,ENSGGOG00000022969,48.457
ENSMMUG00000020724,ENSGGOG00000016873,49.2444
ENSMMUG00000032385,ENSGGOG00000002110,48.5095
ENSMMUG00000004150,ENSGGOG00000026274,49.3837
ENSMMUG00000004152,ENSGGOG00000011678,49.9118
ENSMMUG00000004152,ENSGGOG00000003266,49.8339
ENSMMUG00000004152,ENSGGOG00000026638,47.2973
ENSMMUG00000004154,ENSGGOG00000007101,49.2654
ENSMMUG00000004155,ENSGGOG00000007101,47.0699
ENSMMUG00000032384,ENSGGOG00000008053,49.7805
ENSMMUG00000010501,ENSGGOG00000024270,49.3217
ENSMMUG00000032383,ENSGGOG00000026664,27.3466
ENSMMUG00000003502,ENSGGOG00000005564,49.8807
ENSMMUG00000003502,ENSGGOG00000007030,49.6499
ENSMMUG00000003501,ENSGGOG00000014232,49.6844
ENSMMUG00000003500,ENSGGOG00000004885,49.3484
ENSMMUG00000006111,ENSGGOG00000016542,48.4048
ENSMMUG00000006111,ENSGGOG00000016542,48.3871
ENSMMUG00000006111,ENSGGOG00000015882,48.9093
ENSMMUG00000006113,ENSGGOG00000028587,47.8723
ENSMMUG00000006112,ENSGGOG00000025064,4.87145
ENSMMUG00000032382,ENSGGOG00000025386,29.7491
ENSMMUG00000000809,ENSGGOG00000016620,48.1348
ENSMMUG00000021198,ENSGGOG00000022961,49.2181
ENSMMUG00000012287,ENSGGOG00000024994,45.1163
ENSMMUG00000032381,ENSGGOG00000024097,36.2319
ENSMMUG00000032380,ENSGGOG00000024097,36.2745
ENSMMUG00000015878,ENSGGOG00000024170,46.875
ENSMMUG00000015878,ENSGGOG00000014404,38.4058
ENSMMUG00000002729,ENSGGOG00000024097,37.0667
ENSMMUG00000032379,ENSGGOG00000027052,48.8889
ENSMMUG00000032378,ENSGGOG00000026093,42.4242
ENSMMUG00000011519,ENSGGOG00000016094,1.94805
ENSMMUG00000022281,ENSGGOG00000008196,48.8697
ENSMMUG00000023302,ENSGGOG00000025658,48.3425
ENSMMUG00000019141,ENSGGOG00000004553,48.0687
ENSMMUG00000006683,ENSGGOG00000010311,48.5201
ENSMMUG00000006684,ENSGGOG00000001828,48.4758
ENSMMUG00000011601,ENSGGOG00000012922,48.9986
ENSMMUG00000011601,ENSGGOG00000003361,50
ENSMMUG00000003266,ENSGGOG00000016996,48.1481
