macaca_mulatta,homo_sapiens
ENSMMUG00000008422,ENSG00000143373,48.7896
ENSMMUG00000008422,ENSG00000143412,49.4624
ENSMMUG00000008422,ENSG00000260164,48.7525
ENSMMUG00000008425,ENSG00000159352,48.9834
ENSMMUG00000008425,ENSG00000175505,48.5826
ENSMMUG00000008428,ENSG00000260383,48.5249
ENSMMUG00000008429,ENSG00000263290,49.1034
ENSMMUG00000008429,ENSG00000263290,49.0217
ENSMMUG00000008429,ENSG00000263290,48.9062
ENSMMUG00000032450,ENSG00000255738,48.6486
ENSMMUG00000032450,ENSG00000260119,48.1818
ENSMMUG00000002442,ENSG00000003436,48.2587
ENSMMUG00000032449,ENSG00000255738,48.4407
ENSMMUG00000032449,ENSG00000260119,48.4848
ENSMMUG00000018052,ENSG00000260119,47.8723
ENSMMUG00000010327,ENSG00000260119,47.5177
ENSMMUG00000019495,ENSG00000189362,49.3482
ENSMMUG00000012204,ENSG00000255738,48.2328
ENSMMUG00000012204,ENSG00000260119,48.4211
ENSMMUG00000010324,ENSG00000255738,40.118
ENSMMUG00000005616,ENSG00000169469,48.5944
ENSMMUG00000009505,ENSG00000143379,48.7305
ENSMMUG00000032447,ENSG00000258664,48.62
ENSMMUG00000011534,ENSG00000184220,49.0196
ENSMMUG00000032446,ENSG00000262622,49.0096
ENSMMUG00000007989,ENSG00000257679,49.8446
ENSMMUG00000017635,ENSG00000259823,49.3333
ENSMMUG00000017635,ENSG00000115419,48.9914
ENSMMUG00000014678,ENSG00000263304,48.7037
ENSMMUG00000032445,ENSG00000018699,49.2212
ENSMMUG00000012836,ENSG00000080819,49.2643
ENSMMUG00000012391,ENSG00000113966,48.9769
ENSMMUG00000018590,ENSG00000080822,48.906
ENSMMUG00000032444,ENSG00000075790,48.8769
ENSMMUG00000016045,ENSG00000196504,49.0537
ENSMMUG00000016045,ENSG00000178796,49.789
ENSMMUG00000016045,ENSG00000260952,48.7805
ENSMMUG00000016045,ENSG00000154175,49.3671
ENSMMUG00000016725,ENSG00000143379,49.5756
ENSMMUG00000019432,ENSG00000259919,48.8632
ENSMMUG00000004920,ENSG00000261698,48.0342
ENSMMUG00000021489,ENSG00000266093,48.1328
ENSMMUG00000007057,ENSG00000157005,48.8
ENSMMUG00000016233,ENSG00000163157,48.4496
ENSMMUG00000018807,ENSG00000138434,48.8821
ENSMMUG00000004309,ENSG00000143536,48.9635
ENSMMUG00000032442,ENSG00000261587,48.2595
ENSMMUG00000004274,ENSG00000182389,48.945
ENSMMUG00000004274,ENSG00000144366,49.0103
ENSMMUG00000032441,ENSG00000143390,48.1982
ENSMMUG00000032441,ENSG00000143390,48.8055
ENSMMUG00000032440,ENSG00000159352,49.0196
ENSMMUG00000007630,ENSG00000163157,47.5
ENSMMUG00000006916,ENSG00000181458,49.3649
ENSMMUG00000006916,ENSG00000143363,49.6786
ENSMMUG00000012261,ENSG00000113916,48.9691
ENSMMUG00000003922,ENSG00000262872,48.9975
ENSMMUG00000003922,ENSG00000166148,48.9726
ENSMMUG00000015653,ENSG00000143393,48.8147
ENSMMUG00000015653,ENSG00000262684,48.4901
ENSMMUG00000032439,ENSG00000163209,48.1159
ENSMMUG00000032438,ENSG00000262773,48.5507
ENSMMUG00000002750,ENSG00000143412,48.6118
ENSMMUG00000002750,ENSG00000163157,48.4339
ENSMMUG00000032437,ENSG00000235156,49.162
ENSMMUG00000002805,ENSG00000261264,49.1803
ENSMMUG00000022638,ENSG00000261180,47.9624
ENSMMUG00000015031,ENSG00000262739,47.9624
ENSMMUG00000015031,ENSG00000262739,48.2292
ENSMMUG00000032435,ENSG00000185962,49.1409
ENSMMUG00000013327,ENSG00000262249,21.8261
ENSMMUG00000013327,ENSG00000262578,22.9548
ENSMMUG00000013327,ENSG00000263255,46.9507
ENSMMUG00000011437,ENSG00000260178,49.2217
ENSMMUG00000010537,ENSG00000118596,48.9489
ENSMMUG00000018366,ENSG00000262872,49.149
ENSMMUG00000016986,ENSG00000128699,49.3808
ENSMMUG00000032434,ENSG00000018699,49.4709
ENSMMUG00000015291,ENSG00000172508,47.8693
ENSMMUG00000015291,ENSG00000172508,47.9834
ENSMMUG00000032432,ENSG00000144395,48.4192
ENSMMUG00000032431,ENSG00000065548,48.5043
ENSMMUG00000020965,ENSG00000172830,48.8841
ENSMMUG00000005212,ENSG00000151689,48.2759
ENSMMUG00000006416,ENSG00000261577,49.0358
ENSMMUG00000017753,ENSG00000257339,48.3844
ENSMMUG00000017753,ENSG00000172155,48.7179
ENSMMUG00000017755,ENSG00000262742,48.9085
ENSMMUG00000017757,ENSG00000260596,47.9815
ENSMMUG00000013929,ENSG00000123612,49.1172
ENSMMUG00000013929,ENSG00000123612,48.7981
ENSMMUG00000013930,ENSG00000261473,49.3548
ENSMMUG00000013931,ENSG00000238035,49.3343
ENSMMUG00000013934,ENSG00000258865,47.1767
ENSMMUG00000013935,ENSG00000261577,48.7113
ENSMMUG00000013937,ENSG00000259816,47.6621
ENSMMUG00000013938,ENSG00000154175,49.2248
ENSMMUG00000013940,ENSG00000144395,48.6081
ENSMMUG00000013943,ENSG00000261539,48.9862
ENSMMUG00000013943,ENSG00000260383,48.6996
ENSMMUG00000013948,ENSG00000174669,48.7789
ENSMMUG00000013948,ENSG00000260130,50
ENSMMUG00000013948,ENSG00000163157,48.5733
ENSMMUG00000003049,ENSG00000064933,48.117
ENSMMUG00000003049,ENSG00000064933,48.3781
ENSMMUG00000003274,ENSG00000261042,48.7696
ENSMMUG00000021906,ENSG00000260770,48.5075
ENSMMUG00000021906,ENSG00000138378,49.1833
ENSMMUG00000032429,ENSG00000238035,49.0922
ENSMMUG00000032429,ENSG00000111490,48.4245
ENSMMUG00000032428,ENSG00000163209,47.4638
ENSMMUG00000017795,ENSG00000238035,49.8978
ENSMMUG00000017795,ENSG00000261042,48.8114
ENSMMUG00000017795,ENSG00000187238,49.8316
ENSMMUG00000017797,ENSG00000260383,48.4706
ENSMMUG00000032427,ENSG00000261378,49.1909
ENSMMUG00000032427,ENSG00000196805,48.8372
ENSMMUG00000000667,ENSG00000260716,49.0171
ENSMMUG00000000667,ENSG00000260716,48.9996
ENSMMUG00000000667,ENSG00000263163,48.9214
ENSMMUG00000020481,ENSG00000115165,49.2722
ENSMMUG00000020481,ENSG00000159352,49.3357
ENSMMUG00000020481,ENSG00000262684,49.5072
ENSMMUG00000020479,ENSG00000198854,48.8259
ENSMMUG00000005663,ENSG00000151687,49.5633
ENSMMUG00000005663,ENSG00000080224,49.0889
ENSMMUG00000005663,ENSG00000136560,48.7636
ENSMMUG00000010580,ENSG00000265969,47.8788
ENSMMUG00000032425,ENSG00000174547,49.5283
ENSMMUG00000015238,ENSG00000119787,49.0863
ENSMMUG00000011469,ENSG00000262942,48.8338
ENSMMUG00000032424,ENSG00000175463,48.0965
ENSMMUG00000017783,ENSG00000261201,47.5915
ENSMMUG00000014885,ENSG00000173156,48.723
ENSMMUG00000032423,ENSG00000262452,47.8205
ENSMMUG00000021924,ENSG00000261577,48.9533
ENSMMUG00000012956,ENSG00000136536,49.3117
ENSMMUG00000012957,ENSG00000064933,48.63
ENSMMUG00000003295,ENSG00000003436,49.7147
ENSMMUG00000003295,ENSG00000213139,48.0726
ENSMMUG00000003296,ENSG00000187939,48.7784
ENSMMUG00000007592,ENSG00000163918,49.0368
ENSMMUG00000007592,ENSG00000123297,48.6074
ENSMMUG00000007592,ENSG00000198130,48.6718
ENSMMUG00000007592,ENSG00000138386,48.2083
ENSMMUG00000007592,ENSG00000260873,48.4848
ENSMMUG00000007593,ENSG00000073803,48.9651
ENSMMUG00000007593,ENSG00000073803,48.9678
ENSMMUG00000032421,ENSG00000187238,47.4138
ENSMMUG00000013415,ENSG00000261539,46.9626
ENSMMUG00000013415,ENSG00000187238,48.4375
ENSMMUG00000032420,ENSG00000185962,49.6667
ENSMMUG00000009740,ENSG00000111490,47.5954
ENSMMUG00000004793,ENSG00000115875,48.5241
ENSMMUG00000032419,ENSG00000260873,49.5495
ENSMMUG00000013449,ENSG00000261230,48.8889
ENSMMUG00000023236,ENSG00000064225,48.3321
ENSMMUG00000023236,ENSG00000064225,47.9829
ENSMMUG00000013164,ENSG00000262942,48.6537
ENSMMUG00000010418,ENSG00000173715,48.3761
ENSMMUG00000013165,ENSG00000114859,49.3419
ENSMMUG00000009250,ENSG00000260355,48.2911
ENSMMUG00000009249,ENSG00000262773,48.8
ENSMMUG00000032417,ENSG00000136527,49.835
ENSMMUG00000017660,ENSG00000163209,48.0556
ENSMMUG00000011440,ENSG00000168386,49.0334
ENSMMUG00000015619,ENSG00000115159,48.7805
ENSMMUG00000015619,ENSG00000123612,48.9286
ENSMMUG00000021204,ENSG00000185306,48.4904
ENSMMUG00000021204,ENSG00000185306,48.3797
ENSMMUG00000021206,ENSG00000115760,48.9097
ENSMMUG00000021207,ENSG00000115828,48.5121
ENSMMUG00000021207,ENSG00000151689,47.648
ENSMMUG00000009671,ENSG00000156931,49.1679
ENSMMUG00000009671,ENSG00000144395,49.2318
ENSMMUG00000023635,ENSG00000196151,48.7968
ENSMMUG00000019569,ENSG00000187699,49.245
ENSMMUG00000007487,ENSG00000261297,48.9077
ENSMMUG00000011744,ENSG00000151690,48.0769
ENSMMUG00000022574,ENSG00000123636,48.7833
ENSMMUG00000022574,ENSG00000123636,48.7011
ENSMMUG00000022574,ENSG00000135655,48.7872
ENSMMUG00000022574,ENSG00000064989,49.134
ENSMMUG00000014407,ENSG00000115419,49.6032
ENSMMUG00000015861,ENSG00000263040,49.4279
ENSMMUG00000012871,ENSG00000136541,48.6772
ENSMMUG00000012871,ENSG00000136541,47.8632
ENSMMUG00000012874,ENSG00000196151,49.0249
ENSMMUG00000012874,ENSG00000115165,48.9191
ENSMMUG00000012875,ENSG00000008282,48.8283
ENSMMUG00000013387,ENSG00000115841,49.0074
ENSMMUG00000016961,ENSG00000262622,48.8947
ENSMMUG00000018633,ENSG00000258231,49.1476
ENSMMUG00000032415,ENSG00000144366,47.7961
ENSMMUG00000001788,ENSG00000236032,47.7327
ENSMMUG00000003564,ENSG00000115828,49.1185
ENSMMUG00000009102,ENSG00000262101,48.6389
ENSMMUG00000009102,ENSG00000115828,48.5472
ENSMMUG00000021298,ENSG00000138379,47.9741
ENSMMUG00000021298,ENSG00000138379,48.3239
ENSMMUG00000010763,ENSG00000233280,49.0419
ENSMMUG00000010763,ENSG00000144395,48.9186
ENSMMUG00000010763,ENSG00000115841,48.779
ENSMMUG00000032410,ENSG00000255738,49.8728
ENSMMUG00000032409,ENSG00000255738,49.3917
ENSMMUG00000013970,ENSG00000138068,50.8091
ENSMMUG00000001687,ENSG00000260380,47.5862
ENSMMUG00000001689,ENSG00000163898,48
ENSMMUG00000032408,ENSG00000136560,48.0132
ENSMMUG00000032407,ENSG00000113916,49.2157
ENSMMUG00000000834,ENSG00000156931,53.9474
ENSMMUG00000003112,ENSG00000261577,48.6188
ENSMMUG00000032405,ENSG00000263163,48.0392
ENSMMUG00000022081,ENSG00000262942,48.3467
ENSMMUG00000022081,ENSG00000262249,48.7955
ENSMMUG00000022081,ENSG00000144395,48.2343
ENSMMUG00000020532,ENSG00000091140,48.4884
ENSMMUG00000020536,ENSG00000064933,48.4541
ENSMMUG00000016254,ENSG00000136541,48.4018
ENSMMUG00000032403,ENSG00000115841,48.8889
ENSMMUG00000004335,ENSG00000115841,48.7349
ENSMMUG00000004335,ENSG00000138068,51.1905
ENSMMUG00000004335,ENSG00000080200,49.1945
ENSMMUG00000004336,ENSG00000266093,48.3011
ENSMMUG00000004336,ENSG00000260313,47.7185
ENSMMUG00000007887,ENSG00000263042,48.5075
ENSMMUG00000013603,ENSG00000262942,47.0375
ENSMMUG00000013604,ENSG00000055332,48.7365
ENSMMUG00000013604,ENSG00000135655,48.1602
ENSMMUG00000021188,ENSG00000128641,48.8753
ENSMMUG00000016776,ENSG00000119787,48.2498
ENSMMUG00000008534,ENSG00000115165,48.9409
ENSMMUG00000016777,ENSG00000163918,49.1639
ENSMMUG00000016777,ENSG00000196504,49.2877
ENSMMUG00000019383,ENSG00000119787,48.5821
ENSMMUG00000019383,ENSG00000064933,48.6185
ENSMMUG00000032401,ENSG00000156931,48.8613
ENSMMUG00000007312,ENSG00000260380,47.619
ENSMMUG00000009258,ENSG00000163216,49.2639
ENSMMUG00000032400,ENSG00000198130,48.3592
ENSMMUG00000011562,ENSG00000173914,49.6954
ENSMMUG00000012777,ENSG00000261371,48.3966
ENSMMUG00000012777,ENSG00000168386,48.9319
ENSMMUG00000012777,ENSG00000064933,48.2533
ENSMMUG00000019594,ENSG00000236032,48.3822
ENSMMUG00000014259,ENSG00000135655,48.1953
ENSMMUG00000014062,ENSG00000138449,49.5726
ENSMMUG00000012702,ENSG00000144395,48.6928
ENSMMUG00000000379,ENSG00000123636,48.3688
ENSMMUG00000000126,ENSG00000261132,47.5934
ENSMMUG00000014127,ENSG00000260119,49.3151
ENSMMUG00000022399,ENSG00000064933,48.7469
ENSMMUG00000032399,ENSG00000263040,48.6559
ENSMMUG00000032398,ENSG00000136560,47.8395
ENSMMUG00000020862,ENSG00000144395,49.0602
ENSMMUG00000020862,ENSG00000144395,48.5523
ENSMMUG00000020862,ENSG00000064933,48.4903
ENSMMUG00000004096,ENSG00000264886,49.6774
ENSMMUG00000000448,ENSG00000163918,48.6142
ENSMMUG00000011078,ENSG00000259958,48.7901
ENSMMUG00000011078,ENSG00000257339,48.3061
ENSMMUG00000008212,ENSG00000003436,49.0046
ENSMMUG00000008209,ENSG00000263042,48.2385
ENSMMUG00000008210,ENSG00000163154,47.8853
ENSMMUG00000008211,ENSG00000143367,49.1165
ENSMMUG00000008211,ENSG00000143367,49.1291
ENSMMUG00000008211,ENSG00000163207,48.6661
ENSMMUG00000003362,ENSG00000163331,49.9176
ENSMMUG00000013008,ENSG00000143536,48.5972
ENSMMUG00000004178,ENSG00000261791,49.6009
ENSMMUG00000004178,ENSG00000123612,49.6536
ENSMMUG00000004178,ENSG00000143398,49.3551
ENSMMUG00000018570,ENSG00000174206,49.2041
ENSMMUG00000019971,ENSG00000115841,47.651
ENSMMUG00000010394,ENSG00000163157,49.2453
ENSMMUG00000010394,ENSG00000153237,49.6107
ENSMMUG00000010394,ENSG00000262563,49.3754
ENSMMUG00000010394,ENSG00000159527,48.7734
ENSMMUG00000007601,ENSG00000115841,48.7384
ENSMMUG00000032397,ENSG00000138449,49.3333
ENSMMUG00000014829,ENSG00000183735,48.8172
ENSMMUG00000021579,ENSG00000257961,48.4962
ENSMMUG00000021579,ENSG00000263138,49.3684
ENSMMUG00000021581,ENSG00000064933,48.9564
ENSMMUG00000021581,ENSG00000064933,48.963
ENSMMUG00000021581,ENSG00000064933,48.9714
ENSMMUG00000021581,ENSG00000136541,48.3972
ENSMMUG00000006919,ENSG00000138449,50.1333
ENSMMUG00000019572,ENSG00000136536,48.5
ENSMMUG00000019573,ENSG00000080224,49.1271
ENSMMUG00000019573,ENSG00000266093,49.0222
ENSMMUG00000019573,ENSG00000115415,47.5317
ENSMMUG00000019573,ENSG00000196754,48.3568
ENSMMUG00000019573,ENSG00000163209,48.3168
ENSMMUG00000019573,ENSG00000144278,48.9596
ENSMMUG00000019573,ENSG00000159516,48.9533
ENSMMUG00000019573,ENSG00000115159,49.2032
ENSMMUG00000019573,ENSG00000143379,48.3734
ENSMMUG00000019573,ENSG00000156931,50.4202
ENSMMUG00000019576,ENSG00000228804,50.2732
ENSMMUG00000019577,ENSG00000196504,49.0895
ENSMMUG00000019580,ENSG00000075790,49.0161
ENSMMUG00000032395,ENSG00000118997,47.541
ENSMMUG00000023606,ENSG00000135677,48.6611
ENSMMUG00000023604,ENSG00000115267,48.9911
ENSMMUG00000010595,ENSG00000262771,49.0196
ENSMMUG00000032394,ENSG00000159352,48.7265
ENSMMUG00000015655,ENSG00000115267,48.8855
ENSMMUG00000015656,ENSG00000163207,49.2324
ENSMMUG00000015656,ENSG00000144339,49.1996
ENSMMUG00000002151,ENSG00000144395,48.3961
ENSMMUG00000018770,ENSG00000136541,49.5438
ENSMMUG00000032393,ENSG00000198130,49.8124
ENSMMUG00000018769,ENSG00000115415,49.3766
ENSMMUG00000032392,ENSG00000150722,48.1209
ENSMMUG00000032391,ENSG00000115252,49.2246
ENSMMUG00000032391,ENSG00000262578,49.3995
ENSMMUG00000032391,ENSG00000259858,48.6842
ENSMMUG00000032390,ENSG00000261539,48.5915
ENSMMUG00000032389,ENSG00000150722,48.0392
ENSMMUG00000000497,ENSG00000257230,48.3568
ENSMMUG00000005289,ENSG00000266093,49.8289
ENSMMUG00000005290,ENSG00000143367,49.7099
ENSMMUG00000005291,ENSG00000091140,48.6188
ENSMMUG00000005291,ENSG00000143889,48.9463
ENSMMUG00000009970,ENSG00000115267,49.3722
ENSMMUG00000003419,ENSG00000138449,49.0594
ENSMMUG00000003419,ENSG00000115808,49.2716
ENSMMUG00000032388,ENSG00000159352,49.8978
ENSMMUG00000032387,ENSG00000154175,48.062
ENSMMUG00000011623,ENSG00000143450,48.6355
ENSMMUG00000002173,ENSG00000198673,49.4911
ENSMMUG00000020724,ENSG00000266093,48.9823
ENSMMUG00000020724,ENSG00000248643,48.7754
ENSMMUG00000032385,ENSG00000262452,48.2385
ENSMMUG00000004150,ENSG00000196504,49.7946
ENSMMUG00000004152,ENSG00000136527,49.5591
ENSMMUG00000004152,ENSG00000184220,49.0864
ENSMMUG00000004152,ENSG00000143442,50
ENSMMUG00000004154,ENSG00000173914,49.4613
ENSMMUG00000004155,ENSG00000143436,48.9603
ENSMMUG00000032384,ENSG00000144395,49.6049
ENSMMUG00000010501,ENSG00000173559,48.1589
ENSMMUG00000032383,ENSG00000175182,49.0761
ENSMMUG00000003502,ENSG00000136541,49.4033
ENSMMUG00000003502,ENSG00000105865,50.0955
ENSMMUG00000003501,ENSG00000260952,49.5041
ENSMMUG00000003500,ENSG00000206536,49.9566
ENSMMUG00000006111,ENSG00000138386,48.9549
ENSMMUG00000006111,ENSG00000261846,49.4086
ENSMMUG00000006111,ENSG00000173933,49.4834
ENSMMUG00000006113,ENSG00000259823,48.4043
ENSMMUG00000006112,ENSG00000156931,49.3911
ENSMMUG00000032382,ENSG00000257370,30.1075
ENSMMUG00000000809,ENSG00000197084,49.0975
ENSMMUG00000021198,ENSG00000064933,48.9531
ENSMMUG00000012287,ENSG00000115415,48.9922
ENSMMUG00000032381,ENSG00000143416,49.2754
ENSMMUG00000032380,ENSG00000196805,48.2843
ENSMMUG00000015878,ENSG00000138068,52.0833
ENSMMUG00000015878,ENSG00000138068,57.2464
ENSMMUG00000002729,ENSG00000185962,47.7333
ENSMMUG00000032379,ENSG00000213953,58.8889
ENSMMUG00000032378,ENSG00000172155,47.3485
ENSMMUG00000011519,ENSG00000248643,49.1342
ENSMMUG00000022281,ENSG00000144366,48.6702
ENSMMUG00000023302,ENSG00000258518,46.7772
ENSMMUG00000019141,ENSG00000073803,48.4979
ENSMMUG00000006683,ENSG00000064933,48.5201
ENSMMUG00000006684,ENSG00000090534,48.8476
ENSMMUG00000011601,ENSG00000168386,48.8796
ENSMMUG00000011601,ENSG00000260717,49.3377
ENSMMUG00000003266,ENSG00000196504,47.9012
ENSMMUG00000023324,ENSG00000119787,48.375
ENSMMUG00000023324,ENSG00000136536,48.6134
ENSMMUG00000023324,ENSG00000135241,48.5432
ENSMMUG00000032377,ENSG00000138068,52.5974
ENSMMUG00000014606,ENSG00000153237,48.1617
ENSMMUG00000014606,ENSG00000064933,48.5557
ENSMMUG00000021412,ENSG00000007001,48.2042
ENSMMUG00000021412,ENSG00000105865,48.7527
ENSMMUG00000021412,ENSG00000262742,48.3064
ENSMMUG00000021413,ENSG00000162980,48.4563
ENSMMUG00000021413,ENSG00000184575,48.1373
ENSMMUG00000021413,ENSG00000170854,48.2335
ENSMMUG00000021414,ENSG00000080822,48.823
ENSMMUG00000021414,ENSG00000175505,48.6857
ENSMMUG00000013146,ENSG00000260383,48.8806
ENSMMUG00000013150,ENSG00000064933,49.1506
ENSMMUG00000013150,ENSG00000144366,48.6744
ENSMMUG00000023172,ENSG00000262773,48.954
ENSMMUG00000023172,ENSG00000138378,48.5043
ENSMMUG00000012711,ENSG00000262145,48.4756
ENSMMUG00000012711,ENSG00000228253,49.7717
ENSMMUG00000023174,ENSG00000136541,46.7852
ENSMMUG00000003759,ENSG00000261132,47.813
ENSMMUG00000022293,ENSG00000260716,48.4277
ENSMMUG00000004674,ENSG00000173914,48.9894
ENSMMUG00000004674,ENSG00000128641,49.3984
ENSMMUG00000008207,ENSG00000261539,49.1633
ENSMMUG00000008207,ENSG00000151689,49.3541
ENSMMUG00000008207,ENSG00000163918,49.4499
ENSMMUG00000008207,ENSG00000174547,49.3846
ENSMMUG00000008206,ENSG00000168542,50.5747
ENSMMUG00000005632,ENSG00000163918,48.9773
ENSMMUG00000007185,ENSG00000259919,48.8562
ENSMMUG00000007185,ENSG00000259919,48.8543
ENSMMUG00000007186,ENSG00000003436,48.7062
ENSMMUG00000007189,ENSG00000163904,49.5979
ENSMMUG00000016981,ENSG00000115263,48.9293
ENSMMUG00000016981,ENSG00000262249,48.8
ENSMMUG00000007190,ENSG00000258231,49.0099
ENSMMUG00000007190,ENSG00000036054,48.758
ENSMMUG00000007190,ENSG00000135677,48.8174
ENSMMUG00000007190,ENSG00000115825,49.1379
ENSMMUG00000007190,ENSG00000179038,49.4268
ENSMMUG00000007205,ENSG00000168542,47.652
ENSMMUG00000007205,ENSG00000168542,48.7215
ENSMMUG00000007205,ENSG00000168542,49.291
ENSMMUG00000007218,ENSG00000263040,49.2662
ENSMMUG00000007235,ENSG00000144810,48.2799
ENSMMUG00000007219,ENSG00000261456,49.2605
ENSMMUG00000019167,ENSG00000257961,49.0683
ENSMMUG00000019168,ENSG00000138068,56.2963
ENSMMUG00000032375,ENSG00000260119,50.3333
ENSMMUG00000032374,ENSG00000143556,48.3498
ENSMMUG00000032373,ENSG00000198130,48.5149
ENSMMUG00000032372,ENSG00000136527,49.6667
ENSMMUG00000009529,ENSG00000263040,48.01
ENSMMUG00000013199,ENSG00000018699,49.4355
ENSMMUG00000013204,ENSG00000262742,48.5212
ENSMMUG00000013204,ENSG00000136560,48.6288
ENSMMUG00000013204,ENSG00000188010,49.03
ENSMMUG00000004187,ENSG00000143416,48.7179
ENSMMUG00000004188,ENSG00000036054,48.6842
ENSMMUG00000004188,ENSG00000036054,48.9366
ENSMMUG00000032370,ENSG00000187238,47.619
ENSMMUG00000022822,ENSG00000261042,50.1362
ENSMMUG00000022822,ENSG00000090534,48.6692
ENSMMUG00000023423,ENSG00000143891,49.1344
ENSMMUG00000023423,ENSG00000115415,48.7093
ENSMMUG00000023424,ENSG00000156931,49.7585
ENSMMUG00000001307,ENSG00000143442,48.7483
ENSMMUG00000016666,ENSG00000115263,48.6012
ENSMMUG00000016666,ENSG00000184220,49.2852
ENSMMUG00000018763,ENSG00000154175,49.5396
ENSMMUG00000032367,ENSG00000256219,36.0465
ENSMMUG00000015308,ENSG00000073803,49.4842
ENSMMUG00000015312,ENSG00000119787,49.4013
ENSMMUG00000015312,ENSG00000154175,49.2195
ENSMMUG00000032366,ENSG00000143556,48.3498
ENSMMUG00000010421,ENSG00000262249,48.6923
ENSMMUG00000010423,ENSG00000138386,48.8169
ENSMMUG00000010424,ENSG00000138386,49.6913
ENSMMUG00000012542,ENSG00000135655,48.8929
ENSMMUG00000000903,ENSG00000005249,49.7027
ENSMMUG00000000903,ENSG00000196098,49.0534
ENSMMUG00000007688,ENSG00000144290,49.4891
ENSMMUG00000007688,ENSG00000144810,49.2911
ENSMMUG00000032365,ENSG00000073803,49.4692
ENSMMUG00000032365,ENSG00000189362,49.0323
ENSMMUG00000009336,ENSG00000198673,47.9167
ENSMMUG00000000856,ENSG00000058866,48.0702
ENSMMUG00000009607,ENSG00000144366,48.7948
ENSMMUG00000009607,ENSG00000262204,49.2743
ENSMMUG00000022224,ENSG00000153237,48.8602
ENSMMUG00000017323,ENSG00000036054,48.2353
ENSMMUG00000017323,ENSG00000091140,48.8382
ENSMMUG00000007515,ENSG00000262773,47.7742
ENSMMUG00000006377,ENSG00000153237,48.1839
ENSMMUG00000006377,ENSG00000153237,48.285
ENSMMUG00000006378,ENSG00000260334,48.0541
ENSMMUG00000019688,ENSG00000262771,47.698
ENSMMUG00000023420,ENSG00000262622,49.5684
ENSMMUG00000020849,ENSG00000241399,47.6381
ENSMMUG00000020850,ENSG00000168386,48.5455
ENSMMUG00000032363,ENSG00000212907,49.4152
ENSMMUG00000017109,ENSG00000260178,48.7356
ENSMMUG00000002293,ENSG00000115252,48.7297
ENSMMUG00000011497,ENSG00000144366,48.6414
ENSMMUG00000011497,ENSG00000144366,48.6152
ENSMMUG00000011497,ENSG00000144366,48.57
ENSMMUG00000011497,ENSG00000119787,48.842
ENSMMUG00000011498,ENSG00000064989,48.129
ENSMMUG00000011498,ENSG00000064989,48.3648
ENSMMUG00000011498,ENSG00000064989,48.3068
ENSMMUG00000011498,ENSG00000003436,48.7859
ENSMMUG00000011498,ENSG00000064989,48.7636
ENSMMUG00000011507,ENSG00000144395,48.7639
ENSMMUG00000017574,ENSG00000143367,49.3157
ENSMMUG00000032361,ENSG00000260380,49.6124
ENSMMUG00000016431,ENSG00000163882,48.7324
ENSMMUG00000016431,ENSG00000260873,48.7294
ENSMMUG00000019534,ENSG00000260178,47.8723
ENSMMUG00000019533,ENSG00000163510,49.4977
ENSMMUG00000022448,ENSG00000163331,48.7627
ENSMMUG00000014466,ENSG00000113966,48.5654
ENSMMUG00000014467,ENSG00000128699,49.3298
ENSMMUG00000000585,ENSG00000263040,49.5305
ENSMMUG00000020282,ENSG00000260717,49.5352
ENSMMUG00000022663,ENSG00000196754,48.9748
ENSMMUG00000022665,ENSG00000187699,48.1146
ENSMMUG00000022667,ENSG00000115828,48.5601
ENSMMUG00000022667,ENSG00000170035,48.6858
ENSMMUG00000022670,ENSG00000064933,49.0642
ENSMMUG00000022670,ENSG00000115368,48.5565
ENSMMUG00000017669,ENSG00000151689,49.657
ENSMMUG00000017669,ENSG00000151689,49.5541
ENSMMUG00000017669,ENSG00000143375,48.8873
ENSMMUG00000017669,ENSG00000183718,49.7215
ENSMMUG00000017669,ENSG00000172830,49.1677
ENSMMUG00000010476,ENSG00000261678,46.7524
ENSMMUG00000018391,ENSG00000018699,49.4595
ENSMMUG00000020222,ENSG00000091140,48.9263
ENSMMUG00000020222,ENSG00000091140,49.0154
ENSMMUG00000020223,ENSG00000136560,48.6957
ENSMMUG00000032359,ENSG00000090520,48.7465
ENSMMUG00000012384,ENSG00000078098,48.338
ENSMMUG00000012384,ENSG00000064933,50
ENSMMUG00000012384,ENSG00000064933,50.2415
ENSMMUG00000012382,ENSG00000259880,49.7106
ENSMMUG00000032358,ENSG00000256219,39.0071
ENSMMUG00000013600,ENSG00000169469,48.4768
ENSMMUG00000032357,ENSG00000197084,48.4742
ENSMMUG00000032357,ENSG00000136527,48.0874
ENSMMUG00000004262,ENSG00000115841,47.9082
ENSMMUG00000011079,ENSG00000233412,48.4848
ENSMMUG00000011076,ENSG00000105835,48.6055
ENSMMUG00000011074,ENSG00000105856,49.0511
ENSMMUG00000011074,ENSG00000105856,48.8766
ENSMMUG00000000705,ENSG00000163216,49.6276
ENSMMUG00000001484,ENSG00000136541,49.11
ENSMMUG00000001484,ENSG00000113966,48.5346
ENSMMUG00000001484,ENSG00000003436,48.6567
ENSMMUG00000009037,ENSG00000064933,48.6603
ENSMMUG00000009037,ENSG00000064933,48.5931
ENSMMUG00000009043,ENSG00000111490,48.59
ENSMMUG00000023574,ENSG00000113966,47.7804
ENSMMUG00000023574,ENSG00000113966,48.1903
