macaca_mulatta,pan_troglodytes
ENSMMUG00000010620,ENSPTRG00000007557,48.4778
ENSMMUG00000010620,ENSPTRG00000000017,48.644
ENSMMUG00000010620,ENSPTRG00000000017,48.4439
ENSMMUG00000010620,ENSPTRG00000014175,48.1413
ENSMMUG00000020557,ENSPTRG00000007644,48.1026
ENSMMUG00000023021,ENSPTRG00000007616,46.4615
ENSMMUG00000023021,ENSPTRG00000007616,46.2771
ENSMMUG00000023021,ENSPTRG00000000041,46.9438
ENSMMUG00000023021,ENSPTRG00000007552,48.3399
ENSMMUG00000023022,ENSPTRG00000014115,49.4416
ENSMMUG00000023024,ENSPTRG00000007610,46.91
ENSMMUG00000023025,ENSPTRG00000007565,49.3629
ENSMMUG00000008618,ENSPTRG00000004526,40.5714
ENSMMUG00000008618,ENSPTRG00000004526,40.0871
ENSMMUG00000008618,ENSPTRG00000033718,48.9108
ENSMMUG00000008618,ENSPTRG00000000120,49.0958
ENSMMUG00000008622,ENSPTRG00000031314,46.4912
ENSMMUG00000008623,ENSPTRG00000003118,46.9467
ENSMMUG00000008624,ENSPTRG00000014077,47.608
ENSMMUG00000008624,ENSPTRG00000014077,47.5638
ENSMMUG00000008624,ENSPTRG00000007548,47.9429
ENSMMUG00000008625,ENSPTRG00000007610,48.0661
ENSMMUG00000002333,ENSPTRG00000028321,48.218
ENSMMUG00000002333,ENSPTRG00000028774,48.7985
ENSMMUG00000002333,ENSPTRG00000031024,48.8327
ENSMMUG00000002333,ENSPTRG00000028774,48.6989
ENSMMUG00000002333,ENSPTRG00000042377,48.1481
ENSMMUG00000002333,ENSPTRG00000042089,48.8263
ENSMMUG00000002333,ENSPTRG00000000124,48.764
ENSMMUG00000002333,ENSPTRG00000034369,48.8722
ENSMMUG00000002333,ENSPTRG00000042377,48.1481
ENSMMUG00000002333,ENSPTRG00000005670,47.2727
ENSMMUG00000017015,ENSPTRG00000017006,48.5057
ENSMMUG00000017015,ENSPTRG00000021728,48.9489
ENSMMUG00000007939,ENSPTRG00000007558,47.9873
ENSMMUG00000003082,ENSPTRG00000021855,48.4144
ENSMMUG00000001138,ENSPTRG00000013862,49.1968
ENSMMUG00000023056,ENSPTRG00000003328,48.9425
ENSMMUG00000023059,ENSPTRG00000041491,47.8873
ENSMMUG00000023060,ENSPTRG00000004556,48.5309
ENSMMUG00000023060,ENSPTRG00000013916,48.6907
ENSMMUG00000023060,ENSPTRG00000013809,49.2958
ENSMMUG00000014161,ENSPTRG00000021657,48.5915
ENSMMUG00000014161,ENSPTRG00000030817,48.6486
ENSMMUG00000032460,ENSPTRG00000021649,48.3498
ENSMMUG00000032459,ENSPTRG00000031254,49.5446
ENSMMUG00000016492,ENSPTRG00000018955,48.7436
ENSMMUG00000000378,ENSPTRG00000003315,49.3449
ENSMMUG00000032458,ENSPTRG00000013903,48.9583
ENSMMUG00000032457,ENSPTRG00000029512,48.642
ENSMMUG00000017358,ENSPTRG00000023556,48.731
ENSMMUG00000017359,ENSPTRG00000021690,49.9118
ENSMMUG00000014382,ENSPTRG00000028845,48.8288
ENSMMUG00000032456,ENSPTRG00000028792,46.0606
ENSMMUG00000014033,ENSPTRG00000003184,46.4503
ENSMMUG00000032455,ENSPTRG00000028792,46.6667
ENSMMUG00000032454,ENSPTRG00000000081,46.507
ENSMMUG00000021120,ENSPTRG00000014134,47.9974
ENSMMUG00000021120,ENSPTRG00000014153,48.6084
ENSMMUG00000020202,ENSPTRG00000023886,47.8345
ENSMMUG00000020201,ENSPTRG00000009840,49.1942
ENSMMUG00000021850,ENSPTRG00000003389,48.2982
ENSMMUG00000012073,ENSPTRG00000017695,47.9675
ENSMMUG00000032452,ENSPTRG00000029512,50.4902
ENSMMUG00000009402,ENSPTRG00000039292,49.1228
ENSMMUG00000032451,ENSPTRG00000029512,50.4902
ENSMMUG00000003251,ENSPTRG00000028774,48.1481
ENSMMUG00000003251,ENSPTRG00000028774,49.1701
ENSMMUG00000021851,ENSPTRG00000021637,48.1308
ENSMMUG00000002592,ENSPTRG00000003184,47.695
ENSMMUG00000002593,ENSPTRG00000023886,49.2582
ENSMMUG00000020553,ENSPTRG00000022503,44.3812
ENSMMUG00000020553,ENSPTRG00000022503,44.645
ENSMMUG00000020553,ENSPTRG00000000241,48.091
ENSMMUG00000020553,ENSPTRG00000000152,48.243
ENSMMUG00000020555,ENSPTRG00000004503,45.5759
ENSMMUG00000020555,ENSPTRG00000004503,47.5892
ENSMMUG00000020555,ENSPTRG00000004552,49.1979
ENSMMUG00000020555,ENSPTRG00000030841,48.801
ENSMMUG00000009293,ENSPTRG00000009879,49.1494
ENSMMUG00000009293,ENSPTRG00000016687,48.3461
ENSMMUG00000009295,ENSPTRG00000007713,48.1579
ENSMMUG00000009296,ENSPTRG00000007644,48.2795
ENSMMUG00000009296,ENSPTRG00000018858,48.0769
ENSMMUG00000000473,ENSPTRG00000041256,48.5482
ENSMMUG00000006362,ENSPTRG00000013852,49.6327
ENSMMUG00000006362,ENSPTRG00000014196,49.4903
ENSMMUG00000000026,ENSPTRG00000019121,23.5185
ENSMMUG00000008751,ENSPTRG00000014037,49.4348
ENSMMUG00000008751,ENSPTRG00000007652,49.3935
ENSMMUG00000008751,ENSPTRG00000007537,48.8469
ENSMMUG00000008751,ENSPTRG00000003328,49.0555
ENSMMUG00000008760,ENSPTRG00000018955,49.5125
ENSMMUG00000008760,ENSPTRG00000041651,45.5182
ENSMMUG00000005433,ENSPTRG00000014586,48.9803
ENSMMUG00000005433,ENSPTRG00000014586,48.9001
ENSMMUG00000012612,ENSPTRG00000000265,49.0654
ENSMMUG00000012613,ENSPTRG00000020061,48.3691
ENSMMUG00000008231,ENSPTRG00000005875,48.9474
ENSMMUG00000007339,ENSPTRG00000014087,48.7433
ENSMMUG00000007345,ENSPTRG00000003123,48.1073
ENSMMUG00000007345,ENSPTRG00000042230,47.9393
ENSMMUG00000007345,ENSPTRG00000003123,48.4221
ENSMMUG00000007345,ENSPTRG00000021837,47.9142
ENSMMUG00000007345,ENSPTRG00000000041,48.3917
ENSMMUG00000007345,ENSPTRG00000004518,47.9641
ENSMMUG00000007345,ENSPTRG00000003123,48.0519
ENSMMUG00000007345,ENSPTRG00000000017,48.3153
ENSMMUG00000008422,ENSPTRG00000014615,48.79
ENSMMUG00000008422,ENSPTRG00000014615,48.8533
ENSMMUG00000008422,ENSPTRG00000014668,49.0944
ENSMMUG00000008422,ENSPTRG00000022470,49.162
ENSMMUG00000008422,ENSPTRG00000007650,48.827
ENSMMUG00000008422,ENSPTRG00000000024,48.6776
ENSMMUG00000008425,ENSPTRG00000003184,48.7985
ENSMMUG00000008425,ENSPTRG00000000197,48.5826
ENSMMUG00000008428,ENSPTRG00000003118,48.118
ENSMMUG00000008429,ENSPTRG00000007650,48.5759
ENSMMUG00000008429,ENSPTRG00000000017,48.5986
ENSMMUG00000008429,ENSPTRG00000007650,48.1771
ENSMMUG00000032450,ENSPTRG00000021855,49.6881
ENSMMUG00000032450,ENSPTRG00000014143,48.4848
ENSMMUG00000002442,ENSPTRG00000004540,48.6318
ENSMMUG00000032449,ENSPTRG00000005710,49.2723
ENSMMUG00000032449,ENSPTRG00000014143,48.4848
ENSMMUG00000018052,ENSPTRG00000028290,46.8085
ENSMMUG00000010327,ENSPTRG00000028290,46.8085
ENSMMUG00000019495,ENSPTRG00000028845,49.9069
ENSMMUG00000012204,ENSPTRG00000005710,49.2723
ENSMMUG00000012204,ENSPTRG00000028290,47.3684
ENSMMUG00000010324,ENSPTRG00000013918,49.2625
ENSMMUG00000005616,ENSPTRG00000040155,48.1928
ENSMMUG00000009505,ENSPTRG00000042326,48.6486
ENSMMUG00000032447,ENSPTRG00000031446,47.7707
ENSMMUG00000011534,ENSPTRG00000005789,49.1597
ENSMMUG00000032446,ENSPTRG00000022504,48.3706
ENSMMUG00000007989,ENSPTRG00000005701,49.7409
ENSMMUG00000017635,ENSPTRG00000016898,48.9778
ENSMMUG00000017635,ENSPTRG00000003379,49.0874
ENSMMUG00000014678,ENSPTRG00000020011,48.9815
ENSMMUG00000032445,ENSPTRG00000022785,46.729
ENSMMUG00000012836,ENSPTRG00000003391,48.927
ENSMMUG00000012391,ENSPTRG00000016944,48.9769
ENSMMUG00000018590,ENSPTRG00000041256,48.2625
ENSMMUG00000032444,ENSPTRG00000022470,49.3261
ENSMMUG00000016045,ENSPTRG00000021668,48.6752
ENSMMUG00000016045,ENSPTRG00000021728,49.3671
ENSMMUG00000016045,ENSPTRG00000003390,48.6123
ENSMMUG00000016045,ENSPTRG00000021728,49.1561
ENSMMUG00000016725,ENSPTRG00000014048,49.2761
ENSMMUG00000019432,ENSPTRG00000007540,48.1637
ENSMMUG00000004920,ENSPTRG00000000182,47.7778
ENSMMUG00000021489,ENSPTRG00000014136,47.9253
ENSMMUG00000007057,ENSPTRG00000041690,48.5333
ENSMMUG00000016233,ENSPTRG00000021762,48.8372
ENSMMUG00000018807,ENSPTRG00000034337,44.8171
ENSMMUG00000004309,ENSPTRG00000028729,49.0464
ENSMMUG00000032442,ENSPTRG00000004511,48.0222
ENSMMUG00000004274,ENSPTRG00000020020,45.7423
ENSMMUG00000004274,ENSPTRG00000039119,48.8382
ENSMMUG00000032441,ENSPTRG00000042362,48.0856
ENSMMUG00000032441,ENSPTRG00000003238,48.6917
ENSMMUG00000032440,ENSPTRG00000000124,48.5294
ENSMMUG00000007630,ENSPTRG00000007663,48.1667
ENSMMUG00000006916,ENSPTRG00000019052,49.5343
ENSMMUG00000006916,ENSPTRG00000005710,49.1276
ENSMMUG00000012261,ENSPTRG00000028729,48.7113
ENSMMUG00000003922,ENSPTRG00000013946,48.7051
ENSMMUG00000003922,ENSPTRG00000016687,48.7443
ENSMMUG00000015653,ENSPTRG00000029840,48.6392
ENSMMUG00000015653,ENSPTRG00000021837,48.1998
ENSMMUG00000032439,ENSPTRG00000005738,48.2609
ENSMMUG00000032438,ENSPTRG00000009883,49.1718
ENSMMUG00000002750,ENSPTRG00000014615,48.8
ENSMMUG00000002750,ENSPTRG00000014166,48.5103
ENSMMUG00000032437,ENSPTRG00000017069,48.6034
ENSMMUG00000002805,ENSPTRG00000003281,49.1516
ENSMMUG00000022638,ENSPTRG00000003238,49.0073
ENSMMUG00000015031,ENSPTRG00000013862,48.0669
ENSMMUG00000015031,ENSPTRG00000028772,48.4375
ENSMMUG00000032435,ENSPTRG00000014157,48.7973
ENSMMUG00000013327,ENSPTRG00000009893,36.1476
ENSMMUG00000013327,ENSPTRG00000009893,36.7521
ENSMMUG00000013327,ENSPTRG00000023396,43.6926
ENSMMUG00000011437,ENSPTRG00000003107,48.6924
ENSMMUG00000010537,ENSPTRG00000028810,49.0991
ENSMMUG00000018366,ENSPTRG00000028288,49.4811
ENSMMUG00000016986,ENSPTRG00000031432,49.226
ENSMMUG00000032434,ENSPTRG00000021728,49.2063
ENSMMUG00000015291,ENSPTRG00000013929,48.4071
ENSMMUG00000015291,ENSPTRG00000013929,48.4823
ENSMMUG00000032432,ENSPTRG00000034312,49.2322
ENSMMUG00000032431,ENSPTRG00000018954,48.7179
ENSMMUG00000020965,ENSPTRG00000018892,48.5478
ENSMMUG00000005212,ENSPTRG00000003141,47.7969
ENSMMUG00000006416,ENSPTRG00000020082,48.3012
ENSMMUG00000017753,ENSPTRG00000000070,48.6395
ENSMMUG00000017753,ENSPTRG00000003172,46.1538
ENSMMUG00000017755,ENSPTRG00000028729,49.1407
ENSMMUG00000017757,ENSPTRG00000039445,46.7128
ENSMMUG00000013929,ENSPTRG00000007702,49.2242
ENSMMUG00000013929,ENSPTRG00000016896,49.0986
ENSMMUG00000013930,ENSPTRG00000028763,49.5699
ENSMMUG00000013931,ENSPTRG00000000249,48.8166
ENSMMUG00000013934,ENSPTRG00000028745,46.6302
ENSMMUG00000013935,ENSPTRG00000000070,48.7113
ENSMMUG00000013937,ENSPTRG00000034469,48.4163
ENSMMUG00000013938,ENSPTRG00000031446,48.4496
ENSMMUG00000013940,ENSPTRG00000018991,48.965
ENSMMUG00000013943,ENSPTRG00000003282,48.7097
ENSMMUG00000013943,ENSPTRG00000004551,48.6996
ENSMMUG00000013948,ENSPTRG00000003107,48.5447
ENSMMUG00000013948,ENSPTRG00000003342,49.5414
ENSMMUG00000013948,ENSPTRG00000021668,48.5084
ENSMMUG00000003049,ENSPTRG00000013916,48.5541
ENSMMUG00000003049,ENSPTRG00000018925,48.3781
ENSMMUG00000003274,ENSPTRG00000014622,48.9485
ENSMMUG00000021906,ENSPTRG00000031328,47.9478
ENSMMUG00000021906,ENSPTRG00000031328,48.6388
ENSMMUG00000032429,ENSPTRG00000014049,48.6565
ENSMMUG00000032429,ENSPTRG00000021637,48.4245
ENSMMUG00000032428,ENSPTRG00000028321,48.7319
ENSMMUG00000017795,ENSPTRG00000014600,49.1479
ENSMMUG00000017795,ENSPTRG00000003175,49.2868
ENSMMUG00000017795,ENSPTRG00000039804,49.8316
ENSMMUG00000017797,ENSPTRG00000031311,48.2271
ENSMMUG00000032427,ENSPTRG00000000239,47.0874
ENSMMUG00000032427,ENSPTRG00000042077,47.8036
ENSMMUG00000000667,ENSPTRG00000014637,49.0171
ENSMMUG00000000667,ENSPTRG00000014637,49.036
ENSMMUG00000000667,ENSPTRG00000000152,48.3941
ENSMMUG00000020481,ENSPTRG00000005677,46.7925
ENSMMUG00000020481,ENSPTRG00000040663,49.2754
ENSMMUG00000020481,ENSPTRG00000014619,49.1594
ENSMMUG00000020479,ENSPTRG00000014136,48.9069
ENSMMUG00000005663,ENSPTRG00000009851,49.0721
ENSMMUG00000005663,ENSPTRG00000021781,48.8128
ENSMMUG00000005663,ENSPTRG00000023539,48.6647
ENSMMUG00000010580,ENSPTRG00000007564,46.6667
ENSMMUG00000032425,ENSPTRG00000013823,49.2138
ENSMMUG00000015238,ENSPTRG00000018945,48.9072
ENSMMUG00000011469,ENSPTRG00000003351,48.8824
ENSMMUG00000032424,ENSPTRG00000000148,48.1501
ENSMMUG00000017783,ENSPTRG00000033888,47.3346
ENSMMUG00000014885,ENSPTRG00000033888,47.9371
ENSMMUG00000032423,ENSPTRG00000041256,48.7179
ENSMMUG00000021924,ENSPTRG00000007703,48.6255
ENSMMUG00000012956,ENSPTRG00000017066,48.9879
ENSMMUG00000012957,ENSPTRG00000023779,49.029
ENSMMUG00000003295,ENSPTRG00000021702,49.6434
ENSMMUG00000003295,ENSPTRG00000022470,23.1293
ENSMMUG00000003296,ENSPTRG00000014067,48.273
ENSMMUG00000007592,ENSPTRG00000021717,49.3287
ENSMMUG00000007592,ENSPTRG00000028653,48.9668
ENSMMUG00000007592,ENSPTRG00000016988,49.0146
ENSMMUG00000007592,ENSPTRG00000017039,48.7339
ENSMMUG00000007592,ENSPTRG00000028321,49.2424
ENSMMUG00000007593,ENSPTRG00000021715,44.8802
ENSMMUG00000007593,ENSPTRG00000021715,45.1142
ENSMMUG00000032421,ENSPTRG00000003137,45.6897
ENSMMUG00000013415,ENSPTRG00000039445,48.4813
ENSMMUG00000013415,ENSPTRG00000000085,48.4375
ENSMMUG00000032420,ENSPTRG00000031446,48
ENSMMUG00000009740,ENSPTRG00000003175,48.2587
ENSMMUG00000004793,ENSPTRG00000017066,48.3081
ENSMMUG00000032419,ENSPTRG00000042266,48.3483
ENSMMUG00000013449,ENSPTRG00000016687,47.4854
ENSMMUG00000023236,ENSPTRG00000016924,48.5595
ENSMMUG00000023236,ENSPTRG00000033798,48.6036
ENSMMUG00000013164,ENSPTRG00000009890,48.6537
ENSMMUG00000010418,ENSPTRG00000031254,48.3761
ENSMMUG00000013165,ENSPTRG00000007703,49.5573
ENSMMUG00000009250,ENSPTRG00000016997,48.8755
ENSMMUG00000009249,ENSPTRG00000000123,48.1067
ENSMMUG00000032417,ENSPTRG00000028290,48.8449
ENSMMUG00000017660,ENSPTRG00000028322,48.3333
ENSMMUG00000011440,ENSPTRG00000017062,49.2348
ENSMMUG00000015619,ENSPTRG00000016905,48.7805
ENSMMUG00000015619,ENSPTRG00000007612,48.7054
ENSMMUG00000021204,ENSPTRG00000019018,48.8564
ENSMMUG00000021204,ENSPTRG00000016908,48.8361
ENSMMUG00000021206,ENSPTRG00000000100,49.8442
ENSMMUG00000021207,ENSPTRG00000020996,49.2981
ENSMMUG00000021207,ENSPTRG00000031327,47.3445
ENSMMUG00000009671,ENSPTRG00000013898,30.9441
ENSMMUG00000009671,ENSPTRG00000016947,48.8978
ENSMMUG00000023635,ENSPTRG00000016725,48.7077
ENSMMUG00000019569,ENSPTRG00000028292,48.406
ENSMMUG00000007487,ENSPTRG00000007674,48.3439
ENSMMUG00000011744,ENSPTRG00000020014,45.6731
ENSMMUG00000022574,ENSPTRG00000009857,47.9981
ENSMMUG00000022574,ENSPTRG00000009857,48.1031
ENSMMUG00000022574,ENSPTRG00000016961,48.4407
ENSMMUG00000022574,ENSPTRG00000016961,48.411
ENSMMUG00000014407,ENSPTRG00000034337,49.6032
ENSMMUG00000015861,ENSPTRG00000017006,49.1991
ENSMMUG00000012871,ENSPTRG00000016947,48.545
ENSMMUG00000012871,ENSPTRG00000028817,48.433
ENSMMUG00000012874,ENSPTRG00000005863,48.7982
ENSMMUG00000012874,ENSPTRG00000021762,49.1044
ENSMMUG00000012875,ENSPTRG00000019004,48.6746
ENSMMUG00000013387,ENSPTRG00000018996,48.5112
ENSMMUG00000016961,ENSPTRG00000018998,49.1547
ENSMMUG00000018633,ENSPTRG00000017005,48.736
ENSMMUG00000032415,ENSPTRG00000009849,48.8981
ENSMMUG00000001788,ENSPTRG00000003318,48.6078
ENSMMUG00000003564,ENSPTRG00000022504,48.693
ENSMMUG00000009102,ENSPTRG00000017039,48.4848
ENSMMUG00000009102,ENSPTRG00000018949,48.9048
ENSMMUG00000021298,ENSPTRG00000019004,48.2658
ENSMMUG00000021298,ENSPTRG00000019004,48.2576
ENSMMUG00000010763,ENSPTRG00000013890,49.004
ENSMMUG00000010763,ENSPTRG00000018962,48.874
ENSMMUG00000010763,ENSPTRG00000016925,48.6569
ENSMMUG00000032410,ENSPTRG00000000124,49.6183
ENSMMUG00000032409,ENSPTRG00000039826,48.6618
ENSMMUG00000013970,ENSPTRG00000039804,48.8673
ENSMMUG00000001687,ENSPTRG00000003166,47.5862
ENSMMUG00000001689,ENSPTRG00000041916,49
ENSMMUG00000032408,ENSPTRG00000018954,48.6755
ENSMMUG00000032407,ENSPTRG00000031446,50
ENSMMUG00000000834,ENSPTRG00000040155,50
ENSMMUG00000003112,ENSPTRG00000034133,48.2505
ENSMMUG00000032405,ENSPTRG00000003172,48.2353
ENSMMUG00000022081,ENSPTRG00000021829,47.8457
ENSMMUG00000022081,ENSPTRG00000017082,48.3473
ENSMMUG00000022081,ENSPTRG00000040529,49.0956
ENSMMUG00000020532,ENSPTRG00000018993,48.4492
ENSMMUG00000020536,ENSPTRG00000028288,48.4058
ENSMMUG00000016254,ENSPTRG00000013809,48.4018
ENSMMUG00000032403,ENSPTRG00000033798,48.7631
ENSMMUG00000004335,ENSPTRG00000000125,49.505
ENSMMUG00000004335,ENSPTRG00000041367,47.619
ENSMMUG00000004335,ENSPTRG00000019121,49.5663
ENSMMUG00000004336,ENSPTRG00000018905,48.0346
ENSMMUG00000004336,ENSPTRG00000042501,48.1825
ENSMMUG00000007887,ENSPTRG00000016687,48.6318
ENSMMUG00000013603,ENSPTRG00000003194,47.0375
ENSMMUG00000013604,ENSPTRG00000021829,48.0144
ENSMMUG00000013604,ENSPTRG00000018954,49.1342
ENSMMUG00000021188,ENSPTRG00000019106,48.4663
ENSMMUG00000016776,ENSPTRG00000009890,48.3917
ENSMMUG00000008534,ENSPTRG00000003238,48.9409
ENSMMUG00000016777,ENSPTRG00000041322,48.4392
ENSMMUG00000016777,ENSPTRG00000041322,48.433
ENSMMUG00000019383,ENSPTRG00000009890,48.675
ENSMMUG00000019383,ENSPTRG00000018982,48.1719
ENSMMUG00000032401,ENSPTRG00000018954,48.2402
ENSMMUG00000007312,ENSPTRG00000000124,48.8613
ENSMMUG00000009258,ENSPTRG00000028524,49.2639
ENSMMUG00000032400,ENSPTRG00000021699,49.0501
ENSMMUG00000011562,ENSPTRG00000028653,49.4343
ENSMMUG00000012777,ENSPTRG00000014093,48.903
ENSMMUG00000012777,ENSPTRG00000018926,48.8823
ENSMMUG00000012777,ENSPTRG00000019931,48.4819
ENSMMUG00000019594,ENSPTRG00000013807,49.2099
ENSMMUG00000014259,ENSPTRG00000018954,48.62
ENSMMUG00000014062,ENSPTRG00000041491,48.2906
ENSMMUG00000012702,ENSPTRG00000021668,47.9739
ENSMMUG00000000379,ENSPTRG00000041256,45.6738
ENSMMUG00000000126,ENSPTRG00000007565,47.6763
ENSMMUG00000014127,ENSPTRG00000007646,49.4673
ENSMMUG00000022399,ENSPTRG00000014565,48.8095
ENSMMUG00000032399,ENSPTRG00000022785,48.1183
ENSMMUG00000032398,ENSPTRG00000021649,48.4568
ENSMMUG00000020862,ENSPTRG00000005685,49.4688
ENSMMUG00000020862,ENSPTRG00000016896,49.3834
ENSMMUG00000020862,ENSPTRG00000019931,49.1244
ENSMMUG00000004096,ENSPTRG00000021855,49.8925
ENSMMUG00000000448,ENSPTRG00000005857,48.6142
ENSMMUG00000011078,ENSPTRG00000000158,48.5797
ENSMMUG00000011078,ENSPTRG00000003107,48.2759
ENSMMUG00000008212,ENSPTRG00000028316,49.3874
ENSMMUG00000008209,ENSPTRG00000004540,48.645
ENSMMUG00000008210,ENSPTRG00000021796,45.233
ENSMMUG00000008211,ENSPTRG00000003259,49.4202
ENSMMUG00000008211,ENSPTRG00000003259,49.295
ENSMMUG00000008211,ENSPTRG00000030821,49.5697
ENSMMUG00000003362,ENSPTRG00000028317,7.743
ENSMMUG00000013008,ENSPTRG00000003257,48.5972
ENSMMUG00000004178,ENSPTRG00000017032,49.8137
ENSMMUG00000004178,ENSPTRG00000014195,49.4226
ENSMMUG00000004178,ENSPTRG00000003184,49.6266
ENSMMUG00000018570,ENSPTRG00000019058,49.1687
ENSMMUG00000019971,ENSPTRG00000042362,48.7696
ENSMMUG00000010394,ENSPTRG00000004634,49.1824
ENSMMUG00000010394,ENSPTRG00000000017,49.2214
ENSMMUG00000010394,ENSPTRG00000013920,48.6522
ENSMMUG00000010394,ENSPTRG00000013920,48.7734
ENSMMUG00000007601,ENSPTRG00000021813,48.9154
ENSMMUG00000032397,ENSPTRG00000013918,47.1111
ENSMMUG00000014829,ENSPTRG00000028774,49.4624
ENSMMUG00000021579,ENSPTRG00000018855,48.4649
ENSMMUG00000021579,ENSPTRG00000014058,49.3238
ENSMMUG00000021581,ENSPTRG00000000275,49.0018
ENSMMUG00000021581,ENSPTRG00000016919,49.1885
ENSMMUG00000021581,ENSPTRG00000009893,49.2725
ENSMMUG00000021581,ENSPTRG00000004550,48.9001
ENSMMUG00000006919,ENSPTRG00000005728,37.3333
ENSMMUG00000019572,ENSPTRG00000016914,48.5
ENSMMUG00000019573,ENSPTRG00000021687,45.5868
ENSMMUG00000019573,ENSPTRG00000023120,49.3481
ENSMMUG00000019573,ENSPTRG00000019963,48.8011
ENSMMUG00000019573,ENSPTRG00000034369,49.4523
ENSMMUG00000019573,ENSPTRG00000031433,48.1188
ENSMMUG00000019573,ENSPTRG00000016726,48.7148
ENSMMUG00000019573,ENSPTRG00000019963,48.6312
ENSMMUG00000019573,ENSPTRG00000019956,49.2032
ENSMMUG00000019573,ENSPTRG00000013809,48.6563
ENSMMUG00000019573,ENSPTRG00000038982,50
ENSMMUG00000019576,ENSPTRG00000021728,48.6339
ENSMMUG00000019577,ENSPTRG00000013807,48.6343
ENSMMUG00000019580,ENSPTRG00000016908,48.7925
ENSMMUG00000032395,ENSPTRG00000040862,48.9071
ENSMMUG00000023606,ENSPTRG00000014151,48.7535
ENSMMUG00000023604,ENSPTRG00000005710,49.0849
ENSMMUG00000010595,ENSPTRG00000019951,50.0891
ENSMMUG00000032394,ENSPTRG00000042377,48.7265
ENSMMUG00000015655,ENSPTRG00000016892,49.4934
ENSMMUG00000015656,ENSPTRG00000018946,49.1967
ENSMMUG00000015656,ENSPTRG00000021817,49.3303
ENSMMUG00000002151,ENSPTRG00000018998,47.9777
ENSMMUG00000018770,ENSPTRG00000041720,49.9088
ENSMMUG00000032393,ENSPTRG00000042336,48.5929
ENSMMUG00000018769,ENSPTRG00000017013,49.2519
ENSMMUG00000032392,ENSPTRG00000019125,48.6111
ENSMMUG00000032391,ENSPTRG00000014048,49.0745
ENSMMUG00000032391,ENSPTRG00000030820,49.295
ENSMMUG00000032391,ENSPTRG00000022526,49.0132
ENSMMUG00000032390,ENSPTRG00000042086,48.5915
ENSMMUG00000032389,ENSPTRG00000019125,48.4477
ENSMMUG00000000497,ENSPTRG00000028317,48.3568
ENSMMUG00000005289,ENSPTRG00000014098,49.3498
ENSMMUG00000005290,ENSPTRG00000003373,49.5993
ENSMMUG00000005291,ENSPTRG00000040665,48.6878
ENSMMUG00000005291,ENSPTRG00000040665,48.7763
ENSMMUG00000009970,ENSPTRG00000020006,48.5193
ENSMMUG00000003419,ENSPTRG00000017068,49.0845
ENSMMUG00000003419,ENSPTRG00000021688,49.2456
ENSMMUG00000032388,ENSPTRG00000017069,49.6933
ENSMMUG00000032387,ENSPTRG00000000063,48.5271
ENSMMUG00000011623,ENSPTRG00000000041,48.538
ENSMMUG00000002173,ENSPTRG00000017013,46.6921
ENSMMUG00000020724,ENSPTRG00000041924,48.7853
ENSMMUG00000020724,ENSPTRG00000019138,48.7233
ENSMMUG00000032385,ENSPTRG00000041256,48.2385
ENSMMUG00000004150,ENSPTRG00000031426,49.6302
ENSMMUG00000004152,ENSPTRG00000017066,50.1764
ENSMMUG00000004152,ENSPTRG00000017066,49.5847
ENSMMUG00000004152,ENSPTRG00000013918,51.3514
ENSMMUG00000004154,ENSPTRG00000003166,49.8531
ENSMMUG00000004155,ENSPTRG00000014175,48.8658
ENSMMUG00000032384,ENSPTRG00000009836,49.9561
ENSMMUG00000010501,ENSPTRG00000016949,49.1279
ENSMMUG00000032383,ENSPTRG00000014579,48.8544
ENSMMUG00000003502,ENSPTRG00000016979,49.642
ENSMMUG00000003502,ENSPTRG00000021668,49.5226
ENSMMUG00000003501,ENSPTRG00000042336,49.4139
ENSMMUG00000003500,ENSPTRG00000016923,49.3484
ENSMMUG00000006111,ENSPTRG00000000123,49.0099
ENSMMUG00000006111,ENSPTRG00000017054,48.5484
ENSMMUG00000006111,ENSPTRG00000020025,48.9667
ENSMMUG00000006113,ENSPTRG00000003249,49.2021
ENSMMUG00000006112,ENSPTRG00000013921,49.797
ENSMMUG00000032382,ENSPTRG00000040289,45.1613
ENSMMUG00000000809,ENSPTRG00000021853,48.2551
ENSMMUG00000021198,ENSPTRG00000005685,49.0326
ENSMMUG00000012287,ENSPTRG00000028317,46.5116
ENSMMUG00000032381,ENSPTRG00000042077,48.7923
ENSMMUG00000032380,ENSPTRG00000042077,48.7745
ENSMMUG00000015878,ENSPTRG00000041916,49.4792
ENSMMUG00000015878,ENSPTRG00000041916,47.8261
ENSMMUG00000002729,ENSPTRG00000042077,48.5333
ENSMMUG00000032379,ENSPTRG00000041259,52.2222
ENSMMUG00000032378,ENSPTRG00000028792,46.9697
ENSMMUG00000011519,ENSPTRG00000004015,49.026
ENSMMUG00000022281,ENSPTRG00000013881,48.5372
ENSMMUG00000023302,ENSPTRG00000020082,47.5138
ENSMMUG00000019141,ENSPTRG00000041690,48.3548
ENSMMUG00000006683,ENSPTRG00000028288,48.5687
ENSMMUG00000006684,ENSPTRG00000003184,48.5502
ENSMMUG00000011601,ENSPTRG00000018880,48.959
ENSMMUG00000011601,ENSPTRG00000014119,49.7792
ENSMMUG00000003266,ENSPTRG00000005845,48.642
