macaca_mulatta,pongo_abelii
ENSMMUG00000010620,ENSPPYG00000019602,47.7752
ENSMMUG00000010620,ENSPPYG00000019780,48.5286
ENSMMUG00000010620,ENSPPYG00000019780,48.4439
ENSMMUG00000010620,ENSPPYG00000020074,48.2342
ENSMMUG00000020557,ENSPPYG00000020334,47.2821
ENSMMUG00000023021,ENSPPYG00000020074,46.2564
ENSMMUG00000023021,ENSPPYG00000018945,46.6541
ENSMMUG00000023021,ENSPPYG00000019810,46.9438
ENSMMUG00000023021,ENSPPYG00000018981,48.5087
ENSMMUG00000023022,ENSPPYG00000020336,48.0203
ENSMMUG00000023024,ENSPPYG00000017504,47.1046
ENSMMUG00000023025,ENSPPYG00000020338,4.11015
ENSMMUG00000008618,ENSPPYG00000018967,48.4848
ENSMMUG00000008618,ENSPPYG00000020880,48.9693
ENSMMUG00000008618,ENSPPYG00000019736,49.0341
ENSMMUG00000008618,ENSPPYG00000018973,48.9108
ENSMMUG00000008622,ENSPPYG00000019169,46.4912
ENSMMUG00000008623,ENSPPYG00000020340,28.9303
ENSMMUG00000008624,ENSPPYG00000019804,47.4537
ENSMMUG00000008624,ENSPPYG00000019804,47.3318
ENSMMUG00000008624,ENSPPYG00000020046,47.9429
ENSMMUG00000008625,ENSPPYG00000020342,43.0248
ENSMMUG00000002333,ENSPPYG00000020344,11.1111
ENSMMUG00000002333,ENSPPYG00000020344,27.9113
ENSMMUG00000002333,ENSPPYG00000020344,32.4903
ENSMMUG00000002333,ENSPPYG00000020344,26.7658
ENSMMUG00000002333,ENSPPYG00000020933,12.8205
ENSMMUG00000002333,ENSPPYG00000020933,39.6714
ENSMMUG00000002333,ENSPPYG00000020933,30.1124
ENSMMUG00000002333,ENSPPYG00000020933,22.5564
ENSMMUG00000002333,ENSPPYG00000020933,12.8205
ENSMMUG00000002333,ENSPPYG00000020933,21.5152
ENSMMUG00000017015,ENSPPYG00000020933,36.5517
ENSMMUG00000017015,ENSPPYG00000020933,24.6246
ENSMMUG00000007939,ENSPPYG00000019758,48.7288
ENSMMUG00000003082,ENSPPYG00000020346,37.4207
ENSMMUG00000001138,ENSPPYG00000018707,48.8956
ENSMMUG00000023056,ENSPPYG00000018773,49.5085
ENSMMUG00000023059,ENSPPYG00000020350,6.10329
ENSMMUG00000023060,ENSPPYG00000017871,48.4618
ENSMMUG00000023060,ENSPPYG00000020765,48.62
ENSMMUG00000023060,ENSPPYG00000020753,49.1393
ENSMMUG00000014161,ENSPPYG00000017927,48.9437
ENSMMUG00000014161,ENSPPYG00000017575,46.5465
ENSMMUG00000032460,ENSPPYG00000020737,47.1947
ENSMMUG00000032459,ENSPPYG00000020791,47.7231
ENSMMUG00000016492,ENSPPYG00000018035,48.2308
ENSMMUG00000000378,ENSPPYG00000020858,49.034
ENSMMUG00000032458,ENSPPYG00000018225,30.2083
ENSMMUG00000032457,ENSPPYG00000017575,45.679
ENSMMUG00000017358,ENSPPYG00000020354,4.14552
ENSMMUG00000017359,ENSPPYG00000020176,48.1481
ENSMMUG00000014382,ENSPPYG00000020314,48.6486
ENSMMUG00000032456,ENSPPYG00000018929,48.0808
ENSMMUG00000014033,ENSPPYG00000020356,6.49087
ENSMMUG00000032455,ENSPPYG00000018929,48.4848
ENSMMUG00000032454,ENSPPYG00000020358,2.99401
ENSMMUG00000021120,ENSPPYG00000019988,48.1912
ENSMMUG00000021120,ENSPPYG00000020386,46.6484
ENSMMUG00000020202,ENSPPYG00000020386,48.1439
ENSMMUG00000020201,ENSPPYG00000017591,49.4063
ENSMMUG00000021850,ENSPPYG00000020344,44.5705
ENSMMUG00000012073,ENSPPYG00000018401,47.561
ENSMMUG00000032452,ENSPPYG00000020937,49.5098
ENSMMUG00000009402,ENSPPYG00000020368,46.4912
ENSMMUG00000032451,ENSPPYG00000020937,49.5098
ENSMMUG00000003251,ENSPPYG00000020368,42.1053
ENSMMUG00000003251,ENSPPYG00000020368,38.7967
ENSMMUG00000021851,ENSPPYG00000020370,3.11526
ENSMMUG00000002592,ENSPPYG00000020258,47.3404
ENSMMUG00000002593,ENSPPYG00000019624,49.4436
ENSMMUG00000020553,ENSPPYG00000020372,10.4552
ENSMMUG00000020553,ENSPPYG00000020372,11.2154
ENSMMUG00000020553,ENSPPYG00000020372,13.583
ENSMMUG00000020553,ENSPPYG00000020372,15.9639
ENSMMUG00000020555,ENSPPYG00000017362,48.4951
ENSMMUG00000020555,ENSPPYG00000018935,48.1027
ENSMMUG00000020555,ENSPPYG00000019692,49.1979
ENSMMUG00000020555,ENSPPYG00000018959,49.4005
ENSMMUG00000009293,ENSPPYG00000020372,48.9367
ENSMMUG00000009293,ENSPPYG00000020884,49.1094
ENSMMUG00000009295,ENSPPYG00000019089,47.8947
ENSMMUG00000009296,ENSPPYG00000020376,4.69239
ENSMMUG00000009296,ENSPPYG00000020376,17.0673
ENSMMUG00000000473,ENSPPYG00000020531,48.0836
ENSMMUG00000006362,ENSPPYG00000017366,49.4687
ENSMMUG00000006362,ENSPPYG00000018925,49.2718
ENSMMUG00000000026,ENSPPYG00000017611,12.5926
ENSMMUG00000008751,ENSPPYG00000017613,49.5761
ENSMMUG00000008751,ENSPPYG00000019557,49.7667
ENSMMUG00000008751,ENSPPYG00000020378,21.3645
ENSMMUG00000008751,ENSPPYG00000020378,22.7568
ENSMMUG00000008760,ENSPPYG00000020775,49.2509
ENSMMUG00000008760,ENSPPYG00000018921,45.2381
ENSMMUG00000005433,ENSPPYG00000020380,3.35558
ENSMMUG00000005433,ENSPPYG00000020380,3.3557
ENSMMUG00000012612,ENSPPYG00000019247,48.6649
ENSMMUG00000012613,ENSPPYG00000020382,24.5823
ENSMMUG00000008231,ENSPPYG00000019658,49.0526
ENSMMUG00000007339,ENSPPYG00000020384,7.08302
ENSMMUG00000007345,ENSPPYG00000017400,48.4227
ENSMMUG00000007345,ENSPPYG00000020082,48.4273
ENSMMUG00000007345,ENSPPYG00000019646,48.3187
ENSMMUG00000007345,ENSPPYG00000019988,47.6758
ENSMMUG00000007345,ENSPPYG00000019247,47.6769
ENSMMUG00000007345,ENSPPYG00000019988,47.3054
ENSMMUG00000007345,ENSPPYG00000019646,48.4515
ENSMMUG00000007345,ENSPPYG00000019988,47.3526
ENSMMUG00000008422,ENSPPYG00000020386,8.42697
ENSMMUG00000008422,ENSPPYG00000020386,7.61575
ENSMMUG00000008422,ENSPPYG00000020386,16.9942
ENSMMUG00000008422,ENSPPYG00000020424,48.6034
ENSMMUG00000008422,ENSPPYG00000020386,7.67351
ENSMMUG00000008422,ENSPPYG00000020372,48.5279
ENSMMUG00000008425,ENSPPYG00000019988,48.1824
ENSMMUG00000008425,ENSPPYG00000020908,48.4848
ENSMMUG00000008428,ENSPPYG00000020388,22.8383
ENSMMUG00000008429,ENSPPYG00000019668,47.8903
ENSMMUG00000008429,ENSPPYG00000019668,47.8583
ENSMMUG00000008429,ENSPPYG00000019668,48.0208
ENSMMUG00000032450,ENSPPYG00000020392,34.7193
ENSMMUG00000032450,ENSPPYG00000020392,35.7576
ENSMMUG00000002442,ENSPPYG00000017937,48.7562
ENSMMUG00000032449,ENSPPYG00000020392,34.0956
ENSMMUG00000032449,ENSPPYG00000020392,35.1515
ENSMMUG00000018052,ENSPPYG00000020392,25.8865
ENSMMUG00000010327,ENSPPYG00000020392,26.5957
ENSMMUG00000019495,ENSPPYG00000020390,39.4786
ENSMMUG00000012204,ENSPPYG00000020392,34.7193
ENSMMUG00000012204,ENSPPYG00000020392,26.6667
ENSMMUG00000010324,ENSPPYG00000020368,30.6785
ENSMMUG00000005616,ENSPPYG00000017372,49.3976
ENSMMUG00000009505,ENSPPYG00000019247,47.6658
ENSMMUG00000032447,ENSPPYG00000019361,46.2845
ENSMMUG00000011534,ENSPPYG00000019247,48.4594
ENSMMUG00000032446,ENSPPYG00000020900,7.34824
ENSMMUG00000007989,ENSPPYG00000020749,49.4819
ENSMMUG00000017635,ENSPPYG00000020398,0.888889
ENSMMUG00000017635,ENSPPYG00000020398,9.02978
ENSMMUG00000014678,ENSPPYG00000020400,28.4259
ENSMMUG00000032445,ENSPPYG00000017575,45.7944
ENSMMUG00000012836,ENSPPYG00000019485,49.2643
ENSMMUG00000012391,ENSPPYG00000018561,48.9109
ENSMMUG00000018590,ENSPPYG00000017937,47.1042
ENSMMUG00000032444,ENSPPYG00000019459,48.9668
ENSMMUG00000016045,ENSPPYG00000020404,16.1998
ENSMMUG00000016045,ENSPPYG00000020176,47.4684
ENSMMUG00000016045,ENSPPYG00000020404,8.99916
ENSMMUG00000016045,ENSPPYG00000020176,47.2574
ENSMMUG00000016725,ENSPPYG00000020406,22.1667
ENSMMUG00000019432,ENSPPYG00000020408,19.7622
ENSMMUG00000004920,ENSPPYG00000020408,7.30769
ENSMMUG00000021489,ENSPPYG00000020454,34.3707
ENSMMUG00000007057,ENSPPYG00000018835,48.5333
ENSMMUG00000016233,ENSPPYG00000020410,20.5426
ENSMMUG00000018807,ENSPPYG00000019932,45.2236
ENSMMUG00000004309,ENSPPYG00000020412,42.2056
ENSMMUG00000032442,ENSPPYG00000019247,47.4684
ENSMMUG00000004274,ENSPPYG00000020414,21.5901
ENSMMUG00000004274,ENSPPYG00000020414,38.4682
ENSMMUG00000032441,ENSPPYG00000019303,6.98198
ENSMMUG00000032441,ENSPPYG00000019303,7.73606
ENSMMUG00000032440,ENSPPYG00000017575,45.8333
ENSMMUG00000007630,ENSPPYG00000020304,47.8333
ENSMMUG00000006916,ENSPPYG00000019503,49.6613
ENSMMUG00000006916,ENSPPYG00000020481,49.7245
ENSMMUG00000012261,ENSPPYG00000020416,1.6323
ENSMMUG00000003922,ENSPPYG00000019806,48.914
ENSMMUG00000003922,ENSPPYG00000017655,48.2877
ENSMMUG00000015653,ENSPPYG00000019089,48.6392
ENSMMUG00000015653,ENSPPYG00000019790,48.1417
ENSMMUG00000032439,ENSPPYG00000018767,47.971
ENSMMUG00000032438,ENSPPYG00000017911,48.6542
ENSMMUG00000002750,ENSPPYG00000020854,48.7059
ENSMMUG00000002750,ENSPPYG00000019247,47.5172
ENSMMUG00000032437,ENSPPYG00000020344,48.7896
ENSMMUG00000002805,ENSPPYG00000020422,4.71671
ENSMMUG00000022638,ENSPPYG00000017953,48.6938
ENSMMUG00000015031,ENSPPYG00000020424,14.4201
ENSMMUG00000015031,ENSPPYG00000020424,3.33333
ENSMMUG00000032435,ENSPPYG00000020515,49.4845
ENSMMUG00000013327,ENSPPYG00000017541,28.2677
ENSMMUG00000013327,ENSPPYG00000019970,29.0598
ENSMMUG00000013327,ENSPPYG00000019511,42.4394
ENSMMUG00000011437,ENSPPYG00000018187,48.9103
ENSMMUG00000010537,ENSPPYG00000020643,47.4474
ENSMMUG00000018366,ENSPPYG00000020426,1.28684
ENSMMUG00000016986,ENSPPYG00000019247,48.065
ENSMMUG00000032434,ENSPPYG00000017575,45.7672
ENSMMUG00000015291,ENSPPYG00000020428,6.08192
ENSMMUG00000015291,ENSPPYG00000020428,6.40333
ENSMMUG00000032432,ENSPPYG00000019459,48.2385
ENSMMUG00000032431,ENSPPYG00000020180,48.1838
ENSMMUG00000020965,ENSPPYG00000019598,49.3733
ENSMMUG00000005212,ENSPPYG00000018153,47.9885
ENSMMUG00000006416,ENSPPYG00000018123,48.2094
ENSMMUG00000017753,ENSPPYG00000020432,1.70068
ENSMMUG00000017753,ENSPPYG00000020705,46.62
ENSMMUG00000017755,ENSPPYG00000020819,48.8621
ENSMMUG00000017757,ENSPPYG00000020434,4.49827
ENSMMUG00000013929,ENSPPYG00000017883,48.8497
ENSMMUG00000013929,ENSPPYG00000020679,48.5577
ENSMMUG00000013930,ENSPPYG00000020436,13.5484
ENSMMUG00000013931,ENSPPYG00000020436,47.7071
ENSMMUG00000013934,ENSPPYG00000018585,46.2659
ENSMMUG00000013935,ENSPPYG00000020452,48.6254
ENSMMUG00000013937,ENSPPYG00000019862,47.5113
ENSMMUG00000013938,ENSPPYG00000020130,49.2248
ENSMMUG00000013940,ENSPPYG00000020438,18.9389
ENSMMUG00000013943,ENSPPYG00000018977,48.8018
ENSMMUG00000013943,ENSPPYG00000019115,48.5467
ENSMMUG00000013948,ENSPPYG00000020408,48.3105
ENSMMUG00000013948,ENSPPYG00000020440,1.99295
ENSMMUG00000013948,ENSPPYG00000019247,48.703
ENSMMUG00000003049,ENSPPYG00000017692,48.386
ENSMMUG00000003049,ENSPPYG00000017961,48.2854
ENSMMUG00000003274,ENSPPYG00000020442,18.5682
ENSMMUG00000021906,ENSPPYG00000018545,48.3209
ENSMMUG00000021906,ENSPPYG00000019015,48.6388
ENSMMUG00000032429,ENSPPYG00000020444,28.3951
ENSMMUG00000032429,ENSPPYG00000020004,47.7612
ENSMMUG00000032428,ENSPPYG00000020128,48.5507
ENSMMUG00000017795,ENSPPYG00000020446,4.36264
ENSMMUG00000017795,ENSPPYG00000019073,48.9699
ENSMMUG00000017795,ENSPPYG00000017428,49.1582
ENSMMUG00000017797,ENSPPYG00000020880,48.638
ENSMMUG00000032427,ENSPPYG00000019015,47.8964
ENSMMUG00000032427,ENSPPYG00000017575,47.5452
ENSMMUG00000000667,ENSPPYG00000020450,29.6323
ENSMMUG00000000667,ENSPPYG00000020450,29.6835
ENSMMUG00000000667,ENSPPYG00000020450,7.45446
ENSMMUG00000020481,ENSPPYG00000019938,49.4879
ENSMMUG00000020481,ENSPPYG00000019988,48.6715
ENSMMUG00000020481,ENSPPYG00000019988,49.1594
ENSMMUG00000020479,ENSPPYG00000020452,18.8664
ENSMMUG00000005663,ENSPPYG00000019145,14.0284
ENSMMUG00000005663,ENSPPYG00000018871,48.8128
ENSMMUG00000005663,ENSPPYG00000019443,47.9723
ENSMMUG00000010580,ENSPPYG00000020274,30.2357
ENSMMUG00000032425,ENSPPYG00000020140,49.6855
ENSMMUG00000015238,ENSPPYG00000019441,48.8355
ENSMMUG00000011469,ENSPPYG00000019159,48.5423
ENSMMUG00000032424,ENSPPYG00000020458,40.2145
ENSMMUG00000017783,ENSPPYG00000019988,47.0777
ENSMMUG00000014885,ENSPPYG00000019988,47.1513
ENSMMUG00000032423,ENSPPYG00000020747,47.9487
ENSMMUG00000021924,ENSPPYG00000018925,49.0038
ENSMMUG00000012956,ENSPPYG00000020460,24.8583
ENSMMUG00000012957,ENSPPYG00000018711,48.9226
ENSMMUG00000003295,ENSPPYG00000020462,39.515
ENSMMUG00000003295,ENSPPYG00000020462,4.30839
ENSMMUG00000003296,ENSPPYG00000018939,48.1887
ENSMMUG00000007592,ENSPPYG00000017955,49.387
ENSMMUG00000007592,ENSPPYG00000020464,31.4465
ENSMMUG00000007592,ENSPPYG00000020597,49.0574
ENSMMUG00000007592,ENSPPYG00000020519,48.7339
ENSMMUG00000007592,ENSPPYG00000017587,48.6742
ENSMMUG00000007593,ENSPPYG00000019257,48.72
ENSMMUG00000007593,ENSPPYG00000019257,48.9127
ENSMMUG00000032421,ENSPPYG00000019113,46.8391
ENSMMUG00000013415,ENSPPYG00000018979,47.7804
ENSMMUG00000013415,ENSPPYG00000019521,46.3542
ENSMMUG00000032420,ENSPPYG00000020767,49.3333
ENSMMUG00000009740,ENSPPYG00000020468,0.995025
ENSMMUG00000004793,ENSPPYG00000020470,39.1649
ENSMMUG00000032419,ENSPPYG00000017575,45.3453
ENSMMUG00000013449,ENSPPYG00000020472,4.44444
ENSMMUG00000023236,ENSPPYG00000018695,48.2563
ENSMMUG00000023236,ENSPPYG00000018695,48.7199
ENSMMUG00000013164,ENSPPYG00000018645,48.8394
ENSMMUG00000010418,ENSPPYG00000020304,48.2051
ENSMMUG00000013165,ENSPPYG00000018925,49.6291
ENSMMUG00000009250,ENSPPYG00000020627,49.212
ENSMMUG00000009249,ENSPPYG00000020481,1.49333
ENSMMUG00000032417,ENSPPYG00000020346,49.505
ENSMMUG00000017660,ENSPPYG00000017408,48.6111
ENSMMUG00000011440,ENSPPYG00000018815,49.0938
ENSMMUG00000015619,ENSPPYG00000020483,6.01346
ENSMMUG00000015619,ENSPPYG00000020483,10.8482
ENSMMUG00000021204,ENSPPYG00000019265,48.9478
ENSMMUG00000021204,ENSPPYG00000017535,48.9731
ENSMMUG00000021206,ENSPPYG00000019185,47.9751
ENSMMUG00000021207,ENSPPYG00000020485,43.4026
ENSMMUG00000021207,ENSPPYG00000017543,47.3445
ENSMMUG00000009671,ENSPPYG00000017816,49.2173
ENSMMUG00000009671,ENSPPYG00000019247,48.497
ENSMMUG00000023635,ENSPPYG00000020487,31.8627
ENSMMUG00000019569,ENSPPYG00000020112,47.9027
ENSMMUG00000007487,ENSPPYG00000020489,3.66455
ENSMMUG00000011744,ENSPPYG00000017496,47.7564
ENSMMUG00000022574,ENSPPYG00000020491,29.0063
ENSMMUG00000022574,ENSPPYG00000020491,29.3305
ENSMMUG00000022574,ENSPPYG00000020491,34.7367
ENSMMUG00000022574,ENSPPYG00000020491,39.3308
ENSMMUG00000014407,ENSPPYG00000020493,16.8651
ENSMMUG00000015861,ENSPPYG00000017575,44.3936
ENSMMUG00000012871,ENSPPYG00000019247,47.5529
ENSMMUG00000012871,ENSPPYG00000018739,47.151
ENSMMUG00000012874,ENSPPYG00000019195,49.0249
ENSMMUG00000012874,ENSPPYG00000019247,48.425
ENSMMUG00000012875,ENSPPYG00000017933,48.6362
ENSMMUG00000013387,ENSPPYG00000019247,48.7593
ENSMMUG00000016961,ENSPPYG00000019247,48.6346
ENSMMUG00000018633,ENSPPYG00000020501,40.9171
ENSMMUG00000032415,ENSPPYG00000019185,48.2094
ENSMMUG00000001788,ENSPPYG00000020501,47.4145
ENSMMUG00000003564,ENSPPYG00000019137,48.997
ENSMMUG00000009102,ENSPPYG00000019265,48.7417
ENSMMUG00000009102,ENSPPYG00000018483,49.2177
ENSMMUG00000021298,ENSPPYG00000019377,48.363
ENSMMUG00000021298,ENSPPYG00000019377,48.4567
ENSMMUG00000010763,ENSPPYG00000020507,15.462
ENSMMUG00000010763,ENSPPYG00000020507,38.9967
ENSMMUG00000010763,ENSPPYG00000019247,48.4737
ENSMMUG00000032410,ENSPPYG00000017766,47.5827
ENSMMUG00000032409,ENSPPYG00000017575,46.472
ENSMMUG00000013970,ENSPPYG00000019165,46.9256
ENSMMUG00000001687,ENSPPYG00000020531,44.023
ENSMMUG00000001689,ENSPPYG00000019355,48.6667
ENSMMUG00000032408,ENSPPYG00000017911,48.4547
ENSMMUG00000032407,ENSPPYG00000019003,47.6471
ENSMMUG00000000834,ENSPPYG00000019163,49.5614
ENSMMUG00000003112,ENSPPYG00000020691,48.1584
ENSMMUG00000032405,ENSPPYG00000020511,2.15686
ENSMMUG00000022081,ENSPPYG00000019159,47.3447
ENSMMUG00000022081,ENSPPYG00000017955,47.7871
ENSMMUG00000022081,ENSPPYG00000019459,39.2765
ENSMMUG00000020532,ENSPPYG00000020513,12.9172
ENSMMUG00000020536,ENSPPYG00000019159,48.4541
ENSMMUG00000016254,ENSPPYG00000019185,48.0974
ENSMMUG00000032403,ENSPPYG00000017961,48.9308
ENSMMUG00000004335,ENSPPYG00000020497,48.1848
ENSMMUG00000004335,ENSPPYG00000018339,49.4048
ENSMMUG00000004335,ENSPPYG00000020611,47.9554
ENSMMUG00000004336,ENSPPYG00000020517,14.457
ENSMMUG00000004336,ENSPPYG00000020517,30.7038
ENSMMUG00000007887,ENSPPYG00000017853,3.9801
ENSMMUG00000013603,ENSPPYG00000019159,46.9923
ENSMMUG00000013604,ENSPPYG00000020519,10.624
ENSMMUG00000013604,ENSPPYG00000019990,48.2684
ENSMMUG00000021188,ENSPPYG00000018557,48.8753
ENSMMUG00000016776,ENSPPYG00000019159,48.0132
ENSMMUG00000008534,ENSPPYG00000018671,48.9409
ENSMMUG00000016777,ENSPPYG00000020521,2.34114
ENSMMUG00000016777,ENSPPYG00000020521,2.39316
ENSMMUG00000019383,ENSPPYG00000020523,7.06648
ENSMMUG00000019383,ENSPPYG00000020523,42.9249
ENSMMUG00000032401,ENSPPYG00000020493,48.7578
ENSMMUG00000007312,ENSPPYG00000019990,48.6542
ENSMMUG00000009258,ENSPPYG00000020525,24.6886
ENSMMUG00000032400,ENSPPYG00000020791,47.1503
ENSMMUG00000011562,ENSPPYG00000020641,49.5213
ENSMMUG00000012777,ENSPPYG00000020527,15.2743
ENSMMUG00000012777,ENSPPYG00000020527,9.09091
ENSMMUG00000012777,ENSPPYG00000020527,4.3095
ENSMMUG00000019594,ENSPPYG00000019247,47.1031
ENSMMUG00000014259,ENSPPYG00000018019,48.4076
ENSMMUG00000014062,ENSPPYG00000020677,48.2906
ENSMMUG00000012702,ENSPPYG00000019247,48.5621
ENSMMUG00000000379,ENSPPYG00000020531,7.94326
ENSMMUG00000000126,ENSPPYG00000017827,48.2573
ENSMMUG00000014127,ENSPPYG00000020846,49.3151
ENSMMUG00000022399,ENSPPYG00000020138,48.8095
ENSMMUG00000032399,ENSPPYG00000017575,44.3548
ENSMMUG00000032398,ENSPPYG00000017619,45.9877
ENSMMUG00000020862,ENSPPYG00000017530,48.9512
ENSMMUG00000020862,ENSPPYG00000018711,49.0349
ENSMMUG00000020862,ENSPPYG00000018711,48.5809
ENSMMUG00000004096,ENSPPYG00000020793,48.172
ENSMMUG00000000448,ENSPPYG00000019247,47.3408
ENSMMUG00000011078,ENSPPYG00000018471,48.7112
ENSMMUG00000011078,ENSPPYG00000018177,48.0339
ENSMMUG00000008212,ENSPPYG00000020537,13.3997
ENSMMUG00000008209,ENSPPYG00000020733,48.103
ENSMMUG00000008210,ENSPPYG00000020539,4.73118
ENSMMUG00000008211,ENSPPYG00000020649,49.2822
ENSMMUG00000008211,ENSPPYG00000020649,49.2397
ENSMMUG00000008211,ENSPPYG00000020709,49.0103
ENSMMUG00000003362,ENSPPYG00000020104,49.7529
ENSMMUG00000013008,ENSPPYG00000020541,3.10621
ENSMMUG00000004178,ENSPPYG00000020240,40.5003
ENSMMUG00000004178,ENSPPYG00000020240,41.7436
ENSMMUG00000004178,ENSPPYG00000020240,47.3184
ENSMMUG00000018570,ENSPPYG00000017903,48.7089
ENSMMUG00000019971,ENSPPYG00000018327,48.7696
ENSMMUG00000010394,ENSPPYG00000019988,47.9874
ENSMMUG00000010394,ENSPPYG00000020410,49.1101
ENSMMUG00000010394,ENSPPYG00000019247,47.7975
ENSMMUG00000010394,ENSPPYG00000019247,47.114
ENSMMUG00000007601,ENSPPYG00000020547,4.55954
ENSMMUG00000032397,ENSPPYG00000019215,48
ENSMMUG00000014829,ENSPPYG00000017575,46.2366
ENSMMUG00000021579,ENSPPYG00000020222,46.4599
ENSMMUG00000021579,ENSPPYG00000020549,3.71526
ENSMMUG00000021581,ENSPPYG00000019159,48.775
ENSMMUG00000021581,ENSPPYG00000019159,48.8729
ENSMMUG00000021581,ENSPPYG00000019159,49.2223
ENSMMUG00000021581,ENSPPYG00000017917,48.7744
ENSMMUG00000006919,ENSPPYG00000017575,45.8667
ENSMMUG00000019572,ENSPPYG00000020641,48.5
ENSMMUG00000019573,ENSPPYG00000017730,48.6421
ENSMMUG00000019573,ENSPPYG00000019247,48.631
ENSMMUG00000019573,ENSPPYG00000019185,48.519
ENSMMUG00000019573,ENSPPYG00000020024,48.5133
ENSMMUG00000019573,ENSPPYG00000019443,48.3168
ENSMMUG00000019573,ENSPPYG00000020733,48.5924
ENSMMUG00000019573,ENSPPYG00000020024,48.1481
ENSMMUG00000019573,ENSPPYG00000017575,48.2072
ENSMMUG00000019573,ENSPPYG00000019185,48.0905
ENSMMUG00000019573,ENSPPYG00000020062,47.8992
ENSMMUG00000019576,ENSPPYG00000019479,24.0437
ENSMMUG00000019577,ENSPPYG00000019247,46.5099
ENSMMUG00000019580,ENSPPYG00000020553,5.41145
ENSMMUG00000032395,ENSPPYG00000017575,43.7158
ENSMMUG00000023606,ENSPPYG00000020555,3.3241
ENSMMUG00000023604,ENSPPYG00000019195,49.4134
ENSMMUG00000010595,ENSPPYG00000020304,49.0196
ENSMMUG00000032394,ENSPPYG00000020557,2.32558
ENSMMUG00000015655,ENSPPYG00000018489,49.1388
ENSMMUG00000015656,ENSPPYG00000020559,34.3449
ENSMMUG00000015656,ENSPPYG00000020559,39.9216
ENSMMUG00000002151,ENSPPYG00000020561,27.6848
ENSMMUG00000018770,ENSPPYG00000020112,48.6314
ENSMMUG00000032393,ENSPPYG00000020577,44.0901
ENSMMUG00000018769,ENSPPYG00000018761,49.0025
ENSMMUG00000032392,ENSPPYG00000020935,3.51307
ENSMMUG00000032391,ENSPPYG00000020565,20.3602
ENSMMUG00000032391,ENSPPYG00000020565,28.4595
ENSMMUG00000032391,ENSPPYG00000020567,35.1974
ENSMMUG00000032390,ENSPPYG00000018923,48.8263
ENSMMUG00000032389,ENSPPYG00000020935,3.43137
ENSMMUG00000000497,ENSPPYG00000019185,49.6088
ENSMMUG00000005289,ENSPPYG00000019247,48.1177
ENSMMUG00000005290,ENSPPYG00000020527,49.7375
ENSMMUG00000005291,ENSPPYG00000018815,48.9641
ENSMMUG00000005291,ENSPPYG00000018635,48.9803
ENSMMUG00000009970,ENSPPYG00000020569,19.095
ENSMMUG00000003419,ENSPPYG00000020747,49.0845
ENSMMUG00000003419,ENSPPYG00000020747,49.2716
ENSMMUG00000032388,ENSPPYG00000018079,48.6708
ENSMMUG00000032387,ENSPPYG00000020874,6.51163
ENSMMUG00000011623,ENSPPYG00000020583,21.54
ENSMMUG00000002173,ENSPPYG00000019960,48.9822
ENSMMUG00000020724,ENSPPYG00000020567,45.9619
ENSMMUG00000020724,ENSPPYG00000020565,34.914
ENSMMUG00000032385,ENSPPYG00000017911,47.561
ENSMMUG00000004150,ENSPPYG00000020575,7.4774
ENSMMUG00000004152,ENSPPYG00000019247,49.8236
ENSMMUG00000004152,ENSPPYG00000019247,49.0864
ENSMMUG00000004152,ENSPPYG00000018659,46.8468
ENSMMUG00000004154,ENSPPYG00000020577,40.9403
ENSMMUG00000004155,ENSPPYG00000019055,48.4877
ENSMMUG00000032384,ENSPPYG00000019299,49.9561
ENSMMUG00000010501,ENSPPYG00000020470,49.031
ENSMMUG00000032383,ENSPPYG00000020583,39.9113
ENSMMUG00000003502,ENSPPYG00000019247,48.8465
ENSMMUG00000003502,ENSPPYG00000019988,49.5863
ENSMMUG00000003501,ENSPPYG00000020577,45.9874
ENSMMUG00000003500,ENSPPYG00000018883,49.6959
ENSMMUG00000006111,ENSPPYG00000020587,6.43564
ENSMMUG00000006111,ENSPPYG00000020587,1.50538
ENSMMUG00000006111,ENSPPYG00000020587,12.2847
ENSMMUG00000006113,ENSPPYG00000018069,48.6702
ENSMMUG00000006112,ENSPPYG00000020589,33.8295
ENSMMUG00000032382,ENSPPYG00000018225,45.5197
ENSMMUG00000000809,ENSPPYG00000020864,48.9771
ENSMMUG00000021198,ENSPPYG00000020591,23.8537
ENSMMUG00000012287,ENSPPYG00000020589,48.6822
ENSMMUG00000032381,ENSPPYG00000019986,37.1981
ENSMMUG00000032380,ENSPPYG00000019986,36.5196
ENSMMUG00000015878,ENSPPYG00000020593,31.25
ENSMMUG00000015878,ENSPPYG00000020593,2.17391
ENSMMUG00000002729,ENSPPYG00000019986,37.0667
ENSMMUG00000032379,ENSPPYG00000020008,45.5556
ENSMMUG00000032378,ENSPPYG00000019986,45.0758
ENSMMUG00000011519,ENSPPYG00000017492,48.0519
ENSMMUG00000022281,ENSPPYG00000018815,49.0027
ENSMMUG00000023302,ENSPPYG00000020681,44.6593
ENSMMUG00000019141,ENSPPYG00000019862,48.0687
ENSMMUG00000006683,ENSPPYG00000020597,1.98933
ENSMMUG00000006684,ENSPPYG00000019393,48.6989
ENSMMUG00000011601,ENSPPYG00000019455,48.8598
ENSMMUG00000011601,ENSPPYG00000020904,50.1104
