pongo_abelii,pan_troglodytes
ENSPPYG00000019215,ENSPTRG00000041916,47.3684
ENSPPYG00000019213,ENSPTRG00000009858,48.3234
ENSPPYG00000019211,ENSPTRG00000014058,49.1976
ENSPPYG00000019211,ENSPTRG00000003399,49.3857
ENSPPYG00000019211,ENSPTRG00000005721,49.4152
ENSPPYG00000019209,ENSPTRG00000016949,48.5632
ENSPPYG00000019207,ENSPTRG00000016979,48.3454
ENSPPYG00000019205,ENSPTRG00000018991,48.6697
ENSPPYG00000019203,ENSPTRG00000021711,48.9394
ENSPPYG00000019201,ENSPTRG00000016961,48.527
ENSPPYG00000019199,ENSPTRG00000004518,47.4964
ENSPPYG00000019199,ENSPTRG00000000041,47.2885
ENSPPYG00000019197,ENSPTRG00000000408,48.8136
ENSPPYG00000019195,ENSPTRG00000013925,48.7844
ENSPPYG00000019193,ENSPTRG00000000125,49.4282
ENSPPYG00000019189,ENSPTRG00000021699,48.11
ENSPPYG00000019187,ENSPTRG00000016994,49.1121
ENSPPYG00000019185,ENSPTRG00000021699,48.0496
ENSPPYG00000019183,ENSPTRG00000039826,48.0676
ENSPPYG00000019181,ENSPTRG00000028810,48.8536
ENSPPYG00000019179,ENSPTRG00000013785,48.7055
ENSPPYG00000019177,ENSPTRG00000000269,48.8536
ENSPPYG00000019175,ENSPTRG00000028845,48.8536
ENSPPYG00000019171,ENSPTRG00000013829,48.7478
ENSPPYG00000019169,ENSPTRG00000031314,44.0613
ENSPPYG00000019167,ENSPTRG00000003184,48.1188
ENSPPYG00000019167,ENSPTRG00000031254,48.913
ENSPPYG00000019165,ENSPTRG00000017695,46.8165
ENSPPYG00000019163,ENSPTRG00000041367,50.2415
ENSPPYG00000019161,ENSPTRG00000003310,48.449
ENSPPYG00000019159,ENSPTRG00000009893,47.7298
ENSPPYG00000019159,ENSPTRG00000009893,47.7222
ENSPPYG00000019157,ENSPTRG00000040645,49.226
ENSPPYG00000019155,ENSPTRG00000013809,48.5577
ENSPPYG00000019153,ENSPTRG00000000017,49.2586
ENSPPYG00000019151,ENSPTRG00000028611,49.0741
ENSPPYG00000019149,ENSPTRG00000041927,48.4521
ENSPPYG00000019147,ENSPTRG00000030794,49.2063
ENSPPYG00000019145,ENSPTRG00000016961,49.071
ENSPPYG00000019145,ENSPTRG00000009829,49.5525
ENSPPYG00000019141,ENSPTRG00000016905,48.481
ENSPPYG00000019139,ENSPTRG00000005722,48.0368
ENSPPYG00000019137,ENSPTRG00000005789,48.2533
ENSPPYG00000019135,ENSPTRG00000021713,48.3165
ENSPPYG00000019133,ENSPTRG00000033718,48.198
ENSPPYG00000019131,ENSPTRG00000004015,46.7105
ENSPPYG00000019127,ENSPTRG00000014606,48.7518
ENSPPYG00000019125,ENSPTRG00000021711,48.8925
ENSPPYG00000019123,ENSPTRG00000003154,46.3534
ENSPPYG00000019121,ENSPTRG00000018865,49.2899
ENSPPYG00000019121,ENSPTRG00000041651,47.5776
ENSPPYG00000019119,ENSPTRG00000039206,46.7532
ENSPPYG00000019117,ENSPTRG00000003184,47.8505
ENSPPYG00000019115,ENSPTRG00000000017,47.5058
ENSPPYG00000019113,ENSPTRG00000003182,47.4747
ENSPPYG00000019111,ENSPTRG00000000062,47.9354
ENSPPYG00000019109,ENSPTRG00000034369,50
ENSPPYG00000019107,ENSPTRG00000007627,47.8437
ENSPPYG00000019107,ENSPTRG00000031314,47.7193
ENSPPYG00000019107,ENSPTRG00000031314,47.5177
ENSPPYG00000019105,ENSPTRG00000000067,48.6163
ENSPPYG00000019103,ENSPTRG00000014622,48.0931
ENSPPYG00000019101,ENSPTRG00000033888,47.5836
ENSPPYG00000019099,ENSPTRG00000018982,49.4465
ENSPPYG00000019097,ENSPTRG00000033718,48.0868
ENSPPYG00000019097,ENSPTRG00000020062,48.1578
ENSPPYG00000019095,ENSPTRG00000000207,47.4255
ENSPPYG00000019093,ENSPTRG00000014080,47.0389
ENSPPYG00000019091,ENSPTRG00000038980,49.0401
ENSPPYG00000019091,ENSPTRG00000038980,48.7917
ENSPPYG00000019089,ENSPTRG00000003166,46.8783
ENSPPYG00000019087,ENSPTRG00000000054,48.7777
ENSPPYG00000019085,ENSPTRG00000020053,49.1497
ENSPPYG00000019083,ENSPTRG00000000137,48.4559
ENSPPYG00000019081,ENSPTRG00000042298,48.1953
ENSPPYG00000019079,ENSPTRG00000040616,48.0084
ENSPPYG00000019073,ENSPTRG00000019951,48.1481
ENSPPYG00000019071,ENSPTRG00000028794,48.8172
ENSPPYG00000019071,ENSPTRG00000028794,48.6022
ENSPPYG00000019069,ENSPTRG00000003185,48.7829
ENSPPYG00000019065,ENSPTRG00000013785,48.773
ENSPPYG00000019063,ENSPTRG00000033843,48
ENSPPYG00000019061,ENSPTRG00000000148,47.7169
ENSPPYG00000019059,ENSPTRG00000040941,46.7949
ENSPPYG00000019057,ENSPTRG00000021663,47.4853
ENSPPYG00000019055,ENSPTRG00000020014,47.7053
ENSPPYG00000019053,ENSPTRG00000013897,49.4407
ENSPPYG00000019051,ENSPTRG00000013881,48.9904
ENSPPYG00000019047,ENSPTRG00000005728,49.2683
ENSPPYG00000019045,ENSPTRG00000019931,44.2857
ENSPPYG00000019043,ENSPTRG00000013918,48.8189
ENSPPYG00000019041,ENSPTRG00000019963,49.7512
ENSPPYG00000019039,ENSPTRG00000039081,46.7532
ENSPPYG00000019037,ENSPTRG00000000090,49.2623
ENSPPYG00000019037,ENSPTRG00000019047,49.7401
ENSPPYG00000019037,ENSPTRG00000028298,49.8035
ENSPPYG00000019035,ENSPTRG00000007686,41.4222
ENSPPYG00000019031,ENSPTRG00000034221,3.15315
ENSPPYG00000019031,ENSPTRG00000013839,49.5726
ENSPPYG00000019029,ENSPTRG00000034369,48.6005
ENSPPYG00000019027,ENSPTRG00000007626,46.8254
ENSPPYG00000019025,ENSPTRG00000034369,23.8596
ENSPPYG00000019023,ENSPTRG00000017006,50.939
ENSPPYG00000019017,ENSPTRG00000003123,48.0527
ENSPPYG00000019015,ENSPTRG00000042077,46.8683
ENSPPYG00000019011,ENSPTRG00000034337,8.39895
ENSPPYG00000019005,ENSPTRG00000031042,34.386
ENSPPYG00000019003,ENSPTRG00000029512,48.8095
ENSPPYG00000019001,ENSPTRG00000042077,46.9697
ENSPPYG00000018997,ENSPTRG00000018919,40.9956
ENSPPYG00000018997,ENSPTRG00000034312,46.2845
ENSPPYG00000018997,ENSPTRG00000031023,48.433
ENSPPYG00000018995,ENSPTRG00000028769,47.4074
ENSPPYG00000018993,ENSPTRG00000030841,47.4576
ENSPPYG00000018991,ENSPTRG00000040750,47.5452
ENSPPYG00000018989,ENSPTRG00000023331,42.5325
ENSPPYG00000018987,ENSPTRG00000016696,47.954
ENSPPYG00000018985,ENSPTRG00000003184,45.1417
ENSPPYG00000018983,ENSPTRG00000033843,45.7627
ENSPPYG00000018981,ENSPTRG00000003126,45.9534
ENSPPYG00000018979,ENSPTRG00000039445,47.451
ENSPPYG00000018977,ENSPTRG00000000017,47.7136
ENSPPYG00000018975,ENSPTRG00000039924,46.8293
ENSPPYG00000018973,ENSPTRG00000000241,47.3543
ENSPPYG00000018973,ENSPTRG00000009878,46.8978
ENSPPYG00000018971,ENSPTRG00000007607,46.4394
ENSPPYG00000018969,ENSPTRG00000000062,47.044
ENSPPYG00000018967,ENSPTRG00000007645,47.2256
ENSPPYG00000018965,ENSPTRG00000007557,44.416
ENSPPYG00000018963,ENSPTRG00000014626,47.9896
ENSPPYG00000018961,ENSPTRG00000040525,47.4438
ENSPPYG00000018959,ENSPTRG00000003174,46.304
ENSPPYG00000018957,ENSPTRG00000000017,46.9032
ENSPPYG00000018955,ENSPTRG00000007684,47.1617
ENSPPYG00000018953,ENSPTRG00000013839,51.773
ENSPPYG00000018951,ENSPTRG00000040153,47.6075
ENSPPYG00000018949,ENSPTRG00000003174,45.706
ENSPPYG00000018947,ENSPTRG00000014084,46.2509
ENSPPYG00000018945,ENSPTRG00000039445,44.5665
ENSPPYG00000018943,ENSPTRG00000007687,47.0458
ENSPPYG00000018941,ENSPTRG00000000041,48.4472
ENSPPYG00000018941,ENSPTRG00000007582,47.9167
ENSPPYG00000018939,ENSPTRG00000007672,46.2332
ENSPPYG00000018937,ENSPTRG00000007607,45.0938
ENSPPYG00000018935,ENSPTRG00000007684,47.1022
ENSPPYG00000018933,ENSPTRG00000034234,50
ENSPPYG00000018931,ENSPTRG00000028773,47.2582
ENSPPYG00000018931,ENSPTRG00000007686,42.3519
ENSPPYG00000018929,ENSPTRG00000014062,48.6998
ENSPPYG00000018927,ENSPTRG00000034369,47.4747
ENSPPYG00000018925,ENSPTRG00000007621,48.4365
ENSPPYG00000018923,ENSPTRG00000007626,46.8085
ENSPPYG00000018921,ENSPTRG00000007626,43.8596
ENSPPYG00000018919,ENSPTRG00000034369,46.3415
ENSPPYG00000018917,ENSPTRG00000007607,45.9278
ENSPPYG00000018915,ENSPTRG00000003184,46.4844
ENSPPYG00000018913,ENSPTRG00000007644,50.2917
ENSPPYG00000018911,ENSPTRG00000000271,47.5293
ENSPPYG00000018909,ENSPTRG00000017079,49.1935
ENSPPYG00000018909,ENSPTRG00000038982,47.9675
ENSPPYG00000018907,ENSPTRG00000028794,49.7475
ENSPPYG00000018905,ENSPTRG00000031451,46.8647
ENSPPYG00000018903,ENSPTRG00000000207,47.1111
ENSPPYG00000018901,ENSPTRG00000023779,49.2188
ENSPPYG00000018899,ENSPTRG00000017066,49.4364
ENSPPYG00000018895,ENSPTRG00000007540,48.8788
ENSPPYG00000018893,ENSPTRG00000007628,48.1348
ENSPPYG00000018891,ENSPTRG00000041927,49.4054
ENSPPYG00000018891,ENSPTRG00000005859,49.2205
ENSPPYG00000018889,ENSPTRG00000034312,48.8596
ENSPPYG00000018887,ENSPTRG00000000017,48.0438
ENSPPYG00000018885,ENSPTRG00000003386,48.761
ENSPPYG00000018883,ENSPTRG00000016949,47.8974
ENSPPYG00000018883,ENSPTRG00000041209,49.3482
ENSPPYG00000018881,ENSPTRG00000019962,49.697
ENSPPYG00000018879,ENSPTRG00000034234,50
ENSPPYG00000018875,ENSPTRG00000014175,47.5424
ENSPPYG00000018873,ENSPTRG00000003384,48.6975
ENSPPYG00000018873,ENSPTRG00000005693,48.7268
ENSPPYG00000018871,ENSPTRG00000021842,41.0794
ENSPPYG00000018869,ENSPTRG00000017052,49.4318
ENSPPYG00000018867,ENSPTRG00000005696,48.1269
ENSPPYG00000018865,ENSPTRG00000018992,47.1726
ENSPPYG00000018863,ENSPTRG00000042077,49.5169
ENSPPYG00000018861,ENSPTRG00000020009,49.4933
ENSPPYG00000018859,ENSPTRG00000042084,48.7324
ENSPPYG00000018857,ENSPTRG00000017069,48.3574
ENSPPYG00000018857,ENSPTRG00000013793,48.3315
ENSPPYG00000018855,ENSPTRG00000013817,49.0814
ENSPPYG00000018853,ENSPTRG00000014175,47.9964
ENSPPYG00000018853,ENSPTRG00000007686,47.2031
ENSPPYG00000018849,ENSPTRG00000009853,48.7959
ENSPPYG00000018847,ENSPTRG00000022785,49.0385
ENSPPYG00000018845,ENSPTRG00000040529,48.3293
ENSPPYG00000018843,ENSPTRG00000005858,49.0278
ENSPPYG00000018841,ENSPTRG00000000070,47.486
ENSPPYG00000018839,ENSPTRG00000007628,48.4412
ENSPPYG00000018837,ENSPTRG00000018998,48.8279
ENSPPYG00000018837,ENSPTRG00000003137,49.3399
ENSPPYG00000018835,ENSPTRG00000019956,48.6034
ENSPPYG00000018833,ENSPTRG00000028792,46.6667
ENSPPYG00000018831,ENSPTRG00000041256,48.8
ENSPPYG00000018829,ENSPTRG00000013933,49.1686
ENSPPYG00000018827,ENSPTRG00000005785,48.4153
ENSPPYG00000018825,ENSPTRG00000018994,48.7985
ENSPPYG00000018823,ENSPTRG00000020996,48.516
ENSPPYG00000018821,ENSPTRG00000003217,48.8806
ENSPPYG00000018819,ENSPTRG00000017086,49.131
ENSPPYG00000018817,ENSPTRG00000014585,48.7642
ENSPPYG00000018815,ENSPTRG00000005751,48.196
ENSPPYG00000018815,ENSPTRG00000019004,47.7627
ENSPPYG00000018815,ENSPTRG00000004554,48.2545
ENSPPYG00000018815,ENSPTRG00000021813,47.8038
ENSPPYG00000018813,ENSPTRG00000005751,48.6924
ENSPPYG00000018813,ENSPTRG00000005751,48.5851
ENSPPYG00000018813,ENSPTRG00000016999,48.876
ENSPPYG00000018811,ENSPTRG00000022491,49.6108
ENSPPYG00000018809,ENSPTRG00000017054,48.1108
ENSPPYG00000018807,ENSPTRG00000028731,48.5632
ENSPPYG00000018805,ENSPTRG00000034369,49.0476
ENSPPYG00000018803,ENSPTRG00000016949,48.4444
ENSPPYG00000018803,ENSPTRG00000040645,48.4293
ENSPPYG00000018801,ENSPTRG00000007713,48.9006
ENSPPYG00000018799,ENSPTRG00000028760,48.6056
ENSPPYG00000018797,ENSPTRG00000022487,49.1098
ENSPPYG00000018795,ENSPTRG00000018902,49.7348
ENSPPYG00000018793,ENSPTRG00000029512,48.9177
ENSPPYG00000018791,ENSPTRG00000014565,49.2686
ENSPPYG00000018789,ENSPTRG00000004509,49.1308
ENSPPYG00000018787,ENSPTRG00000013803,49.3885
ENSPPYG00000018785,ENSPTRG00000028288,49.0864
ENSPPYG00000018783,ENSPTRG00000028794,49.7596
ENSPPYG00000018783,ENSPTRG00000038649,48.2456
ENSPPYG00000018781,ENSPTRG00000040525,48.8818
ENSPPYG00000018779,ENSPTRG00000003184,47.1409
ENSPPYG00000018777,ENSPTRG00000018855,49.3659
ENSPPYG00000018775,ENSPTRG00000004509,47.7308
ENSPPYG00000018773,ENSPTRG00000016910,48.8245
ENSPPYG00000018773,ENSPTRG00000014095,48.7448
ENSPPYG00000018771,ENSPTRG00000031446,48.9691
ENSPPYG00000018769,ENSPTRG00000041720,46.8273
ENSPPYG00000018767,ENSPTRG00000021699,48.1848
ENSPPYG00000018765,ENSPTRG00000016880,48.9451
ENSPPYG00000018763,ENSPTRG00000021699,47.8175
ENSPPYG00000018761,ENSPTRG00000021649,49.1987
ENSPPYG00000018759,ENSPTRG00000020014,48.62
ENSPPYG00000018759,ENSPTRG00000000125,48.2759
ENSPPYG00000018757,ENSPTRG00000016929,48.6733
ENSPPYG00000018755,ENSPTRG00000005751,48.2955
ENSPPYG00000018755,ENSPTRG00000021813,48.4346
ENSPPYG00000018753,ENSPTRG00000018951,49.4727
ENSPPYG00000018751,ENSPTRG00000016915,49.3194
ENSPPYG00000018749,ENSPTRG00000018952,48.9855
ENSPPYG00000018747,ENSPTRG00000005723,48.3073
ENSPPYG00000018747,ENSPTRG00000005723,48.3073
ENSPPYG00000018747,ENSPTRG00000005723,48.3073
ENSPPYG00000018745,ENSPTRG00000016968,49.6715
ENSPPYG00000018743,ENSPTRG00000039529,49.4253
ENSPPYG00000018741,ENSPTRG00000003391,48.9766
ENSPPYG00000018739,ENSPTRG00000013809,48.9583
ENSPPYG00000018737,ENSPTRG00000016687,49.2248
ENSPPYG00000018735,ENSPTRG00000005787,48.3188
ENSPPYG00000018733,ENSPTRG00000031433,49.4143
ENSPPYG00000018731,ENSPTRG00000019120,48.1555
ENSPPYG00000018729,ENSPTRG00000024190,48.5682
ENSPPYG00000018727,ENSPTRG00000028292,49.0862
ENSPPYG00000018725,ENSPTRG00000018934,47.4896
ENSPPYG00000018723,ENSPTRG00000021821,49.3984
ENSPPYG00000018721,ENSPTRG00000022476,47.8411
ENSPPYG00000018719,ENSPTRG00000032576,50.7937
ENSPPYG00000018717,ENSPTRG00000004518,48.7389
ENSPPYG00000018715,ENSPTRG00000022495,49.553
ENSPPYG00000018713,ENSPTRG00000041011,51.7241
ENSPPYG00000018711,ENSPTRG00000019931,48.0259
ENSPPYG00000018709,ENSPTRG00000005728,49.3266
ENSPPYG00000018707,ENSPTRG00000028817,48.575
ENSPPYG00000018705,ENSPTRG00000018954,49.0608
ENSPPYG00000018703,ENSPTRG00000005710,48.7374
ENSPPYG00000018701,ENSPTRG00000000124,48.1203
ENSPPYG00000018699,ENSPTRG00000005710,46.3235
ENSPPYG00000018697,ENSPTRG00000041973,49.0476
ENSPPYG00000018695,ENSPTRG00000021813,48.4023
ENSPPYG00000018695,ENSPTRG00000031254,48.4702
ENSPPYG00000018693,ENSPTRG00000018952,49.4227
ENSPPYG00000018691,ENSPTRG00000028845,49.8127
ENSPPYG00000018689,ENSPTRG00000040155,48.9177
ENSPPYG00000018687,ENSPTRG00000009886,49.6204
ENSPPYG00000018685,ENSPTRG00000041011,46.7949
ENSPPYG00000018683,ENSPTRG00000003217,49.2921
ENSPPYG00000018681,ENSPTRG00000014057,48.4115
ENSPPYG00000018679,ENSPTRG00000021804,48.5313
ENSPPYG00000018677,ENSPTRG00000021728,49.7653
ENSPPYG00000018673,ENSPTRG00000022785,50.1425
ENSPPYG00000018671,ENSPTRG00000017066,48.8055
ENSPPYG00000018671,ENSPTRG00000021857,49.1935
ENSPPYG00000018669,ENSPTRG00000000242,48.7003
ENSPPYG00000018667,ENSPTRG00000014615,49.4205
ENSPPYG00000018665,ENSPTRG00000009873,46.5378
ENSPPYG00000018663,ENSPTRG00000003379,48.7871
ENSPPYG00000018659,ENSPTRG00000040442,48.2587
ENSPPYG00000018657,ENSPTRG00000039292,49.537
ENSPPYG00000018653,ENSPTRG00000005863,48.704
ENSPPYG00000018653,ENSPTRG00000020084,48.9857
ENSPPYG00000018651,ENSPTRG00000016880,49.009
ENSPPYG00000018649,ENSPTRG00000024080,49.2038
ENSPPYG00000018647,ENSPTRG00000028817,48.0349
ENSPPYG00000018645,ENSPTRG00000019057,48.6746
ENSPPYG00000018641,ENSPTRG00000005685,49.0068
ENSPPYG00000018639,ENSPTRG00000013799,48.9915
ENSPPYG00000018639,ENSPTRG00000013799,48.9454
ENSPPYG00000018639,ENSPTRG00000013799,48.9743
ENSPPYG00000018639,ENSPTRG00000039924,48.0392
ENSPPYG00000018637,ENSPTRG00000007628,47.4747
ENSPPYG00000018635,ENSPTRG00000013791,48.932
ENSPPYG00000018635,ENSPTRG00000013791,48.7054
ENSPPYG00000018633,ENSPTRG00000032576,51.3889
ENSPPYG00000018631,ENSPTRG00000005861,48.289
ENSPPYG00000018629,ENSPTRG00000021673,49.1782
ENSPPYG00000018627,ENSPTRG00000029128,48.5915
ENSPPYG00000018625,ENSPTRG00000028731,49.375
ENSPPYG00000018623,ENSPTRG00000031446,47.963
ENSPPYG00000018621,ENSPTRG00000021706,49.0497
ENSPPYG00000018619,ENSPTRG00000041367,48.7562
ENSPPYG00000018617,ENSPTRG00000019004,48.9097
ENSPPYG00000018615,ENSPTRG00000040367,49.37
ENSPPYG00000018613,ENSPTRG00000009829,49.0392
ENSPPYG00000018611,ENSPTRG00000041924,48.2508
ENSPPYG00000018609,ENSPTRG00000007570,49.0145
ENSPPYG00000018607,ENSPTRG00000042084,48.1481
ENSPPYG00000018605,ENSPTRG00000019004,49.1537
ENSPPYG00000018603,ENSPTRG00000039305,56.25
ENSPPYG00000018601,ENSPTRG00000007589,47.3583
ENSPPYG00000018597,ENSPTRG00000014564,48.6289
ENSPPYG00000018595,ENSPTRG00000007624,48.2335
ENSPPYG00000018593,ENSPTRG00000007557,45.6435
ENSPPYG00000018591,ENSPTRG00000042377,49.3827
ENSPPYG00000018589,ENSPTRG00000003166,48.062
ENSPPYG00000018587,ENSPTRG00000017039,48.6328
ENSPPYG00000018587,ENSPTRG00000020996,48.6037
ENSPPYG00000018585,ENSPTRG00000003128,43.769
ENSPPYG00000018583,ENSPTRG00000017039,47.1795
ENSPPYG00000018581,ENSPTRG00000003184,47.3614
ENSPPYG00000018579,ENSPTRG00000019960,50
ENSPPYG00000018577,ENSPTRG00000021649,48.2704
ENSPPYG00000018575,ENSPTRG00000019941,48.3323
ENSPPYG00000018573,ENSPTRG00000005766,49.476
ENSPPYG00000018571,ENSPTRG00000007708,49.439
ENSPPYG00000018569,ENSPTRG00000040891,50
ENSPPYG00000018567,ENSPTRG00000006815,47.9565
ENSPPYG00000018565,ENSPTRG00000017032,49.148
ENSPPYG00000018563,ENSPTRG00000016949,47.7713
ENSPPYG00000018561,ENSPTRG00000017066,48.6343
ENSPPYG00000018559,ENSPTRG00000016914,49.2087
ENSPPYG00000018557,ENSPTRG00000031433,49.9427
ENSPPYG00000018555,ENSPTRG00000000017,48.9025
ENSPPYG00000018553,ENSPTRG00000018992,48.4444
ENSPPYG00000018551,ENSPTRG00000028653,48.8849
ENSPPYG00000018549,ENSPTRG00000019140,48.9206
ENSPPYG00000018549,ENSPTRG00000019134,48.4163
ENSPPYG00000018547,ENSPTRG00000017002,49.7449
ENSPPYG00000018545,ENSPTRG00000042236,46.7153
ENSPPYG00000018543,ENSPTRG00000019141,48.5119
ENSPPYG00000018541,ENSPTRG00000019030,49.3967
ENSPPYG00000018539,ENSPTRG00000030817,47.0405
ENSPPYG00000018537,ENSPTRG00000042266,49.2063
ENSPPYG00000018535,ENSPTRG00000018925,48.5586
ENSPPYG00000018533,ENSPTRG00000016929,48.184
ENSPPYG00000018531,ENSPTRG00000023331,49.0244
ENSPPYG00000018529,ENSPTRG00000040752,48.8419
ENSPPYG00000018529,ENSPTRG00000003166,48.9933
ENSPPYG00000018527,ENSPTRG00000014644,48.8789
ENSPPYG00000018525,ENSPTRG00000004550,49.52
ENSPPYG00000018523,ENSPTRG00000028731,48.9583
ENSPPYG00000018521,ENSPTRG00000005710,48.7562
ENSPPYG00000018519,ENSPTRG00000003309,49.4692
ENSPPYG00000018519,ENSPTRG00000014195,49.3612
ENSPPYG00000018517,ENSPTRG00000003128,45.5583
ENSPPYG00000018517,ENSPTRG00000004015,45.5804
ENSPPYG00000018515,ENSPTRG00000014181,49.1257
ENSPPYG00000018513,ENSPTRG00000000024,46.8774
ENSPPYG00000018511,ENSPTRG00000016706,48.3483
ENSPPYG00000018507,ENSPTRG00000019085,49.4612
ENSPPYG00000018503,ENSPTRG00000030816,48.5043
ENSPPYG00000018501,ENSPTRG00000021657,49.0587
ENSPPYG00000018499,ENSPTRG00000039924,47.956
ENSPPYG00000018499,ENSPTRG00000034203,48.3412
ENSPPYG00000018497,ENSPTRG00000020052,48.3408
ENSPPYG00000018497,ENSPTRG00000020052,48.3553
ENSPPYG00000018497,ENSPTRG00000020052,48.2416
ENSPPYG00000018497,ENSPTRG00000020052,48.2973
ENSPPYG00000018497,ENSPTRG00000021781,49.5292
ENSPPYG00000018495,ENSPTRG00000000125,48.9388
ENSPPYG00000018493,ENSPTRG00000040525,49.3292
ENSPPYG00000018491,ENSPTRG00000000124,49.4067
ENSPPYG00000018489,ENSPTRG00000021673,48.21
ENSPPYG00000018487,ENSPTRG00000039933,48.9394
ENSPPYG00000018485,ENSPTRG00000003249,48.5772
ENSPPYG00000018483,ENSPTRG00000013797,48.0526
ENSPPYG00000018483,ENSPTRG00000018990,48.1748
ENSPPYG00000018481,ENSPTRG00000014586,49.0873
ENSPPYG00000018481,ENSPTRG00000014564,49.0593
ENSPPYG00000018479,ENSPTRG00000031492,48.7607
ENSPPYG00000018477,ENSPTRG00000017032,49.5252
ENSPPYG00000018475,ENSPTRG00000005739,47.2693
ENSPPYG00000018473,ENSPTRG00000030818,48.8443
ENSPPYG00000018471,ENSPTRG00000019136,48.0679
ENSPPYG00000018469,ENSPTRG00000021706,48.4748
ENSPPYG00000018467,ENSPTRG00000003154,47.7795
ENSPPYG00000018465,ENSPTRG00000013886,48.5056
ENSPPYG00000018465,ENSPTRG00000033888,48.801
ENSPPYG00000018463,ENSPTRG00000031042,48.6772
ENSPPYG00000018461,ENSPTRG00000007716,48.4611
ENSPPYG00000018459,ENSPTRG00000003184,48.3721
ENSPPYG00000018457,ENSPTRG00000016903,48.5787
ENSPPYG00000018455,ENSPTRG00000016944,48.6522
ENSPPYG00000018453,ENSPTRG00000020094,23.7305
ENSPPYG00000018451,ENSPTRG00000003182,46.9534
ENSPPYG00000018449,ENSPTRG00000021790,48.4635
ENSPPYG00000018449,ENSPTRG00000020087,48.269
ENSPPYG00000018449,ENSPTRG00000023374,47.9805
ENSPPYG00000018447,ENSPTRG00000020086,19.2661
ENSPPYG00000018447,ENSPTRG00000020086,22.3679
ENSPPYG00000018445,ENSPTRG00000020084,48.3825
ENSPPYG00000018445,ENSPTRG00000020084,47.3311
ENSPPYG00000018443,ENSPTRG00000020082,3.31126
ENSPPYG00000018441,ENSPTRG00000040132,50.6667
ENSPPYG00000018439,ENSPTRG00000042298,46.7354
ENSPPYG00000018437,ENSPTRG00000042310,49.5921
ENSPPYG00000018435,ENSPTRG00000020075,2.88529
ENSPPYG00000018433,ENSPTRG00000000070,48.8432
ENSPPYG00000018431,ENSPTRG00000020070,12.6355
ENSPPYG00000018429,ENSPTRG00000020068,3.34821
ENSPPYG00000018427,ENSPTRG00000020066,9.28775
ENSPPYG00000018425,ENSPTRG00000000085,47.9339
ENSPPYG00000018423,ENSPTRG00000007681,47.123
ENSPPYG00000018421,ENSPTRG00000020058,6.33573
ENSPPYG00000018421,ENSPTRG00000020058,5.03145
ENSPPYG00000018419,ENSPTRG00000020053,49.0393
ENSPPYG00000018417,ENSPTRG00000007610,47.7205
ENSPPYG00000018415,ENSPTRG00000020052,14.8148
ENSPPYG00000018413,ENSPTRG00000020050,13.2812
ENSPPYG00000018411,ENSPTRG00000020048,2.71887
ENSPPYG00000018409,ENSPTRG00000020046,17.2043
ENSPPYG00000018407,ENSPTRG00000019046,48.9114
ENSPPYG00000018407,ENSPTRG00000019046,48.8601
ENSPPYG00000018405,ENSPTRG00000020042,20.1241
ENSPPYG00000018405,ENSPTRG00000020042,20.1629
ENSPPYG00000018405,ENSPTRG00000020042,20.3891
ENSPPYG00000018403,ENSPTRG00000042362,48.6154
ENSPPYG00000018401,ENSPTRG00000041011,50
ENSPPYG00000018399,ENSPTRG00000042077,48.8323
ENSPPYG00000018397,ENSPTRG00000020011,49.2563
ENSPPYG00000018395,ENSPTRG00000000125,49.6552
ENSPPYG00000018393,ENSPTRG00000020027,27.5063
ENSPPYG00000018391,ENSPTRG00000020025,43.6635
ENSPPYG00000018389,ENSPTRG00000030820,49.2401
ENSPPYG00000018389,ENSPTRG00000017005,49.1629
ENSPPYG00000018387,ENSPTRG00000020020,47.5736
ENSPPYG00000018385,ENSPTRG00000000124,48.8345
ENSPPYG00000018383,ENSPTRG00000021668,48.2737
ENSPPYG00000018381,ENSPTRG00000020013,14.1487
ENSPPYG00000018381,ENSPTRG00000020013,30.226
ENSPPYG00000018379,ENSPTRG00000020012,34.7701
ENSPPYG00000018377,ENSPTRG00000040452,49.0625
ENSPPYG00000018375,ENSPTRG00000004536,49.8188
ENSPPYG00000018373,ENSPTRG00000016988,48.6002
ENSPPYG00000018371,ENSPTRG00000003107,47.3859
ENSPPYG00000018369,ENSPTRG00000014119,48.4848
ENSPPYG00000018367,ENSPTRG00000017004,49.1968
ENSPPYG00000018363,ENSPTRG00000005734,47.9821
ENSPPYG00000018361,ENSPTRG00000003166,49.187
ENSPPYG00000018359,ENSPTRG00000041259,49.4253
ENSPPYG00000018357,ENSPTRG00000021842,49.2121
ENSPPYG00000018355,ENSPTRG00000040289,48.5437
ENSPPYG00000018353,ENSPTRG00000031314,46.1216
ENSPPYG00000018351,ENSPTRG00000017695,48.1884
ENSPPYG00000018349,ENSPTRG00000031023,50
ENSPPYG00000018347,ENSPTRG00000042089,48.5564
ENSPPYG00000018345,ENSPTRG00000028315,48.7255
ENSPPYG00000018343,ENSPTRG00000031030,3.84615
ENSPPYG00000018339,ENSPTRG00000032577,49.7436
ENSPPYG00000018339,ENSPTRG00000033976,46.6667
ENSPPYG00000018337,ENSPTRG00000039305,47.8261
ENSPPYG00000018335,ENSPTRG00000019962,2.45614
