pongo_abelii,macaca_mulatta
ENSPPYG00000019217,ENSMMUG00000005263,47.9167
ENSPPYG00000019215,ENSMMUG00000016298,46.7836
ENSPPYG00000019213,ENSMMUG00000008503,48.1112
ENSPPYG00000019211,ENSMMUG00000003041,49.2893
ENSPPYG00000019211,ENSMMUG00000001307,49.3049
ENSPPYG00000019211,ENSMMUG00000012894,49.484
ENSPPYG00000019209,ENSMMUG00000010253,48.9464
ENSPPYG00000019207,ENSMMUG00000010620,48.6683
ENSPPYG00000019205,ENSMMUG00000019345,48.2932
ENSPPYG00000019203,ENSMMUG00000032333,49.2727
ENSPPYG00000019201,ENSMMUG00000012987,47.8683
ENSPPYG00000019199,ENSMMUG00000012738,47.711
ENSPPYG00000019199,ENSMMUG00000001662,47.5777
ENSPPYG00000019197,ENSMMUG00000021120,48.8136
ENSPPYG00000019195,ENSMMUG00000023099,48.7315
ENSPPYG00000019193,ENSMMUG00000021265,49.1741
ENSPPYG00000019189,ENSMMUG00000004914,48.4536
ENSPPYG00000019187,ENSMMUG00000012916,49.0196
ENSPPYG00000019185,ENSMMUG00000017883,47.5177
ENSPPYG00000019183,ENSMMUG00000010251,47.5845
ENSPPYG00000019181,ENSMMUG00000013938,48.5009
ENSPPYG00000019179,ENSMMUG00000002293,21.575
ENSPPYG00000019177,ENSMMUG00000013938,48.1481
ENSPPYG00000019175,ENSMMUG00000013938,47.619
ENSPPYG00000019171,ENSMMUG00000021412,48.3453
ENSPPYG00000019169,ENSMMUG00000010618,45.7854
ENSPPYG00000019167,ENSMMUG00000006167,48.8449
ENSPPYG00000019167,ENSMMUG00000032365,49.0942
ENSPPYG00000019165,ENSMMUG00000032514,47.191
ENSPPYG00000019163,ENSMMUG00000004335,48.3092
ENSPPYG00000019161,ENSMMUG00000021412,48.449
ENSPPYG00000019159,ENSMMUG00000014935,47.1207
ENSPPYG00000019159,ENSMMUG00000014935,47.1667
ENSPPYG00000019157,ENSMMUG00000009879,48.4004
ENSPPYG00000019155,ENSMMUG00000004218,48.3974
ENSPPYG00000019153,ENSMMUG00000016610,49.5881
ENSPPYG00000019151,ENSMMUG00000018469,49.0741
ENSPPYG00000019149,ENSMMUG00000012715,48.4881
ENSPPYG00000019147,ENSMMUG00000032507,48.0726
ENSPPYG00000019145,ENSMMUG00000005663,14.0437
ENSPPYG00000019145,ENSMMUG00000020529,48.8364
ENSPPYG00000019141,ENSMMUG00000004382,48.6076
ENSPPYG00000019139,ENSMMUG00000009476,48.0368
ENSPPYG00000019137,ENSMMUG00000004152,48.3988
ENSPPYG00000019135,ENSMMUG00000001612,48.3165
ENSPPYG00000019133,ENSMMUG00000013668,48.633
ENSPPYG00000019131,ENSMMUG00000017405,47.6974
ENSPPYG00000019127,ENSMMUG00000015706,32.1586
ENSPPYG00000019125,ENSMMUG00000021094,49.2977
ENSPPYG00000019123,ENSMMUG00000018435,46.7939
ENSPPYG00000019121,ENSMMUG00000000323,49.2899
ENSPPYG00000019121,ENSMMUG00000008760,47.5776
ENSPPYG00000019119,ENSMMUG00000023059,47.619
ENSPPYG00000019117,ENSMMUG00000023021,48.3489
ENSPPYG00000019115,ENSMMUG00000005304,47.5638
ENSPPYG00000019113,ENSMMUG00000019176,47.138
ENSPPYG00000019111,ENSMMUG00000004336,48.4141
ENSPPYG00000019109,ENSMMUG00000032470,48.3092
ENSPPYG00000019107,ENSMMUG00000003759,47.5741
ENSPPYG00000019107,ENSMMUG00000015396,47.7193
ENSPPYG00000019107,ENSMMUG00000008945,47.8723
ENSPPYG00000019105,ENSMMUG00000007345,48.3271
ENSPPYG00000019103,ENSMMUG00000009050,48.0931
ENSPPYG00000019101,ENSMMUG00000005501,48.0173
ENSPPYG00000019099,ENSMMUG00000006377,49.6574
ENSPPYG00000019097,ENSMMUG00000000286,48.7377
ENSPPYG00000019097,ENSMMUG00000017277,48.0711
ENSPPYG00000019095,ENSMMUG00000003561,48.5998
ENSPPYG00000019093,ENSMMUG00000032454,47.5465
ENSPPYG00000019091,ENSMMUG00000032474,49.171
ENSPPYG00000019091,ENSMMUG00000016431,48.75
ENSPPYG00000019089,ENSMMUG00000012619,46.9841
ENSPPYG00000019087,ENSMMUG00000017423,48.979
ENSPPYG00000019085,ENSMMUG00000012739,48.9796
ENSPPYG00000019083,ENSMMUG00000000126,48.6469
ENSPPYG00000019081,ENSMMUG00000032543,48.4076
ENSPPYG00000019079,ENSMMUG00000000323,48.5818
ENSPPYG00000019073,ENSMMUG00000032498,48.8536
ENSPPYG00000019071,ENSMMUG00000005263,48.6022
ENSPPYG00000019071,ENSMMUG00000005263,48.172
ENSPPYG00000019069,ENSMMUG00000004633,48.7829
ENSPPYG00000019065,ENSMMUG00000023726,48.4151
ENSPPYG00000019063,ENSMMUG00000006863,48.4
ENSPPYG00000019061,ENSMMUG00000008566,48.4589
ENSPPYG00000019059,ENSMMUG00000004051,51.9231
ENSPPYG00000019057,ENSMMUG00000007339,48.8265
ENSPPYG00000019055,ENSMMUG00000007186,48.43
ENSPPYG00000019053,ENSMMUG00000006733,4.25056
ENSPPYG00000019051,ENSMMUG00000013667,49.1228
ENSPPYG00000019047,ENSMMUG00000001114,48.9431
ENSPPYG00000019045,ENSMMUG00000010404,40.6803
ENSPPYG00000019043,ENSMMUG00000032470,48.0315
ENSPPYG00000019041,ENSMMUG00000003993,48.2587
ENSPPYG00000019039,ENSMMUG00000005263,48.2684
ENSPPYG00000019037,ENSMMUG00000020695,49.7139
ENSPPYG00000019037,ENSMMUG00000006616,50.0325
ENSPPYG00000019037,ENSMMUG00000011467,49.4105
ENSPPYG00000019035,ENSMMUG00000012738,40.5333
ENSPPYG00000019031,ENSMMUG00000023424,50.4505
ENSPPYG00000019031,ENSMMUG00000018480,56.4103
ENSPPYG00000019029,ENSMMUG00000032420,49.3639
ENSPPYG00000019027,ENSMMUG00000032397,49.2063
ENSPPYG00000019025,ENSMMUG00000014062,47.0175
ENSPPYG00000019023,ENSMMUG00000004797,48.5915
ENSPPYG00000019017,ENSMMUG00000010580,48.4536
ENSPPYG00000019015,ENSMMUG00000032542,46.2203
ENSPPYG00000019011,ENSMMUG00000015571,48.0315
ENSPPYG00000019005,ENSMMUG00000014062,46.3158
ENSPPYG00000019003,ENSMMUG00000032340,27.8571
ENSPPYG00000019001,ENSMMUG00000004187,47.1861
ENSPPYG00000018997,ENSMMUG00000001258,40.8004
ENSPPYG00000018997,ENSMMUG00000032485,44.586
ENSPPYG00000018997,ENSMMUG00000009015,48.1481
ENSPPYG00000018995,ENSMMUG00000016216,47.5556
ENSPPYG00000018993,ENSMMUG00000032380,48.5876
ENSPPYG00000018991,ENSMMUG00000032310,48.3204
ENSPPYG00000018989,ENSMMUG00000001258,41.744
ENSPPYG00000018987,ENSMMUG00000000286,47.5632
ENSPPYG00000018985,ENSMMUG00000005304,46.3563
ENSPPYG00000018983,ENSMMUG00000009476,45.9241
ENSPPYG00000018981,ENSMMUG00000013179,45.679
ENSPPYG00000018979,ENSMMUG00000032310,47.7124
ENSPPYG00000018977,ENSMMUG00000005304,48.0746
ENSPPYG00000018975,ENSMMUG00000006866,47.6423
ENSPPYG00000018973,ENSMMUG00000000286,47.4031
ENSPPYG00000018973,ENSMMUG00000013179,47.6277
ENSPPYG00000018971,ENSMMUG00000005026,47.2727
ENSPPYG00000018969,ENSMMUG00000013179,47.044
ENSPPYG00000018967,ENSMMUG00000000286,47.4704
ENSPPYG00000018965,ENSMMUG00000009476,44.5865
ENSPPYG00000018963,ENSMMUG00000003759,47.0817
ENSPPYG00000018961,ENSMMUG00000032463,47.8528
ENSPPYG00000018959,ENSMMUG00000009015,45.4672
ENSPPYG00000018957,ENSMMUG00000005304,47.5788
ENSPPYG00000018955,ENSMMUG00000000323,46.6401
ENSPPYG00000018953,ENSMMUG00000004051,50.3546
ENSPPYG00000018951,ENSMMUG00000012738,47.7697
ENSPPYG00000018949,ENSMMUG00000015396,47.016
ENSPPYG00000018947,ENSMMUG00000008623,47.6244
ENSPPYG00000018945,ENSMMUG00000008760,46.398
ENSPPYG00000018943,ENSMMUG00000004553,48.868
ENSPPYG00000018941,ENSMMUG00000001612,47.3085
ENSPPYG00000018941,ENSMMUG00000009012,48.4954
ENSPPYG00000018939,ENSMMUG00000032486,45.5108
ENSPPYG00000018937,ENSMMUG00000013590,45.7431
ENSPPYG00000018935,ENSMMUG00000008623,48.3316
ENSPPYG00000018933,ENSMMUG00000004658,48.8889
ENSPPYG00000018931,ENSMMUG00000015706,47.8127
ENSPPYG00000018931,ENSMMUG00000012738,38.7268
ENSPPYG00000018929,ENSMMUG00000001767,47.9905
ENSPPYG00000018927,ENSMMUG00000032421,48.4848
ENSPPYG00000018925,ENSMMUG00000000323,48.5898
ENSPPYG00000018923,ENSMMUG00000008256,46.5046
ENSPPYG00000018921,ENSMMUG00000032454,43.8596
ENSPPYG00000018919,ENSMMUG00000017277,47.1545
ENSPPYG00000018917,ENSMMUG00000003561,46.2636
ENSPPYG00000018915,ENSMMUG00000005304,47.7214
ENSPPYG00000018913,ENSMMUG00000032486,49.9417
ENSPPYG00000018911,ENSMMUG00000018703,47.7806
ENSPPYG00000018909,ENSMMUG00000019345,49.2647
ENSPPYG00000018909,ENSMMUG00000032334,49.187
ENSPPYG00000018907,ENSMMUG00000018439,48.7374
ENSPPYG00000018905,ENSMMUG00000032397,46.2046
ENSPPYG00000018903,ENSMMUG00000008306,48
ENSPPYG00000018901,ENSMMUG00000002805,49.1951
ENSPPYG00000018899,ENSMMUG00000014934,49.1948
ENSPPYG00000018895,ENSMMUG00000008623,49.7197
ENSPPYG00000018893,ENSMMUG00000021126,48.1348
ENSPPYG00000018891,ENSMMUG00000004328,48.6126
ENSPPYG00000018891,ENSMMUG00000004328,48.5895
ENSPPYG00000018889,ENSMMUG00000007515,47.7193
ENSPPYG00000018887,ENSMMUG00000009050,48.6176
ENSPPYG00000018885,ENSMMUG00000013948,49.0008
ENSPPYG00000018883,ENSMMUG00000000473,46.7692
ENSPPYG00000018883,ENSMMUG00000032353,47.486
ENSPPYG00000018881,ENSMMUG00000032375,48.1818
ENSPPYG00000018879,ENSMMUG00000018997,51.6667
ENSPPYG00000018875,ENSMMUG00000009476,47.6318
ENSPPYG00000018873,ENSMMUG00000015386,48.6975
ENSPPYG00000018873,ENSMMUG00000003049,48.5265
ENSPPYG00000018871,ENSMMUG00000009320,39.0476
ENSPPYG00000018869,ENSMMUG00000017015,49.4318
ENSPPYG00000018867,ENSMMUG00000004382,48.3032
ENSPPYG00000018865,ENSMMUG00000012918,47.1726
ENSPPYG00000018863,ENSMMUG00000008943,48.7923
ENSPPYG00000018861,ENSMMUG00000008945,49.438
ENSPPYG00000018859,ENSMMUG00000007515,47.6995
ENSPPYG00000018857,ENSMMUG00000008503,48.4375
ENSPPYG00000018857,ENSMMUG00000017323,48.6249
ENSPPYG00000018855,ENSMMUG00000014407,48.8189
ENSPPYG00000018853,ENSMMUG00000003561,48.3607
ENSPPYG00000018853,ENSMMUG00000013590,47.1264
ENSPPYG00000018849,ENSMMUG00000019580,48.9811
ENSPPYG00000018847,ENSMMUG00000032526,50.3205
ENSPPYG00000018845,ENSMMUG00000008422,48.0033
ENSPPYG00000018843,ENSMMUG00000003049,48.5278
ENSPPYG00000018841,ENSMMUG00000009476,47.6723
ENSPPYG00000018839,ENSMMUG00000021739,48.5612
ENSPPYG00000018837,ENSMMUG00000008303,48.6939
ENSPPYG00000018837,ENSMMUG00000003251,48.6799
ENSPPYG00000018835,ENSMMUG00000007585,48.6034
ENSPPYG00000018833,ENSMMUG00000017753,47.3118
ENSPPYG00000018831,ENSMMUG00000022734,49.4667
ENSPPYG00000018829,ENSMMUG00000005264,49.7733
ENSPPYG00000018827,ENSMMUG00000009037,48.7397
ENSPPYG00000018825,ENSMMUG00000012874,49.0573
ENSPPYG00000018823,ENSMMUG00000032512,48.5731
ENSPPYG00000018821,ENSMMUG00000021851,48.3831
ENSPPYG00000018819,ENSMMUG00000014935,48.6631
ENSPPYG00000018817,ENSMMUG00000021598,48.2966
ENSPPYG00000018815,ENSMMUG00000019383,48.2935
ENSPPYG00000018815,ENSMMUG00000013204,48.3524
ENSPPYG00000018815,ENSMMUG00000013603,48.2909
ENSPPYG00000018815,ENSMMUG00000021412,47.7186
ENSPPYG00000018813,ENSMMUG00000014606,48.4932
ENSPPYG00000018813,ENSMMUG00000014606,48.5093
ENSPPYG00000018813,ENSMMUG00000007601,48.9147
ENSPPYG00000018811,ENSMMUG00000008737,49.3277
ENSPPYG00000018809,ENSMMUG00000019594,34.8615
ENSPPYG00000018807,ENSMMUG00000018535,48.9943
ENSPPYG00000018805,ENSMMUG00000015191,48.0952
ENSPPYG00000018803,ENSMMUG00000008614,48.1778
ENSPPYG00000018803,ENSMMUG00000007515,48.1675
ENSPPYG00000018801,ENSMMUG00000007515,49.0765
ENSPPYG00000018799,ENSMMUG00000013356,49.1368
ENSPPYG00000018797,ENSMMUG00000011498,48.9862
ENSPPYG00000018795,ENSMMUG00000018570,49.8232
ENSPPYG00000018793,ENSMMUG00000015878,47.619
ENSPPYG00000018791,ENSMMUG00000013204,49.1024
ENSPPYG00000018789,ENSMMUG00000009370,48.6017
ENSPPYG00000018787,ENSMMUG00000004328,48.8849
ENSPPYG00000018785,ENSMMUG00000014935,48.8395
ENSPPYG00000018783,ENSMMUG00000012063,48.3173
ENSPPYG00000018783,ENSMMUG00000032558,50.4386
ENSPPYG00000018781,ENSMMUG00000011483,49.0948
ENSPPYG00000018779,ENSMMUG00000023021,48.7448
ENSPPYG00000018777,ENSMMUG00000001713,49.7236
ENSPPYG00000018775,ENSMMUG00000022902,48.2786
ENSPPYG00000018773,ENSMMUG00000018791,48.5668
ENSPPYG00000018773,ENSMMUG00000000297,48.8145
ENSPPYG00000018771,ENSMMUG00000014055,48.7973
ENSPPYG00000018769,ENSMMUG00000023689,48.8353
ENSPPYG00000018767,ENSMMUG00000004798,48.3498
ENSPPYG00000018765,ENSMMUG00000006113,49.1561
ENSPPYG00000018763,ENSMMUG00000004798,48.2143
ENSPPYG00000018761,ENSMMUG00000010248,48.8782
ENSPPYG00000018759,ENSMMUG00000004408,48.62
ENSPPYG00000018759,ENSMMUG00000021984,48.7867
ENSPPYG00000018757,ENSMMUG00000021188,48.9221
ENSPPYG00000018755,ENSMMUG00000022371,48.246
ENSPPYG00000018755,ENSMMUG00000022583,48.3425
ENSPPYG00000018753,ENSMMUG00000005632,49.0601
ENSPPYG00000018751,ENSMMUG00000017323,49.1722
ENSPPYG00000018749,ENSMMUG00000004382,48.5024
ENSPPYG00000018747,ENSMMUG00000016674,48.5174
ENSPPYG00000018747,ENSMMUG00000016674,48.5174
ENSPPYG00000018747,ENSMMUG00000016674,48.5174
ENSPPYG00000018745,ENSMMUG00000009037,49.3649
ENSPPYG00000018743,ENSMMUG00000010250,49.4253
ENSPPYG00000018741,ENSMMUG00000004663,49.7076
ENSPPYG00000018739,ENSMMUG00000004438,47.9167
ENSPPYG00000018737,ENSMMUG00000002360,49.2248
ENSPPYG00000018735,ENSMMUG00000021412,48.2899
ENSPPYG00000018733,ENSMMUG00000009801,48.7753
ENSPPYG00000018731,ENSMMUG00000017882,48.7484
ENSPPYG00000018729,ENSMMUG00000017728,49.1668
ENSPPYG00000018727,ENSMMUG00000018807,48.3029
ENSPPYG00000018725,ENSMMUG00000012849,48.6976
ENSPPYG00000018723,ENSMMUG00000008303,48.9738
ENSPPYG00000018721,ENSMMUG00000008306,45.8549
ENSPPYG00000018719,ENSMMUG00000032314,50.7937
ENSPPYG00000018717,ENSMMUG00000003379,49.0116
ENSPPYG00000018715,ENSMMUG00000013356,48.9144
ENSPPYG00000018713,ENSMMUG00000004335,50.2463
ENSPPYG00000018711,ENSMMUG00000020066,47.9288
ENSPPYG00000018709,ENSMMUG00000007887,38.8889
ENSPPYG00000018707,ENSMMUG00000021984,48.4511
ENSPPYG00000018705,ENSMMUG00000023174,48.2873
ENSPPYG00000018703,ENSMMUG00000032525,47.7273
ENSPPYG00000018701,ENSMMUG00000008206,49.1228
ENSPPYG00000018699,ENSMMUG00000017289,49.0196
ENSPPYG00000018697,ENSMMUG00000005212,48.8095
ENSPPYG00000018695,ENSMMUG00000022583,48.3553
ENSPPYG00000018695,ENSMMUG00000012130,48.4702
ENSPPYG00000018693,ENSMMUG00000010423,50.0888
ENSPPYG00000018691,ENSMMUG00000022505,48.3146
ENSPPYG00000018689,ENSMMUG00000032545,47.619
ENSPPYG00000018687,ENSMMUG00000013753,49.9519
ENSPPYG00000018685,ENSMMUG00000032529,48.7179
ENSPPYG00000018683,ENSMMUG00000018837,49.0347
ENSPPYG00000018681,ENSMMUG00000017783,47.6551
ENSPPYG00000018679,ENSMMUG00000004046,49.0421
ENSPPYG00000018677,ENSMMUG00000014161,48.5915
ENSPPYG00000018673,ENSMMUG00000032513,51.2821
ENSPPYG00000018671,ENSMMUG00000009879,40.529
ENSPPYG00000018671,ENSMMUG00000009879,8.19892
ENSPPYG00000018669,ENSMMUG00000022902,48.9297
ENSPPYG00000018667,ENSMMUG00000003302,49.5596
ENSPPYG00000018665,ENSMMUG00000001612,47.0209
ENSPPYG00000018663,ENSMMUG00000018837,47.8886
ENSPPYG00000018659,ENSMMUG00000015878,47.7612
ENSPPYG00000018657,ENSMMUG00000015878,50.463
ENSPPYG00000018653,ENSMMUG00000012622,48.5368
ENSPPYG00000018653,ENSMMUG00000021298,48.602
ENSPPYG00000018651,ENSMMUG00000007924,48.6486
ENSPPYG00000018649,ENSMMUG00000004328,48.9915
ENSPPYG00000018647,ENSMMUG00000001465,47.8894
ENSPPYG00000018645,ENSMMUG00000022224,48.3926
ENSPPYG00000018641,ENSMMUG00000014235,48.7347
ENSPPYG00000018639,ENSMMUG00000018717,48.959
ENSPPYG00000018639,ENSMMUG00000012849,48.8834
ENSPPYG00000018639,ENSMMUG00000018717,49.0068
ENSPPYG00000018639,ENSMMUG00000001612,48.2026
ENSPPYG00000018637,ENSMMUG00000006577,48.2604
ENSPPYG00000018635,ENSMMUG00000019573,48.7737
ENSPPYG00000018635,ENSMMUG00000016617,48.6161
ENSPPYG00000018633,ENSMMUG00000032533,54.1667
ENSPPYG00000018631,ENSMMUG00000013221,48.8593
ENSPPYG00000018629,ENSMMUG00000001484,48.9152
ENSPPYG00000018627,ENSMMUG00000013415,49.061
ENSPPYG00000018625,ENSMMUG00000022619,48.75
ENSPPYG00000018623,ENSMMUG00000022619,49.0741
ENSPPYG00000018621,ENSMMUG00000021298,48.4069
ENSPPYG00000018619,ENSMMUG00000004658,48.7562
ENSPPYG00000018617,ENSMMUG00000013204,48.6604
ENSPPYG00000018615,ENSMMUG00000023726,49.5991
ENSPPYG00000018613,ENSMMUG00000005084,48.8174
ENSPPYG00000018611,ENSMMUG00000003266,48.7129
ENSPPYG00000018609,ENSMMUG00000000126,49.3053
ENSPPYG00000018607,ENSMMUG00000021366,48.4259
ENSPPYG00000018605,ENSMMUG00000010911,49.1192
ENSPPYG00000018603,ENSMMUG00000032533,64.5833
ENSPPYG00000018601,ENSMMUG00000001612,47.7426
ENSPPYG00000018597,ENSMMUG00000020222,47.6782
ENSPPYG00000018595,ENSMMUG00000015396,48.3359
ENSPPYG00000018593,ENSMMUG00000009476,46.0432
ENSPPYG00000018591,ENSMMUG00000023726,48.5971
ENSPPYG00000018589,ENSMMUG00000009879,48.062
ENSPPYG00000018587,ENSMMUG00000022667,48.6816
ENSPPYG00000018587,ENSMMUG00000022902,48.6037
ENSPPYG00000018585,ENSMMUG00000032486,45.2888
ENSPPYG00000018583,ENSMMUG00000008825,46.4103
ENSPPYG00000018581,ENSMMUG00000008624,48.831
ENSPPYG00000018579,ENSMMUG00000008108,48.6175
ENSPPYG00000018577,ENSMMUG00000007761,48.7421
ENSPPYG00000018575,ENSMMUG00000013204,48.9301
ENSPPYG00000018573,ENSMMUG00000019345,49.4837
ENSPPYG00000018571,ENSMMUG00000018469,49.1857
ENSPPYG00000018569,ENSMMUG00000018480,54.6296
ENSPPYG00000018567,ENSMMUG00000023726,45.4734
ENSPPYG00000018565,ENSMMUG00000003897,48.9883
ENSPPYG00000018563,ENSMMUG00000000473,48.1589
ENSPPYG00000018561,ENSMMUG00000016361,48.7102
ENSPPYG00000018559,ENSMMUG00000009622,48.8625
ENSPPYG00000018557,ENSMMUG00000001001,49.0263
ENSPPYG00000018555,ENSMMUG00000017290,49.0556
ENSPPYG00000018553,ENSMMUG00000020108,48.4444
ENSPPYG00000018551,ENSMMUG00000006863,48.4389
ENSPPYG00000018549,ENSMMUG00000019663,48.9977
ENSPPYG00000018549,ENSMMUG00000019663,48.6048
ENSPPYG00000018547,ENSMMUG00000001245,49.6643
ENSPPYG00000018545,ENSMMUG00000010618,47.6886
ENSPPYG00000018543,ENSMMUG00000017277,48.3631
ENSPPYG00000018541,ENSMMUG00000006967,49.4972
ENSPPYG00000018539,ENSMMUG00000032375,49.2212
ENSPPYG00000018537,ENSMMUG00000007190,48.7528
ENSPPYG00000018535,ENSMMUG00000009037,48.018
ENSPPYG00000018533,ENSMMUG00000010914,48.3454
ENSPPYG00000018531,ENSMMUG00000016776,48.8211
ENSPPYG00000018529,ENSMMUG00000001019,48.6405
ENSPPYG00000018529,ENSMMUG00000003759,48.6577
ENSPPYG00000018527,ENSMMUG00000001114,48.8789
ENSPPYG00000018525,ENSMMUG00000012871,49.1248
ENSPPYG00000018523,ENSMMUG00000016619,48.6607
ENSPPYG00000018521,ENSMMUG00000000810,48.2587
ENSPPYG00000018519,ENSMMUG00000014885,49.0977
ENSPPYG00000018519,ENSMMUG00000004793,48.6063
ENSPPYG00000018517,ENSMMUG00000005026,45.8028
ENSPPYG00000018517,ENSMMUG00000032486,45.5804
ENSPPYG00000018515,ENSMMUG00000007688,50.2571
ENSPPYG00000018513,ENSMMUG00000000286,47.4542
ENSPPYG00000018511,ENSMMUG00000022665,4.2042
ENSPPYG00000018507,ENSMMUG00000032403,49.1137
ENSPPYG00000018503,ENSMMUG00000010248,49.359
ENSPPYG00000018501,ENSMMUG00000032423,47.2868
ENSPPYG00000018499,ENSMMUG00000006866,47.1698
ENSPPYG00000018499,ENSMMUG00000006866,48.3412
ENSPPYG00000018497,ENSMMUG00000006863,48.6686
ENSPPYG00000018497,ENSMMUG00000006863,48.602
ENSPPYG00000018497,ENSMMUG00000006863,48.6554
ENSPPYG00000018497,ENSMMUG00000006863,48.588
ENSPPYG00000018497,ENSMMUG00000032316,49.5292
ENSPPYG00000018495,ENSMMUG00000018027,47.8152
ENSPPYG00000018493,ENSMMUG00000004010,49.6388
ENSPPYG00000018491,ENSMMUG00000018715,48.2201
ENSPPYG00000018489,ENSMMUG00000011480,48.8067
ENSPPYG00000018487,ENSMMUG00000008256,49.0909
ENSPPYG00000018485,ENSMMUG00000011483,48.7805
ENSPPYG00000018483,ENSMMUG00000006578,48.8947
ENSPPYG00000018483,ENSMMUG00000018837,48.8385
ENSPPYG00000018481,ENSMMUG00000012916,49.5436
ENSPPYG00000018481,ENSMMUG00000011801,49.0232
ENSPPYG00000018479,ENSMMUG00000003302,48.609
ENSPPYG00000018477,ENSMMUG00000010763,48.6757
ENSPPYG00000018475,ENSMMUG00000004187,47.4576
ENSPPYG00000018473,ENSMMUG00000013493,48.7835
ENSPPYG00000018471,ENSMMUG00000020202,48.5705
ENSPPYG00000018469,ENSMMUG00000012899,48.558
ENSPPYG00000018467,ENSMMUG00000018703,48.1368
ENSPPYG00000018465,ENSMMUG00000000671,49.1283
ENSPPYG00000018465,ENSMMUG00000032327,48.5612
ENSPPYG00000018463,ENSMMUG00000032556,49.2063
ENSPPYG00000018461,ENSMMUG00000017423,49.306
ENSPPYG00000018459,ENSMMUG00000009476,48.4496
ENSPPYG00000018457,ENSMMUG00000003317,48.3878
ENSPPYG00000018455,ENSMMUG00000013327,48.9809
ENSPPYG00000018453,ENSMMUG00000009801,48.7956
ENSPPYG00000018451,ENSMMUG00000014062,49.4624
ENSPPYG00000018449,ENSMMUG00000006967,48.6719
ENSPPYG00000018449,ENSMMUG00000021412,48.1831
ENSPPYG00000018449,ENSMMUG00000018435,47.9319
ENSPPYG00000018447,ENSMMUG00000016776,48.4643
ENSPPYG00000018447,ENSMMUG00000014066,48.6686
ENSPPYG00000018445,ENSMMUG00000014935,48.8107
ENSPPYG00000018445,ENSMMUG00000014935,48.7955
ENSPPYG00000018443,ENSMMUG00000016469,47.2406
ENSPPYG00000018441,ENSMMUG00000032547,54
ENSPPYG00000018439,ENSMMUG00000032536,46.7354
ENSPPYG00000018437,ENSMMUG00000012871,49.2424
ENSPPYG00000018435,ENSMMUG00000003922,49.4018
ENSPPYG00000018433,ENSMMUG00000015031,48.9289
ENSPPYG00000018431,ENSMMUG00000003041,49.2466
ENSPPYG00000018429,ENSMMUG00000011426,48.8839
ENSPPYG00000018427,ENSMMUG00000005304,49.2308
ENSPPYG00000018425,ENSMMUG00000007583,46.281
ENSPPYG00000018423,ENSMMUG00000018435,47.5198
ENSPPYG00000018421,ENSMMUG00000003317,49.423
ENSPPYG00000018421,ENSMMUG00000006969,49.0566
ENSPPYG00000018419,ENSMMUG00000005505,48.3709
ENSPPYG00000018417,ENSMMUG00000023024,48.4448
ENSPPYG00000018415,ENSMMUG00000005304,46.3874
ENSPPYG00000018413,ENSMMUG00000000286,48.6378
ENSPPYG00000018411,ENSMMUG00000000323,47.8521
ENSPPYG00000018409,ENSMMUG00000008622,47.619
ENSPPYG00000018407,ENSMMUG00000003317,48.7887
ENSPPYG00000018407,ENSMMUG00000003317,48.7985
ENSPPYG00000018405,ENSMMUG00000017277,49.3214
ENSPPYG00000018405,ENSMMUG00000017277,49.3214
ENSPPYG00000018405,ENSMMUG00000017277,49.3385
ENSPPYG00000018403,ENSMMUG00000001019,48.8205
ENSPPYG00000018401,ENSMMUG00000032334,47.9167
ENSPPYG00000018399,ENSMMUG00000002548,49.0446
ENSPPYG00000018397,ENSMMUG00000032341,48.7314
ENSPPYG00000018395,ENSMMUG00000023174,48.9655
ENSPPYG00000018393,ENSMMUG00000011801,48.5704
ENSPPYG00000018391,ENSMMUG00000021739,48.0298
ENSPPYG00000018389,ENSMMUG00000003274,47.4671
ENSPPYG00000018389,ENSMMUG00000003274,48.0974
ENSPPYG00000018387,ENSMMUG00000022371,48.4733
ENSPPYG00000018385,ENSMMUG00000021413,47.5524
ENSPPYG00000018383,ENSMMUG00000004793,49.1525
ENSPPYG00000018381,ENSMMUG00000032341,49.1607
ENSPPYG00000018381,ENSMMUG00000007515,48.3992
ENSPPYG00000018379,ENSMMUG00000014407,35.249
ENSPPYG00000018377,ENSMMUG00000000719,48.125
ENSPPYG00000018375,ENSMMUG00000009481,49.0036
ENSPPYG00000018373,ENSMMUG00000016431,46.1505
ENSPPYG00000018371,ENSMMUG00000007514,47.7522
ENSPPYG00000018369,ENSMMUG00000021739,48.4848
ENSPPYG00000018367,ENSMMUG00000017428,49.2721
ENSPPYG00000018363,ENSMMUG00000021906,48.281
ENSPPYG00000018361,ENSMMUG00000001001,49.0854
ENSPPYG00000018359,ENSMMUG00000032314,52.8736
ENSPPYG00000018357,ENSMMUG00000020392,48.9697
ENSPPYG00000018355,ENSMMUG00000012073,48.2201
ENSPPYG00000018353,ENSMMUG00000010618,48.0084
ENSPPYG00000018351,ENSMMUG00000032397,48.1884
ENSPPYG00000018349,ENSMMUG00000013356,50
ENSPPYG00000018347,ENSMMUG00000010727,48.0315
ENSPPYG00000018345,ENSMMUG00000032390,48.5294
ENSPPYG00000018343,ENSMMUG00000032491,49.5726
ENSPPYG00000018339,ENSMMUG00000004658,48.7179
ENSPPYG00000018339,ENSMMUG00000032379,54.0741
ENSPPYG00000018337,ENSMMUG00000032314,56.5217
