pongo_abelii,homo_sapiens
ENSPPYG00000018993,ENSG00000263079,48.9642
ENSPPYG00000018991,ENSG00000262972,47.8036
ENSPPYG00000018989,ENSG00000260513,42.4397
ENSPPYG00000018987,ENSG00000263310,47.7471
ENSPPYG00000018985,ENSG00000261678,46.7611
ENSPPYG00000018983,ENSG00000261042,45.8434
ENSPPYG00000018981,ENSG00000261678,45.5418
ENSPPYG00000018979,ENSG00000172830,46.5359
ENSPPYG00000018977,ENSG00000260789,48.0144
ENSPPYG00000018975,ENSG00000260313,26.6667
ENSPPYG00000018973,ENSG00000261230,14.8013
ENSPPYG00000018973,ENSG00000261698,47.9927
ENSPPYG00000018971,ENSG00000261042,35.5303
ENSPPYG00000018969,ENSG00000261132,35.9119
ENSPPYG00000018967,ENSG00000260383,8.05794
ENSPPYG00000018965,ENSG00000187939,46.2916
ENSPPYG00000018963,ENSG00000135407,48.3787
ENSPPYG00000018961,ENSG00000172613,47.7505
ENSPPYG00000018959,ENSG00000173156,46.4435
ENSPPYG00000018957,ENSG00000260320,47.7477
ENSPPYG00000018955,ENSG00000172508,47.1924
ENSPPYG00000018953,ENSG00000138068,52.4823
ENSPPYG00000018951,ENSG00000261577,47.6075
ENSPPYG00000018949,ENSG00000262595,46.2882
ENSPPYG00000018947,ENSG00000173621,47.5501
ENSPPYG00000018945,ENSG00000262972,46.2759
ENSPPYG00000018943,ENSG00000175182,48.4263
ENSPPYG00000018941,ENSG00000259662,48.4472
ENSPPYG00000018941,ENSG00000261539,48.3796
ENSPPYG00000018939,ENSG00000135454,47.2652
ENSPPYG00000018937,ENSG00000261678,46.3203
ENSPPYG00000018935,ENSG00000261297,47.6993
ENSPPYG00000018933,ENSG00000138068,50
ENSPPYG00000018931,ENSG00000260376,47.443
ENSPPYG00000018931,ENSG00000260789,47.1264
ENSPPYG00000018929,ENSG00000261258,47.7541
ENSPPYG00000018927,ENSG00000187238,47.4747
ENSPPYG00000018925,ENSG00000262666,48.4672
ENSPPYG00000018923,ENSG00000104825,46.9605
ENSPPYG00000018921,ENSG00000263079,45.614
ENSPPYG00000018919,ENSG00000187238,46.0705
ENSPPYG00000018917,ENSG00000261577,47.0193
ENSPPYG00000018915,ENSG00000261201,47.3307
ENSPPYG00000018913,ENSG00000261694,49.9417
ENSPPYG00000018911,ENSG00000261297,48.0737
ENSPPYG00000018909,ENSG00000182898,48.7192
ENSPPYG00000018909,ENSG00000143442,49.5935
ENSPPYG00000018907,ENSG00000228804,47.7273
ENSPPYG00000018905,ENSG00000168542,48.1848
ENSPPYG00000018903,ENSG00000239306,47.9111
ENSPPYG00000018901,ENSG00000260164,49.1951
ENSPPYG00000018899,ENSG00000260380,48.5507
ENSPPYG00000018895,ENSG00000135502,49.7898
ENSPPYG00000018893,ENSG00000144810,48.6161
ENSPPYG00000018891,ENSG00000163510,49.045
ENSPPYG00000018891,ENSG00000136536,49.2205
ENSPPYG00000018889,ENSG00000143442,49.2982
ENSPPYG00000018887,ENSG00000143409,48.722
ENSPPYG00000018885,ENSG00000260119,49.0274
ENSPPYG00000018883,ENSG00000115841,48.4103
ENSPPYG00000018883,ENSG00000198130,48.7896
ENSPPYG00000018881,ENSG00000136527,50.6061
ENSPPYG00000018879,ENSG00000138068,55
ENSPPYG00000018875,ENSG00000261155,48.2574
ENSPPYG00000018873,ENSG00000135241,48.5528
ENSPPYG00000018873,ENSG00000064933,48.7268
ENSPPYG00000018871,ENSG00000262249,42.6667
ENSPPYG00000018869,ENSG00000143556,49.6212
ENSPPYG00000018867,ENSG00000128699,47.554
ENSPPYG00000018865,ENSG00000151690,47.1726
ENSPPYG00000018863,ENSG00000263040,48.3092
ENSPPYG00000018861,ENSG00000169855,49.7328
ENSPPYG00000018859,ENSG00000163209,48.4507
ENSPPYG00000018857,ENSG00000260150,48.4575
ENSPPYG00000018857,ENSG00000135655,48.0931
ENSPPYG00000018855,ENSG00000138068,49.3438
ENSPPYG00000018853,ENSG00000163882,48.5428
ENSPPYG00000018853,ENSG00000260789,46.4368
ENSPPYG00000018849,ENSG00000138386,48.4624
ENSPPYG00000018847,ENSG00000138068,50.641
ENSPPYG00000018845,ENSG00000153179,48.2478
ENSPPYG00000018843,ENSG00000064933,49
ENSPPYG00000018841,ENSG00000175482,47.486
ENSPPYG00000018839,ENSG00000262452,48.801
ENSPPYG00000018837,ENSG00000115875,48.5599
ENSPPYG00000018837,ENSG00000136560,48.3498
ENSPPYG00000018835,ENSG00000151690,48.2309
ENSPPYG00000018833,ENSG00000143375,48.172
ENSPPYG00000018831,ENSG00000262452,48.2667
ENSPPYG00000018829,ENSG00000138448,49.6221
ENSPPYG00000018827,ENSG00000144366,48.6149
ENSPPYG00000018825,ENSG00000151689,48.9464
ENSPPYG00000018823,ENSG00000115841,48.2877
ENSPPYG00000018821,ENSG00000163216,48.6318
ENSPPYG00000018819,ENSG00000177990,48.7299
ENSPPYG00000018817,ENSG00000136541,49.165
ENSPPYG00000018815,ENSG00000135241,47.8303
ENSPPYG00000018815,ENSG00000198673,48.0402
ENSPPYG00000018815,ENSG00000198673,48.3273
ENSPPYG00000018815,ENSG00000115841,48.145
ENSPPYG00000018813,ENSG00000138449,49.066
ENSPPYG00000018813,ENSG00000138449,48.9894
ENSPPYG00000018813,ENSG00000064933,49.0698
ENSPPYG00000018811,ENSG00000260696,49.1861
ENSPPYG00000018809,ENSG00000115271,47.7078
ENSPPYG00000018807,ENSG00000115233,48.1322
ENSPPYG00000018805,ENSG00000257561,49.2857
ENSPPYG00000018803,ENSG00000144395,47.9111
ENSPPYG00000018803,ENSG00000136541,48.2548
ENSPPYG00000018801,ENSG00000259823,48.8127
ENSPPYG00000018799,ENSG00000080822,48.6056
ENSPPYG00000018797,ENSG00000054219,49.4065
ENSPPYG00000018795,ENSG00000143437,49.9116
ENSPPYG00000018793,ENSG00000169469,49.7835
ENSPPYG00000018791,ENSG00000138381,49.2021
ENSPPYG00000018789,ENSG00000262204,48.6772
ENSPPYG00000018787,ENSG00000168386,48.9928
ENSPPYG00000018785,ENSG00000262773,49.284
ENSPPYG00000018783,ENSG00000263040,49.0385
ENSPPYG00000018783,ENSG00000143442,50
ENSPPYG00000018781,ENSG00000114021,48.6688
ENSPPYG00000018779,ENSG00000173237,48.4658
ENSPPYG00000018777,ENSG00000115415,49.5935
ENSPPYG00000018775,ENSG00000266093,49.1393
ENSPPYG00000018773,ENSG00000113790,48.4702
ENSPPYG00000018773,ENSG00000259896,48.6402
ENSPPYG00000018771,ENSG00000262563,48.9691
ENSPPYG00000018769,ENSG00000187939,48.1928
ENSPPYG00000018767,ENSG00000111490,46.5347
ENSPPYG00000018765,ENSG00000213139,49.1561
ENSPPYG00000018763,ENSG00000262771,49.0079
ENSPPYG00000018761,ENSG00000163214,48.5577
ENSPPYG00000018759,ENSG00000114021,48.5138
ENSPPYG00000018759,ENSG00000136560,47.8927
ENSPPYG00000018757,ENSG00000197938,48.8391
ENSPPYG00000018755,ENSG00000144339,47.7026
ENSPPYG00000018755,ENSG00000119787,48.1123
ENSPPYG00000018753,ENSG00000182134,49.2435
ENSPPYG00000018751,ENSG00000151687,48.8779
ENSPPYG00000018749,ENSG00000115267,47.8261
ENSPPYG00000018747,ENSG00000144366,48.424
ENSPPYG00000018747,ENSG00000144366,48.424
ENSPPYG00000018747,ENSG00000144366,48.424
ENSPPYG00000018745,ENSG00000173715,49.1897
ENSPPYG00000018743,ENSG00000138068,48.659
ENSPPYG00000018741,ENSG00000135407,49.7368
ENSPPYG00000018739,ENSG00000187699,48.2639
ENSPPYG00000018737,ENSG00000163331,48.9664
ENSPPYG00000018735,ENSG00000080819,48.7246
ENSPPYG00000018733,ENSG00000135655,48.7753
ENSPPYG00000018731,ENSG00000262622,48.946
ENSPPYG00000018729,ENSG00000064989,48.9403
ENSPPYG00000018727,ENSG00000136541,48.4769
ENSPPYG00000018725,ENSG00000259808,46.9234
ENSPPYG00000018723,ENSG00000262327,48.903
ENSPPYG00000018721,ENSG00000260753,48.791
ENSPPYG00000018719,ENSG00000231145,57.1429
ENSPPYG00000018717,ENSG00000159527,49.1479
ENSPPYG00000018715,ENSG00000185966,49.553
ENSPPYG00000018713,ENSG00000143442,53.202
ENSPPYG00000018711,ENSG00000153237,47.9288
ENSPPYG00000018709,ENSG00000123636,48.9899
ENSPPYG00000018707,ENSG00000156931,48.3271
ENSPPYG00000018705,ENSG00000184220,47.6243
ENSPPYG00000018703,ENSG00000263040,49.4949
ENSPPYG00000018701,ENSG00000226894,50.1253
ENSPPYG00000018699,ENSG00000255738,49.5098
ENSPPYG00000018697,ENSG00000259919,48.8095
ENSPPYG00000018695,ENSG00000136560,48.1673
ENSPPYG00000018695,ENSG00000123636,48.3092
ENSPPYG00000018693,ENSG00000118997,49.778
ENSPPYG00000018691,ENSG00000262771,49.0637
ENSPPYG00000018689,ENSG00000138449,49.3506
ENSPPYG00000018687,ENSG00000123636,49.8129
ENSPPYG00000018685,ENSG00000138068,52.5641
ENSPPYG00000018683,ENSG00000144278,49.0347
ENSPPYG00000018681,ENSG00000260383,48.9158
ENSPPYG00000018679,ENSG00000135655,49.0421
ENSPPYG00000018677,ENSG00000226894,50.2347
ENSPPYG00000018673,ENSG00000018699,50.1425
ENSPPYG00000018671,ENSG00000136536,48.8908
ENSPPYG00000018671,ENSG00000123636,47.9839
ENSPPYG00000018669,ENSG00000153237,48.3945
ENSPPYG00000018667,ENSG00000143367,49.4669
ENSPPYG00000018665,ENSG00000104825,47.343
ENSPPYG00000018663,ENSG00000263135,48.4277
ENSPPYG00000018659,ENSG00000156931,53.7313
ENSPPYG00000018657,ENSG00000156931,49.0741
ENSPPYG00000018653,ENSG00000143452,48.5368
ENSPPYG00000018653,ENSG00000172209,48.6842
ENSPPYG00000018651,ENSG00000231192,48.8288
ENSPPYG00000018649,ENSG00000144395,48.9384
ENSPPYG00000018647,ENSG00000170854,48.0349
ENSPPYG00000018645,ENSG00000113966,48.7874
ENSPPYG00000018641,ENSG00000188452,48.8707
ENSPPYG00000018639,ENSG00000144366,49.0241
ENSPPYG00000018639,ENSG00000144339,49.0074
ENSPPYG00000018639,ENSG00000144366,49.0394
ENSPPYG00000018639,ENSG00000115170,48.5294
ENSPPYG00000018637,ENSG00000239306,48.3726
ENSPPYG00000018635,ENSG00000136560,48.5759
ENSPPYG00000018635,ENSG00000143889,49.1964
ENSPPYG00000018633,ENSG00000213953,56.9444
ENSPPYG00000018631,ENSG00000115271,48.8973
ENSPPYG00000018629,ENSG00000144395,48.8494
ENSPPYG00000018627,ENSG00000154175,49.061
ENSPPYG00000018625,ENSG00000073803,48.5417
ENSPPYG00000018623,ENSG00000075790,48.5185
ENSPPYG00000018621,ENSG00000064933,48.938
ENSPPYG00000018619,ENSG00000156931,51.2438
ENSPPYG00000018617,ENSG00000115875,48.9408
ENSPPYG00000018615,ENSG00000111490,48.9118
ENSPPYG00000018613,ENSG00000135241,48.8914
ENSPPYG00000018611,ENSG00000128641,49.4389
ENSPPYG00000018609,ENSG00000144339,49.1115
ENSPPYG00000018607,ENSG00000151689,48.7037
ENSPPYG00000018605,ENSG00000119787,49.5337
ENSPPYG00000018603,ENSG00000231145,64.5833
ENSPPYG00000018601,ENSG00000261155,46.3016
ENSPPYG00000018597,ENSG00000119787,48.2633
ENSPPYG00000018595,ENSG00000261539,48.4895
ENSPPYG00000018593,ENSG00000261577,46.3629
ENSPPYG00000018591,ENSG00000049323,49.1582
ENSPPYG00000018589,ENSG00000115841,48.3942
ENSPPYG00000018587,ENSG00000196151,48.6328
ENSPPYG00000018587,ENSG00000196151,49.087
ENSPPYG00000018585,ENSG00000135454,46.3019
ENSPPYG00000018583,ENSG00000196805,49.2308
ENSPPYG00000018581,ENSG00000175182,48.7642
ENSPPYG00000018579,ENSG00000261300,50.2304
ENSPPYG00000018577,ENSG00000115825,47.327
ENSPPYG00000018575,ENSG00000138379,48.7728
ENSPPYG00000018573,ENSG00000061987,49.8074
ENSPPYG00000018571,ENSG00000182134,49.439
ENSPPYG00000018569,ENSG00000138068,59.2593
ENSPPYG00000018567,ENSG00000064933,48.2669
ENSPPYG00000018565,ENSG00000145192,49.4143
ENSPPYG00000018563,ENSG00000114354,47.8682
ENSPPYG00000018561,ENSG00000262249,48.1791
ENSPPYG00000018559,ENSG00000091140,49.4065
ENSPPYG00000018557,ENSG00000185055,49.0263
ENSPPYG00000018555,ENSG00000260320,49.1577
ENSPPYG00000018553,ENSG00000119787,47.5556
ENSPPYG00000018551,ENSG00000136560,48.8849
ENSPPYG00000018549,ENSG00000138061,49.0362
ENSPPYG00000018549,ENSG00000163207,48.9819
ENSPPYG00000018547,ENSG00000262515,50
ENSPPYG00000018545,ENSG00000255738,49.635
ENSPPYG00000018543,ENSG00000115415,48.2143
ENSPPYG00000018541,ENSG00000135241,49.5224
ENSPPYG00000018539,ENSG00000169474,49.5327
ENSPPYG00000018537,ENSG00000232382,49.0552
ENSPPYG00000018535,ENSG00000143452,48.3784
ENSPPYG00000018533,ENSG00000262612,48.0226
ENSPPYG00000018531,ENSG00000115252,49.065
ENSPPYG00000018529,ENSG00000175505,48.7412
ENSPPYG00000018529,ENSG00000260557,49.217
ENSPPYG00000018527,ENSG00000261132,48.4305
ENSPPYG00000018525,ENSG00000262684,49.52
ENSPPYG00000018523,ENSG00000143442,49.256
ENSPPYG00000018521,ENSG00000226894,48.2587
ENSPPYG00000018519,ENSG00000188452,49.4692
ENSPPYG00000018519,ENSG00000123612,49.5354
ENSPPYG00000018517,ENSG00000261587,46.9438
ENSPPYG00000018517,ENSG00000172613,47.4973
ENSPPYG00000018515,ENSG00000184575,49.4857
ENSPPYG00000018513,ENSG00000260220,47.6549
ENSPPYG00000018511,ENSG00000187699,48.1982
ENSPPYG00000018507,ENSG00000080200,49.0789
ENSPPYG00000018503,ENSG00000187170,48.2906
ENSPPYG00000018501,ENSG00000260380,48.8372
ENSPPYG00000018499,ENSG00000263079,47.7987
ENSPPYG00000018499,ENSG00000263079,48.3412
ENSPPYG00000018497,ENSG00000261698,49.2831
ENSPPYG00000018497,ENSG00000172932,49.2188
ENSPPYG00000018497,ENSG00000261698,49.1105
ENSPPYG00000018497,ENSG00000172932,49.1279
ENSPPYG00000018497,ENSG00000115828,49.6234
ENSPPYG00000018495,ENSG00000263042,47.9401
ENSPPYG00000018493,ENSG00000143363,48.194
ENSPPYG00000018491,ENSG00000156931,48.5437
ENSPPYG00000018489,ENSG00000005249,48.8067
ENSPPYG00000018487,ENSG00000203784,48.6364
ENSPPYG00000018485,ENSG00000261473,48.4756
ENSPPYG00000018483,ENSG00000181458,48.7895
ENSPPYG00000018483,ENSG00000123612,49.0597
ENSPPYG00000018481,ENSG00000261443,49.7262
ENSPPYG00000018481,ENSG00000262742,48.7337
ENSPPYG00000018479,ENSG00000260164,49.1148
ENSPPYG00000018477,ENSG00000163002,49.4253
ENSPPYG00000018475,ENSG00000224420,47.2693
ENSPPYG00000018473,ENSG00000153237,49.1484
ENSPPYG00000018471,ENSG00000260178,48.2249
ENSPPYG00000018469,ENSG00000153237,48.8075
ENSPPYG00000018467,ENSG00000175463,47.3201
ENSPPYG00000018465,ENSG00000123297,49.4396
ENSPPYG00000018465,ENSG00000175215,49.1007
ENSPPYG00000018463,ENSG00000064933,49.4709
ENSPPYG00000018461,ENSG00000144339,49.0646
ENSPPYG00000018459,ENSG00000238035,48.2946
ENSPPYG00000018457,ENSG00000163898,48.4938
ENSPPYG00000018455,ENSG00000105835,48.8494
ENSPPYG00000018453,ENSG00000064933,48.8607
ENSPPYG00000018451,ENSG00000260119,50.8961
ENSPPYG00000018449,ENSG00000168497,48.099
ENSPPYG00000018449,ENSG00000162992,48.4979
ENSPPYG00000018449,ENSG00000175463,48.8564
ENSPPYG00000018447,ENSG00000136536,48.2649
ENSPPYG00000018447,ENSG00000144820,48.2999
ENSPPYG00000018445,ENSG00000064933,48.7631
ENSPPYG00000018445,ENSG00000064933,48.7955
ENSPPYG00000018443,ENSG00000175182,46.7991
ENSPPYG00000018441,ENSG00000138068,51.3333
ENSPPYG00000018439,ENSG00000185962,49.1409
ENSPPYG00000018437,ENSG00000261846,49.6503
ENSPPYG00000018435,ENSG00000259896,49.1907
ENSPPYG00000018433,ENSG00000143393,48.2434
ENSPPYG00000018431,ENSG00000143367,47.6606
ENSPPYG00000018429,ENSG00000260770,48.3259
ENSPPYG00000018427,ENSG00000172531,49.0598
ENSPPYG00000018425,ENSG00000138449,48.4848
ENSPPYG00000018423,ENSG00000259919,47.8175
ENSPPYG00000018421,ENSG00000263141,49.2271
ENSPPYG00000018421,ENSG00000260117,49.2588
ENSPPYG00000018419,ENSG00000257339,48.4545
ENSPPYG00000018417,ENSG00000261698,48.0614
ENSPPYG00000018415,ENSG00000260789,47.8446
ENSPPYG00000018413,ENSG00000172508,47.8566
ENSPPYG00000018411,ENSG00000260789,47.9065
ENSPPYG00000018409,ENSG00000227268,47.9263
ENSPPYG00000018407,ENSG00000136536,49.126
ENSPPYG00000018407,ENSG00000136536,49.1066
ENSPPYG00000018405,ENSG00000261297,48.701
ENSPPYG00000018405,ENSG00000261297,48.701
ENSPPYG00000018405,ENSG00000261297,48.677
ENSPPYG00000018403,ENSG00000163206,48.8205
ENSPPYG00000018401,ENSG00000169469,51.25
ENSPPYG00000018399,ENSG00000261300,50.3185
ENSPPYG00000018397,ENSG00000144395,48.6439
ENSPPYG00000018395,ENSG00000073803,49.4253
ENSPPYG00000018393,ENSG00000136536,48.7152
ENSPPYG00000018391,ENSG00000119787,48.7753
ENSPPYG00000018389,ENSG00000115271,49.4934
ENSPPYG00000018389,ENSG00000115252,49.4165
ENSPPYG00000018387,ENSG00000257679,48.1461
ENSPPYG00000018385,ENSG00000163918,49.0676
ENSPPYG00000018383,ENSG00000262145,48.0226
ENSPPYG00000018381,ENSG00000144366,49.0807
ENSPPYG00000018381,ENSG00000262773,48.5876
ENSPPYG00000018379,ENSG00000080822,49.0421
ENSPPYG00000018377,ENSG00000138434,48.75
ENSPPYG00000018375,ENSG00000261371,49.1848
ENSPPYG00000018373,ENSG00000153250,48.6877
ENSPPYG00000018371,ENSG00000257961,47.3859
ENSPPYG00000018369,ENSG00000163918,48.3683
ENSPPYG00000018367,ENSG00000115808,49.1717
ENSPPYG00000018363,ENSG00000172531,48.4305
ENSPPYG00000018361,ENSG00000173715,49.0854
ENSPPYG00000018359,ENSG00000213953,51.7241
ENSPPYG00000018357,ENSG00000153237,49.3333
ENSPPYG00000018355,ENSG00000185962,50.4854
ENSPPYG00000018353,ENSG00000224420,49.8952
ENSPPYG00000018351,ENSG00000163898,50
ENSPPYG00000018349,ENSG00000080822,48.0057
ENSPPYG00000018347,ENSG00000064933,49.3438
ENSPPYG00000018345,ENSG00000198854,48.4314
ENSPPYG00000018343,ENSG00000228253,52.5641
ENSPPYG00000018339,ENSG00000138068,50.2564
ENSPPYG00000018339,ENSG00000138068,54.8148
ENSPPYG00000018337,ENSG00000231145,56.5217
ENSPPYG00000018335,ENSG00000018699,50.1754
ENSPPYG00000018333,ENSG00000156931,51.0549
ENSPPYG00000018333,ENSG00000138068,56.4103
ENSPPYG00000018331,ENSG00000260789,47.5575
ENSPPYG00000018329,ENSG00000156931,50.3788
ENSPPYG00000018327,ENSG00000144278,48.1046
ENSPPYG00000018325,ENSG00000138449,49.6599
ENSPPYG00000018323,ENSG00000156931,51.2077
ENSPPYG00000018321,ENSG00000264886,49.4624
ENSPPYG00000018319,ENSG00000262249,48.4123
ENSPPYG00000018317,ENSG00000115841,49.4444
ENSPPYG00000018317,ENSG00000115841,49.1677
ENSPPYG00000018317,ENSG00000213953,61.1111
ENSPPYG00000018317,ENSG00000138068,63.2479
ENSPPYG00000018317,ENSG00000213953,58.6207
ENSPPYG00000018317,ENSG00000138068,62.2807
ENSPPYG00000018317,ENSG00000138068,54.6099
ENSPPYG00000018317,ENSG00000213953,52.8736
ENSPPYG00000018317,ENSG00000144395,48.9691
ENSPPYG00000018317,ENSG00000213953,64.8148
ENSPPYG00000018317,ENSG00000138068,52.4691
ENSPPYG00000018317,ENSG00000213953,52.5641
ENSPPYG00000018317,ENSG00000169469,51.0549
ENSPPYG00000018315,ENSG00000228804,47.619
ENSPPYG00000018313,ENSG00000262024,49.3075
ENSPPYG00000018313,ENSG00000169855,49.535
ENSPPYG00000018311,ENSG00000260376,44.6019
ENSPPYG00000018307,ENSG00000261132,47.5113
ENSPPYG00000018305,ENSG00000257961,47.1895
ENSPPYG00000018303,ENSG00000143889,49.3637
ENSPPYG00000018302,ENSG00000138068,55.814
ENSPPYG00000018300,ENSG00000260873,50.4
ENSPPYG00000018298,ENSG00000138449,48.2667
ENSPPYG00000018296,ENSG00000143442,52.7426
ENSPPYG00000018294,ENSG00000187238,48.6957
ENSPPYG00000018292,ENSG00000008282,2.72517
ENSPPYG00000018292,ENSG00000064989,49.2308
ENSPPYG00000018290,ENSG00000260334,47.7891
ENSPPYG00000018286,ENSG00000156931,53.3333
ENSPPYG00000018284,ENSG00000182134,49.203
ENSPPYG00000018280,ENSG00000135454,48.4405
ENSPPYG00000018278,ENSG00000260873,48.2993
ENSPPYG00000018276,ENSG00000203786,48.3072
ENSPPYG00000018274,ENSG00000138448,48.2795
ENSPPYG00000018272,ENSG00000224420,49.4253
ENSPPYG00000018270,ENSG00000105835,23.6931
ENSPPYG00000018268,ENSG00000262773,48.9899
ENSPPYG00000018266,ENSG00000081320,48.0438
ENSPPYG00000018264,ENSG00000187238,49.4152
ENSPPYG00000018262,ENSG00000187238,47.5362
ENSPPYG00000018260,ENSG00000104825,48.0159
ENSPPYG00000018258,ENSG00000187238,47.2441
ENSPPYG00000018256,ENSG00000262739,48.8739
ENSPPYG00000018250,ENSG00000185962,48.8701
ENSPPYG00000018248,ENSG00000138068,48.9247
ENSPPYG00000018246,ENSG00000138068,67.3913
ENSPPYG00000018244,ENSG00000187238,49.7126
ENSPPYG00000018242,ENSG00000138068,57.7778
ENSPPYG00000018240,ENSG00000262249,27.8337
ENSPPYG00000018238,ENSG00000262771,49
ENSPPYG00000018236,ENSG00000143379,49.0103
ENSPPYG00000018234,ENSG00000091137,49.4479
ENSPPYG00000018232,ENSG00000187238,48.5564
ENSPPYG00000018228,ENSG00000182134,50.0222
ENSPPYG00000018227,ENSG00000105856,49.3827
ENSPPYG00000018225,ENSG00000257370,32.3432
ENSPPYG00000018223,ENSG00000261155,46.337
ENSPPYG00000018221,ENSG00000113966,49.3108
ENSPPYG00000018219,ENSG00000185962,51.3109
ENSPPYG00000018217,ENSG00000260789,47.1014
ENSPPYG00000018213,ENSG00000135454,47.4206
ENSPPYG00000018211,ENSG00000104825,47.6723
ENSPPYG00000018209,ENSG00000143536,49.087
ENSPPYG00000018209,ENSG00000259919,48.9411
ENSPPYG00000018205,ENSG00000136560,48.5172
ENSPPYG00000018201,ENSG00000138068,50.6173
ENSPPYG00000018199,ENSG00000143379,49.1228
ENSPPYG00000018197,ENSG00000115267,49.3434
ENSPPYG00000018197,ENSG00000115232,49.7803
ENSPPYG00000018195,ENSG00000263163,48.1273
ENSPPYG00000018191,ENSG00000175182,48.6342
ENSPPYG00000018189,ENSG00000261967,48.5481
ENSPPYG00000018187,ENSG00000261297,47.2962
ENSPPYG00000018185,ENSG00000173621,47.6751
ENSPPYG00000018183,ENSG00000261577,48.9777
ENSPPYG00000018181,ENSG00000257961,47.4545
ENSPPYG00000018179,ENSG00000263310,47.831
ENSPPYG00000018177,ENSG00000173621,47.1871
ENSPPYG00000018175,ENSG00000197084,47.096
ENSPPYG00000018173,ENSG00000143390,48.3766
ENSPPYG00000018171,ENSG00000262773,49.2537
ENSPPYG00000018169,ENSG00000262773,49.3394
ENSPPYG00000018167,ENSG00000261201,46.7723
ENSPPYG00000018165,ENSG00000172830,46.1538
ENSPPYG00000018161,ENSG00000257339,48.2914
ENSPPYG00000018159,ENSG00000260789,47.173
ENSPPYG00000018157,ENSG00000172508,47.7986
ENSPPYG00000018155,ENSG00000163207,47.9167
ENSPPYG00000018153,ENSG00000175482,47.331
ENSPPYG00000018151,ENSG00000261042,47.9384
ENSPPYG00000018149,ENSG00000163207,47.9113
ENSPPYG00000018147,ENSG00000182134,49.1928
ENSPPYG00000018145,ENSG00000145012,48.847
ENSPPYG00000018141,ENSG00000260736,48.7671
ENSPPYG00000018139,ENSG00000113966,48.8011
ENSPPYG00000018137,ENSG00000143536,49.0333
ENSPPYG00000018135,ENSG00000263249,48.3761
ENSPPYG00000018133,ENSG00000196578,44.0514
ENSPPYG00000018129,ENSG00000172155,47.8261
ENSPPYG00000018127,ENSG00000196578,44.4444
ENSPPYG00000018123,ENSG00000261539,46.6009
ENSPPYG00000018121,ENSG00000262889,48.5893
ENSPPYG00000018121,ENSG00000261539,49.3151
ENSPPYG00000018119,ENSG00000261042,47.6137
ENSPPYG00000018117,ENSG00000175182,46.046
ENSPPYG00000018115,ENSG00000261657,49.0802
ENSPPYG00000018113,ENSG00000003509,47.1905
ENSPPYG00000018113,ENSG00000163882,49.0094
ENSPPYG00000018111,ENSG00000156931,51.5152
ENSPPYG00000018109,ENSG00000263040,48.5261
ENSPPYG00000018109,ENSG00000118997,49.7175
ENSPPYG00000018107,ENSG00000260040,22.47
ENSPPYG00000018105,ENSG00000261264,24.2299
ENSPPYG00000018103,ENSG00000187238,47.619
ENSPPYG00000018101,ENSG00000187238,47.7477
ENSPPYG00000018099,ENSG00000257370,50.7246
ENSPPYG00000018097,ENSG00000138449,48.2667
ENSPPYG00000018095,ENSG00000143398,50.2874
ENSPPYG00000018093,ENSG00000154175,48.8304
ENSPPYG00000018091,ENSG00000257370,49.7126
ENSPPYG00000018089,ENSG00000260283,48.9855
ENSPPYG00000018087,ENSG00000185962,49.5652
ENSPPYG00000018085,ENSG00000256219,49.7076
ENSPPYG00000018083,ENSG00000187238,47.5362
ENSPPYG00000018081,ENSG00000138449,48.8304
ENSPPYG00000018079,ENSG00000187238,50
ENSPPYG00000018077,ENSG00000138068,48
ENSPPYG00000018075,ENSG00000261791,20.1342
ENSPPYG00000018073,ENSG00000260696,28.1457
ENSPPYG00000018071,ENSG00000080822,49.435
ENSPPYG00000018069,ENSG00000262889,42.2713
ENSPPYG00000018069,ENSG00000262889,42.4051
ENSPPYG00000018069,ENSG00000144278,49.4585
ENSPPYG00000018067,ENSG00000226894,49.409
ENSPPYG00000018065,ENSG00000262599,6.8538
ENSPPYG00000018063,ENSG00000212907,49.7312
ENSPPYG00000018061,ENSG00000143452,49.4118
ENSPPYG00000018059,ENSG00000173227,48.5091
ENSPPYG00000018057,ENSG00000136560,49.4667
ENSPPYG00000018055,ENSG00000008282,49.3213
ENSPPYG00000018055,ENSG00000143889,49.2625
ENSPPYG00000018053,ENSG00000261539,48.9126
ENSPPYG00000018051,ENSG00000238035,48.5488
ENSPPYG00000018049,ENSG00000187939,46.6667
ENSPPYG00000018047,ENSG00000228804,48.1221
ENSPPYG00000018045,ENSG00000115841,49.1892
ENSPPYG00000018043,ENSG00000115415,47.5083
ENSPPYG00000018041,ENSG00000257814,47.9798
ENSPPYG00000018039,ENSG00000115875,49.7893
ENSPPYG00000018037,ENSG00000138449,48.8277
ENSPPYG00000018035,ENSG00000111490,48.843
ENSPPYG00000018033,ENSG00000075790,49.3933
ENSPPYG00000018033,ENSG00000260736,49.4331
ENSPPYG00000018031,ENSG00000143442,50.5882
ENSPPYG00000018029,ENSG00000163218,48.7227
ENSPPYG00000018027,ENSG00000156931,49.1106
ENSPPYG00000018025,ENSG00000261473,48.2377
ENSPPYG00000018023,ENSG00000173020,49.1375
ENSPPYG00000018023,ENSG00000138449,48.9744
ENSPPYG00000018021,ENSG00000091137,48.821
ENSPPYG00000018019,ENSG00000156931,49.1026
